school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,F,18,U,LE3,T,2,4,other,at_home,course,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,2,1,2,1,0,6,6,16
GP,F,16,U,GT3,T,2,3,at_home,services,course,father,1,2,0,no,yes,yes,yes,yes,yes,no,no,4,4,2,1,5,4,0,18,5,11
MS,F,16,U,LE3,T,4,2,services,health,home,father,1,3,3,no,yes,no,yes,no,yes,yes,no,5,4,2,2,1,5,0,18,11,8
GP,M,18,U,GT3,T,4,4,teacher,services,other,mother,1,1,1,yes,yes,yes,no,yes,yes,yes,no,4,4,3,1,4,5,0,13,5,5
GP,F,15,U,GT3,T,4,1,at_home,other,reputation,mother,1,1,0,no,no,yes,no,yes,yes,yes,no,3,4,3,2,1,3,7,16,13,10
GP,F,17,U,GT3,T,2,1,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,0,17,16,6
GP,F,18,U,LE3,T,1,2,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,yes,4,4,2,2,3,3,6,18,8,16
GP,M,18,R,LE3,T,4,1,other,other,course,mother,4,2,1,no,no,no,yes,yes,yes,yes,no,4,4,2,1,1,5,17,15,5,13
GP,M,18,U,GT3,T,3,3,health,teacher,home,other,1,4,1,no,yes,no,no,yes,yes,yes,no,4,4,5,1,2,5,10,18,4,4
GP,F,16,U,LE3,A,4,3,teacher,other,course,mother,1,4,0,no,yes,no,no,yes,yes,yes,yes,4,2,3,2,5,4,0,15,14,11
GP,F,17,U,GT3,T,4,4,other,services,course,father,1,1,0,no,yes,no,no,no,yes,yes,no,4,4,3,1,2,5,24,18,15,13
GP,F,18,U,GT3,T,1,2,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,2,3,1,1,5,10,18,7,10
GP,M,19,R,GT3,T,3,3,services,other,course,mother,3,2,0,no,yes,yes,no,yes,yes,no,no,5,4,2,2,1,1,29,18,12,6
GP,F,17,R,LE3,T,2,1,other,other,course,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,2,4,3,1,1,2,3,18,9,18
GP,F,17,U,GT3,A,2,3,services,teacher,course,mother,1,2,1,yes,yes,no,yes,yes,yes,yes,no,3,4,3,1,5,3,22,15,7,19
GP,F,19,U,GT3,T,3,1,other,other,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,2,3,2,4,4,40,19,4,14
MS,F,15,U,LE3,T,4,2,health,health,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,4,1,1,5,35,15,7,10
GP,F,18,U,LE3,A,2,2,other,health,home,mother,2,2,1,no,yes,no,no,yes,yes,yes,no,4,4,4,1,5,2,5,18,11,16
GP,F,18,R,GT3,T,4,3,other,services,home,father,1,1,1,no,yes,yes,no,yes,yes,yes,no,5,2,5,1,1,3,6,16,12,7
GP,F,16,U,GT3,T,1,2,other,other,other,mother,1,4,0,no,no,yes,no,yes,yes,yes,no,5,4,2,1,2,2,0,18,8,19
MS,M,15,U,GT3,A,4,4,other,services,course,mother,1,4,0,no,yes,no,no,yes,yes,yes,yes,3,2,2,1,1,5,0,14,11,4
GP,M,18,U,GT3,T,2,1,at_home,teacher,course,mother,2,2,0,no,yes,no,no,yes,yes,no,no,3,3,4,1,4,3,7,12,10,6
GP,F,18,R,LE3,T,4,3,services,services,other,father,1,3,0,yes,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,5,5,16,1,7
GP,M,15,U,LE3,T,4,1,services,other,course,mother,1,2,1,no,yes,yes,no,yes,yes,yes,no,5,2,2,2,2,5,11,16,13,13
MS,F,16,U,LE3,T,4,1,at_home,health,other,other,1,2,0,no,no,yes,no,yes,yes,yes,no,3,4,3,1,1,3,34,15,7,7
GP,F,18,R,LE3,T,3,2,teacher,other,reputation,mother,1,3,1,no,yes,no,yes,no,yes,yes,no,5,2,3,1,3,3,35,15,11,5
GP,M,18,U,GT3,T,4,4,services,other,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,5,3,2,1,3,5,4,11,9,13
GP,M,18,U,GT3,T,4,4,other,other,course,father,1,3,2,no,yes,no,no,yes,yes,yes,yes,4,3,5,5,5,5,24,11,13,5
GP,F,18,U,GT3,T,4,1,services,other,reputation,mother,1,2,0,no,yes,no,yes,yes,no,yes,no,3,4,5,1,3,4,25,18,15,4
GP,M,15,U,GT3,T,2,2,other,other,course,mother,1,2,1,no,yes,yes,no,yes,yes,no,yes,5,4,5,4,2,5,0,12,7,9
MS,M,18,U,GT3,T,2,1,teacher,services,course,mother,1,1,2,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,2,4,43,18,12,7
GP,F,17,U,LE3,T,1,1,at_home,other,course,mother,1,4,0,no,yes,yes,yes,no,yes,no,yes,4,3,4,2,2,1,0,18,11,16
GP,F,16,R,LE3,T,2,1,other,services,home,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,5,2,4,1,2,3,19,18,14,12
GP,M,18,U,GT3,T,2,3,services,other,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,no,5,4,3,1,2,5,24,18,10,4
GP,F,17,U,LE3,T,4,1,services,other,course,other,1,1,0,no,no,yes,no,yes,yes,yes,no,4,4,5,5,3,5,26,17,9,8
GP,M,16,R,GT3,T,4,2,health,other,course,mother,1,2,2,no,no,no,yes,yes,no,no,no,5,1,5,1,2,4,0,13,13,6
GP,F,18,U,GT3,T,3,1,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,5,2,3,1,1,5,23,17,8,10
GP,F,17,U,LE3,T,2,4,services,other,course,father,1,2,2,yes,no,no,no,yes,yes,yes,yes,3,3,3,1,4,5,21,16,13,5
GP,M,17,U,GT3,T,1,3,other,teacher,course,mother,2,2,0,no,no,yes,no,yes,yes,yes,no,2,4,4,2,5,2,16,11,10,4
GP,M,15,U,GT3,T,3,3,other,other,course,mother,1,3,0,yes,yes,yes,no,yes,yes,yes,yes,4,3,2,1,2,5,0,19,12,4
GP,F,17,R,LE3,T,4,1,teacher,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,5,4,3,1,5,3,0,18,9,12
GP,F,15,R,LE3,T,4,2,services,services,course,father,2,2,0,no,yes,yes,no,yes,yes,no,no,5,4,3,1,2,4,0,14,7,11
GP,F,15,R,GT3,T,1,2,at_home,services,course,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,4,5,2,1,5,17,7,8,5
GP,M,16,U,LE3,T,2,3,services,services,course,other,1,2,1,no,yes,yes,no,yes,yes,yes,yes,5,3,5,1,1,5,37,18,6,15
GP,F,18,U,GT3,T,2,4,other,other,reputation,mother,1,2,1,no,no,yes,yes,no,yes,yes,no,4,3,2,1,3,5,11,19,6,9
GP,F,18,U,LE3,T,1,3,other,services,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,2,5,24,12,7,13
GP,F,16,R,LE3,T,4,1,other,other,home,father,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,3,2,2,3,4,2,0,19,11,17
GP,F,15,U,LE3,T,1,1,services,other,home,mother,3,2,0,no,no,yes,no,yes,yes,yes,no,5,4,3,1,1,5,3,8,11,6
GP,F,15,R,LE3,T,2,1,at_home,services,course,other,4,2,0,no,yes,yes,no,no,yes,yes,no,4,3,4,1,1,5,5,12,13,8
GP,F,17,U,LE3,T,2,3,other,other,other,father,1,2,2,no,yes,no,yes,yes,yes,yes,yes,3,4,3,2,4,5,0,17,11,11
GP,F,18,U,GT3,T,2,1,at_home,other,course,mother,1,2,1,no,yes,yes,no,yes,yes,yes,no,4,4,4,1,2,5,15,17,19,17
GP,F,17,U,LE3,T,1,4,services,health,course,other,1,3,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,5,13,17,14,14
GP,F,18,U,LE3,A,1,1,services,other,course,mother,2,3,0,no,yes,yes,no,no,yes,yes,yes,3,4,3,1,1,2,31,19,9,13
GP,F,16,R,GT3,T,4,4,other,other,course,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,5,5,4,1,2,5,20,18,15,7
GP,M,15,U,GT3,T,2,1,teacher,other,course,father,2,2,1,no,yes,no,yes,yes,yes,yes,no,5,4,3,2,1,4,8,18,18,4
MS,M,18,U,GT3,T,4,1,at_home,other,reputation,mother,1,2,0,no,yes,no,yes,no,yes,yes,no,5,4,2,1,1,5,1,12,8,14
GP,M,17,U,LE3,A,4,3,services,services,course,mother,1,2,1,no,yes,yes,no,yes,yes,yes,yes,4,4,2,1,2,5,15,13,16,4
GP,F,18,R,GT3,T,4,2,other,teacher,course,mother,2,1,1,no,no,yes,yes,yes,yes,yes,no,2,4,3,2,3,2,27,19,6,8
GP,F,15,U,LE3,T,4,1,services,services,home,father,3,1,1,no,yes,no,no,yes,yes,yes,no,4,3,4,1,3,5,30,16,8,7
GP,F,17,R,GT3,T,3,1,other,services,course,father,1,2,0,no,yes,yes,yes,no,yes,yes,yes,4,4,3,1,1,3,11,17,5,10
GP,F,17,U,LE3,T,4,2,teacher,at_home,course,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,yes,3,4,3,1,5,5,15,14,5,5
GP,F,16,U,GT3,T,4,2,other,services,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,2,1,3,2,10,18,12,9
GP,F,17,U,LE3,T,2,3,other,health,course,father,1,2,1,no,no,yes,yes,yes,yes,yes,no,5,5,2,1,3,2,4,18,5,10
GP,M,18,U,GT3,T,4,4,services,services,course,other,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,2,1,4,5,18,11,11
GP,M,16,R,GT3,A,4,3,at_home,services,home,other,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,1,2,1,3,1,22,17,15,4
MS,F,16,U,LE3,T,1,4,services,teacher,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,yes,4,2,2,1,4,4,1,16,5,19
GP,M,15,R,GT3,T,3,1,services,services,reputation,other,1,2,0,no,no,yes,yes,yes,yes,yes,no,5,2,1,1,1,5,10,14,8,8
GP,F,18,U,LE3,A,4,4,other,teacher,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,5,3,2,5,8,8,12,7
GP,F,17,U,LE3,A,2,2,health,at_home,other,mother,2,2,0,no,yes,yes,yes,no,yes,yes,yes,4,4,4,1,4,4,6,17,0,8
GP,M,17,R,GT3,A,3,4,services,teacher,course,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,5,3,3,3,3,5,20,18,5,5
GP,F,18,U,GT3,T,4,1,services,other,other,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,5,1,6,12,5,5
GP,F,22,U,GT3,T,4,3,services,other,course,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,5,3,1,3,1,4,18,6,19
GP,F,16,R,GT3,T,2,4,other,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,5,4,2,4,5,19,19,5,5
GP,F,16,U,LE3,T,3,3,services,services,course,other,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,1,2,8,14,7,20
GP,F,15,U,GT3,T,3,4,other,health,course,other,1,3,0,no,yes,no,no,yes,yes,yes,no,5,4,4,1,1,4,0,14,17,6
GP,F,15,U,GT3,A,2,1,other,other,other,father,1,4,0,no,no,yes,no,yes,yes,no,no,3,4,5,1,4,4,3,12,8,10
GP,M,16,U,GT3,T,4,4,other,teacher,reputation,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,2,1,1,5,29,18,12,8
GP,F,16,U,LE3,T,3,3,health,at_home,other,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,2,3,1,3,5,7,18,15,17
GP,F,16,U,LE3,T,1,2,services,other,home,father,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,5,3,1,1,2,2,17,7,4
GP,M,16,U,LE3,T,1,3,other,services,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,3,3,2,1,5,5,6,18,7,14
GP,F,16,U,GT3,T,3,4,other,health,other,mother,2,3,0,no,no,yes,yes,yes,yes,no,no,4,2,4,1,5,5,2,18,6,5
GP,F,17,U,GT3,T,4,4,services,services,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,2,1,1,5,3,18,12,7
GP,F,16,U,LE3,T,4,3,services,other,reputation,mother,1,2,3,no,no,no,no,yes,yes,yes,yes,4,4,2,1,1,2,12,19,12,15
GP,F,16,U,GT3,T,4,3,other,other,reputation,other,2,2,3,no,yes,no,yes,yes,yes,yes,yes,2,4,3,1,3,1,31,15,13,13
GP,F,17,U,LE3,T,3,3,other,other,course,father,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,1,1,1,19,4,6
GP,F,18,U,GT3,T,4,3,services,other,course,mother,1,2,1,yes,yes,yes,yes,yes,yes,yes,yes,3,2,3,1,2,5,0,18,6,6
GP,F,19,R,GT3,T,3,3,other,health,other,father,2,2,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,1,2,10,17,11,14
GP,F,16,U,GT3,A,4,4,teacher,services,other,mother,1,2,0,no,no,yes,yes,yes,yes,no,no,4,2,5,1,3,5,5,18,15,7
GP,M,15,R,LE3,T,2,4,health,services,reputation,father,1,2,0,yes,yes,yes,no,no,yes,yes,no,4,2,1,2,1,1,12,15,17,9
GP,F,18,U,GT3,T,2,3,at_home,other,course,other,1,2,0,yes,yes,no,yes,yes,yes,yes,no,3,1,5,1,1,5,19,6,10,10
GP,F,17,R,GT3,T,3,2,other,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,3,4,4,1,2,5,24,18,15,4
GP,M,18,U,GT3,T,4,3,health,services,course,mother,1,2,0,yes,no,yes,no,yes,yes,no,yes,5,4,3,2,1,2,4,17,6,8
GP,F,16,U,GT3,A,4,4,other,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,4,4,3,1,2,1,39,12,7,15
GP,F,16,U,GT3,T,1,4,services,services,other,mother,1,2,2,no,yes,no,no,no,yes,no,no,4,5,3,1,2,5,25,17,9,8
GP,M,17,R,LE3,A,3,4,other,other,home,mother,1,2,0,no,no,yes,no,no,yes,yes,yes,4,3,3,1,5,4,8,18,12,8
GP,F,16,U,LE3,A,3,3,health,other,course,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,4,1,2,5,5,17,0,5
GP,M,17,U,GT3,T,2,3,teacher,other,home,mother,1,2,1,no,yes,yes,no,no,yes,yes,no,1,4,3,1,1,2,3,6,7,7
GP,M,16,U,LE3,T,1,4,teacher,teacher,reputation,father,1,2,0,no,yes,no,yes,no,yes,yes,no,4,4,3,1,1,1,2,18,8,7
GP,M,18,U,GT3,T,3,2,teacher,teacher,other,other,1,3,1,no,yes,no,yes,no,no,yes,no,3,2,5,2,3,5,10,15,4,5
GP,F,19,U,GT3,T,2,3,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,4,2,1,1,1,1,18,17,4
GP,M,16,U,GT3,A,3,4,services,other,course,father,1,3,0,no,no,yes,yes,yes,yes,yes,no,3,4,2,1,1,4,3,17,15,12
GP,M,18,U,GT3,T,4,1,services,other,home,mother,1,4,0,no,yes,yes,yes,yes,yes,no,no,2,4,2,1,2,1,16,18,18,9
GP,M,16,U,GT3,T,2,3,services,other,reputation,mother,1,1,0,no,yes,yes,no,no,yes,no,yes,4,4,2,2,5,3,9,18,12,9
GP,F,16,U,GT3,T,3,2,teacher,at_home,reputation,mother,2,3,0,yes,yes,yes,no,yes,yes,yes,no,4,4,4,1,4,2,24,15,12,7
GP,F,17,U,LE3,T,2,1,other,other,reputation,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,5,4,3,1,2,3,0,19,12,12
GP,F,16,U,GT3,T,2,3,other,services,home,father,2,2,0,no,yes,no,yes,yes,no,yes,yes,1,4,3,1,4,2,14,18,9,20
GP,F,15,U,LE3,T,4,1,health,services,course,mother,1,2,0,yes,yes,no,no,no,yes,yes,no,3,2,3,1,5,5,22,16,11,12
GP,F,18,U,GT3,T,1,3,other,services,course,other,2,2,0,no,yes,yes,yes,yes,yes,no,no,5,4,3,2,1,5,8,14,14,5
GP,M,18,U,LE3,T,2,3,at_home,services,course,mother,1,2,0,no,yes,yes,yes,no,yes,yes,yes,5,3,2,1,3,1,3,19,15,8
GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,2,1,1,yes,no,no,no,no,yes,yes,no,2,3,3,4,3,5,6,8,18,7
GP,F,17,U,LE3,T,3,3,services,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,2,4,3,1,3,4,24,18,7,11
GP,F,16,U,GT3,T,4,2,other,teacher,course,mother,1,4,0,no,no,no,yes,yes,no,yes,yes,5,5,2,1,2,5,2,18,13,7
GP,F,16,U,GT3,T,4,1,other,services,reputation,mother,2,1,0,no,yes,yes,no,yes,yes,yes,no,4,3,5,1,3,5,0,18,14,7
GP,F,16,U,GT3,T,4,1,other,services,reputation,mother,1,2,0,no,no,yes,no,yes,yes,yes,no,5,3,4,1,3,3,20,16,13,6
GP,F,19,U,LE3,T,3,3,other,services,course,other,1,2,0,no,yes,yes,no,yes,yes,yes,no,3,4,3,1,1,3,8,15,9,18
GP,F,19,U,GT3,T,1,3,services,services,course,mother,1,1,0,no,no,yes,no,yes,yes,yes,no,5,4,2,1,4,1,20,12,8,15
GP,M,17,U,GT3,A,4,1,other,services,other,father,4,2,3,no,no,yes,no,yes,yes,no,no,5,1,3,1,1,4,14,12,12,15
GP,F,17,R,GT3,T,4,4,teacher,health,course,father,1,3,0,no,yes,no,no,no,yes,yes,yes,4,4,4,1,5,5,0,11,13,13
GP,F,17,R,LE3,T,1,3,services,other,course,mother,1,2,3,no,yes,yes,yes,yes,yes,yes,no,4,2,4,4,2,4,0,16,12,12
GP,F,18,R,GT3,T,3,4,other,teacher,course,other,1,1,0,no,no,yes,no,yes,yes,yes,no,5,4,1,2,4,3,4,18,10,12
GP,F,18,R,LE3,T,2,4,at_home,other,course,other,1,1,1,no,yes,yes,yes,yes,no,yes,yes,4,5,5,1,2,3,13,14,8,16
GP,F,16,U,GT3,T,2,3,other,at_home,home,mother,1,3,0,no,no,yes,no,no,yes,no,yes,4,2,5,2,1,1,20,17,7,8
GP,F,15,U,GT3,T,4,3,other,other,course,other,1,2,3,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,2,1,4,6,15,19
GP,F,19,R,GT3,T,3,2,other,at_home,course,father,1,2,0,yes,no,yes,no,yes,yes,yes,yes,3,4,3,1,3,1,2,18,12,19
GP,F,18,U,GT3,T,4,2,other,other,other,other,1,2,0,no,yes,yes,no,yes,yes,no,no,4,2,5,1,3,3,10,16,7,4
GP,F,18,U,LE3,T,4,1,other,other,course,other,3,2,0,no,yes,yes,no,no,yes,yes,no,4,4,4,2,2,5,26,18,6,12
GP,F,18,R,GT3,T,1,1,teacher,services,course,other,1,2,2,no,yes,yes,no,yes,yes,yes,no,4,2,3,1,1,4,11,16,8,9
GP,F,16,U,GT3,T,1,3,other,other,home,mother,1,2,1,no,no,yes,no,yes,yes,yes,no,3,5,3,1,3,5,0,18,8,9
GP,F,17,U,LE3,T,4,4,services,other,course,father,3,2,0,no,yes,yes,no,yes,yes,yes,yes,2,5,3,2,5,1,11,17,6,18
GP,F,16,U,LE3,T,4,4,other,services,course,mother,2,2,0,no,no,no,yes,no,no,no,no,5,5,2,2,4,5,0,18,18,17
GP,M,15,U,LE3,T,4,2,other,other,other,mother,1,1,0,no,yes,yes,no,no,yes,no,no,3,3,4,4,1,4,18,19,11,18
GP,F,16,U,LE3,T,4,4,other,health,course,father,2,2,2,no,no,no,no,yes,yes,yes,no,4,2,3,1,4,5,43,17,12,16
GP,F,18,U,GT3,T,2,1,at_home,at_home,course,mother,1,1,0,no,yes,no,no,yes,yes,no,no,4,5,1,1,1,5,0,18,6,15
GP,F,18,R,GT3,T,4,1,other,other,other,father,2,3,0,no,yes,yes,no,no,yes,no,no,2,4,1,1,4,2,14,17,9,15
GP,M,18,U,GT3,T,1,4,other,teacher,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,1,4,3,3,4,4,18,13,4
GP,F,16,U,LE3,A,2,2,other,teacher,course,mother,1,2,3,no,no,yes,yes,no,yes,no,yes,3,4,3,1,5,3,0,18,7,14
MS,F,18,U,GT3,T,3,3,services,services,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,2,1,4,5,24,18,14,8
GP,F,18,R,GT3,T,4,1,other,other,course,other,3,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,2,4,5,1,8,16,8
GP,M,19,U,GT3,T,3,3,teacher,services,course,mother,1,4,0,no,yes,no,no,yes,no,yes,yes,4,4,3,2,2,5,2,18,12,8
GP,M,19,R,GT3,T,1,3,at_home,teacher,course,mother,1,3,1,no,yes,yes,no,yes,yes,yes,no,3,2,2,1,1,2,0,8,15,9
GP,F,18,U,LE3,T,4,3,teacher,services,course,mother,1,2,0,no,no,yes,no,yes,yes,yes,no,4,4,5,2,3,5,11,19,13,11
GP,F,15,R,GT3,T,2,1,services,services,course,other,1,3,0,yes,yes,yes,no,yes,yes,yes,no,4,3,3,3,3,4,1,6,13,6
GP,F,18,R,LE3,T,4,4,teacher,health,course,mother,2,2,3,no,yes,no,no,yes,yes,yes,no,5,1,4,1,1,5,10,17,11,10
GP,F,15,U,GT3,T,1,3,other,services,course,father,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,2,1,1,3,2,2,8,6,11,9
GP,F,16,U,GT3,T,2,2,health,services,home,father,1,2,0,yes,no,yes,yes,no,yes,yes,yes,3,2,3,2,1,5,1,18,14,8
GP,M,19,U,GT3,T,4,3,other,other,course,other,1,4,1,yes,yes,yes,no,yes,yes,yes,yes,3,4,2,1,1,4,24,16,8,9
GP,F,17,U,GT3,A,4,1,services,other,home,father,1,1,0,yes,yes,yes,no,yes,yes,no,yes,5,4,5,1,1,2,11,14,19,13
GP,M,15,R,GT3,T,2,2,teacher,at_home,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,2,1,1,4,17,15,13,5
GP,M,17,U,GT3,T,1,4,other,services,other,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,5,2,2,1,1,3,0,17,18,12
GP,F,18,R,LE3,A,2,4,teacher,services,other,father,1,2,0,yes,yes,no,yes,yes,yes,no,no,3,2,5,1,2,1,8,19,17,10
GP,M,18,R,GT3,T,2,2,other,other,reputation,father,2,3,0,yes,yes,no,no,yes,yes,yes,no,4,3,5,4,1,3,3,8,14,8
GP,F,19,R,LE3,T,4,1,other,at_home,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,2,3,1,1,5,5,17,10,14
GP,M,17,U,LE3,T,2,3,services,services,reputation,mother,2,2,1,no,no,yes,yes,yes,yes,no,no,5,4,1,4,1,5,0,15,5,11
MS,M,17,U,LE3,T,4,3,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,1,4,7,17,8,18
GP,M,15,R,GT3,T,4,4,services,other,course,mother,1,1,3,no,no,no,no,yes,no,yes,no,3,2,4,1,1,5,10,17,8,11
GP,F,16,U,LE3,T,1,1,at_home,other,course,mother,3,1,2,no,yes,yes,no,yes,yes,yes,no,4,3,4,2,1,2,0,18,15,6
GP,F,16,U,GT3,T,2,1,other,other,course,father,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,4,3,1,4,4,3,18,4,7
GP,M,18,U,LE3,A,2,3,services,other,home,mother,2,2,0,yes,yes,yes,yes,yes,no,yes,no,5,3,4,1,1,5,21,7,9,4
GP,M,15,R,GT3,T,3,1,services,services,home,mother,1,2,1,yes,yes,no,no,yes,no,yes,no,4,4,5,1,1,5,0,9,8,4
GP,F,16,R,GT3,T,1,2,at_home,other,home,mother,2,2,1,no,yes,yes,yes,no,no,yes,no,4,3,2,1,2,4,18,19,12,11
GP,M,15,U,GT3,T,3,1,teacher,other,course,mother,1,4,0,no,yes,yes,no,yes,yes,yes,no,5,4,4,2,5,2,5,18,9,15
GP,F,20,U,GT3,A,4,1,other,other,home,father,1,3,0,yes,no,no,no,yes,yes,no,no,5,4,3,1,4,3,0,18,7,6
