gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group B,associate's degree,free/reduced,completed,100,93,64
female,group D,some college,free/reduced,none,78,51,99
female,group E,high school,standard,completed,87,100,92
male,group A,high school,standard,none,67,100,92
female,group B,some college,free/reduced,completed,77,100,98
female,group B,some high school,free/reduced,none,87,95,78
male,group D,high school,free/reduced,completed,83,100,100
male,group C,some college,standard,none,79,100,100
female,group A,associate's degree,standard,none,91,99,89
female,group C,some college,free/reduced,completed,88,93,79
female,group C,high school,free/reduced,completed,90,100,77
female,group C,high school,free/reduced,none,92,82,85
male,group E,associate's degree,standard,none,77,77,82
female,group E,some high school,standard,completed,99,78,95
female,group E,associate's degree,standard,completed,100,72,100
male,group B,bachelor's degree,standard,completed,100,96,100
female,group B,high school,standard,none,100,97,100
female,group D,some college,standard,completed,100,76,100
female,group D,high school,free/reduced,none,57,100,97
female,group D,some high school,standard,none,73,95,99
male,group D,some high school,standard,none,100,86,100
male,group D,high school,standard,none,81,100,100
male,group B,associate's degree,free/reduced,none,80,100,23
male,group C,high school,free/reduced,none,82,100,100
male,group C,some college,free/reduced,none,100,92,96
male,group C,bachelor's degree,free/reduced,completed,72,100,63
male,group B,some college,standard,none,92,96,70
male,group D,some high school,standard,none,100,59,100
female,group D,some college,free/reduced,none,82,100,66
male,group A,bachelor's degree,free/reduced,completed,86,39,100
male,group D,master's degree,free/reduced,completed,86,100,100
female,group D,some high school,free/reduced,completed,100,100,66
male,group C,some college,standard,none,100,91,100
female,group C,some college,free/reduced,none,84,86,95
female,group D,some high school,standard,none,90,76,82
male,group C,bachelor's degree,standard,none,79,75,100
male,group B,some high school,standard,none,92,100,94
male,group C,bachelor's degree,free/reduced,completed,100,42,100
male,group C,bachelor's degree,standard,completed,97,93,100
female,group B,high school,free/reduced,none,86,99,98
male,group D,some college,standard,none,100,81,100
male,group C,associate's degree,standard,none,100,48,92
female,group E,some college,standard,none,100,92,79
female,group D,high school,standard,none,88,91,92
male,group D,bachelor's degree,free/reduced,none,58,95,100
female,group D,associate's degree,free/reduced,completed,82,99,100
female,group B,some college,standard,none,78,62,64
male,group C,bachelor's degree,standard,completed,85,64,77
male,group C,some high school,free/reduced,none,100,93,82
male,group E,bachelor's degree,free/reduced,none,95,79,90
female,group B,some high school,standard,none,96,51,71
female,group D,some college,standard,none,100,86,96
female,group E,some high school,free/reduced,none,88,84,94
female,group D,some college,free/reduced,none,84,62,100
female,group E,some college,standard,completed,100,66,91
female,group C,master's degree,free/reduced,completed,65,100,100
female,group A,some high school,free/reduced,completed,96,82,66
male,group D,high school,standard,completed,69,100,74
male,group C,high school,standard,completed,58,100,94
female,group B,associate's degree,free/reduced,none,59,96,71
female,group B,bachelor's degree,standard,completed,74,90,84
female,group C,bachelor's degree,standard,none,97,73,100
female,group B,associate's degree,standard,none,89,88,100
male,group B,some high school,standard,none,100,100,84
male,group C,some high school,free/reduced,none,63,100,91
female,group B,bachelor's degree,free/reduced,completed,100,81,86
female,group C,some high school,standard,none,74,97,79
male,group E,associate's degree,free/reduced,none,64,82,80
female,group C,high school,standard,completed,86,84,65
female,group D,high school,free/reduced,none,100,68,94
female,group B,some college,standard,none,95,77,95
female,group E,some college,free/reduced,none,95,79,62
female,group E,some college,free/reduced,completed,67,80,97
female,group D,some high school,standard,none,100,79,96
male,group D,associate's degree,standard,none,95,90,79
male,group B,some high school,standard,none,100,61,73
male,group B,some high school,standard,none,80,54,92
female,group D,some high school,free/reduced,none,76,84,92
female,group B,some college,free/reduced,none,82,72,100
male,group C,some high school,free/reduced,none,81,100,100
male,group A,some college,standard,completed,91,87,86
female,group A,bachelor's degree,standard,none,80,70,85
male,group D,high school,standard,none,60,81,100
male,group C,some high school,free/reduced,none,97,100,79
male,group D,associate's degree,standard,none,70,95,76
male,group E,some high school,standard,none,100,75,69
female,group E,some college,standard,completed,67,98,100
male,group E,master's degree,free/reduced,completed,100,85,96
female,group C,bachelor's degree,free/reduced,completed,77,69,88
male,group C,associate's degree,free/reduced,completed,100,100,75
female,group A,some high school,standard,none,85,91,75
male,group C,associate's degree,standard,completed,100,84,91
female,group B,some high school,standard,none,82,89,91
female,group B,master's degree,free/reduced,none,73,100,79
female,group B,some high school,standard,none,90,97,99
female,group E,some college,free/reduced,none,88,82,100
female,group D,some college,free/reduced,none,58,97,100
male,group C,some college,standard,completed,92,100,94
male,group B,some college,standard,completed,92,79,100
male,group E,some high school,standard,completed,96,70,100
male,group B,high school,standard,none,68,79,100
female,group E,bachelor's degree,standard,none,83,94,98
male,group D,bachelor's degree,free/reduced,completed,67,78,74
female,group D,associate's degree,free/reduced,none,79,75,100
male,group E,high school,standard,none,79,100,79
male,group C,some college,standard,none,100,88,100
male,group C,master's degree,standard,none,86,39,100
female,group E,associate's degree,standard,none,100,82,87
male,group D,high school,free/reduced,none,37,74,100
female,group C,associate's degree,standard,none,100,96,71
male,group D,bachelor's degree,standard,none,47,71,99
male,group D,high school,free/reduced,none,65,97,95
male,group C,some high school,standard,none,100,40,93
female,group E,some high school,free/reduced,none,88,98,98
female,group B,some high school,standard,completed,86,85,53
female,group C,associate's degree,free/reduced,completed,99,98,82
male,group A,high school,standard,none,86,100,94
female,group E,some college,free/reduced,completed,49,83,86
female,group B,high school,free/reduced,none,100,100,92
male,group D,some high school,standard,none,100,94,66
male,group B,some college,standard,none,92,100,100
male,group A,some high school,standard,none,91,77,99
female,group A,associate's degree,free/reduced,completed,73,96,87
male,group D,high school,standard,none,100,93,44
female,group B,associate's degree,free/reduced,completed,68,85,100
male,group D,master's degree,free/reduced,none,79,90,100
female,group A,bachelor's degree,standard,none,62,96,71
female,group A,associate's degree,standard,none,90,73,96
female,group C,high school,free/reduced,completed,69,69,91
male,group D,bachelor's degree,free/reduced,none,75,84,100
female,group D,bachelor's degree,free/reduced,none,97,100,99
male,group D,some high school,standard,none,89,77,88
male,group D,some high school,standard,none,38,100,62
male,group B,high school,standard,none,92,67,100
female,group E,some high school,free/reduced,none,89,92,62
male,group E,high school,free/reduced,completed,86,100,58
female,group E,some high school,free/reduced,none,100,62,86
female,group C,some college,standard,completed,88,100,82
male,group C,bachelor's degree,standard,completed,90,58,89
male,group D,associate's degree,standard,none,100,100,88
male,group B,master's degree,free/reduced,none,45,84,77
female,group C,associate's degree,standard,none,94,86,100
female,group C,associate's degree,standard,completed,100,87,100
female,group B,associate's degree,standard,completed,32,57,100
male,group B,associate's degree,standard,none,98,99,75
female,group D,high school,standard,completed,64,82,67
male,group B,some college,standard,none,100,82,100
male,group B,some college,standard,none,69,89,66
male,group C,master's degree,free/reduced,none,100,78,91
female,group B,some college,standard,none,81,54,77
female,group E,some college,standard,completed,100,100,100
female,group E,high school,free/reduced,completed,69,100,100
male,group C,associate's degree,standard,none,86,67,96
female,group C,some high school,free/reduced,completed,98,89,71
female,group C,associate's degree,free/reduced,completed,94,92,83
female,group D,some college,free/reduced,completed,78,88,100
male,group B,associate's degree,standard,none,91,74,66
male,group E,associate's degree,free/reduced,none,72,64,77
male,group C,high school,standard,completed,100,100,100
female,group D,associate's degree,standard,completed,100,66,70
female,group E,associate's degree,standard,none,45,95,81
male,group A,bachelor's degree,standard,none,85,94,68
male,group C,some high school,standard,none,85,83,100
male,group A,high school,free/reduced,none,94,95,100
male,group D,some college,standard,none,99,100,95
female,group E,some college,standard,completed,45,100,98
female,group C,high school,standard,completed,76,87,79
male,group E,some high school,free/reduced,completed,73,64,100
female,group D,high school,free/reduced,none,69,56,100
female,group D,some high school,standard,completed,100,24,81
female,group A,some college,standard,none,99,69,79
male,group C,bachelor's degree,free/reduced,none,90,58,96
male,group B,bachelor's degree,standard,none,99,98,86
female,group B,bachelor's degree,standard,none,99,73,91
female,group D,some high school,free/reduced,none,97,99,82
female,group B,master's degree,free/reduced,none,85,82,95
female,group E,bachelor's degree,free/reduced,none,48,85,97
female,group A,high school,standard,none,89,96,95
female,group B,associate's degree,standard,none,95,70,89
female,group B,associate's degree,free/reduced,completed,100,94,100
female,group D,master's degree,standard,none,100,80,63
female,group C,some college,free/reduced,completed,75,77,98
female,group C,associate's degree,free/reduced,none,64,91,100
female,group D,bachelor's degree,standard,none,66,100,90
female,group E,bachelor's degree,standard,none,100,64,90
male,group D,some college,free/reduced,none,71,74,100
female,group D,associate's degree,standard,completed,83,100,100
male,group C,high school,standard,none,88,95,100
male,group E,some high school,free/reduced,none,85,60,100
female,group C,bachelor's degree,standard,completed,81,68,80
male,group C,associate's degree,standard,none,100,81,100
female,group D,bachelor's degree,standard,none,99,85,89
female,group E,associate's degree,standard,completed,100,71,100
female,group A,some college,standard,none,100,84,80
female,group B,high school,standard,none,96,57,98
female,group C,associate's degree,standard,none,100,78,100
male,group D,associate's degree,standard,none,41,100,80
female,group D,master's degree,standard,completed,79,88,100
female,group C,associate's degree,standard,completed,75,100,94
male,group E,high school,standard,completed,48,80,86
male,group C,some high school,standard,none,89,92,100
female,group A,some college,free/reduced,none,72,97,83
male,group B,high school,standard,none,91,46,68
male,group E,bachelor's degree,standard,none,100,81,82
female,group E,associate's degree,standard,none,100,90,94
female,group C,associate's degree,free/reduced,none,94,76,50
female,group C,associate's degree,free/reduced,completed,67,94,100
female,group D,high school,standard,none,100,75,92
male,group E,master's degree,standard,none,55,83,100
male,group C,associate's degree,standard,none,80,73,83
male,group B,some college,standard,completed,84,75,96
male,group C,bachelor's degree,free/reduced,none,74,100,91
female,group E,some college,standard,none,46,99,89
female,group E,high school,standard,none,95,100,83
male,group B,some college,standard,none,83,96,92
female,group D,high school,standard,none,46,73,94
male,group A,associate's degree,standard,completed,100,92,100
female,group D,some college,free/reduced,none,100,61,92
male,group B,associate's degree,standard,completed,73,84,100
female,group C,associate's degree,free/reduced,completed,83,100,89
male,group C,associate's degree,standard,none,100,49,86
male,group A,some college,standard,completed,81,85,51
male,group E,associate's degree,free/reduced,none,95,100,73
male,group B,bachelor's degree,standard,completed,96,100,75
male,group E,associate's degree,standard,none,81,83,56
male,group A,master's degree,standard,none,61,100,99
male,group D,some college,free/reduced,none,91,100,82
female,group E,some high school,standard,none,99,70,84
female,group D,master's degree,standard,none,57,100,100
male,group B,high school,free/reduced,none,27,100,58
female,group D,bachelor's degree,standard,completed,10,100,93
female,group C,master's degree,standard,none,90,78,70
male,group E,some college,standard,none,98,100,97
female,group D,bachelor's degree,standard,none,88,52,76
female,group C,associate's degree,standard,completed,89,99,100
female,group E,high school,standard,none,100,92,74
female,group D,some college,free/reduced,none,100,68,75
male,group E,bachelor's degree,free/reduced,completed,100,48,44
male,group A,some high school,standard,none,79,90,93
female,group C,master's degree,standard,none,81,100,92
male,group E,some high school,standard,none,68,100,77
male,group D,high school,standard,none,100,58,84
male,group D,bachelor's degree,standard,completed,89,99,99
male,group C,some high school,free/reduced,none,89,99,83
female,group C,some high school,free/reduced,completed,93,84,91
male,group C,some high school,standard,none,80,84,100
male,group E,high school,free/reduced,completed,70,78,100
female,group D,associate's degree,standard,completed,92,97,69
male,group C,bachelor's degree,free/reduced,none,70,94,97
male,group C,some high school,standard,none,100,59,68
male,group C,high school,free/reduced,none,100,100,97
female,group A,master's degree,free/reduced,none,76,75,100
male,group A,some high school,standard,none,94,65,60
male,group E,bachelor's degree,standard,completed,60,99,66
female,group B,associate's degree,standard,none,77,88,100
male,group D,some high school,standard,none,76,100,100
male,group E,some college,free/reduced,none,75,70,87
male,group C,associate's degree,standard,none,56,61,100
male,group C,associate's degree,free/reduced,completed,47,100,100
female,group C,some college,free/reduced,completed,100,64,100
female,group D,some college,standard,none,100,100,90
male,group C,some high school,standard,completed,94,77,100
female,group C,some college,free/reduced,none,97,82,75
female,group E,some college,standard,completed,76,90,100
male,group C,some high school,standard,none,100,100,90
male,group B,master's degree,standard,completed,72,76,97
male,group B,some college,standard,none,79,86,68
male,group E,some college,standard,completed,98,96,79
male,group C,associate's degree,free/reduced,none,77,80,100
male,group C,associate's degree,standard,none,93,58,100
male,group E,some college,standard,completed,97,100,66
female,group B,associate's degree,standard,completed,100,42,89
female,group C,some high school,standard,completed,86,68,100
female,group C,bachelor's degree,standard,none,56,59,100
female,group B,bachelor's degree,standard,none,95,58,88
male,group A,some high school,standard,none,90,78,71
female,group C,bachelor's degree,free/reduced,none,58,66,100
male,group D,some high school,free/reduced,none,100,91,100
male,group C,high school,free/reduced,completed,100,62,75
female,group C,associate's degree,free/reduced,none,79,73,100
female,group C,some high school,free/reduced,completed,81,69,99
male,group C,associate's degree,standard,none,97,78,98
female,group B,associate's degree,standard,none,93,87,91
male,group D,some high school,standard,none,100,100,100
female,group D,bachelor's degree,standard,completed,90,93,82
male,group A,high school,free/reduced,none,84,91,100
female,group D,associate's degree,standard,none,57,85,97
male,group A,some high school,standard,none,71,83,80
male,group D,bachelor's degree,standard,completed,100,55,79
male,group A,high school,free/reduced,none,69,100,100
male,group D,some high school,standard,none,69,95,100
male,group C,some college,standard,none,100,90,100
female,group E,some college,free/reduced,none,64,100,100
male,group E,some high school,standard,none,81,100,100
female,group D,high school,standard,none,59,74,100
female,group C,bachelor's degree,standard,completed,98,100,95
male,group C,some college,free/reduced,none,88,84,77
female,group B,associate's degree,standard,none,97,56,59
male,group D,some high school,standard,none,83,84,99
male,group C,bachelor's degree,standard,none,86,100,96
male,group D,master's degree,free/reduced,completed,96,76,97
female,group B,bachelor's degree,standard,none,100,57,89
female,group B,some college,free/reduced,completed,89,81,91
male,group C,high school,standard,none,100,93,59
male,group D,some college,free/reduced,none,96,87,100
female,group D,high school,standard,none,41,94,64
female,group C,master's degree,standard,completed,55,100,44
female,group C,some high school,free/reduced,completed,91,100,94
female,group C,some high school,standard,none,79,61,47
female,group D,some high school,free/reduced,completed,83,79,100
male,group C,some college,free/reduced,none,47,92,97
male,group D,some college,standard,none,72,96,100
male,group E,master's degree,standard,completed,100,82,79
female,group C,master's degree,free/reduced,completed,95,100,67
female,group C,associate's degree,free/reduced,completed,97,89,100
female,group C,some college,standard,none,84,56,72
female,group C,associate's degree,free/reduced,none,100,69,82
male,group B,associate's degree,standard,completed,74,90,89
male,group B,master's degree,standard,none,85,70,100
male,group D,bachelor's degree,standard,none,65,100,62
female,group E,some college,free/reduced,none,100,94,84
female,group E,bachelor's degree,free/reduced,none,100,84,97
female,group C,some college,standard,none,75,76,83
female,group D,some college,free/reduced,none,100,100,93
female,group B,associate's degree,standard,none,91,100,70
female,group E,some college,free/reduced,none,33,95,97
female,group D,some high school,standard,completed,75,94,100
female,group D,some college,standard,none,100,84,89
male,group D,some high school,free/reduced,none,74,100,82
male,group B,some high school,standard,none,100,100,67
female,group A,high school,free/reduced,completed,60,97,86
female,group D,master's degree,standard,completed,100,69,87
female,group C,master's degree,standard,none,83,44,80
male,group B,associate's degree,free/reduced,none,67,84,91
female,group B,high school,standard,none,95,89,85
male,group C,some college,standard,none,72,81,100
female,group D,some college,standard,none,89,86,84
male,group C,associate's degree,standard,completed,75,55,90
male,group A,associate's degree,standard,none,100,39,69
male,group B,associate's degree,standard,none,75,100,83
male,group C,master's degree,standard,completed,100,81,100
male,group D,associate's degree,free/reduced,completed,100,88,84
male,group C,some high school,standard,completed,95,88,100
female,group D,bachelor's degree,free/reduced,none,81,100,100
male,group A,high school,standard,none,80,100,82
male,group E,some college,free/reduced,none,70,78,96
male,group E,high school,standard,none,84,94,93
female,group E,some high school,free/reduced,completed,66,89,100
male,group D,high school,standard,none,61,98,64
female,group B,associate's degree,standard,none,89,53,92
male,group C,bachelor's degree,standard,none,89,91,80
male,group D,some high school,standard,completed,71,88,98
male,group D,some college,free/reduced,none,92,68,69
female,group D,some high school,standard,none,95,62,100
female,group B,high school,standard,none,78,82,100
male,group C,some high school,standard,completed,65,84,97
female,group C,high school,standard,completed,86,100,98
male,group C,associate's degree,free/reduced,completed,100,100,93
female,group D,some college,standard,none,88,86,100
male,group D,high school,standard,completed,100,64,93
male,group C,some high school,standard,none,88,89,82
male,group D,some high school,standard,none,61,100,61
female,group B,high school,free/reduced,none,64,77,81
male,group B,high school,free/reduced,none,67,69,94
male,group A,high school,free/reduced,none,100,98,71
female,group D,high school,standard,none,85,100,63
female,group D,master's degree,standard,none,57,70,100
female,group D,associate's degree,free/reduced,completed,53,86,94
female,group D,high school,free/reduced,none,56,100,100
female,group E,some college,standard,none,100,99,98
male,group E,high school,free/reduced,none,36,100,100
female,group E,some college,free/reduced,none,76,57,74
female,group C,bachelor's degree,standard,completed,87,80,100
male,group E,some college,free/reduced,none,86,96,86
female,group B,some college,standard,none,70,64,100
female,group D,bachelor's degree,standard,none,89,100,100
male,group E,master's degree,free/reduced,none,100,71,100
male,group C,associate's degree,standard,none,98,100,100
female,group D,high school,standard,completed,98,90,98
male,group E,some high school,standard,none,93,84,51
male,group B,some college,standard,none,83,83,74
male,group B,some college,standard,none,74,61,100
female,group C,high school,standard,none,96,89,100
male,group B,high school,free/reduced,completed,98,86,100
female,group A,associate's degree,standard,completed,89,64,100
male,group D,associate's degree,standard,none,77,100,67
female,group D,some college,standard,completed,96,93,60
male,group B,some high school,standard,none,87,77,100
male,group A,associate's degree,standard,none,100,67,62
female,group A,associate's degree,standard,completed,76,82,87
male,group A,some college,standard,none,100,84,85
male,group A,some high school,standard,none,59,78,97
male,group B,master's degree,free/reduced,none,100,67,91
female,group E,some college,free/reduced,none,81,100,100
male,group E,some high school,standard,none,78,78,93
female,group E,some college,free/reduced,completed,89,61,97
female,group D,some high school,free/reduced,completed,100,54,83
female,group D,bachelor's degree,standard,completed,60,70,100
male,group E,master's degree,free/reduced,none,95,85,87
male,group D,some college,standard,none,98,86,100
male,group E,some college,standard,none,93,100,100
female,group D,bachelor's degree,free/reduced,none,77,85,100
female,group D,some college,free/reduced,none,85,65,78
female,group C,some high school,standard,none,96,83,88
male,group B,bachelor's degree,free/reduced,none,100,65,61
female,group C,high school,free/reduced,completed,100,62,100
male,group B,some high school,standard,none,57,96,97
male,group B,some high school,standard,none,79,87,74
female,group C,high school,standard,none,89,70,100
male,group B,high school,standard,completed,100,99,98
female,group C,some college,standard,none,100,84,71
female,group C,bachelor's degree,standard,completed,80,100,100
male,group B,master's degree,free/reduced,none,100,74,92
male,group A,some college,standard,none,90,93,90
male,group B,some high school,free/reduced,none,100,100,93
female,group C,high school,standard,none,98,100,95
female,group C,high school,standard,none,100,100,100
female,group C,associate's degree,standard,completed,69,56,62
male,group B,high school,free/reduced,completed,76,93,69
male,group D,some college,free/reduced,none,92,79,72
male,group C,high school,standard,none,61,71,100
female,group E,bachelor's degree,standard,none,65,100,94
female,group E,some high school,standard,completed,100,67,100
female,group A,bachelor's degree,free/reduced,none,57,100,89
male,group D,associate's degree,standard,none,99,81,82
male,group C,some college,standard,none,66,96,90
female,group C,high school,standard,completed,97,60,100
male,group B,some college,free/reduced,none,89,88,100
female,group C,high school,standard,completed,72,64,82
male,group C,high school,free/reduced,completed,78,100,100
female,group C,some college,free/reduced,completed,100,74,100
female,group A,some college,free/reduced,none,94,100,69
female,group C,some high school,free/reduced,none,100,64,98
male,group B,high school,standard,none,73,56,85
male,group B,bachelor's degree,standard,none,100,63,87
male,group D,master's degree,standard,none,79,80,63
male,group C,high school,standard,completed,100,66,69
female,group A,some college,standard,none,98,94,95
male,group C,some college,standard,none,79,71,100
female,group D,some high school,standard,completed,67,80,88
female,group B,some high school,standard,none,99,76,100
female,group D,associate's degree,free/reduced,completed,69,97,82
male,group C,high school,standard,completed,77,95,100
male,group C,master's degree,free/reduced,completed,67,93,100
male,group E,bachelor's degree,standard,none,88,80,82
female,group B,some high school,standard,none,89,100,71
female,group B,some high school,standard,none,90,87,81
male,group A,master's degree,free/reduced,none,100,100,100
male,group C,some college,free/reduced,none,97,81,92
female,group D,some high school,free/reduced,none,100,95,89
male,group C,master's degree,standard,none,100,100,100
male,group C,some college,standard,none,89,74,100
male,group C,high school,standard,completed,100,81,100
female,group C,bachelor's degree,free/reduced,completed,100,49,83
male,group C,some high school,standard,none,88,100,70
male,group C,master's degree,standard,none,88,100,100
female,group B,some high school,standard,none,92,100,91
male,group C,associate's degree,standard,none,68,91,100
male,group C,associate's degree,standard,completed,100,100,96
male,group C,master's degree,standard,none,82,72,71
male,group D,some college,standard,none,89,99,81
female,group B,high school,standard,none,59,75,70
female,group C,high school,standard,none,100,79,100
male,group C,associate's degree,free/reduced,none,100,100,100
female,group D,associate's degree,standard,none,100,100,62
female,group A,some high school,standard,completed,64,100,100
female,group C,associate's degree,free/reduced,none,91,100,83
female,group C,some college,free/reduced,completed,89,93,96
female,group D,associate's degree,standard,completed,50,94,100
male,group D,associate's degree,standard,completed,85,100,93
female,group B,high school,standard,none,100,87,100
female,group E,bachelor's degree,standard,none,62,72,100
female,group A,some college,standard,completed,100,67,100
female,group E,associate's degree,standard,none,74,68,90
male,group B,high school,standard,none,97,84,100
male,group D,high school,standard,completed,53,86,61
female,group E,associate's degree,standard,none,100,63,71
female,group B,some college,free/reduced,none,56,100,100
male,group A,some college,standard,none,52,80,90
male,group C,associate's degree,standard,none,82,74,100
female,group B,some high school,standard,none,76,100,100
female,group D,associate's degree,free/reduced,none,89,92,100
male,group C,bachelor's degree,standard,none,61,85,100
male,group D,some college,standard,none,93,98,99
female,group C,some high school,standard,none,95,88,59
female,group E,some high school,standard,completed,100,45,93
male,group B,some college,free/reduced,completed,86,83,50
male,group C,associate's degree,standard,none,82,85,92
male,group D,associate's degree,free/reduced,none,82,90,54
male,group A,some high school,free/reduced,none,80,100,84
male,group D,high school,standard,none,100,75,90
male,group C,high school,free/reduced,none,52,93,100
male,group D,bachelor's degree,standard,none,54,95,64
male,group D,high school,standard,none,83,84,89
male,group C,bachelor's degree,standard,completed,83,78,97
female,group C,bachelor's degree,standard,none,91,100,100
male,group C,high school,free/reduced,none,86,85,91
male,group D,associate's degree,free/reduced,completed,54,78,96
male,group C,some college,standard,none,71,86,95
female,group B,some college,standard,none,99,98,83
female,group E,some college,free/reduced,none,92,94,100
male,group C,some college,free/reduced,none,73,99,95
male,group B,some college,free/reduced,none,60,91,100
female,group D,some college,standard,none,94,61,72
female,group B,some college,standard,completed,95,85,97
male,group A,bachelor's degree,standard,completed,74,95,92
female,group D,some college,standard,completed,81,91,95
male,group D,high school,free/reduced,none,100,68,84
female,group C,some high school,standard,none,96,100,89
male,group E,some high school,free/reduced,none,72,85,100
female,group A,some high school,free/reduced,completed,94,100,100
male,group D,some high school,standard,none,100,90,100
male,group D,some high school,standard,none,91,57,94
male,group B,high school,standard,none,60,100,83
female,group D,some college,standard,none,97,100,99
female,group D,high school,free/reduced,completed,64,100,100
female,group E,high school,standard,none,94,63,94
male,group C,some college,standard,none,57,99,98
male,group E,some college,standard,none,86,80,100
male,group B,some high school,free/reduced,completed,77,81,98
male,group B,associate's degree,standard,completed,91,84,75
male,group E,bachelor's degree,free/reduced,completed,71,100,87
male,group C,associate's degree,free/reduced,none,76,92,89
male,group A,some high school,free/reduced,none,100,92,70
male,group C,high school,standard,completed,82,58,100
male,group D,some high school,standard,none,66,72,100
female,group C,bachelor's degree,standard,none,56,100,100
female,group C,some high school,free/reduced,completed,52,100,83
female,group C,bachelor's degree,standard,completed,99,94,92
female,group B,associate's degree,free/reduced,none,82,72,84
male,group C,some high school,standard,completed,100,74,97
male,group B,associate's degree,free/reduced,completed,100,50,100
female,group D,high school,standard,completed,79,61,85
female,group D,associate's degree,standard,completed,100,85,99
male,group C,some college,standard,none,54,100,97
male,group E,associate's degree,standard,none,83,91,100
female,group D,some college,standard,completed,73,79,81
male,group C,associate's degree,standard,none,87,100,100
female,group D,some college,standard,none,63,93,84
male,group A,some college,free/reduced,none,86,99,50
female,group B,some high school,standard,completed,94,65,96
male,group B,master's degree,free/reduced,completed,100,87,89
male,group D,some college,free/reduced,none,39,79,72
male,group B,some college,standard,completed,100,97,55
female,group E,some high school,standard,none,100,93,100
male,group C,some college,standard,completed,65,100,100
female,group C,some college,standard,none,82,89,71
female,group C,associate's degree,standard,none,64,90,100
female,group D,some college,standard,completed,74,93,81
male,group E,some high school,standard,none,80,97,27
