gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group D,associate's degree,standard,completed,82,93,75
female,group E,associate's degree,standard,completed,87,81,78
female,group C,some college,standard,none,89,90,79
male,group C,associate's degree,standard,none,85,89,100
male,group C,high school,standard,none,61,66,83
male,group C,high school,standard,none,75,64,82
male,group D,some college,standard,none,59,65,57
male,group C,associate's degree,standard,none,81,88,79
female,group E,associate's degree,standard,completed,65,87,83
female,group B,some high school,standard,none,43,59,55
female,group C,associate's degree,standard,none,54,74,61
female,group C,some college,standard,none,62,66,68
male,group C,high school,standard,none,64,55,48
male,group C,high school,standard,none,56,59,79
female,group D,bachelor's degree,standard,completed,80,86,91
male,group D,some college,standard,none,47,50,74
female,group C,associate's degree,standard,none,55,71,73
female,group D,associate's degree,standard,none,84,67,63
female,group C,associate's degree,free/reduced,none,57,63,53
female,group C,some college,standard,none,75,75,64
female,group E,some college,standard,completed,68,79,71
male,group D,some college,standard,none,61,66,84
male,group C,high school,standard,none,51,52,42
male,group C,associate's degree,standard,none,76,75,80
male,group C,associate's degree,standard,none,69,62,71
female,group C,some college,standard,none,65,74,81
male,group C,associate's degree,standard,none,58,57,78
male,group C,some college,standard,none,62,83,82
female,group D,some college,standard,completed,100,90,86
female,group C,some college,standard,none,64,75,74
male,group C,associate's degree,standard,none,62,77,69
female,group D,associate's degree,standard,completed,95,100,100
male,group C,high school,standard,none,62,74,43
female,group C,associate's degree,standard,none,67,66,73
female,group C,high school,free/reduced,none,57,37,54
female,group C,associate's degree,standard,none,80,54,57
female,group C,associate's degree,standard,none,50,56,50
male,group D,some college,standard,none,66,75,81
female,group C,associate's degree,free/reduced,none,60,77,57
male,group C,some college,standard,none,60,82,61
female,group C,high school,free/reduced,none,53,54,59
female,group D,some college,standard,none,71,71,78
male,group C,high school,standard,none,74,66,76
female,group D,associate's degree,standard,none,73,65,68
female,group C,associate's degree,standard,none,68,78,74
female,group D,some high school,free/reduced,none,56,58,66
female,group C,some college,standard,completed,81,66,79
female,group D,some college,standard,none,50,55,50
male,group B,some high school,standard,none,66,65,78
female,group C,some college,standard,none,61,68,56
male,group C,associate's degree,standard,none,73,82,65
male,group C,some college,standard,none,67,60,59
female,group D,bachelor's degree,standard,completed,64,82,82
female,group C,associate's degree,standard,none,50,69,61
female,group C,associate's degree,standard,completed,71,68,76
male,group C,associate's degree,standard,none,67,88,83
female,group C,associate's degree,standard,none,100,100,95
female,group D,some college,standard,none,95,67,94
male,group C,high school,free/reduced,none,78,44,40
male,group C,some college,standard,none,53,65,42
female,group C,some college,standard,none,50,74,78
male,group C,high school,standard,none,60,68,63
female,group C,some college,standard,none,98,59,67
female,group C,associate's degree,free/reduced,none,45,80,60
male,group C,high school,standard,none,58,63,64
male,group C,associate's degree,standard,none,84,70,87
female,group C,associate's degree,free/reduced,none,72,60,53
female,group B,some high school,free/reduced,none,56,58,63
male,group C,high school,standard,none,74,75,70
male,group C,high school,standard,none,69,51,69
female,group C,associate's degree,standard,completed,89,87,82
female,group C,associate's degree,standard,none,75,90,89
male,group C,associate's degree,standard,none,66,69,77
female,group D,some college,standard,completed,62,64,70
female,group D,associate's degree,standard,none,61,55,73
female,group C,associate's degree,standard,completed,85,99,81
female,group D,some college,standard,none,54,68,87
female,group C,some college,standard,none,82,78,88
male,group C,high school,standard,none,64,63,75
female,group C,associate's degree,standard,none,46,63,82
female,group C,associate's degree,standard,completed,90,100,86
male,group C,high school,standard,none,63,60,76
female,group C,some college,free/reduced,none,48,47,76
male,group C,high school,standard,none,54,80,47
female,group E,associate's degree,standard,completed,72,84,73
female,group D,associate's degree,standard,none,75,93,86
male,group C,some college,standard,none,79,72,68
female,group C,associate's degree,standard,none,91,83,56
female,group D,some college,standard,none,86,76,81
female,group C,associate's degree,standard,none,77,80,80
female,group C,associate's degree,standard,completed,91,88,100
male,group C,high school,standard,none,83,64,76
female,group D,some high school,standard,completed,82,76,87
female,group D,some college,standard,none,46,65,71
female,group C,some high school,free/reduced,none,42,64,66
female,group D,bachelor's degree,standard,completed,87,96,95
male,group C,high school,standard,none,54,47,35
male,group C,some college,standard,none,60,71,77
female,group C,associate's degree,standard,completed,79,81,81
female,group E,associate's degree,standard,completed,77,95,87
female,group E,associate's degree,standard,completed,100,90,83
female,group C,associate's degree,free/reduced,none,52,56,47
female,group D,bachelor's degree,standard,completed,77,63,76
female,group E,associate's degree,standard,completed,81,88,84
male,group C,some college,standard,none,55,77,88
male,group D,high school,standard,none,55,64,67
female,group C,associate's degree,standard,none,63,80,59
male,group C,associate's degree,standard,none,72,66,68
female,group C,some college,standard,none,58,85,85
female,group C,associate's degree,standard,completed,89,96,88
male,group C,some college,standard,none,49,51,54
female,group B,some high school,free/reduced,none,55,32,55
female,group E,some high school,standard,completed,80,79,87
male,group C,some college,standard,none,53,80,86
male,group C,some high school,standard,none,55,59,65
female,group C,some college,standard,none,63,73,68
male,group C,some high school,standard,none,62,63,76
male,group C,high school,standard,none,62,64,67
female,group D,some college,standard,none,59,71,63
female,group C,associate's degree,standard,none,74,64,72
female,group C,associate's degree,standard,none,74,69,73
female,group D,some college,standard,none,70,80,84
male,group C,high school,standard,none,58,60,48
female,group C,associate's degree,standard,none,58,84,57
female,group C,some college,standard,none,42,63,55
female,group C,some college,standard,none,81,96,76
male,group C,high school,standard,none,48,57,59
male,group D,high school,standard,none,63,70,64
male,group C,high school,standard,none,49,52,60
female,group C,associate's degree,standard,completed,70,78,86
female,group C,high school,free/reduced,none,44,57,48
female,group C,associate's degree,standard,none,90,76,79
male,group C,associate's degree,standard,none,66,89,74
female,group C,high school,free/reduced,none,23,31,43
female,group D,some college,standard,none,84,86,69
male,group D,high school,standard,none,58,64,43
female,group D,some college,free/reduced,none,60,72,56
male,group C,high school,standard,none,54,47,43
male,group D,some college,standard,none,65,60,71
female,group C,high school,free/reduced,none,52,54,58
male,group C,associate's degree,standard,none,60,82,73
male,group C,high school,free/reduced,none,64,62,50
female,group D,associate's degree,standard,none,72,51,83
male,group C,high school,standard,none,75,69,56
male,group C,high school,standard,none,56,67,56
female,group B,some high school,free/reduced,none,56,47,40
female,group D,some college,standard,none,51,45,59
female,group C,associate's degree,standard,none,64,79,81
male,group D,some college,standard,none,70,53,73
female,group C,associate's degree,standard,none,47,73,52
male,group C,some college,standard,none,57,70,60
male,group C,high school,standard,none,70,63,51
male,group C,some college,standard,none,62,79,83
female,group C,associate's degree,standard,none,83,77,79
male,group C,high school,standard,none,42,41,38
female,group D,some college,standard,none,46,55,76
male,group C,some high school,standard,none,58,62,63
female,group C,associate's degree,standard,none,55,78,74
female,group C,associate's degree,standard,none,69,75,91
male,group C,associate's degree,standard,none,83,66,66
female,group D,some college,standard,completed,78,95,91
male,group C,high school,free/reduced,none,55,60,62
female,group C,associate's degree,standard,completed,70,96,84
female,group C,high school,free/reduced,none,44,38,41
female,group C,associate's degree,standard,none,65,83,75
female,group D,some college,standard,none,71,75,66
male,group C,some college,standard,none,76,80,87
male,group C,high school,standard,none,73,85,72
female,group C,associate's degree,standard,none,44,83,81
male,group C,high school,standard,none,61,45,49
male,group C,high school,standard,none,62,57,59
male,group C,high school,free/reduced,none,61,61,49
female,group C,associate's degree,standard,none,47,70,84
female,group D,associate's degree,standard,completed,77,92,79
male,group C,high school,standard,none,55,47,38
male,group C,associate's degree,standard,none,69,85,65
female,group D,some college,standard,completed,82,76,88
female,group C,associate's degree,standard,none,63,69,60
female,group D,some college,standard,none,88,87,67
female,group C,associate's degree,standard,none,73,85,68
female,group D,some high school,standard,none,54,52,72
male,group C,associate's degree,standard,none,63,68,77
male,group C,high school,standard,none,78,64,45
male,group C,associate's degree,standard,none,60,67,72
female,group C,some college,standard,none,76,79,70
female,group C,associate's degree,standard,none,53,64,78
female,group C,associate's degree,standard,none,86,72,82
female,group C,some high school,free/reduced,none,51,61,51
male,group C,high school,standard,none,71,68,50
female,group C,associate's degree,standard,none,70,80,63
female,group D,some college,standard,none,75,76,82
male,group C,associate's degree,standard,none,69,84,83
male,group C,high school,standard,none,72,74,47
male,group C,high school,free/reduced,none,46,42,50
female,group C,associate's degree,standard,none,71,90,55
female,group E,associate's degree,standard,completed,92,89,83
male,group D,high school,standard,none,63,50,60
female,group C,associate's degree,standard,none,67,70,56
female,group C,associate's degree,standard,none,62,76,64
female,group C,some college,standard,completed,68,67,78
female,group D,some college,standard,none,82,71,84
female,group C,some college,standard,none,35,45,52
female,group C,associate's degree,standard,none,72,77,63
female,group E,associate's degree,standard,none,78,91,75
female,group C,associate's degree,standard,none,51,68,74
female,group E,bachelor's degree,standard,completed,82,89,90
female,group C,associate's degree,standard,none,61,67,65
male,group C,high school,standard,none,54,62,59
female,group D,some college,standard,completed,78,76,84
male,group C,high school,standard,none,64,68,69
female,group D,some college,standard,none,85,83,78
male,group D,high school,standard,none,62,59,59
male,group D,some college,standard,none,63,69,90
female,group C,associate's degree,standard,none,66,62,61
female,group C,associate's degree,standard,none,43,61,57
female,group C,associate's degree,standard,none,64,71,74
male,group C,high school,standard,none,63,76,64
female,group C,associate's degree,standard,none,73,87,72
female,group C,some high school,standard,none,47,40,55
male,group C,associate's degree,standard,none,73,70,64
female,group C,associate's degree,standard,none,52,61,75
female,group E,associate's degree,standard,none,88,83,93
male,group B,high school,free/reduced,none,52,49,64
male,group C,high school,standard,none,58,79,71
male,group C,high school,standard,none,64,62,45
male,group C,associate's degree,standard,none,69,88,86
female,group C,associate's degree,standard,none,69,75,76
male,group C,high school,standard,none,52,59,63
female,group C,associate's degree,standard,none,63,77,65
female,group D,some high school,standard,none,61,62,63
female,group C,some college,standard,none,54,64,65
male,group C,some college,standard,none,63,54,65
male,group C,high school,standard,none,59,63,60
male,group C,high school,standard,none,57,67,74
male,group C,high school,standard,none,56,43,43
female,group C,associate's degree,standard,none,69,70,65
female,group C,some high school,free/reduced,none,49,53,47
female,group C,associate's degree,standard,none,74,76,74
female,group C,associate's degree,standard,none,85,84,73
male,group C,high school,standard,none,50,45,53
female,group C,high school,free/reduced,none,56,59,55
male,group C,associate's degree,standard,none,59,81,80
male,group C,high school,free/reduced,none,52,55,55
male,group D,some high school,standard,none,59,76,59
female,group C,some high school,free/reduced,none,54,53,39
female,group D,some college,standard,none,71,67,77
male,group C,high school,standard,none,63,61,73
female,group C,associate's degree,standard,completed,93,96,95
male,group C,associate's degree,standard,none,64,92,76
male,group C,some college,standard,none,71,71,75
male,group C,some college,standard,none,42,58,61
female,group D,associate's degree,standard,completed,94,87,86
female,group D,associate's degree,standard,completed,93,80,92
female,group C,associate's degree,standard,none,67,69,65
female,group C,associate's degree,standard,none,86,79,72
female,group C,high school,free/reduced,none,44,37,37
male,group C,high school,free/reduced,none,44,47,62
male,group C,some college,standard,none,77,86,76
male,group C,some college,standard,none,53,61,81
female,group C,associate's degree,free/reduced,none,42,64,55
female,group C,some college,standard,none,51,68,47
male,group C,high school,standard,none,82,59,71
female,group E,associate's degree,standard,none,68,65,81
female,group D,associate's degree,standard,none,79,89,94
female,group D,associate's degree,standard,completed,75,66,71
male,group C,high school,standard,none,63,87,55
male,group C,high school,standard,none,72,72,74
female,group C,some college,standard,none,86,68,87
male,group C,high school,standard,none,46,56,54
female,group C,some college,standard,none,65,70,69
male,group C,some college,standard,none,73,73,70
male,group C,some college,standard,none,67,72,62
male,group C,high school,standard,none,60,54,59
female,group D,some college,standard,none,59,69,71
female,group D,some college,standard,completed,80,100,91
female,group C,associate's degree,standard,none,57,62,60
female,group C,some college,free/reduced,none,57,67,57
male,group B,some high school,standard,none,61,66,63
male,group C,high school,standard,none,72,77,73
female,group D,some high school,free/reduced,none,56,67,63
male,group C,associate's degree,standard,none,55,65,58
male,group E,some college,standard,none,68,78,73
female,group D,some college,standard,none,80,88,73
female,group C,some college,standard,none,61,65,65
female,group D,associate's degree,standard,completed,81,92,79
male,group C,high school,standard,none,79,76,78
male,group C,high school,standard,none,67,60,82
female,group D,bachelor's degree,standard,completed,84,95,94
female,group C,some college,free/reduced,none,49,40,46
female,group C,associate's degree,free/reduced,none,82,60,67
male,group D,high school,standard,none,57,88,69
male,group C,associate's degree,standard,none,85,84,70
female,group C,associate's degree,free/reduced,none,71,69,66
male,group C,associate's degree,standard,none,76,82,74
male,group C,high school,standard,none,68,64,59
female,group D,some college,standard,none,44,52,60
female,group C,high school,standard,none,59,74,69
female,group C,high school,free/reduced,none,51,64,51
male,group C,associate's degree,standard,none,65,85,68
female,group D,some college,standard,none,79,80,81
male,group D,high school,standard,none,65,63,71
male,group C,high school,standard,none,61,48,46
female,group C,some college,standard,none,64,67,66
male,group C,high school,standard,none,61,54,63
female,group C,some high school,free/reduced,none,51,47,33
female,group D,associate's degree,standard,completed,72,77,74
female,group C,associate's degree,standard,none,53,60,61
female,group D,associate's degree,standard,none,73,91,83
female,group D,associate's degree,standard,none,67,75,69
male,group C,some college,standard,none,75,87,72
male,group D,associate's degree,standard,none,47,71,78
male,group C,high school,standard,none,55,73,40
male,group D,high school,standard,none,54,56,82
female,group C,associate's degree,free/reduced,none,59,53,68
male,group C,high school,standard,none,66,73,77
female,group D,some college,free/reduced,none,46,56,40
female,group C,some college,standard,none,56,78,79
male,group C,associate's degree,standard,none,70,83,91
male,group B,high school,free/reduced,none,47,61,27
male,group C,some college,standard,none,69,82,81
female,group D,associate's degree,free/reduced,none,68,61,64
female,group C,associate's degree,standard,none,53,61,56
male,group C,high school,standard,none,66,70,64
male,group D,some high school,standard,none,55,62,49
female,group C,some college,standard,none,65,61,77
female,group D,some college,standard,none,71,58,75
male,group C,some college,standard,none,47,59,61
female,group C,some college,standard,none,56,68,59
male,group C,some college,standard,none,58,80,64
female,group C,associate's degree,standard,none,45,72,52
female,group C,some college,standard,none,59,67,88
male,group D,associate's degree,standard,none,65,79,70
female,group D,associate's degree,standard,none,55,48,61
female,group C,associate's degree,standard,completed,88,86,91
female,group D,some high school,standard,none,72,71,68
male,group D,some high school,standard,none,59,54,71
male,group C,associate's degree,standard,none,71,78,65
female,group C,associate's degree,standard,completed,75,76,71
male,group C,high school,standard,none,73,77,70
male,group C,high school,standard,none,62,78,79
female,group D,associate's degree,standard,none,65,71,67
male,group C,high school,standard,none,58,59,69
male,group C,high school,free/reduced,none,64,58,42
male,group C,high school,standard,none,65,48,62
female,group D,associate's degree,free/reduced,none,60,62,57
female,group C,associate's degree,standard,completed,96,82,92
female,group C,associate's degree,standard,none,85,86,61
female,group C,associate's degree,standard,completed,92,85,77
female,group C,some college,free/reduced,none,49,54,55
female,group D,associate's degree,standard,none,72,89,89
female,group E,associate's degree,standard,completed,87,89,87
female,group B,some high school,free/reduced,none,55,49,61
male,group C,some college,standard,none,50,73,63
male,group C,high school,standard,none,62,62,68
female,group D,associate's degree,standard,completed,80,91,90
male,group C,high school,standard,none,63,65,72
female,group C,associate's degree,standard,completed,83,96,85
female,group C,associate's degree,standard,none,57,76,81
male,group C,high school,standard,none,60,77,67
female,group D,some college,standard,none,68,83,74
female,group C,some college,standard,none,66,65,73
female,group C,associate's degree,standard,none,90,87,88
female,group D,associate's degree,standard,none,61,68,54
female,group B,some high school,standard,none,58,56,50
female,group C,associate's degree,standard,none,76,79,84
male,group C,high school,standard,none,38,61,71
female,group C,associate's degree,standard,none,59,59,71
male,group C,high school,standard,none,59,67,75
female,group C,some college,standard,none,70,73,71
female,group D,some high school,standard,none,58,67,65
female,group C,associate's degree,standard,none,59,82,68
male,group D,associate's degree,standard,none,52,56,57
female,group C,high school,standard,none,53,52,52
male,group C,some college,standard,none,76,85,73
female,group D,associate's degree,standard,none,76,78,82
female,group C,associate's degree,standard,none,68,61,75
male,group C,high school,standard,none,63,60,65
male,group C,high school,standard,none,63,53,56
female,group C,associate's degree,standard,none,49,75,85
female,group C,some high school,free/reduced,none,53,54,59
male,group C,high school,standard,none,60,62,70
female,group C,associate's degree,standard,completed,60,81,87
female,group D,some college,standard,completed,76,77,85
female,group D,some college,standard,none,74,73,55
female,group C,associate's degree,standard,none,73,69,77
female,group C,some college,standard,none,64,94,59
female,group C,associate's degree,standard,none,66,57,52
male,group D,some high school,standard,none,68,69,81
female,group C,associate's degree,standard,none,82,89,82
female,group C,high school,standard,none,52,69,79
female,group D,bachelor's degree,standard,completed,69,83,94
male,group D,some college,standard,none,70,100,89
male,group C,high school,standard,none,60,72,73
female,group C,some high school,free/reduced,none,72,45,55
female,group C,associate's degree,standard,completed,77,89,79
female,group C,associate's degree,standard,none,70,59,43
male,group C,associate's degree,standard,none,70,74,74
female,group D,some college,free/reduced,none,26,61,66
female,group D,some college,standard,none,73,85,74
male,group C,high school,standard,none,53,68,62
male,group C,high school,standard,none,51,47,40
female,group D,some college,standard,none,80,66,80
female,group C,some college,standard,none,61,75,82
female,group C,associate's degree,standard,none,76,74,68
male,group D,associate's degree,standard,none,73,92,83
female,group D,associate's degree,standard,completed,78,91,94
male,group C,associate's degree,standard,none,72,69,78
female,group D,bachelor's degree,standard,completed,79,64,78
female,group C,some college,standard,none,62,63,60
female,group C,some college,standard,none,62,79,67
female,group C,associate's degree,free/reduced,none,60,61,61
female,group D,some college,standard,completed,77,84,77
male,group C,high school,standard,none,72,68,66
male,group C,high school,standard,none,79,73,83
female,group D,some college,standard,none,74,75,80
female,group C,associate's degree,standard,none,100,66,86
female,group C,associate's degree,standard,none,75,68,77
female,group C,some college,standard,none,83,83,100
female,group D,some college,standard,completed,74,71,71
female,group D,bachelor's degree,standard,none,77,94,92
male,group C,high school,standard,none,46,56,52
male,group D,some college,standard,none,72,67,83
male,group C,associate's degree,standard,none,56,79,52
female,group C,some college,free/reduced,none,39,70,51
female,group C,associate's degree,standard,none,76,75,69
female,group D,bachelor's degree,standard,completed,71,87,74
female,group D,associate's degree,standard,none,74,85,84
male,group C,some college,standard,none,66,58,74
female,group C,associate's degree,standard,none,54,66,88
female,group D,associate's degree,standard,completed,86,93,99
female,group C,some college,standard,none,64,70,85
female,group D,some college,standard,none,54,67,61
male,group C,high school,standard,none,54,52,59
female,group C,associate's degree,standard,none,55,58,66
male,group C,high school,standard,none,52,52,57
female,group C,associate's degree,free/reduced,none,47,55,63
male,group D,some college,standard,none,54,62,53
female,group D,associate's degree,standard,completed,93,84,87
male,group C,high school,standard,none,76,76,73
male,group C,high school,standard,none,41,51,60
female,group C,associate's degree,standard,completed,85,86,90
female,group C,associate's degree,standard,none,59,61,48
female,group D,some college,standard,none,82,84,79
male,group C,high school,free/reduced,none,60,33,33
female,group D,bachelor's degree,standard,completed,96,100,100
female,group D,associate's degree,standard,none,76,92,86
female,group D,some high school,standard,none,52,84,79
male,group C,high school,standard,none,59,51,50
female,group B,some high school,free/reduced,none,41,47,23
male,group C,high school,standard,none,72,71,82
female,group C,associate's degree,standard,none,55,61,52
female,group D,some college,standard,none,69,54,81
female,group C,associate's degree,standard,completed,99,92,95
female,group D,some college,standard,none,82,88,89
female,group C,associate's degree,standard,none,90,66,69
female,group E,associate's degree,standard,completed,91,87,80
male,group C,high school,free/reduced,none,58,68,50
female,group C,associate's degree,standard,none,89,78,72
female,group C,some college,standard,none,77,79,88
female,group C,some college,standard,none,58,53,72
male,group C,high school,standard,none,56,59,54
female,group D,some college,standard,none,59,59,73
female,group C,some college,standard,none,49,66,66
male,group C,high school,standard,none,63,49,66
female,group E,associate's degree,standard,completed,81,81,90
male,group C,high school,standard,none,50,52,51
female,group C,some college,standard,none,78,72,72
female,group B,some high school,free/reduced,none,41,57,47
female,group D,some college,standard,none,73,68,79
male,group C,associate's degree,standard,none,71,87,70
male,group C,some college,standard,none,62,64,78
male,group C,associate's degree,standard,none,81,87,90
female,group D,associate's degree,standard,completed,86,75,85
male,group C,high school,standard,none,58,66,63
female,group D,some college,standard,none,53,83,79
male,group C,associate's degree,standard,none,68,70,89
female,group C,some college,standard,none,57,71,66
female,group E,associate's degree,standard,none,50,70,76
female,group C,associate's degree,standard,none,50,57,54
female,group C,some college,standard,none,73,71,64
female,group C,associate's degree,standard,completed,92,98,95
male,group C,associate's degree,standard,none,58,61,62
male,group D,associate's degree,standard,none,82,90,70
female,group B,some high school,free/reduced,none,21,38,35
male,group C,high school,free/reduced,none,58,52,35
female,group B,some high school,free/reduced,none,51,49,55
male,group C,associate's degree,standard,none,77,79,87
male,group C,high school,standard,none,61,62,67
male,group C,high school,standard,none,61,62,48
male,group C,associate's degree,standard,none,68,81,80
male,group C,high school,standard,none,58,56,72
male,group C,high school,standard,none,68,69,73
female,group C,some college,standard,none,55,67,67
female,group E,associate's degree,standard,completed,55,79,87
male,group C,some college,standard,none,60,53,57
male,group C,high school,standard,none,56,75,52
female,group C,associate's degree,standard,none,75,81,79
female,group C,associate's degree,standard,none,75,70,73
female,group D,associate's degree,standard,none,83,87,81
female,group D,associate's degree,standard,none,77,86,80
female,group C,associate's degree,free/reduced,none,52,50,79
male,group C,high school,standard,none,65,63,62
male,group C,high school,standard,none,56,73,75
male,group C,some college,standard,none,63,64,78
female,group C,associate's degree,standard,completed,75,86,66
male,group C,high school,free/reduced,none,45,64,54
female,group D,associate's degree,standard,completed,93,91,91
male,group D,high school,standard,none,64,64,70
male,group C,high school,standard,none,47,74,57
male,group C,high school,standard,none,70,70,83
female,group D,associate's degree,standard,none,78,66,66
female,group C,some college,standard,none,58,73,72
female,group C,associate's degree,standard,none,81,73,89
female,group D,some high school,free/reduced,none,52,45,57
female,group D,some college,standard,none,60,72,78
male,group C,associate's degree,standard,none,61,91,79
male,group D,high school,standard,none,57,79,89
male,group C,high school,standard,none,62,66,75
female,group C,associate's degree,standard,none,83,72,72
female,group C,some college,free/reduced,none,62,56,45
female,group C,associate's degree,standard,completed,75,93,89
female,group C,associate's degree,free/reduced,none,66,67,64
male,group C,high school,standard,none,66,82,74
male,group C,associate's degree,standard,none,65,73,66
male,group C,associate's degree,standard,none,59,73,72
male,group C,high school,standard,none,61,80,84
female,group C,some high school,free/reduced,none,55,51,54
male,group C,some college,standard,none,56,65,68
female,group C,some high school,free/reduced,none,46,50,80
female,group C,associate's degree,free/reduced,none,51,62,54
male,group C,high school,standard,none,63,61,57
male,group C,high school,standard,none,48,66,57
male,group C,high school,standard,none,68,48,49
male,group C,some college,standard,none,66,76,64
male,group C,some college,standard,none,74,81,67
male,group C,associate's degree,standard,none,66,73,61
male,group C,high school,standard,none,70,86,58
male,group C,high school,free/reduced,none,53,41,64
male,group C,some college,standard,none,68,74,86
female,group C,some college,standard,none,67,60,50
male,group C,high school,standard,none,55,64,63
female,group D,some college,standard,none,73,83,62
male,group C,some college,standard,none,62,78,65
male,group C,associate's degree,standard,none,53,74,62
male,group C,high school,standard,none,51,59,43
female,group D,some high school,free/reduced,none,60,58,67
female,group C,some college,standard,none,73,74,79
female,group C,some college,standard,none,74,77,85
male,group B,some high school,free/reduced,none,48,48,59
female,group D,some college,standard,none,91,74,76
female,group C,associate's degree,standard,none,48,54,60
male,group D,high school,standard,none,52,55,70
female,group C,associate's degree,standard,completed,79,84,70
male,group C,high school,standard,none,64,69,65
female,group D,some college,standard,none,47,73,73
male,group C,some college,standard,none,76,86,78
male,group C,high school,standard,none,69,65,53
female,group C,associate's degree,standard,none,60,58,63
male,group C,high school,standard,none,55,62,52
female,group D,some college,standard,none,90,67,67
female,group D,some college,standard,none,81,86,74
female,group C,associate's degree,free/reduced,none,41,58,64
female,group E,associate's degree,standard,completed,93,87,84
male,group C,high school,standard,none,60,60,84
female,group D,some college,standard,none,51,64,55
female,group D,some college,standard,none,66,73,80
male,group D,high school,standard,none,71,69,61
male,group C,high school,standard,none,74,75,53
female,group C,some college,standard,none,59,69,57
female,group D,bachelor's degree,standard,completed,83,93,72
male,group C,some college,standard,none,60,70,68
female,group C,associate's degree,standard,none,57,69,66
male,group D,high school,standard,none,73,54,78
male,group C,high school,standard,none,49,41,55
male,group C,some college,standard,none,68,70,80
female,group D,some college,standard,none,88,82,78
female,group C,associate's degree,standard,completed,81,86,85
male,group C,high school,standard,none,56,43,52
male,group C,some college,standard,none,64,70,56
female,group D,some high school,standard,none,62,72,72
male,group C,some college,standard,none,71,80,70
female,group D,bachelor's degree,standard,completed,89,94,86
female,group C,associate's degree,standard,completed,92,81,81
female,group C,associate's degree,standard,none,63,45,71
male,group C,high school,standard,none,53,52,55
female,group D,some high school,standard,none,57,61,66
male,group C,associate's degree,standard,none,67,92,85
male,group C,high school,standard,none,48,67,71
female,group C,some college,standard,none,57,73,72
male,group D,high school,standard,none,65,67,69
male,group C,associate's degree,standard,none,62,56,57
female,group C,some college,free/reduced,none,56,70,54
female,group D,associate's degree,standard,none,84,77,88
male,group C,some college,standard,none,75,89,89
female,group C,some college,standard,none,51,66,74
female,group C,high school,standard,none,58,64,55
female,group D,associate's degree,standard,none,68,82,76
male,group C,high school,standard,none,64,57,59
female,group D,associate's degree,standard,none,89,78,88
female,group C,associate's degree,free/reduced,none,41,50,41
female,group D,associate's degree,standard,completed,85,76,76
female,group C,some high school,standard,none,48,74,69
