gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group C,bachelor's degree,standard,none,75,94,92
male,group D,bachelor's degree,free/reduced,completed,54,44,42
male,group A,high school,standard,none,63,68,58
male,group B,some high school,free/reduced,completed,70,71,72
female,group D,some high school,standard,completed,74,78,72
female,group E,high school,standard,completed,76,94,89
male,group E,high school,free/reduced,none,69,76,69
female,group D,high school,free/reduced,completed,76,89,92
male,group C,some high school,free/reduced,none,60,62,64
female,group D,associate's degree,free/reduced,none,56,52,52
male,group C,high school,standard,none,55,58,55
female,group D,bachelor's degree,free/reduced,none,62,68,72
female,group C,associate's degree,free/reduced,none,47,45,52
female,group D,bachelor's degree,standard,completed,88,90,95
male,group E,some high school,standard,none,72,66,59
female,group D,some college,standard,none,100,100,100
female,group D,some college,standard,none,36,60,61
male,group C,some high school,standard,completed,51,59,50
female,group B,some high school,standard,completed,69,77,82
male,group B,bachelor's degree,free/reduced,completed,81,80,69
female,group C,bachelor's degree,standard,completed,77,92,92
female,group E,some college,free/reduced,none,69,68,65
female,group E,some college,standard,none,67,81,80
female,group C,high school,free/reduced,completed,41,44,48
female,group B,bachelor's degree,free/reduced,none,55,54,53
male,group C,high school,standard,completed,76,67,67
female,group C,some college,standard,none,66,66,71
female,group E,some college,free/reduced,none,54,58,60
female,group A,some college,free/reduced,none,59,56,60
male,group C,associate's degree,standard,completed,83,88,86
male,group D,associate's degree,standard,none,46,39,35
female,group C,some high school,standard,none,40,39,35
male,group E,some college,free/reduced,none,50,49,49
female,group C,high school,free/reduced,completed,68,74,75
male,group C,associate's degree,free/reduced,none,59,61,59
female,group B,associate's degree,free/reduced,none,53,44,36
male,group D,some high school,free/reduced,none,73,68,70
male,group B,bachelor's degree,free/reduced,completed,68,81,71
male,group E,high school,standard,none,39,52,47
male,group C,some high school,standard,none,66,68,58
female,group B,associate's degree,standard,none,78,77,79
female,group C,associate's degree,free/reduced,completed,77,81,84
female,group C,associate's degree,free/reduced,none,53,70,70
male,group A,associate's degree,standard,none,73,60,55
female,group C,associate's degree,standard,completed,92,82,87
male,group D,high school,free/reduced,none,60,59,53
female,group A,bachelor's degree,standard,completed,64,81,88
male,group D,high school,standard,none,56,58,46
male,group D,high school,standard,none,68,70,73
female,group B,some high school,standard,none,80,83,74
female,group E,bachelor's degree,standard,completed,65,77,69
male,group D,bachelor's degree,standard,none,91,91,86
female,group D,associate's degree,standard,none,29,51,59
male,group E,high school,free/reduced,none,45,63,57
female,group D,some high school,free/reduced,completed,64,73,77
male,group C,some college,standard,none,57,61,54
female,group D,some high school,standard,none,63,75,76
female,group D,high school,standard,none,72,69,68
female,group B,master's degree,free/reduced,completed,67,56,62
male,group E,bachelor's degree,standard,completed,44,45,41
female,group B,some college,standard,completed,67,80,80
female,group B,some college,free/reduced,completed,65,88,89
male,group D,associate's degree,free/reduced,none,49,60,66
male,group D,associate's degree,standard,none,66,50,50
male,group B,some high school,standard,none,45,53,40
male,group E,associate's degree,standard,none,56,49,50
male,group C,high school,standard,none,51,58,60
male,group B,associate's degree,standard,none,65,58,51
male,group D,some college,free/reduced,completed,77,77,77
male,group E,high school,free/reduced,completed,61,68,64
female,group B,high school,standard,completed,63,76,76
female,group D,high school,standard,completed,48,46,51
female,group B,high school,standard,none,91,79,79
female,group C,some high school,standard,none,73,79,77
male,group E,some high school,free/reduced,none,67,66,58
male,group B,associate's degree,standard,none,79,66,62
female,group D,some college,free/reduced,none,78,77,75
male,group C,some high school,free/reduced,none,58,68,63
male,group A,associate's degree,standard,none,63,53,51
female,group E,master's degree,free/reduced,completed,60,68,74
female,group C,high school,free/reduced,completed,39,51,46
male,group D,high school,free/reduced,none,53,55,61
female,group D,bachelor's degree,standard,none,66,69,74
male,group D,some high school,standard,completed,99,95,92
female,group D,some college,standard,none,60,56,60
male,group E,associate's degree,standard,none,71,70,65
female,group D,some high school,free/reduced,none,54,59,58
male,group C,some college,standard,none,69,73,71
female,group B,high school,standard,none,57,56,64
male,group B,some high school,free/reduced,completed,93,73,69
female,group E,high school,standard,none,63,67,67
male,group C,some high school,standard,none,80,75,76
male,group C,high school,standard,none,67,73,75
female,group E,master's degree,free/reduced,none,40,44,43
female,group E,associate's degree,free/reduced,none,57,71,70
female,group B,high school,standard,none,47,45,46
male,group B,some high school,standard,completed,68,66,71
male,group C,some college,standard,none,71,78,77
female,group D,high school,free/reduced,none,73,86,90
male,group A,associate's degree,free/reduced,none,63,54,50
female,group E,associate's degree,standard,completed,60,74,67
male,group C,some college,free/reduced,none,75,74,77
male,group B,associate's degree,standard,none,57,59,56
male,group D,high school,standard,none,68,58,61
female,group E,associate's degree,free/reduced,completed,61,65,67
male,group D,associate's degree,standard,none,86,81,74
female,group D,associate's degree,standard,none,93,81,81
female,group E,master's degree,standard,none,60,67,64
male,group D,some high school,standard,none,45,34,29
male,group A,some high school,free/reduced,completed,61,71,65
male,group B,some high school,standard,none,55,60,47
male,group C,some college,standard,none,69,78,73
female,group D,high school,standard,none,78,88,96
female,group B,some high school,free/reduced,completed,78,80,76
male,group E,high school,standard,none,60,58,51
male,group A,some high school,standard,completed,51,54,52
male,group B,some college,standard,completed,72,71,74
male,group C,some high school,free/reduced,none,67,72,66
male,group B,high school,free/reduced,completed,56,50,53
male,group C,high school,free/reduced,completed,45,48,50
male,group D,some college,standard,none,63,65,60
male,group E,some high school,standard,completed,78,74,75
female,group C,bachelor's degree,free/reduced,completed,59,58,64
female,group C,associate's degree,standard,none,65,75,82
female,group C,bachelor's degree,standard,none,54,74,66
male,group D,associate's degree,free/reduced,none,60,61,56
female,group D,some college,free/reduced,completed,47,52,44
male,group A,high school,standard,none,77,52,53
female,group C,some high school,standard,none,84,87,86
female,group C,high school,free/reduced,none,92,92,89
male,group B,high school,free/reduced,none,86,89,77
female,group D,some college,free/reduced,none,73,65,71
male,group B,high school,standard,completed,90,80,80
female,group C,some college,free/reduced,completed,61,63,67
female,group D,associate's degree,standard,none,59,75,76
female,group B,high school,free/reduced,none,61,65,59
male,group B,bachelor's degree,free/reduced,none,97,98,97
male,group D,associate's degree,standard,none,86,83,83
male,group D,some college,free/reduced,none,76,72,70
male,group C,high school,standard,none,67,65,57
male,group B,some high school,standard,none,40,39,31
female,group B,some college,standard,none,67,68,61
female,group A,some college,standard,completed,70,61,61
female,group A,some high school,free/reduced,completed,91,97,96
male,group C,high school,standard,none,61,69,68
female,group D,some high school,standard,none,66,73,71
male,group D,some college,standard,none,67,64,66
female,group E,bachelor's degree,standard,completed,63,48,53
male,group E,associate's degree,free/reduced,none,44,56,49
female,group C,some high school,standard,completed,25,42,41
female,group E,master's degree,standard,completed,85,77,79
male,group E,high school,free/reduced,completed,40,57,57
female,group C,high school,free/reduced,completed,59,69,69
female,group E,high school,standard,none,92,82,78
male,group C,high school,standard,completed,68,67,69
female,group C,some high school,standard,completed,49,53,57
female,group B,high school,free/reduced,none,45,62,57
female,group C,some high school,free/reduced,none,63,67,70
female,group B,high school,free/reduced,none,80,84,83
male,group B,high school,free/reduced,completed,68,82,76
female,group E,some college,standard,none,68,77,76
male,group C,some college,standard,none,83,75,76
female,group B,some college,standard,completed,66,74,78
male,group E,bachelor's degree,standard,none,48,46,46
female,group D,bachelor's degree,standard,none,56,60,57
male,group D,some college,free/reduced,completed,63,55,56
female,group B,some high school,standard,none,64,60,57
female,group B,bachelor's degree,free/reduced,completed,73,78,73
male,group C,master's degree,standard,none,84,83,81
female,group B,some college,free/reduced,none,41,53,47
male,group D,some college,free/reduced,none,69,76,70
male,group A,some college,free/reduced,none,81,84,88
male,group E,some high school,standard,none,73,73,72
male,group D,high school,standard,completed,72,78,82
male,group D,some college,free/reduced,completed,61,65,61
female,group C,high school,standard,none,74,78,75
male,group B,bachelor's degree,free/reduced,completed,64,72,67
male,group C,associate's degree,free/reduced,none,65,64,68
male,group C,some college,free/reduced,none,66,75,70
female,group D,high school,free/reduced,none,71,78,76
male,group C,master's degree,standard,completed,75,62,60
female,group D,high school,standard,none,82,84,86
male,group E,bachelor's degree,standard,none,67,62,57
male,group C,associate's degree,standard,completed,71,68,72
male,group B,bachelor's degree,standard,completed,81,81,75
female,group D,high school,standard,none,80,89,89
female,group E,some high school,free/reduced,completed,80,91,90
male,group C,some high school,free/reduced,none,89,90,86
male,group D,associate's degree,standard,none,92,68,70
female,group D,associate's degree,free/reduced,none,40,55,51
male,group D,some high school,standard,none,64,62,54
male,group E,bachelor's degree,free/reduced,none,40,40,46
male,group B,high school,free/reduced,none,69,77,72
male,group D,associate's degree,free/reduced,completed,58,72,79
male,group D,some high school,standard,none,54,57,47
female,group C,bachelor's degree,free/reduced,none,49,52,50
male,group E,associate's degree,free/reduced,completed,63,73,68
female,group D,some high school,standard,completed,66,71,72
female,group D,associate's degree,free/reduced,none,71,74,70
female,group C,bachelor's degree,standard,completed,62,65,65
female,group C,some high school,free/reduced,completed,52,71,72
female,group E,associate's degree,standard,completed,66,70,74
male,group E,associate's degree,standard,completed,59,50,50
female,group D,some college,standard,completed,71,75,79
female,group D,associate's degree,standard,none,80,78,78
female,group D,associate's degree,free/reduced,completed,81,85,89
female,group C,associate's degree,free/reduced,none,48,47,47
female,group C,some college,standard,completed,82,86,82
male,group B,high school,standard,none,61,49,48
female,group C,some high school,standard,completed,54,63,63
male,group C,associate's degree,standard,completed,64,71,70
male,group D,associate's degree,standard,completed,68,71,75
male,group B,some college,standard,none,66,55,45
male,group C,bachelor's degree,standard,none,74,60,61
male,group C,some high school,standard,completed,71,59,66
male,group D,associate's degree,free/reduced,none,100,82,78
female,group E,associate's degree,standard,none,82,84,75
female,group C,some high school,free/reduced,completed,50,52,58
male,group C,some high school,standard,none,66,67,63
male,group B,some college,standard,none,66,70,74
female,group E,high school,standard,none,45,62,65
female,group B,master's degree,free/reduced,completed,62,82,74
female,group D,some college,standard,none,53,47,46
male,group A,some high school,standard,none,84,94,92
female,group C,associate's degree,free/reduced,completed,47,53,50
female,group B,some high school,free/reduced,none,64,66,61
female,group E,bachelor's degree,standard,completed,73,64,68
female,group C,some college,standard,none,47,53,48
male,group C,master's degree,standard,completed,72,79,83
male,group D,high school,standard,none,64,60,56
male,group C,associate's degree,free/reduced,completed,73,75,71
female,group B,associate's degree,free/reduced,none,83,87,84
male,group C,high school,free/reduced,none,76,72,67
male,group A,associate's degree,free/reduced,completed,81,82,82
male,group C,some college,standard,none,54,56,54
male,group C,bachelor's degree,free/reduced,completed,62,73,71
female,group D,master's degree,standard,none,79,76,73
female,group C,associate's degree,standard,none,65,81,91
female,group E,some college,free/reduced,completed,46,72,69
female,group C,associate's degree,standard,none,68,78,71
male,group B,bachelor's degree,standard,completed,69,75,68
male,group B,associate's degree,free/reduced,none,84,74,67
male,group C,associate's degree,standard,none,65,47,51
female,group B,high school,standard,completed,40,59,58
female,group B,associate's degree,free/reduced,none,63,69,66
female,group B,high school,standard,none,72,86,82
female,group C,some college,standard,none,57,70,66
male,group D,some college,standard,none,62,64,66
female,group D,some high school,standard,none,42,49,46
male,group E,some college,standard,none,100,100,97
male,group D,some college,standard,none,80,80,82
male,group D,master's degree,standard,none,48,42,44
female,group B,bachelor's degree,standard,completed,58,76,72
female,group A,high school,standard,none,71,82,81
female,group E,some college,free/reduced,none,51,68,64
female,group B,some high school,standard,completed,61,72,72
male,group C,associate's degree,free/reduced,none,43,44,46
female,group C,master's degree,free/reduced,none,76,73,77
male,group D,associate's degree,standard,completed,83,82,87
female,group D,some high school,standard,completed,81,81,88
female,group C,associate's degree,free/reduced,none,56,62,70
female,group E,some high school,standard,none,44,49,56
female,group C,bachelor's degree,free/reduced,none,54,65,61
male,group B,associate's degree,free/reduced,completed,67,65,61
male,group C,bachelor's degree,standard,none,78,85,83
male,group D,bachelor's degree,free/reduced,none,69,67,67
female,group D,high school,free/reduced,none,42,54,45
female,group C,associate's degree,free/reduced,none,67,76,81
female,group E,high school,standard,none,59,63,62
female,group C,associate's degree,free/reduced,completed,52,79,73
female,group D,some high school,standard,none,50,63,62
male,group C,high school,standard,completed,73,78,72
male,group C,some college,standard,completed,85,77,80
male,group E,some college,free/reduced,none,81,79,74
female,group E,high school,standard,completed,86,93,92
female,group C,high school,free/reduced,none,64,83,86
male,group E,associate's degree,free/reduced,none,63,60,52
male,group C,bachelor's degree,standard,completed,49,41,45
female,group B,some high school,standard,completed,48,70,71
male,group C,bachelor's degree,standard,none,83,86,85
female,group A,some high school,free/reduced,completed,70,72,69
female,group B,some college,standard,none,66,71,68
female,group E,associate's degree,standard,none,40,40,40
female,group C,high school,standard,none,82,87,89
female,group C,some college,free/reduced,none,64,78,80
female,group E,some high school,free/reduced,none,59,70,63
female,group B,some high school,standard,none,90,87,85
male,group C,master's degree,standard,completed,85,71,74
male,group C,some college,standard,none,87,86,87
female,group C,some high school,standard,completed,82,96,97
male,group B,some high school,standard,none,78,78,71
female,group D,master's degree,free/reduced,completed,57,64,60
female,group C,some college,standard,completed,85,91,91
male,group B,master's degree,standard,none,52,74,66
female,group C,high school,standard,completed,79,91,89
female,group C,some high school,free/reduced,none,48,59,55
female,group A,some college,standard,none,74,64,71
female,group C,associate's degree,standard,completed,51,54,47
female,group E,some college,standard,none,73,78,86
female,group D,associate's degree,standard,completed,66,77,81
male,group A,high school,free/reduced,none,59,48,49
male,group D,bachelor's degree,standard,none,60,53,59
female,group C,associate's degree,standard,none,81,73,75
female,group B,master's degree,free/reduced,none,47,51,48
male,group A,some high school,free/reduced,completed,71,81,74
male,group C,some high school,free/reduced,completed,61,75,69
male,group B,some high school,free/reduced,none,91,92,85
female,group B,associate's degree,standard,none,53,66,67
male,group D,associate's degree,standard,completed,67,70,73
male,group D,high school,free/reduced,none,61,62,56
female,group D,some high school,standard,completed,61,64,74
male,group B,master's degree,free/reduced,completed,49,57,55
female,group C,some high school,standard,none,65,79,73
female,group D,associate's degree,standard,completed,67,65,66
female,group D,associate's degree,free/reduced,none,75,93,88
male,group D,some college,free/reduced,none,60,64,68
female,group E,associate's degree,standard,none,68,77,76
male,group E,high school,free/reduced,none,46,50,48
male,group E,high school,free/reduced,none,41,44,38
female,group C,associate's degree,standard,none,45,46,38
male,group E,high school,standard,none,59,62,55
female,group D,bachelor's degree,free/reduced,none,57,50,55
female,group E,associate's degree,free/reduced,none,45,59,59
female,group C,master's degree,standard,completed,74,78,80
female,group C,associate's degree,free/reduced,none,41,55,56
male,group B,associate's degree,free/reduced,completed,70,76,79
female,group D,some college,free/reduced,none,60,60,62
female,group B,high school,standard,none,89,97,93
female,group B,master's degree,standard,none,81,79,81
female,group C,bachelor's degree,standard,completed,74,81,85
female,group E,master's degree,standard,none,66,73,75
female,group C,high school,free/reduced,none,70,66,62
female,group C,some college,free/reduced,none,100,88,88
female,group B,associate's degree,standard,completed,65,72,69
male,group A,some high school,standard,none,60,70,66
male,group B,high school,free/reduced,none,68,65,59
female,group C,some college,free/reduced,completed,57,72,75
female,group C,associate's degree,free/reduced,completed,52,61,65
male,group B,master's degree,standard,none,46,46,39
male,group E,bachelor's degree,standard,completed,49,55,55
female,group C,some college,free/reduced,none,62,71,70
female,group C,bachelor's degree,standard,none,72,84,77
male,group D,bachelor's degree,standard,none,77,71,71
male,group B,associate's degree,standard,completed,61,69,62
male,group C,high school,standard,none,47,52,47
female,group C,some college,free/reduced,completed,40,52,47
male,group E,bachelor's degree,standard,none,54,54,54
male,group D,some college,standard,none,72,71,75
male,group D,associate's degree,standard,none,74,68,65
female,group C,some high school,standard,completed,52,57,59
male,group D,bachelor's degree,standard,none,64,58,62
female,group E,associate's degree,free/reduced,none,50,52,51
male,group C,some high school,standard,none,43,45,41
male,group B,some high school,standard,none,67,54,50
female,group C,associate's degree,free/reduced,none,57,65,70
male,group D,bachelor's degree,standard,none,74,66,67
male,group B,some high school,standard,none,45,52,44
female,group A,associate's degree,standard,none,55,66,61
female,group C,some college,free/reduced,none,63,77,78
female,group E,associate's degree,standard,none,68,75,80
female,group E,some high school,free/reduced,none,49,69,76
male,group B,associate's degree,free/reduced,none,100,100,99
male,group A,some college,free/reduced,none,100,89,89
male,group D,bachelor's degree,standard,completed,52,56,61
male,group C,high school,free/reduced,none,84,83,74
female,group B,some high school,standard,completed,60,79,73
female,group C,high school,standard,none,65,72,70
female,group D,some high school,free/reduced,none,41,49,50
male,group E,associate's degree,free/reduced,completed,71,69,64
female,group B,associate's degree,free/reduced,completed,100,100,100
female,group C,some high school,free/reduced,none,65,57,62
male,group B,some college,standard,none,64,76,78
male,group D,associate's degree,free/reduced,none,46,39,35
female,group C,associate's degree,standard,completed,65,83,82
male,group B,some high school,standard,completed,73,80,75
female,group B,high school,standard,none,70,86,84
male,group B,some college,standard,none,68,61,55
female,group D,high school,free/reduced,completed,79,78,80
female,group A,some college,standard,none,48,56,56
female,group E,bachelor's degree,standard,completed,92,92,86
male,group D,bachelor's degree,standard,none,74,83,77
male,group C,some high school,free/reduced,completed,72,68,74
male,group B,bachelor's degree,free/reduced,none,58,51,54
female,group D,some high school,free/reduced,completed,62,57,60
female,group B,associate's degree,standard,none,76,90,80
male,group A,high school,standard,completed,57,49,52
female,group B,some high school,standard,completed,64,61,65
female,group C,associate's degree,standard,completed,57,66,69
female,group D,associate's degree,standard,none,50,67,66
female,group A,bachelor's degree,standard,none,80,85,81
female,group E,some college,standard,completed,71,76,82
male,group E,some college,free/reduced,completed,65,58,61
female,group B,high school,free/reduced,none,54,60,59
female,group C,some high school,standard,none,88,91,90
male,group C,associate's degree,free/reduced,completed,58,66,72
male,group A,some high school,free/reduced,completed,65,87,81
male,group B,some college,standard,completed,63,54,55
female,group B,some high school,standard,none,45,46,36
female,group D,some college,standard,none,49,60,52
female,group C,high school,standard,none,76,88,86
male,group D,master's degree,standard,completed,69,71,77
male,group C,high school,free/reduced,none,68,55,54
female,group D,associate's degree,free/reduced,none,70,65,67
male,group A,high school,free/reduced,none,72,61,57
female,group A,high school,standard,none,91,91,87
female,group D,bachelor's degree,standard,none,51,53,66
female,group B,bachelor's degree,standard,none,66,72,74
female,group C,some college,free/reduced,none,53,61,59
female,group C,high school,standard,completed,78,92,90
female,group E,some college,standard,completed,55,59,62
male,group A,some college,free/reduced,completed,60,68,79
male,group E,associate's degree,standard,completed,60,62,58
male,group E,bachelor's degree,standard,completed,64,71,70
male,group B,high school,free/reduced,completed,55,57,59
male,group C,some college,free/reduced,completed,59,67,73
male,group D,bachelor's degree,standard,completed,64,68,69
female,group C,high school,standard,none,63,61,56
female,group D,high school,standard,none,81,75,80
female,group B,associate's degree,standard,none,62,70,66
female,group E,master's degree,standard,none,90,91,91
female,group B,associate's degree,standard,completed,84,92,95
female,group E,some college,standard,completed,90,95,98
male,group C,associate's degree,standard,none,77,73,79
female,group B,associate's degree,standard,completed,67,62,67
male,group C,high school,standard,completed,83,76,76
female,group B,some college,standard,completed,49,56,59
female,group B,some college,standard,none,64,77,78
female,group C,some college,standard,completed,85,88,93
male,group D,some high school,standard,none,70,55,50
male,group C,some high school,free/reduced,none,81,86,84
male,group A,master's degree,standard,completed,40,44,42
female,group E,some college,free/reduced,none,47,57,54
female,group C,associate's degree,standard,none,42,43,43
female,group B,associate's degree,standard,completed,100,99,97
female,group A,some high school,standard,none,54,54,49
male,group C,some college,standard,none,90,87,86
female,group D,associate's degree,standard,none,65,66,66
female,group D,some college,standard,none,94,89,87
female,group D,bachelor's degree,standard,none,84,84,86
male,group B,some college,free/reduced,completed,69,75,66
female,group C,some high school,free/reduced,none,46,41,35
female,group A,high school,standard,none,61,63,60
male,group D,some high school,standard,none,72,66,64
female,group D,associate's degree,standard,none,78,77,76
female,group C,high school,standard,none,50,56,50
male,group A,some college,standard,none,78,55,57
female,group A,some college,standard,none,84,80,76
male,group C,associate's degree,standard,none,72,74,73
female,group B,some high school,free/reduced,completed,53,73,73
male,group C,bachelor's degree,free/reduced,completed,76,89,87
male,group E,associate's degree,standard,completed,65,56,61
female,group E,some high school,free/reduced,completed,54,54,62
female,group B,some high school,standard,none,49,47,48
female,group C,associate's degree,standard,none,96,93,97
female,group D,associate's degree,standard,none,63,59,64
male,group C,high school,free/reduced,none,68,64,64
male,group D,some college,standard,none,65,59,66
female,group C,associate's degree,standard,none,80,84,89
female,group C,some high school,free/reduced,completed,81,92,88
female,group E,associate's degree,standard,none,66,75,74
female,group E,some high school,free/reduced,none,48,66,63
male,group C,associate's degree,standard,completed,74,73,75
female,group C,high school,free/reduced,none,45,41,48
male,group D,some college,standard,none,78,78,81
female,group B,associate's degree,free/reduced,none,39,41,36
female,group A,some college,standard,completed,72,79,79
male,group B,some college,free/reduced,none,42,39,36
male,group C,some high school,standard,none,71,71,64
female,group B,high school,standard,none,77,79,81
male,group C,some high school,standard,none,42,47,50
male,group E,bachelor's degree,free/reduced,none,72,79,75
female,group B,some high school,free/reduced,none,56,59,60
male,group E,associate's degree,free/reduced,none,58,49,45
male,group C,some high school,standard,completed,70,78,69
male,group C,associate's degree,standard,none,74,81,78
male,group D,associate's degree,standard,none,64,73,63
male,group E,high school,free/reduced,completed,63,57,55
male,group C,bachelor's degree,free/reduced,completed,94,95,90
female,group D,bachelor's degree,free/reduced,none,63,66,66
male,group C,master's degree,standard,completed,68,66,69
female,group D,bachelor's degree,standard,none,41,39,41
male,group C,some college,free/reduced,none,43,51,40
male,group E,some high school,standard,completed,58,62,61
female,group D,some college,standard,none,82,78,88
female,group B,some college,standard,completed,99,89,92
male,group B,some high school,standard,completed,86,88,78
female,group D,bachelor's degree,free/reduced,completed,80,91,89
male,group D,some college,standard,none,88,88,88
female,group B,some high school,standard,completed,80,90,90
male,group C,bachelor's degree,standard,none,64,60,58
female,group C,master's degree,free/reduced,completed,51,78,70
male,group E,some college,standard,completed,62,65,61
female,group B,bachelor's degree,free/reduced,none,63,76,66
