"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group E","bachelor's degree","standard","none",87,93,87
"female","group C","bachelor's degree","standard","none",83,95,91
"female","group E","bachelor's degree","standard","completed",71,76,80
"female","group C","some high school","standard","none",74,75,75
"male","group D","high school","standard","completed",73,70,66
"female","group B","some college","free/reduced","none",71,67,70
"male","group C","high school","standard","completed",60,56,58
"male","group B","high school","free/reduced","none",58,58,46
"male","group B","some college","standard","none",82,64,60
"female","group C","bachelor's degree","free/reduced","completed",43,60,59
"male","group C","associate's degree","free/reduced","none",49,42,42
"female","group D","high school","standard","none",78,89,85
"female","group A","high school","standard","none",48,58,60
"male","group C","associate's degree","standard","none",49,51,51
"female","group A","bachelor's degree","free/reduced","none",61,73,65
"male","group E","some college","standard","completed",71,51,52
"female","group E","some college","standard","none",65,86,84
"male","group B","high school","free/reduced","completed",73,65,64
"male","group C","high school","standard","none",50,48,42
"male","group D","some college","standard","completed",81,82,76
"female","group C","some college","standard","none",54,58,62
"male","group E","bachelor's degree","free/reduced","completed",91,73,68
"male","group C","associate's degree","standard","completed",57,55,54
"female","group D","some high school","standard","completed",97,100,99
"female","group C","some high school","free/reduced","completed",59,75,70
"male","group D","associate's degree","free/reduced","none",44,51,49
"female","group B","high school","standard","none",81,93,93
"male","group B","some college","free/reduced","completed",65,74,70
"male","group B","associate's degree","standard","none",68,68,68
"female","group C","bachelor's degree","standard","none",65,75,73
"female","group C","high school","standard","none",63,72,71
"male","group A","high school","free/reduced","none",53,61,54
"male","group D","associate's degree","free/reduced","completed",57,57,44
"male","group E","some high school","free/reduced","none",79,84,77
"female","group B","high school","standard","none",50,53,53
"male","group C","some college","standard","none",63,55,51
"female","group C","high school","free/reduced","none",41,61,57
"female","group A","some high school","free/reduced","none",44,52,51
"male","group D","associate's degree","standard","completed",67,72,69
"female","group C","some high school","standard","none",47,61,50
"female","group B","some high school","standard","none",88,100,93
"male","group E","master's degree","standard","none",74,71,74
"female","group E","associate's degree","free/reduced","none",46,52,51
"male","group C","some high school","free/reduced","none",56,59,52
"female","group D","some high school","free/reduced","completed",29,40,38
"male","group D","some high school","standard","completed",74,74,78
"male","group E","associate's degree","free/reduced","none",64,54,52
"male","group C","some college","free/reduced","none",80,80,74
"female","group D","high school","free/reduced","none",48,46,48
"male","group C","associate's degree","standard","none",69,79,72
"female","group C","associate's degree","standard","none",58,64,67
"female","group B","master's degree","free/reduced","none",64,58,65
"female","group C","high school","free/reduced","none",42,53,58
"male","group D","associate's degree","standard","completed",87,74,66
"male","group E","some high school","free/reduced","none",68,60,56
"female","group D","associate's degree","free/reduced","none",52,50,52
"female","group E","high school","free/reduced","completed",38,43,38
"male","group C","associate's degree","free/reduced","none",37,42,43
"male","group D","master's degree","standard","completed",77,67,71
"female","group B","high school","free/reduced","completed",63,78,76
"female","group B","some college","standard","completed",88,89,91
"male","group D","bachelor's degree","free/reduced","none",73,66,72
"male","group B","some college","standard","none",82,66,66
"female","group E","some college","free/reduced","none",77,85,91
"male","group A","associate's degree","free/reduced","none",73,63,61
"male","group D","some college","standard","none",55,50,51
"male","group B","associate's degree","standard","none",52,61,58
"female","group E","master's degree","standard","none",74,88,84
"male","group B","some college","standard","none",66,54,53
"male","group B","high school","free/reduced","none",58,58,44
"male","group B","some college","free/reduced","completed",65,68,70
"female","group B","high school","standard","completed",77,76,78
"male","group B","associate's degree","standard","none",47,41,41
"female","group B","bachelor's degree","standard","none",65,76,74
"female","group D","some high school","standard","completed",77,72,70
"female","group B","associate's degree","standard","none",49,59,58
"female","group D","master's degree","free/reduced","completed",67,71,80
"male","group D","master's degree","standard","none",71,57,62
"female","group A","associate's degree","standard","none",73,88,88
"male","group D","associate's degree","standard","none",52,47,48
"female","group C","some college","standard","none",71,81,76
"male","group E","some high school","free/reduced","completed",86,82,73
"female","group D","some college","standard","none",98,100,93
"female","group C","associate's degree","free/reduced","completed",78,88,89
"male","group D","associate's degree","standard","none",80,71,74
"female","group A","some high school","standard","none",71,84,75
"female","group C","high school","standard","none",81,92,81
"male","group E","some college","free/reduced","completed",75,70,69
"male","group C","some high school","standard","completed",71,67,64
"male","group B","some college","free/reduced","completed",74,79,77
"female","group C","high school","free/reduced","none",53,64,61
"male","group D","some high school","standard","none",69,67,61
"female","group A","some high school","free/reduced","none",59,72,65
"female","group C","bachelor's degree","standard","none",67,84,86
"female","group C","bachelor's degree","standard","completed",76,88,87
"male","group D","associate's degree","standard","none",80,73,76
"female","group B","some high school","free/reduced","none",48,53,46
"male","group C","some college","standard","none",63,60,61
"male","group E","associate's degree","standard","none",85,72,76
"male","group D","some high school","standard","completed",74,77,77
"female","group C","some high school","free/reduced","none",44,51,45
"female","group D","associate's degree","standard","none",77,78,84
"male","group D","associate's degree","free/reduced","none",44,52,46
"female","group D","bachelor's degree","free/reduced","none",61,73,72
"female","group E","some college","standard","completed",71,78,80
"male","group C","bachelor's degree","standard","completed",57,55,54
"female","group D","some college","free/reduced","completed",63,85,92
"female","group A","some high school","free/reduced","none",49,67,58
"male","group E","some college","free/reduced","completed",74,71,69
"male","group C","some high school","standard","none",62,63,55
"male","group E","bachelor's degree","standard","completed",66,77,74
"male","group E","associate's degree","free/reduced","completed",70,68,66
"female","group D","some college","standard","none",98,89,94
"female","group C","some college","standard","none",82,85,82
"male","group A","some high school","standard","completed",61,67,67
"male","group D","bachelor's degree","free/reduced","completed",61,60,62
"female","group D","some college","standard","none",79,90,89
"female","group E","associate's degree","free/reduced","none",64,58,62
"female","group D","high school","free/reduced","none",50,53,46
"female","group E","associate's degree","standard","completed",94,95,86
"male","group E","associate's degree","free/reduced","completed",82,82,90
"male","group E","some college","standard","completed",76,68,69
"female","group D","associate's degree","standard","completed",56,76,74
"male","group B","some high school","free/reduced","none",79,80,77
"male","group D","master's degree","standard","none",73,70,69
"female","group D","some college","free/reduced","completed",63,78,76
"female","group B","high school","standard","completed",65,64,67
"female","group C","master's degree","standard","none",53,64,70
"male","group E","bachelor's degree","standard","completed",70,64,68
"male","group E","associate's degree","standard","completed",65,77,83
"female","group A","some high school","free/reduced","none",65,86,81
"male","group C","some college","standard","none",58,52,41
"male","group B","bachelor's degree","free/reduced","none",48,51,47
"female","group C","some high school","standard","none",69,75,82
"female","group C","high school","standard","none",61,69,65
"male","group B","high school","standard","none",54,55,51
"female","group D","associate's degree","standard","none",77,78,76
"male","group A","some high school","free/reduced","none",79,82,80
"female","group C","some college","free/reduced","completed",52,64,73
"male","group C","some college","free/reduced","none",68,60,61
"female","group E","associate's degree","standard","none",66,73,70
"female","group B","master's degree","standard","none",92,97,100
"female","group A","some high school","free/reduced","none",59,76,82
"male","group C","associate's degree","standard","completed",71,68,65
"male","group D","some college","free/reduced","none",62,55,57
"female","group A","bachelor's degree","standard","none",64,72,78
"female","group C","associate's degree","standard","none",53,64,62
"male","group C","high school","free/reduced","completed",72,66,65
"male","group E","some high school","standard","completed",81,80,73
"male","group C","high school","standard","none",70,79,74
"male","group C","some high school","standard","none",62,61,61
"male","group B","some college","standard","none",69,62,64
"female","group A","bachelor's degree","standard","none",51,49,54
"female","group D","associate's degree","standard","none",74,76,73
"male","group D","master's degree","standard","none",89,91,88
"male","group C","some high school","free/reduced","none",48,51,42
"female","group D","associate's degree","standard","none",77,82,87
"female","group A","some high school","free/reduced","completed",47,53,63
"female","group C","bachelor's degree","standard","none",65,74,76
"male","group A","high school","free/reduced","none",49,49,42
"male","group B","some college","standard","none",58,58,46
"female","group E","some college","standard","completed",85,92,85
"male","group B","some college","free/reduced","none",69,68,67
"male","group A","associate's degree","free/reduced","none",90,85,85
"female","group C","some high school","standard","none",49,66,64
"male","group C","associate's degree","standard","none",85,76,71
"male","group E","some college","free/reduced","none",75,73,69
"male","group C","high school","standard","completed",72,66,65
"female","group C","some college","free/reduced","none",62,75,70
"male","group D","some high school","standard","none",84,67,62
"male","group B","some high school","standard","completed",79,84,80
"female","group C","high school","standard","none",76,77,74
"male","group A","high school","free/reduced","none",53,59,57
"female","group D","some high school","standard","completed",77,91,81
"female","group B","high school","standard","completed",77,77,83
"female","group C","high school","standard","none",61,73,70
"female","group C","some college","standard","none",55,71,75
"male","group D","bachelor's degree","free/reduced","none",55,58,46
"male","group A","some high school","standard","completed",63,44,41
"female","group B","associate's degree","standard","none",58,70,66
"female","group D","master's degree","free/reduced","none",40,59,58
"male","group C","some college","standard","none",76,81,82
"female","group B","associate's degree","standard","none",53,71,75
"male","group B","associate's degree","standard","completed",62,61,58
"female","group E","some college","standard","completed",66,86,84
"female","group D","associate's degree","free/reduced","completed",42,63,60
"male","group C","some college","free/reduced","completed",50,51,46
"female","group D","associate's degree","free/reduced","completed",61,78,67
"female","group E","associate's degree","free/reduced","none",46,53,58
"female","group D","associate's degree","standard","none",76,74,67
"female","group E","some college","standard","none",68,76,78
"male","group C","high school","free/reduced","none",27,38,38
"male","group C","master's degree","free/reduced","completed",72,60,58
"female","group E","bachelor's degree","standard","none",100,100,96
"female","group B","some high school","standard","none",88,99,99
"female","group D","bachelor's degree","standard","none",67,76,70
"male","group E","some college","free/reduced","none",60,59,62
"female","group B","some college","standard","completed",72,79,77
"male","group C","bachelor's degree","standard","none",75,81,79
"female","group B","some college","standard","none",66,79,80
"male","group B","some college","free/reduced","completed",42,41,45
"female","group D","high school","standard","none",78,88,78
"female","group C","associate's degree","standard","none",49,66,66
"female","group B","some high school","free/reduced","none",49,59,54
"male","group D","master's degree","standard","none",82,82,79
"male","group A","some high school","free/reduced","none",39,41,46
"female","group C","associate's degree","standard","completed",75,81,82
"male","group E","some college","standard","none",76,73,65
"female","group C","some college","standard","none",55,69,65
"female","group B","high school","free/reduced","none",34,24,38
"female","group E","some high school","standard","none",92,100,93
"male","group B","high school","free/reduced","none",55,72,65
"male","group B","some college","free/reduced","none",59,52,52
"male","group B","some college","free/reduced","none",75,64,73
"female","group E","associate's degree","free/reduced","completed",79,86,86
"male","group D","master's degree","standard","none",79,76,76
"male","group B","some high school","standard","none",72,56,49
"female","group B","high school","standard","completed",65,69,62
"female","group C","some college","standard","none",72,80,83
"female","group B","master's degree","standard","none",53,70,62
"male","group B","some high school","free/reduced","none",68,62,66
"female","group D","high school","standard","none",56,62,63
"male","group E","associate's degree","standard","completed",81,82,82
"female","group E","some college","standard","none",67,78,80
"male","group C","high school","standard","completed",69,70,67
"male","group D","high school","free/reduced","completed",72,75,73
"female","group C","associate's degree","standard","none",46,50,51
"male","group D","some college","free/reduced","none",77,62,64
"male","group C","high school","free/reduced","completed",58,51,54
"female","group C","associate's degree","free/reduced","none",54,48,51
"female","group C","some college","standard","none",73,89,88
"female","group B","high school","free/reduced","none",50,53,54
"female","group E","high school","standard","completed",95,95,92
"female","group C","bachelor's degree","standard","completed",92,97,100
"female","group B","bachelor's degree","free/reduced","none",62,72,72
"female","group C","bachelor's degree","standard","completed",69,86,85
"female","group D","bachelor's degree","free/reduced","none",77,90,89
"male","group E","some high school","standard","none",68,65,55
"female","group D","some high school","standard","none",73,75,75
"male","group A","associate's degree","standard","completed",57,53,54
"female","group E","some high school","free/reduced","none",74,85,87
"male","group C","high school","standard","none",88,75,64
"female","group C","some college","standard","completed",87,85,90
"female","group D","associate's degree","free/reduced","completed",57,74,69
"female","group C","high school","standard","completed",71,80,76
"male","group E","some college","standard","none",59,52,43
"female","group B","some high school","standard","none",72,84,75
"male","group D","associate's degree","free/reduced","none",75,66,66
"female","group E","high school","standard","completed",71,70,71
"female","group D","some college","standard","none",62,72,75
"male","group E","master's degree","standard","none",50,49,42
"female","group E","high school","free/reduced","completed",41,64,64
"male","group E","master's degree","standard","completed",95,96,87
"female","group D","master's degree","free/reduced","none",40,65,66
"female","group A","some high school","standard","completed",76,86,85
"female","group A","bachelor's degree","standard","none",51,60,67
"male","group C","bachelor's degree","standard","none",86,80,76
"male","group D","master's degree","standard","completed",67,57,56
"female","group C","high school","standard","none",63,72,72
"female","group C","high school","standard","completed",83,92,81
"female","group E","some college","standard","none",68,74,75
"female","group C","associate's degree","free/reduced","completed",65,77,77
"male","group B","master's degree","standard","completed",81,83,78
"female","group C","some college","standard","none",54,72,70
"male","group D","bachelor's degree","free/reduced","completed",74,71,74
"female","group D","some college","standard","completed",78,90,91
"female","group D","some college","standard","none",74,83,86
"female","group B","bachelor's degree","free/reduced","none",75,90,88
"male","group B","associate's degree","free/reduced","none",67,62,62
"female","group D","bachelor's degree","standard","completed",88,100,100
"female","group C","some college","standard","none",73,76,70
"female","group B","associate's degree","free/reduced","none",26,51,50
"male","group D","some college","standard","none",81,66,63
"female","group E","some college","standard","completed",76,82,91
"female","group D","some high school","standard","completed",66,81,75
"male","group D","some high school","free/reduced","none",69,73,75
"female","group D","some high school","free/reduced","completed",47,58,50
"male","group B","bachelor's degree","standard","none",66,65,64
"male","group D","some college","standard","none",88,77,64
"male","group B","master's degree","standard","none",95,73,69
"female","group C","some high school","free/reduced","none",44,54,58
"female","group C","high school","free/reduced","completed",65,71,71
"female","group B","associate's degree","free/reduced","none",53,70,74
"female","group E","some high school","free/reduced","completed",74,85,87
"female","group D","high school","standard","none",45,53,57
"male","group B","high school","standard","none",48,53,47
"male","group E","some college","free/reduced","none",62,61,62
"female","group B","some high school","standard","completed",59,75,70
"male","group E","high school","free/reduced","none",27,31,33
"male","group D","bachelor's degree","free/reduced","completed",39,42,38
"male","group E","associate's degree","standard","completed",81,83,84
"female","group D","associate's degree","free/reduced","completed",61,68,73
"female","group C","associate's degree","standard","none",46,51,54
"female","group B","high school","standard","none",58,73,68
"male","group C","associate's degree","standard","none",49,52,46
"male","group D","some college","standard","none",76,73,73
"female","group C","associate's degree","free/reduced","none",43,56,58
"male","group C","master's degree","standard","none",79,78,75
"female","group D","associate's degree","standard","completed",71,70,70
"male","group D","associate's degree","free/reduced","none",61,58,58
"male","group D","some high school","standard","completed",76,83,75
"male","group C","associate's degree","free/reduced","none",55,58,44
"male","group D","bachelor's degree","standard","none",59,70,69
"male","group C","bachelor's degree","standard","completed",96,92,88
"female","group E","master's degree","free/reduced","none",57,72,67
"female","group B","some high school","standard","none",72,83,77
"male","group E","high school","free/reduced","completed",78,81,74
"female","group B","some high school","free/reduced","none",38,55,53
"female","group B","high school","standard","none",65,72,71
"female","group D","some college","free/reduced","none",77,85,83
"male","group B","some college","standard","none",70,57,56
"male","group E","some college","standard","none",86,62,64
"male","group D","some high school","standard","none",84,82,80
"male","group C","some college","standard","none",63,60,54
"male","group D","high school","free/reduced","completed",78,72,73
"male","group D","associate's degree","standard","none",40,56,47
"female","group A","high school","standard","none",61,64,62
"female","group C","associate's degree","standard","none",63,73,75
"female","group E","bachelor's degree","standard","completed",71,70,77
"male","group D","high school","standard","none",64,61,56
"female","group D","associate's degree","standard","completed",69,70,77
"male","group D","high school","free/reduced","completed",72,66,67
"male","group C","associate's degree","free/reduced","completed",74,72,74
"female","group E","some college","standard","none",67,65,67
"female","group C","high school","standard","completed",67,86,86
"male","group E","high school","standard","none",74,79,75
"male","group C","some high school","free/reduced","completed",53,37,38
"male","group B","bachelor's degree","free/reduced","none",55,60,61
"female","group D","some high school","free/reduced","none",50,66,66
"female","group B","high school","standard","none",61,60,62
"male","group D","some high school","standard","none",55,54,49
"male","group B","high school","free/reduced","none",61,56,51
"female","group D","some high school","standard","none",73,87,80
"female","group C","some college","standard","completed",88,90,92
"male","group C","some high school","standard","none",73,70,65
"male","group D","some high school","free/reduced","none",56,58,46
"female","group D","associate's degree","standard","none",77,74,74
"female","group E","some college","standard","completed",86,92,92
"female","group E","some college","free/reduced","completed",59,72,76
"female","group B","some high school","standard","completed",90,100,96
"female","group B","high school","standard","completed",77,78,77
"female","group E","some high school","free/reduced","completed",57,58,64
"female","group E","high school","free/reduced","none",64,66,55
"female","group E","bachelor's degree","standard","none",64,64,61
"male","group C","bachelor's degree","standard","completed",96,97,100
"male","group D","master's degree","standard","completed",67,57,57
"female","group B","high school","standard","completed",32,40,39
"female","group E","associate's degree","free/reduced","none",46,50,54
"male","group D","some college","free/reduced","none",75,73,71
"female","group D","associate's degree","standard","completed",69,70,75
"female","group D","high school","standard","completed",70,76,78
"male","group C","bachelor's degree","standard","completed",83,82,90
"female","group C","some college","free/reduced","completed",67,75,73
"male","group C","bachelor's degree","standard","none",59,68,72
"male","group C","associate's degree","standard","none",83,76,71
"female","group C","some college","standard","none",73,76,70
"female","group D","master's degree","free/reduced","none",50,63,59
"female","group B","some high school","free/reduced","completed",74,90,86
"female","group B","some high school","standard","none",88,100,99
"male","group C","some high school","standard","completed",74,73,70
"male","group D","some college","standard","completed",67,49,51
"female","group B","high school","standard","none",58,62,57
"male","group D","bachelor's degree","free/reduced","completed",57,56,60
"male","group C","high school","free/reduced","completed",62,65,68
"female","group D","some college","free/reduced","completed",63,78,79
"female","group D","associate's degree","free/reduced","completed",61,78,73
"female","group A","master's degree","free/reduced","none",35,49,47
"female","group A","some high school","standard","none",64,58,64
"male","group D","associate's degree","free/reduced","none",66,67,68
"female","group E","associate's degree","free/reduced","none",64,72,71
"male","group C","associate's degree","standard","none",74,80,74
"female","group E","some high school","free/reduced","none",57,72,65
"male","group A","associate's degree","free/reduced","none",64,57,53
"male","group D","associate's degree","standard","none",81,72,66
"female","group B","associate's degree","standard","completed",65,81,67
"male","group E","some college","standard","completed",70,64,72
"female","group B","some high school","free/reduced","none",48,58,56
"male","group C","some high school","standard","none",73,66,61
"female","group C","bachelor's degree","free/reduced","none",57,78,82
"female","group C","associate's degree","standard","completed",68,90,84
"male","group A","high school","standard","none",62,49,43
"male","group A","some high school","standard","completed",94,85,86
"female","group D","master's degree","free/reduced","none",73,86,87
"male","group E","some college","free/reduced","none",58,61,61
"male","group E","bachelor's degree","free/reduced","none",73,56,49
"female","group D","associate's degree","free/reduced","completed",61,68,72
"female","group C","associate's degree","standard","completed",59,70,76
"male","group E","bachelor's degree","free/reduced","completed",79,62,64
"female","group C","some high school","free/reduced","none",18,34,36
"female","group E","associate's degree","free/reduced","completed",91,89,86
"female","group A","high school","free/reduced","none",42,45,45
"male","group D","some college","free/reduced","completed",52,57,50
"male","group C","high school","standard","none",84,71,63
"female","group C","high school","standard","none",76,74,63
"male","group D","bachelor's degree","standard","none",75,70,66
"female","group A","some high school","free/reduced","none",24,24,36
"female","group E","associate's degree","free/reduced","none",64,72,72
"male","group E","some college","standard","none",76,73,70
"male","group E","high school","standard","none",84,76,65
"male","group E","some college","standard","none",82,75,64
"male","group C","associate's degree","standard","none",49,51,46
"female","group C","associate's degree","standard","completed",83,93,94
"male","group B","some high school","standard","completed",63,66,68
"female","group C","associate's degree","standard","none",66,74,74
"female","group D","high school","free/reduced","completed",29,42,38
"female","group D","some college","standard","completed",70,76,78
"female","group D","some high school","standard","none",81,91,89
"male","group C","high school","free/reduced","none",53,56,53
"female","group C","associate's degree","standard","completed",75,78,82
"female","group A","bachelor's degree","free/reduced","completed",82,93,92
"male","group D","high school","standard","completed",69,68,64
"female","group B","some high school","free/reduced","none",44,45,41
"female","group C","some college","standard","completed",88,100,95
"female","group D","some college","free/reduced","completed",69,71,72
"female","group D","some college","standard","none",62,68,65
"male","group B","high school","standard","none",52,58,50
"male","group C","bachelor's degree","standard","completed",57,54,54
"female","group C","high school","standard","none",75,88,78
"male","group D","some high school","standard","completed",76,73,73
"female","group D","some college","standard","none",62,62,68
"male","group C","bachelor's degree","standard","completed",71,75,83
"male","group A","master's degree","standard","none",50,48,41
"male","group C","high school","standard","completed",72,70,75
"female","group A","high school","standard","none",50,50,51
"female","group C","some high school","standard","none",49,60,56
"female","group B","some high school","free/reduced","completed",46,56,56
"male","group E","some high school","standard","completed",87,75,79
"male","group C","high school","standard","completed",58,49,46
"female","group E","some college","free/reduced","completed",59,73,77
"female","group C","high school","free/reduced","none",42,56,53
"female","group C","bachelor's degree","standard","completed",59,75,81
"female","group B","bachelor's degree","standard","none",72,72,67
"male","group E","some high school","standard","none",92,96,86
"male","group C","high school","free/reduced","none",53,58,55
"female","group B","associate's degree","standard","none",82,83,87
"male","group D","some college","standard","none",88,76,69
"female","group B","high school","standard","none",87,84,89
"male","group C","associate's degree","free/reduced","none",68,63,58
"male","group D","some college","standard","none",81,74,74
"female","group B","high school","standard","none",58,68,63
"female","group B","some high school","standard","none",67,75,70
"male","group D","high school","standard","none",69,72,77
"male","group A","high school","free/reduced","none",61,57,52
"female","group C","some college","free/reduced","completed",64,76,75
"male","group C","associate's degree","standard","none",69,63,60
"female","group C","some college","standard","none",55,59,56
"male","group B","some college","free/reduced","none",69,60,56
"male","group D","some college","standard","none",88,85,76
"male","group C","high school","standard","none",71,67,62
"female","group E","associate's degree","standard","none",87,85,90
"male","group C","bachelor's degree","standard","none",75,73,74
"male","group D","master's degree","standard","completed",76,64,68
"female","group B","bachelor's degree","free/reduced","none",63,73,64
