"gender","NationalITy","PlaceofBirth","StageID","GradeID","SectionID","Topic","Semester","Relation","raisedhands","VisITedResources","AnnouncementsView","Discussion","ParentAnsweringSurvey","ParentschoolSatisfaction","StudentAbsenceDays","Class"
"M","KW","KuwaIT","MiddleSchool","G-08","A","Arabic","S","Father",25,21,12,20,"No","Bad","Above-7","M"
"F","lebanon","lebanon","MiddleSchool","G-07","A","Quran","S","Mum",95,82,50,70,"No","Bad","Under-7","H"
"M","KW","KuwaIT","lowerlevel","G-02","B","IT","F","Father",5,20,5,40,"Yes","Good","Under-7","L"
"M","Egypt","Egypt","MiddleSchool","G-07","B","IT","F","Father",80,92,55,28,"Yes","Good","Under-7","H"
"F","KW","KuwaIT","HighSchool","G-12","A","English","F","Mum",21,3,18,77,"No","Bad","Above-7","L"
"M","Tunis","SaudiArabia","MiddleSchool","G-07","A","Quran","S","Father",100,86,55,10,"Yes","Bad","Under-7","M"
"F","Jordan","Jordan","lowerlevel","G-02","B","French","F","Mum",60,90,83,11,"Yes","Good","Under-7","M"
"F","Jordan","Jordan","lowerlevel","G-02","B","Arabic","S","Mum",13,92,41,91,"No","Bad","Under-7","H"
"M","KW","KuwaIT","lowerlevel","G-02","B","IT","F","Father",70,83,42,90,"No","Good","Under-7","L"
"M","Iran","Iran","lowerlevel","G-07","B","Science","S","Mum",45,54,83,70,"Yes","Bad","Under-7","M"
"F","KW","KuwaIT","MiddleSchool","G-06","A","English","F","Father",80,71,82,89,"Yes","Good","Under-7","M"
"M","Iraq","Iraq","MiddleSchool","G-07","B","Biology","S","Father",80,90,82,89,"Yes","Good","Under-7","H"
"M","Jordan","Jordan","MiddleSchool","G-06","A","English","S","Father",41,14,18,16,"No","Bad","Above-7","L"
"M","Jordan","SaudiArabia","MiddleSchool","G-08","A","Chemistry","S","Mum",80,84,15,70,"No","Bad","Above-7","M"
"M","Jordan","Jordan","lowerlevel","G-02","B","Arabic","F","Father",9,44,21,88,"No","Bad","Under-7","M"
"M","KW","KuwaIT","MiddleSchool","G-08","A","Spanish","S","Father",0,9,21,10,"No","Bad","Above-7","L"
"F","KW","KuwaIT","MiddleSchool","G-08","A","Arabic","S","Father",12,90,21,2,"No","Bad","Above-7","L"
"M","KW","KuwaIT","lowerlevel","G-02","B","French","S","Father",50,52,23,33,"No","Bad","Under-7","M"
"F","lebanon","lebanon","lowerlevel","G-02","B","French","S","Father",45,90,83,43,"Yes","Good","Above-7","M"
"F","Jordan","Jordan","MiddleSchool","G-08","B","Chemistry","F","Father",15,88,19,10,"No","Bad","Under-7","M"
"M","KW","KuwaIT","MiddleSchool","G-07","A","Math","F","Mum",3,17,15,50,"Yes","Bad","Under-7","L"
"F","KW","KuwaIT","lowerlevel","G-02","B","IT","F","Father",50,7,0,41,"No","Bad","Above-7","L"
"M","Jordan","Jordan","lowerlevel","G-04","A","Science","S","Mum",82,80,79,84,"Yes","Good","Under-7","H"
"M","KW","KuwaIT","MiddleSchool","G-07","A","IT","F","Father",0,8,10,2,"Yes","Good","Above-7","L"
"M","KW","KuwaIT","MiddleSchool","G-07","A","Math","F","Father",35,22,6,14,"Yes","Good","Under-7","H"
"M","Jordan","Jordan","lowerlevel","G-02","A","French","F","Mum",50,97,42,23,"Yes","Good","Under-7","H"
"M","Jordan","Jordan","lowerlevel","G-02","A","Arabic","S","Father",10,88,21,97,"Yes","Good","Above-7","L"
"F","Jordan","Jordan","lowerlevel","G-02","B","Arabic","S","Mum",12,30,29,62,"No","Bad","Above-7","L"
"M","KW","KuwaIT","lowerlevel","G-02","C","IT","F","Father",2,6,6,16,"No","Good","Above-7","L"
"F","Jordan","Jordan","lowerlevel","G-02","B","Arabic","F","Mum",70,81,40,30,"Yes","Bad","Under-7","H"
"F","KW","KuwaIT","lowerlevel","G-02","B","IT","F","Father",7,6,0,8,"No","Bad","Above-7","L"
"M","SaudiArabia","SaudiArabia","MiddleSchool","G-08","C","Spanish","F","Father",7,21,11,10,"No","Bad","Above-7","L"
"M","Egypt","KuwaIT","MiddleSchool","G-07","B","Science","S","Father",19,20,12,10,"Yes","Good","Above-7","L"
"F","KW","KuwaIT","MiddleSchool","G-08","A","Arabic","S","Mum",85,66,29,23,"Yes","Good","Under-7","H"
"M","KW","KuwaIT","HighSchool","G-12","A","English","F","Father",8,17,10,30,"Yes","Bad","Under-7","L"
"F","KW","KuwaIT","HighSchool","G-09","A","IT","F","Father",12,26,0,77,"No","Bad","Above-7","L"
"M","KW","KuwaIT","HighSchool","G-09","A","IT","F","Father",27,60,32,19,"Yes","Good","Under-7","M"
"F","Iraq","Iraq","lowerlevel","G-02","A","Arabic","S","Mum",79,92,49,2,"Yes","Bad","Under-7","H"
"F","lebanon","lebanon","MiddleSchool","G-07","A","Quran","S","Mum",100,50,95,76,"Yes","Good","Under-7","M"
"M","KW","KuwaIT","MiddleSchool","G-07","A","Math","F","Father",39,22,11,14,"Yes","Good","Under-7","M"
"M","Iran","Morocco","MiddleSchool","G-08","C","Spanish","S","Mum",57,88,72,11,"No","Bad","Above-7","M"
"M","KW","KuwaIT","MiddleSchool","G-07","A","Math","F","Father",39,20,25,50,"No","Good","Under-7","H"
"M","KW","KuwaIT","HighSchool","G-12","A","English","F","Father",13,20,18,30,"No","Bad","Above-7","L"
"M","KW","KuwaIT","MiddleSchool","G-08","A","Arabic","S","Mum",81,85,62,15,"Yes","Good","Under-7","H"
"F","KW","KuwaIT","MiddleSchool","G-07","A","Math","F","Mum",49,88,19,50,"Yes","Good","Above-7","M"
"M","lebanon","lebanon","MiddleSchool","G-06","A","English","F","Father",45,79,20,26,"Yes","Good","Under-7","H"
"M","KW","KuwaIT","MiddleSchool","G-06","A","English","F","Father",50,95,42,70,"Yes","Good","Under-7","H"
"M","KW","KuwaIT","lowerlevel","G-02","B","IT","F","Father",90,90,41,33,"No","Bad","Under-7","H"
"F","Jordan","lebanon","lowerlevel","G-04","A","Science","S","Mum",72,74,76,89,"Yes","Good","Under-7","H"
"F","KW","KuwaIT","HighSchool","G-11","A","Quran","S","Father",65,80,48,49,"Yes","Good","Under-7","M"
"M","Jordan","Jordan","MiddleSchool","G-08","A","Geology","S","Father",22,75,48,21,"Yes","Good","Under-7","M"
"F","USA","USA","HighSchool","G-12","A","Science","F","Mum",80,87,50,90,"Yes","Bad","Above-7","M"
"M","Palestine","Jordan","lowerlevel","G-02","A","French","S","Mum",79,80,10,19,"No","Good","Under-7","H"
"M","Jordan","Jordan","lowerlevel","G-04","B","Science","S","Father",52,64,44,32,"Yes","Good","Under-7","M"
"M","KW","KuwaIT","MiddleSchool","G-07","A","Math","F","Father",25,51,19,70,"Yes","Good","Under-7","M"
"F","Jordan","Jordan","lowerlevel","G-02","B","French","F","Mum",23,87,20,30,"No","Good","Under-7","H"
"M","KW","KuwaIT","MiddleSchool","G-07","A","English","F","Father",8,3,9,39,"No","Bad","Above-7","L"
"M","KW","KuwaIT","MiddleSchool","G-07","A","Math","F","Mum",70,90,15,13,"No","Good","Above-7","M"
"F","lebanon","lebanon","MiddleSchool","G-07","A","Quran","S","Mum",100,85,58,50,"Yes","Good","Under-7","H"
"M","Jordan","Jordan","lowerlevel","G-02","A","Arabic","F","Father",5,15,21,85,"Yes","Bad","Above-7","L"
"M","KW","KuwaIT","MiddleSchool","G-08","B","Spanish","S","Father",2,21,11,14,"No","Bad","Above-7","L"
"M","KW","KuwaIT","MiddleSchool","G-08","A","Arabic","S","Father",25,43,12,33,"No","Bad","Above-7","M"
"M","KW","KuwaIT","lowerlevel","G-02","B","IT","F","Father",55,33,19,14,"No","Bad","Under-7","M"
"M","Iran","Iran","lowerlevel","G-02","B","French","S","Mum",35,80,85,43,"Yes","Bad","Under-7","H"
"M","KW","KuwaIT","MiddleSchool","G-07","A","Quran","F","Father",80,90,23,2,"No","Bad","Under-7","H"
"F","KW","KuwaIT","MiddleSchool","G-06","A","English","S","Mum",70,83,66,49,"Yes","Good","Under-7","H"
"F","Jordan","Jordan","lowerlevel","G-04","A","Science","S","Mum",82,86,67,66,"Yes","Good","Under-7","H"
"M","Palestine","Jordan","MiddleSchool","G-07","A","Biology","F","Mum",96,72,57,24,"Yes","Good","Under-7","H"
"M","Iraq","Iraq","lowerlevel","G-02","B","Arabic","F","Mum",89,90,62,71,"Yes","Good","Under-7","H"
"F","Palestine","Jordan","lowerlevel","G-02","A","French","F","Mum",79,98,22,20,"Yes","Good","Under-7","H"
"M","Egypt","Egypt","MiddleSchool","G-07","B","French","S","Mum",70,92,11,30,"No","Good","Above-7","M"
"F","Palestine","lebanon","lowerlevel","G-04","B","Science","S","Mum",62,64,76,89,"Yes","Good","Under-7","H"
"M","KW","KuwaIT","lowerlevel","G-02","B","IT","F","Father",0,7,3,70,"No","Good","Under-7","L"
"F","KW","KuwaIT","MiddleSchool","G-06","A","English","S","Mum",69,75,62,65,"Yes","Good","Under-7","H"
"M","Tunis","KuwaIT","MiddleSchool","G-07","A","Science","S","Father",10,25,20,20,"No","Bad","Above-7","L"
"M","Palestine","Jordan","lowerlevel","G-04","B","Science","S","Mum",62,90,82,84,"No","Good","Under-7","H"
"M","KW","KuwaIT","MiddleSchool","G-08","B","Arabic","S","Father",23,62,31,33,"Yes","Good","Under-7","H"
"F","Iraq","Iraq","lowerlevel","G-02","B","Arabic","S","Mum",80,90,60,80,"Yes","Good","Under-7","H"
"M","Jordan","Jordan","lowerlevel","G-02","B","Arabic","S","Father",10,30,29,10,"Yes","Good","Above-7","L"
"M","Palestine","Jordan","MiddleSchool","G-06","A","English","F","Mum",75,51,70,96,"Yes","Good","Under-7","M"
"F","Jordan","Jordan","MiddleSchool","G-07","A","Biology","S","Mum",70,88,54,22,"Yes","Good","Under-7","M"
"M","Jordan","Jordan","lowerlevel","G-02","A","French","F","Mum",60,97,42,21,"Yes","Good","Under-7","H"
"M","Jordan","Jordan","lowerlevel","G-04","B","Science","S","Father",75,80,74,83,"Yes","Good","Under-7","M"
"M","SaudiArabia","Tunis","MiddleSchool","G-08","C","Spanish","S","Mum",72,41,63,43,"Yes","Bad","Above-7","M"
"M","KW","KuwaIT","MiddleSchool","G-08","A","Spanish","S","Father",2,17,21,10,"No","Bad","Above-7","M"
"F","KW","KuwaIT","MiddleSchool","G-06","A","English","F","Mum",70,4,46,33,"Yes","Good","Under-7","M"
"M","KW","KuwaIT","MiddleSchool","G-07","B","Science","S","Father",75,64,23,43,"No","Bad","Under-7","M"
"M","Iraq","Iraq","lowerlevel","G-02","A","French","F","Mum",75,82,40,36,"Yes","Good","Under-7","H"
"F","KW","KuwaIT","MiddleSchool","G-07","A","IT","F","Father",50,54,19,30,"Yes","Good","Under-7","H"
"M","venzuela","KuwaIT","lowerlevel","G-02","B","IT","F","Father",77,98,55,35,"Yes","Good","Under-7","M"
"F","KW","KuwaIT","HighSchool","G-12","A","IT","S","Father",27,51,12,80,"No","Bad","Under-7","M"
"M","Jordan","Jordan","MiddleSchool","G-06","A","English","S","Father",41,10,12,24,"No","Good","Above-7","M"
"F","KW","KuwaIT","lowerlevel","G-04","A","Science","S","Father",39,12,23,17,"No","Bad","Under-7","M"
"F","Jordan","lebanon","lowerlevel","G-04","B","Science","S","Mum",78,80,71,89,"Yes","Good","Under-7","H"
"M","Jordan","Jordan","MiddleSchool","G-07","A","Biology","S","Father",10,8,19,31,"No","Bad","Above-7","L"
"F","KW","KuwaIT","lowerlevel","G-02","B","French","S","Mum",25,35,40,14,"Yes","Good","Above-7","M"
"M","lebanon","lebanon","MiddleSchool","G-08","A","Arabic","S","Mum",78,71,51,33,"Yes","Bad","Under-7","H"
"F","KW","KuwaIT","lowerlevel","G-02","B","IT","F","Father",12,26,11,70,"No","Good","Under-7","H"
"M","Jordan","Jordan","lowerlevel","G-04","A","Science","S","Mum",12,14,32,6,"No","Bad","Above-7","L"
"F","Jordan","Jordan","lowerlevel","G-02","B","French","S","Mum",60,95,41,23,"Yes","Good","Above-7","M"
"F","KW","KuwaIT","HighSchool","G-12","A","English","F","Father",29,39,50,75,"Yes","Good","Under-7","L"
"M","KW","KuwaIT","MiddleSchool","G-07","B","Science","S","Father",75,80,52,43,"Yes","Good","Under-7","M"
"F","Jordan","Jordan","lowerlevel","G-02","A","French","F","Mum",50,92,58,14,"Yes","Good","Under-7","M"
"F","KW","KuwaIT","lowerlevel","G-02","B","IT","F","Father",7,25,5,50,"No","Bad","Above-7","L"
"F","lebanon","lebanon","MiddleSchool","G-07","A","Quran","S","Mum",100,65,23,50,"No","Good","Under-7","H"
"F","Jordan","Jordan","MiddleSchool","G-08","C","Chemistry","F","Father",9,9,15,98,"No","Bad","Above-7","L"
"M","Jordan","Jordan","MiddleSchool","G-07","B","Biology","S","Mum",59,90,19,43,"No","Bad","Under-7","H"
"M","KW","KuwaIT","MiddleSchool","G-08","A","Arabic","S","Father",25,60,15,23,"No","Bad","Under-7","M"
"F","Jordan","Jordan","lowerlevel","G-02","B","French","S","Mum",14,92,22,31,"Yes","Good","Under-7","H"
"F","KW","KuwaIT","HighSchool","G-09","A","IT","F","Father",30,33,42,75,"No","Good","Under-7","M"
"F","USA","USA","HighSchool","G-12","A","English","F","Mum",60,59,93,96,"No","Good","Under-7","H"
"F","Jordan","Jordan","MiddleSchool","G-06","A","English","S","Mum",79,84,86,85,"Yes","Good","Under-7","H"
"M","lebanon","lebanon","MiddleSchool","G-08","B","Spanish","S","Father",27,80,43,26,"Yes","Good","Under-7","M"
"F","Egypt","Egypt","lowerlevel","G-02","B","French","S","Mum",20,12,28,14,"No","Bad","Above-7","L"
"M","KW","KuwaIT","MiddleSchool","G-08","A","Arabic","S","Father",15,21,29,53,"No","Good","Under-7","M"
"M","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","S","Mum",81,83,69,14,"Yes","Good","Above-7","M"
"F","KW","KuwaIT","MiddleSchool","G-06","A","English","F","Mum",19,12,6,26,"No","Bad","Above-7","L"
"M","Jordan","Jordan","lowerlevel","G-02","B","French","S","Mum",30,89,58,40,"Yes","Good","Under-7","H"
"F","Jordan","Jordan","lowerlevel","G-02","A","French","F","Mum",23,18,20,30,"No","Bad","Above-7","L"
"M","KW","KuwaIT","MiddleSchool","G-07","A","Math","F","Father",8,9,10,19,"No","Bad","Above-7","L"
"M","Jordan","Jordan","lowerlevel","G-02","B","French","S","Mum",40,77,58,43,"Yes","Good","Under-7","H"
"F","KW","KuwaIT","lowerlevel","G-02","C","IT","F","Mum",21,12,15,53,"Yes","Good","Under-7","M"
"M","KW","KuwaIT","MiddleSchool","G-07","A","Math","F","Father",28,60,3,30,"No","Bad","Under-7","M"
"M","KW","KuwaIT","MiddleSchool","G-08","A","Spanish","S","Father",17,15,2,14,"No","Good","Above-7","L"
"M","Jordan","Jordan","lowerlevel","G-04","A","Science","F","Mum",49,70,85,89,"Yes","Good","Under-7","H"
"F","Jordan","Jordan","MiddleSchool","G-08","A","Geology","S","Father",80,89,63,80,"Yes","Good","Under-7","H"
"M","KW","KuwaIT","MiddleSchool","G-07","A","Math","F","Father",50,88,9,70,"Yes","Good","Under-7","H"
"M","Jordan","Jordan","MiddleSchool","G-08","A","Geology","S","Mum",80,85,89,23,"No","Bad","Under-7","M"
"M","Iraq","Iraq","lowerlevel","G-02","B","Arabic","F","Father",80,93,51,13,"Yes","Good","Under-7","H"
"M","KW","KuwaIT","MiddleSchool","G-08","B","Arabic","S","Mum",81,75,72,53,"Yes","Good","Under-7","M"
"F","Palestine","Jordan","lowerlevel","G-02","A","French","F","Mum",75,98,40,11,"Yes","Good","Under-7","M"
"F","lebanon","lebanon","lowerlevel","G-02","B","IT","F","Father",70,81,52,80,"Yes","Good","Under-7","H"
"F","Jordan","Jordan","MiddleSchool","G-06","A","English","F","Mum",79,81,80,96,"Yes","Good","Under-7","H"
"F","KW","KuwaIT","lowerlevel","G-04","A","Science","S","Father",39,20,14,34,"No","Bad","Above-7","L"
"M","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","S","Mum",75,77,91,13,"Yes","Good","Above-7","M"
"F","Syria","Syria","MiddleSchool","G-07","A","Quran","F","Mum",95,79,50,30,"Yes","Good","Above-7","M"
"F","KW","KuwaIT","lowerlevel","G-02","B","IT","F","Father",100,80,2,15,"Yes","Good","Under-7","H"
"F","Jordan","Jordan","lowerlevel","G-02","B","Arabic","S","Father",10,10,42,48,"No","Bad","Above-7","L"
"M","KW","KuwaIT","lowerlevel","G-02","B","IT","F","Father",2,20,3,40,"Yes","Good","Above-7","L"
"F","USA","USA","HighSchool","G-11","A","Quran","S","Father",80,75,12,80,"Yes","Bad","Under-7","M"
"M","KW","KuwaIT","MiddleSchool","G-07","A","Math","F","Father",13,21,15,34,"No","Bad","Above-7","M"
"F","KW","KuwaIT","lowerlevel","G-02","B","IT","F","Father",7,10,10,50,"No","Good","Under-7","L"
"M","Jordan","Jordan","MiddleSchool","G-06","A","English","F","Father",18,17,32,46,"No","Good","Above-7","L"
"M","Jordan","Jordan","lowerlevel","G-02","B","French","S","Mum",35,80,50,37,"No","Bad","Under-7","M"
"M","Jordan","Jordan","MiddleSchool","G-08","A","Geology","F","Mum",90,86,86,10,"Yes","Good","Under-7","M"
"F","Jordan","Jordan","MiddleSchool","G-08","A","Geology","S","Mum",84,82,70,79,"Yes","Good","Under-7","H"
"M","Jordan","Jordan","lowerlevel","G-02","A","Arabic","S","Father",12,88,48,21,"Yes","Good","Above-7","L"
"M","Palestine","Jordan","lowerlevel","G-02","A","French","S","Mum",75,89,40,24,"Yes","Good","Under-7","H"
"M","Palestine","Jordan","MiddleSchool","G-06","A","English","F","Mum",80,85,79,79,"Yes","Good","Under-7","M"
"M","Palestine","Jordan","lowerlevel","G-02","A","French","S","Father",72,80,11,21,"No","Good","Under-7","M"
"M","Jordan","Jordan","MiddleSchool","G-06","A","IT","F","Father",39,38,32,62,"Yes","Bad","Above-7","M"
"M","Iraq","Iraq","lowerlevel","G-02","B","Arabic","S","Father",89,80,30,29,"Yes","Good","Under-7","H"
"F","SaudiArabia","USA","HighSchool","G-11","A","Quran","F","Mum",90,65,58,86,"No","Good","Under-7","M"
"M","KW","KuwaIT","MiddleSchool","G-08","A","Arabic","S","Father",27,50,12,23,"No","Bad","Above-7","M"
"M","Jordan","Jordan","MiddleSchool","G-06","A","IT","F","Mum",71,70,62,70,"Yes","Good","Under-7","M"
"M","Iraq","Iraq","MiddleSchool","G-08","A","History","F","Father",79,98,79,83,"Yes","Good","Under-7","M"
"M","KW","KuwaIT","lowerlevel","G-04","A","English","S","Father",25,39,8,22,"No","Bad","Above-7","M"
"M","Iraq","Iraq","MiddleSchool","G-08","A","Geology","S","Father",80,81,82,83,"Yes","Bad","Above-7","M"
"M","Jordan","Jordan","lowerlevel","G-02","A","French","S","Father",11,10,33,21,"No","Good","Above-7","L"
"M","KW","KuwaIT","MiddleSchool","G-08","A","Arabic","F","Mum",53,82,14,23,"No","Bad","Under-7","H"
"F","Jordan","Jordan","lowerlevel","G-02","B","Arabic","S","Mum",70,98,20,34,"No","Bad","Under-7","H"
"F","Jordan","Jordan","MiddleSchool","G-08","A","Chemistry","F","Father",15,7,0,85,"No","Good","Above-7","L"
"M","KW","KuwaIT","HighSchool","G-12","A","Math","F","Father",8,21,15,59,"Yes","Good","Above-7","L"
"M","Jordan","Jordan","MiddleSchool","G-08","A","History","S","Mum",87,88,74,60,"Yes","Good","Above-7","M"
"F","KW","KuwaIT","MiddleSchool","G-07","B","IT","F","Father",2,12,8,50,"No","Bad","Above-7","L"
"M","KW","KuwaIT","lowerlevel","G-02","C","IT","F","Father",50,7,12,80,"Yes","Good","Under-7","M"
"M","Jordan","Jordan","MiddleSchool","G-08","A","History","S","Mum",57,89,52,40,"Yes","Good","Under-7","H"
"F","KW","KuwaIT","MiddleSchool","G-08","A","Arabic","S","Father",29,90,19,12,"No","Bad","Under-7","M"
"M","KW","KuwaIT","MiddleSchool","G-08","A","Spanish","S","Father",5,3,2,14,"No","Bad","Above-7","L"
"F","Jordan","SaudiArabia","MiddleSchool","G-08","A","Geology","S","Mum",84,77,55,60,"Yes","Bad","Under-7","M"
"M","KW","KuwaIT","MiddleSchool","G-08","A","Math","F","Father",50,10,14,49,"Yes","Bad","Under-7","H"
"M","Jordan","Jordan","lowerlevel","G-04","B","Science","S","Mum",62,64,74,89,"Yes","Good","Under-7","M"
"F","Jordan","SaudiArabia","MiddleSchool","G-08","A","Chemistry","S","Mum",84,80,52,60,"Yes","Good","Under-7","H"
"M","Jordan","Jordan","lowerlevel","G-02","B","Arabic","S","Mum",15,51,31,90,"No","Bad","Above-7","L"
"M","KW","KuwaIT","MiddleSchool","G-08","B","Spanish","S","Father",2,17,21,3,"No","Bad","Above-7","L"
"M","KW","KuwaIT","lowerlevel","G-02","B","IT","F","Father",55,70,16,60,"Yes","Good","Under-7","L"
"F","KW","KuwaIT","HighSchool","G-10","A","IT","F","Mum",70,70,49,70,"No","Bad","Under-7","H"
"M","Jordan","Jordan","lowerlevel","G-02","B","French","F","Father",11,10,29,31,"No","Bad","Above-7","L"
"F","USA","USA","HighSchool","G-12","A","English","F","Mum",75,87,54,75,"No","Good","Under-7","H"
"M","KW","KuwaIT","MiddleSchool","G-08","A","Math","F","Father",10,12,16,14,"Yes","Good","Under-7","M"
"M","KW","KuwaIT","MiddleSchool","G-07","B","Science","S","Father",75,84,15,70,"No","Bad","Under-7","M"
"M","Lybia","Lybia","lowerlevel","G-02","B","French","F","Mum",5,11,12,6,"No","Good","Above-7","M"
"M","Jordan","Jordan","lowerlevel","G-02","B","French","S","Father",10,30,18,13,"No","Bad","Under-7","M"
"M","Jordan","Jordan","lowerlevel","G-02","B","Arabic","F","Mum",13,87,30,97,"Yes","Good","Under-7","M"
"M","Jordan","Jordan","MiddleSchool","G-08","B","Chemistry","F","Mum",71,77,32,34,"Yes","Good","Above-7","M"
"F","KW","KuwaIT","MiddleSchool","G-07","B","Science","S","Father",30,22,6,33,"No","Bad","Above-7","L"
"M","KW","KuwaIT","MiddleSchool","G-07","A","Math","F","Father",35,12,9,40,"Yes","Good","Under-7","H"
"F","Jordan","Jordan","MiddleSchool","G-06","A","English","S","Mum",81,81,32,36,"Yes","Bad","Under-7","H"
"M","Jordan","Jordan","MiddleSchool","G-08","A","Geology","S","Father",10,72,40,38,"Yes","Good","Above-7","L"
"F","Jordan","Jordan","MiddleSchool","G-08","A","History","S","Father",69,90,79,60,"Yes","Good","Under-7","M"
"M","Lybia","Tunis","MiddleSchool","G-07","A","Quran","F","Mum",100,90,23,11,"No","Good","Above-7","M"
"M","KW","KuwaIT","MiddleSchool","G-08","A","Spanish","S","Mum",72,70,20,43,"Yes","Good","Under-7","H"
"M","Jordan","Jordan","MiddleSchool","G-06","A","English","S","Father",18,28,35,30,"No","Bad","Above-7","L"
"M","KW","KuwaIT","lowerlevel","G-02","B","IT","F","Father",50,7,0,30,"Yes","Good","Under-7","M"
"F","KW","KuwaIT","lowerlevel","G-02","C","IT","F","Father",10,3,0,50,"No","Bad","Above-7","L"
"M","lebanon","lebanon","lowerlevel","G-02","B","French","S","Mum",80,82,20,25,"No","Good","Above-7","M"
"F","Jordan","Jordan","lowerlevel","G-02","B","French","S","Mum",25,87,22,3,"Yes","Good","Under-7","M"
"M","Jordan","Jordan","MiddleSchool","G-07","B","Biology","S","Father",80,88,50,43,"Yes","Good","Under-7","M"
"F","Jordan","Jordan","MiddleSchool","G-08","A","Geology","F","Mum",70,80,74,53,"No","Bad","Under-7","H"
"F","KW","KuwaIT","lowerlevel","G-04","A","History","F","Father",70,87,62,51,"No","Bad","Above-7","M"
"M","KW","KuwaIT","lowerlevel","G-04","A","History","F","Father",12,21,23,34,"No","Bad","Under-7","M"
"F","USA","USA","lowerlevel","G-02","B","French","S","Mum",80,85,51,26,"Yes","Bad","Under-7","M"
"F","Jordan","Jordan","MiddleSchool","G-08","B","Geology","F","Mum",70,80,59,53,"Yes","Good","Under-7","H"
"M","Palestine","Jordan","MiddleSchool","G-06","A","English","F","Mum",72,21,52,19,"No","Good","Under-7","M"
"M","Palestine","Palestine","lowerlevel","G-04","A","Science","F","Father",90,80,82,89,"Yes","Good","Under-7","H"
"F","lebanon","lebanon","MiddleSchool","G-06","A","English","F","Mum",100,31,12,17,"Yes","Good","Under-7","M"
"M","KW","KuwaIT","MiddleSchool","G-08","A","Arabic","F","Mum",85,81,42,33,"Yes","Bad","Under-7","H"
"F","Jordan","Jordan","MiddleSchool","G-07","A","Biology","S","Father",53,88,23,25,"Yes","Good","Under-7","M"
"M","Tunis","Tunis","lowerlevel","G-02","B","French","S","Mum",98,80,70,43,"Yes","Good","Under-7","H"
"M","KW","KuwaIT","lowerlevel","G-02","B","IT","F","Father",90,70,42,60,"No","Bad","Under-7","M"
"M","Iraq","Iraq","MiddleSchool","G-08","A","Geology","S","Father",90,86,76,71,"No","Good","Above-7","M"
"F","Jordan","Jordan","MiddleSchool","G-06","A","English","F","Mum",84,91,52,22,"No","Good","Under-7","H"
"F","KW","KuwaIT","lowerlevel","G-07","A","History","F","Father",30,50,8,75,"Yes","Good","Under-7","M"
"F","Palestine","Jordan","lowerlevel","G-05","A","English","F","Mum",70,98,65,46,"No","Good","Under-7","H"
"M","KW","KuwaIT","MiddleSchool","G-07","A","Math","F","Father",50,40,3,75,"Yes","Good","Above-7","M"
"M","Iraq","Iraq","MiddleSchool","G-08","A","Geology","F","Father",80,75,79,68,"Yes","Good","Above-7","M"
"M","Jordan","Jordan","MiddleSchool","G-07","B","Biology","S","Father",65,84,23,25,"No","Good","Under-7","M"
"M","lebanon","lebanon","MiddleSchool","G-08","A","Spanish","S","Father",20,15,32,14,"No","Bad","Above-7","L"
