Gender,Age,POLAR4 Quintile,POLAR3 Quintile,Adult HE 2001 Quintile,Adult HE 2011 Quintile,TUNDRA MSOA Quintile,TUNDRA LSOA Quintile,Gaps GCSE Quintile ,Gaps GCSE Ethnicity Quintile,Uni Connect target ward,attending from home?,distance to university (km),Count of Module Area Logins,Total Hours in Module Area,% of Average Hours in Module Area,# of presence,# of Absence,Percent Attended,"label (fail=1, pass=0)"
0.0,19.0,5.0,1.0,4.0,5.0,3.0,2.0,5.0,5.0,0.0,0.0,62.119466228,19.0,45.19,0.439699323,3.0,1.0,91.6410455,0.0
0.0,23.0,4.0,3.0,3.0,4.0,3.0,0.0,4.0,4.0,0.0,0.0,60.592191718,59.0,18.96,0.432188293,5.0,10.0,48.00314644,0.0
0.0,22.0,5.0,2.0,5.0,5.0,3.0,1.0,4.0,4.0,0.0,0.0,3.259523336,51.0,24.64,0.095809007,3.0,1.0,99.99999776,0.0
1.0,20.0,1.0,5.0,3.0,1.0,4.0,3.0,3.0,1.0,0.0,1.0,3.259524498,69.0,32.64,1.470741898,10.0,3.0,100.0,0.0
0.0,19.0,2.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,0.0,1.0,3.259523336,10.0,146.41,0.917747918,3.0,1.0,99.38369698,0.0
0.0,19.0,5.0,5.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,0.0,33.521803459,33.0,45.01,0.168279967,3.0,2.0,91.15244304,0.0
0.0,22.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,0.0,0.0,1.0,3.259523336,61.0,20.89,0.002513228,12.0,5.0,67.3350376,1.0
0.0,19.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,0.0,0.0,3.336767224,74.0,20.76,0.002513228,6.0,6.0,7.89759235,0.0
0.0,23.0,2.0,1.0,4.0,5.0,4.0,1.0,4.0,3.0,0.0,1.0,6.029805601,87.0,17.8,0.225982807,5.0,1.0,11.21907849,0.0
0.0,21.0,4.0,4.0,1.0,5.0,4.0,3.0,4.0,5.0,0.0,0.0,52.519474865,50.0,33.86,0.515390879,6.0,11.0,62.04568129,0.0
0.0,19.0,2.0,5.0,3.0,1.0,0.0,3.0,4.0,2.0,0.0,1.0,3.259523336,70.0,44.77,0.148852245,5.0,2.0,73.76193792,0.0
0.0,19.0,2.0,1.0,3.0,1.0,3.0,5.0,3.0,5.0,0.0,1.0,3.259524491,49.0,23.44,0.37116611,2.0,7.0,12.33583991,0.0
0.0,26.0,5.0,5.0,1.0,4.0,1.0,1.0,5.0,5.0,0.0,1.0,3.259523652,35.0,8.59,0.076318638,5.0,1.0,72.85640304,0.0
1.0,19.0,5.0,1.0,2.0,4.0,3.0,3.0,1.0,4.0,0.0,0.0,140.732090192,45.0,1.43,0.349804866,6.0,12.0,0.00209689,0.0
0.0,22.0,5.0,1.0,3.0,3.0,3.0,4.0,4.0,5.0,0.0,1.0,40.904257277,52.0,31.42,0.617690219,11.0,1.0,56.11884372,0.0
0.0,21.0,5.0,4.0,2.0,1.0,4.0,2.0,3.0,4.0,0.0,1.0,3.259524165,1.0,9.93,0.543742219,12.0,4.0,14.44833799,0.0
0.0,22.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,0.0,0.0,9.691604919,1.0,42.18,0.002513228,12.0,3.0,59.41447462,0.0
1.0,22.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,5.0,0.0,1.0,4.833867707,27.0,13.23,0.591561991,9.0,2.0,73.65536021,0.0
0.0,19.0,3.0,1.0,2.0,2.0,4.0,3.0,5.0,3.0,0.0,1.0,3.259523336,31.0,5.5,0.29816582,4.0,1.0,29.14176019,0.0
0.0,20.0,4.0,1.0,1.0,2.0,3.0,5.0,5.0,5.0,1.0,1.0,3.259523336,25.0,51.24,0.75475878,10.0,3.0,99.99665618,0.0
0.0,19.0,5.0,1.0,3.0,1.0,3.0,2.0,1.0,5.0,0.0,1.0,33.76280658,91.0,30.43,0.518603462,11.0,12.0,61.19705348,0.0
1.0,20.0,5.0,3.0,3.0,1.0,3.0,3.0,1.0,5.0,0.0,1.0,3.931920725,94.0,3.29,1.397291186,3.0,3.0,38.89890595,1.0
0.0,20.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,5.0,0.0,1.0,34.505787305,79.0,26.43,0.136095014,7.0,1.0,97.1121202,0.0
0.0,20.0,4.0,1.0,3.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,3.372979081,15.0,1.98,0.002513228,7.0,5.0,98.42125749,1.0
0.0,19.0,5.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,0.0,0.0,8.54773735,61.0,35.28,0.204790109,3.0,2.0,14.0836895,0.0
1.0,21.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,0.0,1.0,3.259523338,55.0,0.03,1.884521639,8.0,1.0,92.78673596,0.0
0.0,19.0,2.0,5.0,5.0,3.0,3.0,1.0,5.0,4.0,0.0,0.0,3.259523453,34.0,23.04,0.392512366,13.0,8.0,35.08945391,0.0
1.0,19.0,1.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,0.0,0.0,26.369048545,89.0,0.37,0.002513228,7.0,1.0,78.23334147,0.0
0.0,24.0,4.0,5.0,2.0,4.0,1.0,3.0,5.0,5.0,0.0,0.0,26.333165455,25.0,6.92,0.251948364,7.0,6.0,95.5918193,0.0
0.0,19.0,5.0,4.0,3.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,30.329772952,17.0,18.64,0.002513228,9.0,1.0,74.25117011,0.0
0.0,19.0,3.0,4.0,1.0,0.0,4.0,4.0,5.0,4.0,1.0,0.0,3.259523336,68.0,13.48,0.400193034,3.0,7.0,99.78572603,0.0
1.0,20.0,5.0,4.0,3.0,0.0,1.0,4.0,5.0,3.0,0.0,1.0,12.345930058,98.0,8.27,0.367734946,8.0,1.0,99.39827142,0.0
0.0,19.0,5.0,2.0,4.0,5.0,3.0,4.0,0.0,5.0,1.0,0.0,4.331174354,79.0,37.49,0.430603885,10.0,1.0,41.24193954,0.0
0.0,19.0,4.0,2.0,1.0,1.0,4.0,5.0,5.0,3.0,0.0,1.0,39.345430976,94.0,7.85,0.352668667,8.0,9.0,79.7696783,0.0
0.0,22.0,1.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,1.0,0.0,4.394040169,81.0,9.43,0.002513228,11.0,1.0,98.77001685,1.0
0.0,20.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,2.0,0.0,1.0,3.42532269,77.0,15.9,0.89803567,12.0,12.0,71.60500068,0.0
0.0,23.0,2.0,3.0,2.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,15.351457625,19.0,26.63,1.140691848,13.0,1.0,68.05389082,0.0
