school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,22,U,GT3,T,3,3,health,at_home,reputation,other,2,3,0,yes,yes,yes,no,no,no,no,yes,4,4,5,2,1,3,6.0,14,6,17
GP,F,22,R,GT3,A,4,4,health,health,home,other,3,2,2,yes,yes,yes,no,no,yes,no,no,4,4,1,2,4,3,54.0,11,15,9
GP,F,22,U,GT3,T,2,2,other,other,home,father,2,1,2,no,no,no,yes,yes,no,yes,no,1,5,5,3,3,5,74.0,15,11,8
GP,F,17,U,LE3,T,0,0,teacher,services,reputation,father,4,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,3,4,51.0,10,16,5
MS,F,18,U,GT3,A,3,4,services,services,reputation,father,2,4,3,yes,yes,no,no,no,yes,no,yes,1,3,2,2,4,3,8.0,5,7,20
MS,M,18,U,GT3,A,3,4,other,health,reputation,father,2,3,2,yes,yes,no,no,no,no,yes,yes,1,3,5,1,3,3,2.0,10,5,14
GP,M,22,R,GT3,T,3,2,health,at_home,other,father,3,3,0,yes,yes,yes,no,no,no,no,no,4,4,3,2,4,3,11.0,12,11,14
GP,M,20,R,LE3,T,0,4,other,other,course,father,2,2,1,no,no,yes,no,yes,yes,yes,yes,2,1,4,1,3,5,5.0,10,15,14
GP,M,19,R,LE3,A,3,4,health,at_home,other,other,3,4,3,yes,yes,yes,no,no,no,no,no,4,4,2,2,4,3,24.0,8,6,9
GP,M,22,U,GT3,T,0,4,other,at_home,course,father,2,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,4,3,3,5,11.0,7,12,17
MS,M,18,U,GT3,A,3,2,other,other,reputation,father,2,4,3,yes,yes,no,no,no,yes,yes,yes,4,2,2,1,3,3,8.0,10,4,0
MS,M,19,U,LE3,A,4,4,health,at_home,other,father,3,3,3,no,yes,no,yes,yes,no,yes,no,4,1,2,3,5,3,51.0,11,10,9
MS,M,16,U,LE3,T,3,1,services,services,home,other,2,2,3,yes,yes,no,yes,no,yes,no,yes,1,3,1,4,1,1,65.0,5,4,13
GP,F,22,U,GT3,T,1,2,other,health,reputation,mother,2,2,3,no,yes,no,yes,no,yes,yes,no,1,3,3,1,3,5,7.0,15,13,0
GP,F,20,U,GT3,T,3,2,teacher,other,reputation,other,4,4,1,yes,yes,yes,no,no,no,no,no,2,4,5,2,5,4,33.0,12,19,20
MS,M,18,U,GT3,T,3,4,other,at_home,reputation,father,2,4,2,yes,yes,no,no,no,yes,yes,yes,1,3,2,1,3,3,73.0,5,5,18
MS,F,19,U,LE3,T,0,2,other,health,home,father,2,3,3,no,no,no,no,yes,no,no,no,1,5,4,1,1,5,68.0,15,12,5
GP,F,19,R,GT3,A,2,0,services,other,course,father,4,3,1,no,no,yes,yes,yes,no,yes,yes,2,1,5,3,3,1,35.0,14,9,0
GP,M,15,R,LE3,T,3,2,other,at_home,home,father,2,2,3,yes,yes,no,no,no,yes,no,no,4,2,2,2,1,3,51.0,10,6,4
GP,F,22,U,GT3,T,4,1,health,other,reputation,father,1,3,3,no,no,no,no,yes,no,no,no,4,1,4,1,1,5,11.0,11,6,10
GP,M,15,U,GT3,T,0,4,health,at_home,other,father,3,1,0,no,yes,no,no,yes,yes,yes,yes,5,4,3,1,5,3,15.0,10,11,19
GP,M,22,U,GT3,A,3,2,health,at_home,reputation,other,2,2,1,yes,yes,no,no,no,yes,no,yes,4,2,1,2,1,1,32.0,10,9,11
GP,F,22,U,GT3,A,3,4,health,at_home,reputation,other,2,4,2,yes,yes,no,no,no,no,no,no,1,3,5,2,4,1,55.0,10,15,20
MS,M,18,U,GT3,T,3,4,other,at_home,reputation,other,2,1,0,yes,yes,no,no,no,no,yes,yes,4,2,2,1,3,3,10.0,11,12,11
GP,F,17,R,GT3,T,2,4,teacher,other,reputation,father,4,3,1,no,yes,yes,no,yes,yes,yes,yes,2,1,5,2,3,4,7.0,16,8,7
GP,F,19,U,LE3,A,0,0,services,other,course,father,4,3,1,no,no,yes,yes,yes,yes,yes,no,2,1,3,3,3,4,73.0,13,0,7
GP,M,22,U,GT3,T,3,4,health,health,reputation,other,2,4,1,yes,yes,yes,no,no,no,no,yes,2,4,1,2,4,3,34.0,8,8,18
GP,F,19,R,GT3,T,0,2,services,other,course,father,4,3,1,no,no,yes,no,yes,no,yes,yes,2,1,5,3,3,1,36.0,6,18,0
MS,F,19,R,GT3,T,3,2,teacher,services,course,father,2,3,3,yes,yes,no,no,no,yes,no,yes,1,2,4,2,1,1,66.0,10,10,11
MS,F,20,U,LE3,A,4,4,health,other,other,father,3,4,3,no,yes,no,no,no,no,yes,yes,1,3,2,1,5,3,47.0,10,7,16
MS,M,19,R,GT3,T,0,2,teacher,services,home,father,4,3,3,no,yes,no,no,yes,yes,yes,yes,1,5,2,1,3,4,10.0,12,4,5
GP,M,18,U,GT3,A,0,4,teacher,services,course,father,4,1,1,no,no,yes,yes,yes,yes,yes,no,2,1,4,3,3,4,9.0,19,14,7
MS,M,17,R,GT3,A,3,4,other,other,reputation,father,2,3,2,no,yes,no,no,yes,yes,yes,yes,1,5,2,1,3,5,73.0,11,7,7
GP,M,17,R,GT3,A,2,4,teacher,other,home,father,4,3,1,no,no,yes,yes,yes,no,yes,yes,2,1,5,3,3,4,54.0,9,14,7
MS,F,17,R,GT3,T,0,0,health,other,course,father,1,2,1,no,yes,no,no,yes,no,no,no,1,5,5,2,1,2,1.0,9,14,13
GP,F,21,U,GT3,T,3,2,services,at_home,reputation,father,2,1,3,yes,yes,no,no,no,yes,no,yes,1,3,2,2,1,3,46.0,18,13,8
GP,F,22,U,GT3,T,2,3,health,other,reputation,father,1,3,2,no,yes,no,yes,yes,no,no,no,1,5,5,2,1,5,2.0,10,14,11
GP,M,22,R,GT3,T,3,0,health,health,other,other,3,1,0,yes,yes,yes,no,no,no,no,yes,4,4,2,2,2,5,59.0,12,6,14
GP,M,22,U,GT3,A,3,1,health,at_home,reputation,father,2,2,3,yes,yes,yes,yes,no,yes,no,no,4,4,5,2,1,1,17.0,17,14,11
MS,F,22,U,GT3,T,0,2,services,services,home,father,4,2,2,no,no,no,no,yes,yes,yes,no,5,1,3,2,3,1,12.0,10,7,7
MS,M,19,U,LE3,A,3,0,teacher,services,reputation,father,2,3,2,yes,yes,no,yes,no,yes,no,no,1,3,2,2,1,1,74.0,18,10,8
GP,F,17,U,GT3,A,4,4,teacher,other,reputation,father,4,3,1,no,yes,yes,yes,yes,yes,no,no,2,1,2,4,5,4,71.0,16,0,20
MS,M,20,R,LE3,A,3,2,teacher,services,reputation,father,4,4,2,yes,yes,no,no,no,no,no,no,1,3,1,2,5,3,30.0,10,18,6
GP,F,17,R,GT3,A,4,0,health,at_home,other,father,3,4,1,no,yes,no,yes,yes,no,no,no,2,1,1,4,4,2,26.0,9,19,8
GP,F,22,R,GT3,T,3,4,health,at_home,reputation,father,2,1,2,yes,yes,no,no,no,no,no,no,1,3,1,2,2,3,30.0,10,15,14
GP,M,22,U,GT3,A,3,4,health,other,reputation,other,2,2,3,yes,yes,no,no,no,yes,no,no,1,3,2,2,1,3,75.0,10,14,0
GP,M,22,U,GT3,T,4,4,other,services,course,father,2,2,0,no,no,yes,yes,yes,yes,yes,yes,1,1,1,3,3,3,25.0,10,10,13
GP,M,22,R,GT3,A,3,0,health,at_home,reputation,father,2,4,0,yes,yes,yes,no,no,no,no,yes,4,4,2,2,1,2,9.0,8,6,11
GP,M,19,U,LE3,T,3,1,health,at_home,other,father,3,3,0,yes,yes,yes,no,no,yes,no,yes,4,4,2,2,4,3,10.0,17,7,14
MS,F,19,U,LE3,A,4,4,health,at_home,home,father,1,3,3,no,yes,no,no,no,no,yes,no,1,2,4,1,2,5,46.0,11,7,20
MS,M,21,R,GT3,T,3,1,services,other,reputation,other,2,3,2,yes,yes,yes,no,no,no,no,yes,4,4,3,2,4,2,59.0,12,19,18
MS,M,18,U,GT3,A,2,0,teacher,other,course,father,4,1,3,no,no,yes,no,yes,yes,yes,no,3,1,3,2,3,4,18.0,10,5,7
MS,M,20,U,LE3,A,3,1,teacher,other,reputation,other,2,4,0,yes,yes,yes,no,no,no,no,yes,4,4,2,2,2,3,11.0,12,11,18
MS,M,20,R,LE3,T,4,2,other,health,reputation,father,2,2,0,no,yes,no,no,yes,no,yes,yes,3,5,2,1,3,5,17.0,15,18,0
GP,M,18,U,GT3,A,4,4,other,other,reputation,other,2,4,2,yes,yes,no,no,no,yes,yes,no,5,3,4,1,1,3,30.0,11,17,0
MS,M,22,R,GT3,A,3,4,health,at_home,course,other,2,2,1,yes,yes,yes,no,no,yes,no,yes,2,4,2,2,1,1,70.0,17,18,13
GP,M,17,U,LE3,T,0,4,other,other,reputation,father,2,3,1,no,yes,no,no,yes,no,yes,yes,4,1,3,1,3,3,5.0,11,13,13
MS,M,21,U,GT3,A,3,4,services,other,reputation,father,2,4,2,yes,yes,yes,no,no,yes,no,no,4,4,1,2,1,3,29.0,11,13,9
MS,M,20,R,LE3,A,3,3,teacher,services,reputation,father,4,4,2,yes,yes,no,no,no,no,no,yes,1,3,3,2,2,4,11.0,10,12,18
MS,F,22,U,GT3,T,3,2,health,other,course,other,2,2,0,yes,yes,no,no,no,yes,no,no,3,2,2,4,1,1,60.0,10,19,12
GP,M,19,U,LE3,A,3,4,health,at_home,other,father,3,3,0,yes,yes,yes,no,no,no,no,yes,4,4,3,2,4,5,10.0,12,6,19
GP,M,22,U,GT3,A,4,4,services,other,reputation,father,4,2,0,no,yes,yes,yes,yes,no,yes,no,1,1,3,3,3,4,15.0,9,7,20
GP,F,15,R,GT3,T,0,1,health,other,home,father,1,4,2,no,no,no,no,yes,no,yes,yes,1,5,5,1,3,2,74.0,7,0,12
GP,M,20,U,LE3,A,2,4,other,services,home,father,2,1,1,no,no,yes,yes,yes,yes,yes,no,2,1,4,3,3,5,2.0,16,0,12
MS,F,20,R,LE3,T,0,3,health,at_home,course,father,1,4,3,no,yes,no,no,yes,yes,no,yes,1,4,2,2,2,5,51.0,7,12,4
MS,M,18,R,GT3,T,3,1,other,other,course,father,2,1,0,yes,yes,no,no,no,yes,yes,yes,4,2,5,1,3,2,11.0,10,12,15
MS,M,18,U,GT3,T,3,4,other,at_home,home,father,2,1,0,yes,yes,no,no,yes,yes,yes,yes,5,4,3,3,3,3,16.0,10,15,18
MS,M,17,R,GT3,T,0,0,teacher,services,reputation,father,4,3,0,no,yes,no,yes,yes,no,yes,yes,3,5,2,3,3,4,51.0,10,7,5
MS,F,18,U,GT3,T,3,0,other,other,reputation,other,2,3,0,yes,yes,no,no,no,no,yes,yes,1,2,2,1,3,3,4.0,18,6,12
MS,M,20,U,GT3,T,3,3,teacher,at_home,home,other,3,1,2,yes,yes,yes,no,no,yes,no,yes,4,4,2,2,4,3,57.0,11,17,7
GP,M,22,R,GT3,T,3,0,health,at_home,other,other,3,1,1,yes,yes,yes,no,no,no,no,yes,2,4,2,2,4,5,74.0,12,0,10
MS,M,22,U,GT3,A,3,2,health,at_home,other,other,3,4,1,yes,yes,yes,no,no,no,no,no,2,4,5,2,4,4,31.0,8,9,10
GP,M,22,R,GT3,T,3,1,health,other,reputation,father,2,2,1,yes,yes,no,no,no,yes,no,yes,1,2,2,2,1,2,74.0,10,8,10
MS,M,17,U,LE3,T,0,1,other,health,reputation,father,2,3,3,no,yes,no,yes,yes,yes,no,no,1,5,3,2,2,5,45.0,11,13,16
MS,M,16,U,GT3,A,3,4,services,at_home,reputation,father,2,3,0,yes,yes,no,no,no,no,no,yes,1,3,2,2,1,3,49.0,10,10,8
MS,M,15,U,GT3,T,0,0,teacher,services,reputation,father,4,1,1,no,yes,no,yes,yes,yes,no,yes,1,5,2,3,4,1,10.0,12,7,17
GP,M,22,U,GT3,T,3,2,health,at_home,other,father,3,3,0,yes,yes,yes,no,no,no,no,yes,4,4,5,2,4,3,15.0,12,18,10
MS,F,17,U,GT3,T,4,2,health,at_home,home,father,1,3,2,no,yes,no,no,no,no,yes,no,1,3,3,1,2,5,13.0,15,4,12
GP,F,22,R,GT3,T,4,4,health,at_home,home,father,2,2,3,no,no,no,yes,yes,yes,no,no,1,5,5,2,1,3,11.0,11,14,18
MS,M,19,R,GT3,A,3,2,teacher,services,reputation,father,4,3,2,yes,yes,no,no,no,no,no,no,1,3,2,2,2,3,10.0,10,11,18
MS,F,19,R,GT3,A,2,4,health,other,reputation,father,1,3,2,no,no,no,yes,yes,yes,yes,no,1,5,2,3,2,3,48.0,11,19,12
GP,M,16,U,LE3,T,3,0,services,teacher,reputation,father,2,3,1,yes,yes,yes,yes,no,no,no,no,2,4,2,2,1,1,71.0,12,10,10
MS,F,17,U,LE3,T,2,1,health,at_home,home,father,1,3,2,no,yes,no,no,yes,yes,yes,no,1,5,1,1,2,1,29.0,17,11,14
MS,M,18,U,GT3,T,3,2,other,services,reputation,father,2,4,0,yes,yes,yes,yes,no,no,no,no,4,4,5,2,2,1,17.0,12,15,5
GP,M,19,U,LE3,A,3,4,health,services,other,father,3,3,1,yes,yes,yes,no,no,yes,no,yes,2,4,2,2,4,3,25.0,11,6,19
GP,F,17,U,LE3,T,0,0,other,at_home,reputation,father,2,2,0,no,yes,no,yes,yes,no,yes,no,5,4,2,3,3,5,9.0,12,12,10
MS,F,17,U,GT3,A,4,1,health,other,home,father,1,3,3,no,yes,no,yes,yes,yes,yes,no,1,5,3,1,4,5,16.0,11,15,11
GP,F,17,R,GT3,T,2,1,health,other,other,father,3,3,2,no,yes,no,no,yes,yes,yes,no,5,4,2,1,4,2,11.0,7,6,5
MS,F,20,R,LE3,T,0,2,health,other,other,father,3,4,2,no,yes,no,yes,no,no,yes,no,1,3,2,1,4,3,8.0,10,6,11
MS,F,20,U,GT3,A,3,1,teacher,services,other,father,3,4,2,yes,yes,yes,no,no,no,no,yes,4,4,5,2,4,3,0.0,12,16,5
GP,M,18,U,GT3,A,4,2,teacher,services,course,father,4,3,1,no,no,yes,yes,yes,no,yes,no,2,1,1,3,3,4,26.0,6,13,0
GP,M,22,U,GT3,T,3,2,health,at_home,course,other,2,4,3,yes,yes,no,no,no,no,no,no,1,3,1,2,2,1,23.0,10,0,8
GP,M,18,U,GT3,A,3,2,other,other,reputation,other,2,1,2,yes,yes,no,yes,no,no,yes,no,5,4,2,1,3,1,53.0,5,17,18
MS,F,18,R,GT3,T,3,2,other,at_home,reputation,father,2,4,0,yes,yes,no,no,no,no,yes,yes,5,3,5,1,3,1,1.0,10,8,8
GP,M,21,U,GT3,T,3,1,services,other,reputation,father,2,3,2,yes,yes,yes,yes,no,no,no,yes,4,4,5,4,4,3,3.0,12,0,10
GP,F,21,U,GT3,A,3,1,services,services,reputation,father,2,3,3,yes,yes,no,no,no,no,no,yes,1,3,4,2,2,3,49.0,18,7,9
MS,M,17,U,GT3,T,4,3,teacher,other,course,father,4,3,0,no,no,yes,no,yes,yes,yes,yes,1,1,4,3,3,4,8.0,19,15,7
GP,F,22,U,GT3,A,3,1,health,at_home,reputation,father,2,3,3,yes,yes,no,no,no,no,no,no,1,3,4,2,2,2,65.0,10,6,20
GP,M,17,U,LE3,T,2,2,health,other,course,father,1,3,2,no,yes,no,no,yes,yes,no,no,5,4,1,2,2,5,27.0,15,15,17
GP,F,22,U,GT3,T,3,1,health,at_home,other,father,3,4,0,yes,yes,yes,no,no,no,no,yes,4,4,5,2,4,3,1.0,12,14,19
MS,M,21,R,GT3,T,3,1,services,other,reputation,other,2,4,1,yes,yes,yes,no,no,no,no,yes,2,4,2,2,1,2,31.0,12,7,5
MS,M,19,R,GT3,A,3,4,teacher,services,home,other,4,3,0,yes,yes,yes,no,no,yes,no,yes,4,4,5,5,2,4,2.0,11,13,5
MS,M,18,R,GT3,T,3,1,other,services,reputation,other,2,4,0,yes,yes,yes,no,no,no,no,yes,4,4,5,2,1,2,5.0,12,4,14
MS,M,20,U,GT3,A,3,3,teacher,services,reputation,other,4,4,2,yes,yes,no,yes,no,no,yes,no,1,3,1,1,3,4,31.0,10,9,6
MS,M,17,U,GT3,T,0,1,services,at_home,reputation,father,4,2,3,no,yes,no,yes,yes,no,yes,no,1,5,3,1,3,4,9.0,10,15,10
MS,M,18,U,GT3,A,3,0,other,at_home,reputation,other,2,1,3,yes,yes,no,no,no,yes,yes,yes,1,3,3,1,3,3,45.0,18,7,20
GP,F,18,R,GT3,A,3,4,other,other,reputation,other,2,1,2,yes,yes,no,no,no,yes,yes,no,5,3,2,1,3,3,72.0,11,18,8
MS,F,17,R,GT3,T,0,1,health,at_home,reputation,father,3,3,2,no,no,no,no,yes,yes,yes,no,1,5,3,2,5,3,15.0,12,11,10
GP,F,16,U,LE3,T,0,4,other,at_home,other,father,2,2,0,no,no,no,no,yes,yes,yes,no,3,5,5,2,3,5,8.0,11,12,18
GP,F,22,U,GT3,T,3,1,health,health,other,other,3,3,0,yes,yes,yes,no,no,no,no,yes,4,4,3,2,4,3,5.0,12,6,14
MS,M,22,U,GT3,T,2,2,health,services,other,father,3,2,3,no,yes,yes,no,yes,yes,yes,yes,3,1,2,3,1,3,51.0,16,11,8
MS,F,20,R,LE3,A,0,3,health,at_home,home,father,3,2,3,no,yes,no,no,yes,yes,no,yes,1,5,2,1,4,2,11.0,11,10,5
GP,F,22,U,GT3,T,3,0,health,health,other,other,3,1,1,yes,yes,yes,no,no,no,no,no,2,4,2,2,4,5,37.0,14,7,5
MS,F,19,U,LE3,T,0,4,health,at_home,reputation,father,3,3,1,no,no,no,yes,yes,yes,yes,yes,1,5,1,3,5,3,1.0,11,17,11
GP,M,20,U,GT3,A,0,3,services,teacher,home,father,4,1,1,no,no,yes,yes,yes,yes,yes,no,2,1,3,3,3,4,74.0,13,18,20
GP,F,22,R,GT3,T,0,1,other,at_home,reputation,father,2,2,3,no,yes,no,no,yes,yes,yes,yes,1,5,4,2,3,5,49.0,11,7,7
MS,M,18,U,GT3,T,3,2,other,other,reputation,father,2,1,2,yes,yes,no,no,yes,yes,yes,yes,4,1,5,3,1,1,0.0,10,16,5
MS,M,22,U,GT3,A,4,3,other,at_home,reputation,father,2,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,2,3,3,4,51.0,11,4,20
MS,M,17,R,GT3,T,2,3,other,other,reputation,father,2,3,1,no,yes,yes,yes,yes,yes,yes,yes,3,1,2,3,1,5,71.0,10,13,5
MS,F,16,R,GT3,A,0,1,at_home,at_home,reputation,father,2,2,1,no,yes,no,no,yes,yes,yes,yes,1,5,1,1,3,5,24.0,11,17,9
MS,M,17,U,GT3,T,0,0,teacher,services,other,father,2,3,2,no,no,no,no,yes,yes,no,yes,1,5,4,2,1,5,1.0,9,16,5
GP,M,17,R,GT3,T,4,2,teacher,services,course,father,4,3,0,no,no,no,no,yes,no,yes,yes,5,4,5,1,3,4,10.0,12,11,5
MS,M,21,R,GT3,A,3,3,services,services,reputation,father,2,1,0,yes,yes,no,no,no,yes,no,yes,5,3,3,2,2,1,17.0,11,13,20
GP,M,17,U,LE3,T,2,4,teacher,other,course,father,4,2,1,no,no,yes,no,yes,no,yes,no,2,1,4,2,3,4,4.0,9,16,0
GP,M,22,R,GT3,A,3,2,health,at_home,reputation,father,2,4,0,yes,yes,yes,no,no,no,no,yes,4,4,5,2,1,1,6.0,12,0,18
MS,M,16,U,GT3,T,3,2,teacher,services,reputation,father,4,2,3,yes,yes,no,no,no,yes,no,yes,1,3,5,2,2,1,65.0,5,18,6
MS,M,20,R,LE3,A,3,4,teacher,services,reputation,other,4,2,0,yes,yes,yes,no,no,no,no,yes,4,4,3,2,4,4,6.0,12,4,8
MS,F,20,R,LE3,T,2,1,health,other,course,father,1,1,2,no,yes,no,no,yes,yes,no,yes,1,5,5,1,1,5,2.0,11,16,10
MS,F,16,U,GT3,T,2,4,health,at_home,other,father,3,3,3,no,yes,no,no,yes,no,no,no,1,5,2,2,4,3,16.0,15,12,10
MS,F,19,R,GT3,A,4,2,health,at_home,home,father,1,3,3,no,yes,no,no,yes,no,yes,yes,1,5,2,1,2,5,46.0,10,0,11
MS,M,19,U,LE3,A,2,4,other,health,reputation,father,2,3,3,no,yes,no,no,yes,yes,yes,yes,4,1,1,2,3,3,63.0,10,9,5
GP,F,22,R,GT3,A,3,1,health,at_home,home,father,2,1,3,yes,yes,no,no,no,no,no,yes,1,3,3,2,1,2,16.0,10,18,0
MS,M,22,U,GT3,T,3,1,health,health,other,other,3,1,1,yes,yes,yes,yes,no,no,no,no,2,4,1,2,4,4,32.0,12,16,10
GP,M,21,R,GT3,T,3,2,services,services,reputation,father,2,1,0,yes,yes,no,no,yes,yes,no,no,5,1,3,2,1,2,8.0,5,5,5
GP,F,17,U,GT3,T,0,0,health,at_home,reputation,father,2,3,2,no,yes,no,no,yes,yes,no,yes,5,4,4,2,1,4,48.0,10,9,14
MS,M,21,U,LE3,T,0,0,at_home,at_home,home,father,2,1,0,no,no,yes,no,yes,yes,yes,yes,2,1,5,2,3,4,5.0,10,9,14
MS,F,20,U,LE3,T,3,2,teacher,services,reputation,other,4,1,2,yes,yes,no,no,no,yes,no,no,4,2,2,5,2,1,71.0,10,8,9
GP,F,19,R,GT3,A,0,3,health,at_home,reputation,father,3,3,0,no,no,no,yes,yes,no,yes,yes,4,1,3,3,5,2,50.0,11,0,8
GP,M,22,U,GT3,T,3,4,health,health,other,father,3,4,0,yes,yes,yes,yes,no,no,no,no,4,4,2,2,4,3,8.0,14,6,14
MS,M,22,U,GT3,T,4,1,health,other,home,father,3,4,0,no,yes,no,no,no,no,yes,yes,3,2,2,1,4,3,11.0,12,7,13
MS,M,18,R,GT3,T,3,2,health,other,reputation,father,2,4,2,yes,yes,no,no,no,yes,no,yes,1,3,5,2,1,1,1.0,5,16,14
GP,M,22,R,GT3,A,0,3,other,at_home,home,father,2,4,3,no,no,no,no,yes,no,yes,yes,1,5,4,2,3,5,9.0,10,4,8
