school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,18,U,LE3,T,4,4,services,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,2,1,1,5,4,11,6,0
GP,M,18,U,GT3,T,4,4,at_home,other,course,father,1,3,2,no,no,yes,yes,yes,yes,yes,yes,4,3,2,1,5,1,5,16,9,9
GP,F,15,R,LE3,T,4,1,services,other,reputation,mother,2,2,0,no,yes,no,yes,yes,no,yes,no,5,3,4,1,3,4,5,19,6,11
GP,M,15,R,GT3,T,2,2,other,other,course,mother,1,1,1,no,no,yes,yes,yes,yes,no,yes,5,4,5,4,1,5,24,18,5,9
GP,F,16,U,GT3,T,3,1,services,services,course,mother,2,1,2,no,no,no,no,yes,yes,no,yes,4,3,2,1,2,4,25,19,11,12
MS,F,17,U,GT3,T,2,1,at_home,other,other,mother,1,2,0,no,yes,no,yes,no,yes,no,yes,4,3,4,2,1,1,15,16,7,14
GP,F,16,R,LE3,T,2,1,other,services,home,mother,1,2,0,yes,no,yes,yes,yes,yes,yes,yes,5,2,4,1,2,3,54,12,6,13
GP,M,17,U,GT3,T,4,3,services,other,home,mother,1,1,0,no,no,yes,no,no,yes,yes,no,5,4,3,1,2,5,7,19,4,16
GP,F,17,U,LE3,T,4,1,services,other,course,other,2,1,0,no,no,yes,yes,yes,yes,yes,no,4,4,5,5,3,5,6,12,7,6
GP,M,16,R,GT3,T,4,2,health,other,home,mother,1,2,2,no,no,no,yes,yes,yes,no,no,4,2,5,2,2,4,15,15,7,3
GP,F,16,U,GT3,T,3,1,services,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,2,3,1,1,5,30,14,7,12
GP,F,17,U,LE3,T,2,1,services,other,reputation,father,3,2,2,yes,no,no,no,yes,yes,yes,no,3,3,2,1,4,3,6,10,5,9
GP,M,17,U,GT3,T,1,3,services,other,reputation,father,2,2,0,no,no,yes,yes,yes,yes,yes,no,2,4,4,1,3,3,7,13,6,15
GP,M,19,U,GT3,T,3,3,at_home,other,course,mother,1,3,0,yes,no,yes,no,yes,yes,yes,yes,4,3,2,1,2,5,26,13,12,14
GP,F,17,U,GT3,T,4,1,teacher,other,home,mother,1,2,0,yes,no,yes,yes,yes,yes,yes,no,5,4,3,1,5,3,22,10,10,11
GP,M,15,R,GT3,T,3,2,services,services,home,father,2,3,0,no,yes,yes,no,yes,yes,no,no,5,4,4,1,4,4,5,19,6,9
GP,F,15,R,GT3,T,1,2,teacher,services,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,4,3,4,2,1,3,5,14,3,9
GP,M,15,U,LE3,T,2,3,at_home,services,course,other,1,2,1,no,no,no,yes,yes,yes,yes,yes,4,3,5,2,1,3,3,11,12,0
GP,F,16,U,GT3,T,2,1,other,services,reputation,mother,1,2,1,no,no,yes,yes,yes,yes,yes,no,4,3,4,1,3,5,2,19,4,17
GP,F,18,U,LE3,T,2,3,services,services,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,7,9,10,13
GP,F,16,R,LE3,T,4,1,other,other,reputation,father,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,3,2,2,3,4,2,75,14,15,15
GP,M,18,U,LE3,T,1,1,teacher,other,home,mother,3,2,1,no,no,yes,yes,yes,yes,yes,yes,4,4,3,2,1,5,75,15,6,14
GP,F,15,R,LE3,T,2,1,at_home,services,reputation,mother,4,2,0,no,no,yes,no,no,yes,no,no,4,3,4,1,1,5,1,13,5,13
GP,F,17,U,LE3,T,2,3,other,other,other,father,1,1,0,no,yes,yes,yes,yes,no,yes,no,3,4,2,2,4,5,5,10,7,11
GP,F,19,U,GT3,T,2,1,at_home,services,course,mother,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,1,3,9,12,9,13
GP,M,17,U,LE3,T,1,4,services,health,course,father,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,5,1,1,5,74,12,6,20
GP,F,18,U,LE3,T,2,1,services,other,reputation,mother,1,3,1,no,yes,no,yes,no,yes,yes,yes,3,3,2,3,1,2,32,17,11,5
GP,F,16,R,GT3,T,4,2,at_home,health,reputation,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,3,3,4,1,2,5,6,19,12,14
GP,M,15,U,GT3,T,4,1,teacher,other,reputation,mother,2,3,1,no,no,no,yes,yes,yes,yes,yes,5,3,4,2,1,4,27,19,11,20
MS,F,17,U,GT3,T,2,1,at_home,other,reputation,mother,1,2,0,no,yes,no,yes,no,yes,yes,no,5,4,2,1,1,5,28,13,15,5
GP,M,16,U,LE3,A,4,3,services,services,course,mother,1,2,1,no,yes,yes,yes,yes,yes,yes,yes,4,2,2,1,5,5,0,11,10,16
GP,M,17,R,GT3,T,4,2,at_home,teacher,course,mother,1,1,1,no,no,yes,yes,yes,yes,yes,yes,1,4,3,2,3,2,0,14,11,17
GP,F,16,U,GT3,T,4,1,services,services,reputation,father,3,2,1,no,no,no,yes,yes,yes,yes,no,4,3,4,1,1,3,28,13,7,14
GP,F,17,R,GT3,T,3,1,services,services,course,mother,1,2,1,no,no,yes,yes,no,yes,yes,yes,4,5,2,1,1,3,10,8,8,15
GP,F,17,U,LE3,T,2,2,teacher,at_home,reputation,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,yes,1,3,5,1,5,5,15,19,9,6
GP,F,16,R,GT3,T,4,3,health,other,home,father,2,2,0,no,yes,yes,yes,no,yes,yes,no,4,4,2,1,3,3,7,13,3,20
GP,F,17,U,LE3,T,2,3,health,health,reputation,father,1,2,1,no,no,yes,yes,yes,yes,yes,no,5,3,4,1,1,3,5,5,0,17
GP,M,18,U,GT3,T,4,4,services,services,reputation,father,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,2,2,1,5,7,15,12,12
GP,M,16,R,GT3,T,4,2,at_home,other,home,other,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,3,1,2,1,1,1,18,14,6,18
MS,M,17,U,LE3,T,3,4,services,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,yes,4,2,4,1,4,4,7,8,4,1
GP,M,15,R,GT3,T,3,1,services,services,reputation,other,1,2,0,no,no,no,no,yes,yes,yes,no,5,2,1,1,1,5,0,19,6,17
GP,F,16,U,LE3,A,4,2,other,teacher,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,4,5,1,5,5,3,18,6,20
GP,M,17,U,LE3,A,2,2,health,at_home,other,mother,2,2,0,no,no,yes,yes,no,no,yes,yes,4,4,4,1,1,3,8,14,8,16
GP,M,17,R,GT3,A,3,4,services,teacher,course,mother,1,3,0,no,no,yes,yes,yes,yes,yes,no,5,3,2,3,1,5,16,15,5,4
GP,F,18,U,GT3,T,4,1,teacher,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,3,1,27,17,7,2
GP,F,17,U,GT3,T,4,2,services,other,home,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,5,5,4,1,1,1,0,15,10,20
GP,F,16,R,GT3,T,2,4,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,5,4,2,4,5,2,11,5,19
GP,F,15,U,GT3,T,3,3,services,other,reputation,other,1,2,2,no,no,yes,yes,yes,yes,yes,no,5,2,4,2,1,2,4,12,6,16
GP,F,19,U,GT3,T,3,4,other,other,course,other,1,3,0,no,yes,no,no,yes,yes,yes,no,5,4,4,1,1,5,19,12,8,20
GP,F,15,U,GT3,A,4,1,other,other,other,father,1,4,0,no,no,yes,no,yes,yes,yes,yes,3,4,5,2,4,4,11,19,7,17
GP,M,16,U,GT3,T,3,1,other,services,reputation,mother,1,2,1,no,no,no,yes,yes,yes,yes,no,4,2,2,1,1,3,2,12,8,16
GP,F,16,U,LE3,T,4,3,services,at_home,other,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,3,5,12,19,0,15
GP,F,17,U,GT3,T,1,2,services,other,home,father,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,5,4,1,1,3,9,19,4,17
GP,M,15,U,GT3,T,1,3,other,services,reputation,mother,1,3,1,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,1,7,9,8,18
GP,F,16,U,GT3,T,3,2,other,health,other,mother,2,3,0,no,no,yes,yes,yes,yes,yes,no,4,2,4,1,5,5,7,15,12,17
GP,M,17,U,GT3,T,4,4,services,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,2,2,1,5,75,12,3,7
GP,F,16,U,LE3,T,1,1,services,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,4,4,2,1,1,2,72,14,6,11
GP,F,16,U,GT3,A,4,2,health,other,reputation,other,2,2,3,no,no,no,yes,yes,yes,yes,yes,2,4,3,1,3,1,2,15,14,13
GP,F,17,U,LE3,T,3,3,other,other,course,father,1,2,0,no,no,yes,no,yes,yes,no,no,4,2,2,1,1,3,4,13,8,20
GP,F,18,U,GT3,T,4,1,other,other,reputation,mother,1,3,1,yes,yes,yes,yes,yes,yes,yes,yes,3,2,3,3,2,5,26,11,8,20
MS,F,17,R,GT3,T,3,3,teacher,other,other,father,2,2,0,no,no,yes,no,yes,yes,yes,no,4,4,3,1,1,2,7,17,0,6
GP,F,16,U,GT3,A,4,1,teacher,at_home,other,mother,1,2,0,no,no,yes,yes,yes,yes,no,no,4,2,5,1,1,5,3,9,7,12
GP,M,19,U,LE3,T,2,4,health,services,reputation,mother,1,2,0,no,yes,yes,yes,no,yes,yes,no,5,2,4,1,1,1,7,18,4,16
GP,F,17,R,GT3,T,2,3,at_home,other,reputation,other,1,2,0,yes,no,yes,yes,yes,yes,yes,no,3,1,5,1,1,5,61,19,1,9
GP,M,17,R,GT3,T,3,2,services,other,course,mother,1,2,0,yes,no,yes,no,yes,yes,yes,yes,3,2,4,1,2,5,4,16,7,15
GP,M,16,U,GT3,T,3,3,services,other,course,mother,1,2,0,yes,no,yes,yes,yes,yes,no,yes,5,4,3,2,1,5,5,11,7,20
GP,F,16,U,GT3,A,4,4,health,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,4,3,1,1,1,4,9,10,16
GP,F,16,U,GT3,T,1,4,services,services,other,mother,1,2,2,no,yes,no,yes,yes,yes,no,no,4,5,5,1,2,5,16,17,10,15
GP,M,17,U,LE3,T,4,2,health,other,home,father,1,2,0,no,no,yes,yes,yes,yes,yes,no,4,3,5,1,5,4,2,15,6,13
GP,F,19,U,LE3,A,3,3,health,other,course,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,3,2,4,1,2,5,24,14,17,20
GP,M,17,U,GT3,T,2,3,teacher,other,home,mother,1,2,1,no,yes,yes,no,no,yes,yes,no,4,2,4,1,1,3,9,19,10,9
GP,M,16,U,LE3,T,1,1,teacher,teacher,reputation,father,1,1,0,no,yes,no,yes,no,yes,yes,no,4,4,3,1,1,1,2,12,13,14
GP,M,18,U,GT3,T,3,2,teacher,other,other,father,1,3,1,no,yes,no,yes,yes,yes,yes,no,1,2,3,2,3,5,4,13,16,17
GP,F,19,U,LE3,T,2,3,other,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,4,2,1,1,1,23,12,7,16
GP,M,16,U,GT3,A,3,4,services,other,course,father,2,3,0,no,no,yes,yes,yes,yes,yes,no,3,4,2,1,1,4,1,19,0,15
GP,M,18,U,GT3,T,4,1,teacher,other,home,other,1,4,1,no,yes,yes,yes,yes,no,no,no,2,1,2,1,1,1,5,19,4,20
GP,M,16,U,GT3,T,2,3,services,other,reputation,mother,1,1,0,yes,yes,yes,no,no,yes,no,yes,3,4,2,1,5,3,20,19,7,16
GP,F,15,U,GT3,T,3,2,teacher,at_home,reputation,father,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,1,2,11,11,0,3
GP,M,17,U,GT3,T,2,1,other,other,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,yes,4,4,4,1,5,3,20,19,8,20
GP,F,16,U,GT3,T,2,3,at_home,services,course,father,2,2,0,no,yes,no,yes,yes,no,yes,yes,1,1,4,1,1,2,8,19,13,6
GP,F,15,U,LE3,T,4,1,services,services,reputation,mother,1,2,2,no,no,no,yes,yes,yes,yes,no,3,2,2,1,5,3,57,7,7,12
GP,F,18,U,GT3,T,1,2,other,services,course,mother,2,2,0,no,yes,yes,yes,yes,yes,no,yes,5,3,3,2,1,5,0,19,2,20
GP,M,18,U,LE3,T,2,3,at_home,other,reputation,mother,1,2,0,no,yes,yes,yes,no,yes,yes,yes,5,3,2,1,3,1,7,12,5,20
GP,M,16,U,LE3,T,1,1,at_home,other,course,mother,2,1,1,yes,no,no,yes,no,yes,yes,no,2,3,3,4,4,5,5,12,6,10
GP,F,17,U,LE3,T,3,3,services,other,course,mother,1,2,0,no,no,no,no,no,yes,yes,no,5,3,4,1,1,3,24,19,0,18
GP,F,16,U,LE3,T,4,2,other,other,course,mother,1,4,0,no,no,no,yes,yes,no,yes,yes,5,3,5,1,1,5,6,16,3,15
GP,F,16,U,LE3,T,4,1,other,services,reputation,other,2,2,0,no,no,yes,yes,yes,yes,yes,yes,2,3,5,1,3,5,24,14,10,6
GP,F,16,U,GT3,T,4,1,other,other,reputation,mother,1,2,0,no,no,yes,no,yes,yes,yes,no,5,3,4,5,1,3,39,17,4,17
GP,F,19,U,LE3,T,3,2,teacher,other,home,other,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,1,1,3,25,13,10,20
GP,F,19,U,GT3,T,1,3,services,other,reputation,mother,1,1,0,no,no,yes,yes,yes,yes,yes,yes,5,4,2,2,1,1,9,11,5,19
GP,M,15,U,LE3,A,4,1,other,services,other,other,1,2,3,no,no,yes,yes,yes,yes,no,no,4,1,3,1,4,4,6,13,15,12
GP,F,17,R,GT3,T,4,4,teacher,health,home,father,1,3,0,no,no,no,no,no,yes,yes,yes,4,3,4,1,1,5,15,14,11,15
GP,F,17,R,GT3,T,4,3,services,other,course,mother,1,3,1,no,yes,yes,yes,yes,yes,yes,no,4,2,4,2,1,5,2,14,3,13
GP,F,18,R,GT3,T,3,1,teacher,teacher,course,father,1,1,0,no,no,yes,yes,yes,yes,yes,no,2,4,4,2,1,3,8,19,12,12
GP,M,18,U,LE3,T,2,1,at_home,other,course,other,1,1,1,no,no,yes,yes,yes,yes,yes,yes,4,5,5,1,2,3,2,19,2,20
GP,F,18,U,GT3,T,2,3,other,other,reputation,mother,1,3,0,no,no,yes,yes,no,yes,yes,yes,4,2,5,2,1,5,3,16,8,17
GP,F,15,U,GT3,T,4,3,other,other,other,other,1,2,3,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,1,1,8,14,0,11
GP,F,19,U,GT3,A,0,2,services,at_home,course,father,1,3,0,yes,no,yes,no,yes,yes,yes,yes,3,4,3,1,2,1,1,16,12,15
GP,F,18,U,LE3,T,4,2,other,other,reputation,father,1,2,0,no,no,yes,yes,yes,yes,no,no,4,3,5,1,2,3,3,19,7,20
GP,M,17,U,LE3,T,4,1,teacher,other,course,other,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,2,5,9,10,7,17
GP,F,18,R,GT3,T,4,1,teacher,services,course,other,1,2,0,no,yes,yes,no,yes,yes,yes,no,3,2,4,1,1,5,68,18,4,13
GP,F,17,R,GT3,T,1,3,services,other,home,mother,1,1,1,no,no,yes,no,no,yes,yes,no,4,5,3,1,3,5,8,19,8,3
GP,F,17,U,LE3,T,4,4,services,other,course,father,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,2,5,3,1,5,1,7,14,6,18
GP,F,16,U,LE3,T,4,4,other,services,course,mother,2,2,0,no,no,no,yes,no,no,no,no,5,3,2,2,1,5,32,10,4,20
GP,M,15,U,GT3,T,4,2,other,other,reputation,mother,1,1,0,no,yes,yes,no,no,yes,yes,no,3,3,4,4,1,4,7,13,4,17
GP,F,16,U,LE3,T,4,1,teacher,health,course,other,2,3,2,no,no,no,yes,yes,yes,yes,no,4,3,3,1,5,5,75,17,8,15
GP,F,16,U,GT3,T,2,1,at_home,at_home,reputation,mother,1,1,0,no,no,no,no,yes,yes,yes,no,4,5,1,1,1,3,23,13,12,15
GP,M,17,R,GT3,T,4,1,services,other,other,father,2,3,0,no,yes,yes,no,no,yes,no,no,4,4,1,1,4,4,6,13,6,13
GP,M,15,U,GT3,T,1,1,other,teacher,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,5,4,3,3,5,0,10,8,12
GP,F,16,U,LE3,A,3,2,teacher,teacher,course,mother,1,3,3,no,no,yes,yes,no,yes,no,yes,2,3,3,1,5,3,24,15,8,0
GP,F,21,U,GT3,T,3,1,services,services,reputation,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,4,4,1,4,5,30,14,12,17
GP,F,16,U,LE3,T,4,1,teacher,other,reputation,father,3,2,0,no,no,yes,yes,yes,yes,yes,yes,4,3,3,1,4,5,3,11,10,11
GP,M,19,U,GT3,T,3,3,teacher,services,home,mother,2,4,0,no,yes,no,no,yes,yes,yes,yes,4,4,4,1,2,5,8,16,13,17
GP,M,19,U,GT3,T,1,2,services,other,course,mother,1,3,1,no,no,yes,no,yes,yes,yes,no,4,2,2,1,1,2,5,14,6,20
GP,F,17,R,GT3,T,4,3,teacher,services,reputation,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,4,4,5,1,1,5,17,19,11,9
GP,F,15,U,GT3,T,2,1,services,services,course,other,1,3,0,yes,no,yes,no,yes,yes,yes,no,4,3,3,1,3,1,0,15,4,3
GP,F,18,R,LE3,T,3,4,services,health,reputation,mother,2,2,3,no,yes,no,yes,yes,yes,yes,no,4,1,4,1,1,5,28,7,3,20
GP,F,17,U,GT3,T,1,3,services,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,2,1,1,3,2,2,2,13,8,14
GP,F,16,U,GT3,T,2,2,health,other,home,mother,1,2,0,yes,no,yes,yes,no,yes,yes,yes,3,2,3,2,1,5,3,13,5,4
GP,M,16,U,GT3,T,4,3,services,other,course,mother,1,2,1,yes,yes,yes,no,yes,yes,yes,yes,4,4,2,1,1,4,7,16,8,15
GP,F,17,U,GT3,A,4,1,services,other,reputation,father,1,1,0,yes,yes,yes,yes,yes,yes,no,yes,5,3,5,1,1,2,71,18,8,17
GP,M,15,R,GT3,T,2,2,teacher,at_home,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,4,9,10,4,11
GP,M,16,U,LE3,T,4,4,teacher,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,2,2,1,1,3,25,10,11,13
GP,F,19,R,LE3,T,2,1,teacher,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,3,2,5,1,2,1,27,16,5,18
GP,M,18,U,GT3,T,4,2,teacher,other,reputation,father,2,3,0,yes,yes,no,no,yes,yes,yes,no,4,3,5,2,1,3,30,17,11,15
GP,F,19,U,LE3,T,2,1,services,at_home,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,5,2,5,1,1,5,75,8,3,14
GP,M,17,U,LE3,T,4,2,services,services,reputation,mother,2,2,1,no,no,yes,yes,yes,yes,no,no,5,2,4,4,1,5,20,12,11,17
GP,M,17,U,LE3,T,4,3,services,other,other,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,4,3,4,1,1,4,75,16,9,5
GP,M,15,R,GT3,T,4,1,services,other,course,mother,1,1,3,no,no,no,no,yes,yes,yes,no,3,2,2,1,1,5,7,15,8,1
GP,F,16,U,GT3,T,1,1,at_home,other,reputation,mother,3,1,0,no,yes,no,no,yes,yes,yes,no,4,3,4,1,1,1,5,14,9,1
GP,F,16,U,GT3,T,2,1,other,other,course,father,1,3,0,no,no,yes,yes,yes,yes,yes,yes,4,4,5,1,4,4,4,11,12,12
GP,M,18,U,LE3,T,2,3,services,other,home,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,5,3,4,1,1,5,3,15,0,19
GP,M,18,R,GT3,T,4,2,services,health,home,mother,1,2,1,yes,yes,yes,yes,yes,yes,yes,no,4,3,5,1,1,5,32,12,6,13
GP,F,16,R,GT3,T,1,2,at_home,other,home,mother,1,2,1,no,yes,yes,yes,no,no,yes,yes,4,3,2,1,1,4,25,17,4,11
