gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,raisedhands,VisITedResources,AnnouncementsView,Discussion,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,Class
F,Jordan,Jordan,HighSchool,G-11,A,History,S,Father,38,99,36,98,Yes,Bad,Under-7,H
F,Iran,lebanon,lowerlevel,G-02,A,Arabic,S,Father,15,35,77,95,Yes,Bad,Above-7,M
M,Jordan,Jordan,HighSchool,G-02,B,Arabic,F,Father,11,74,85,88,No,Good,Above-7,L
M,KW,KuwaIT,lowerlevel,G-08,A,French,S,Mum,92,99,16,98,Yes,Bad,Above-7,H
M,Jordan,Iraq,MiddleSchool,G-07,A,French,S,Mum,9,16,60,86,Yes,Bad,Above-7,M
M,Jordan,venzuela,MiddleSchool,G-02,A,IT,S,Father,45,49,55,66,No,Bad,Under-7,H
M,Palestine,Iraq,MiddleSchool,G-08,B,Arabic,F,Father,34,99,4,86,No,Bad,Under-7,H
M,Jordan,lebanon,lowerlevel,G-08,A,IT,F,Father,6,97,98,98,Yes,Good,Above-7,M
M,KW,Jordan,lowerlevel,G-02,A,Science,F,Father,33,99,70,98,No,Good,Under-7,H
M,Palestine,KuwaIT,lowerlevel,G-08,A,English,S,Father,91,99,65,98,Yes,Good,Under-7,L
M,KW,Jordan,lowerlevel,G-07,A,French,S,Father,24,99,21,81,Yes,Good,Above-7,M
F,lebanon,KuwaIT,lowerlevel,G-06,B,Spanish,F,Mum,100,99,93,15,Yes,Good,Under-7,L
M,KW,KuwaIT,lowerlevel,G-08,C,IT,S,Mum,27,79,67,2,No,Good,Under-7,L
M,Syria,KuwaIT,MiddleSchool,G-04,A,English,S,Father,100,97,75,70,No,Bad,Under-7,L
M,Syria,Iraq,lowerlevel,G-12,B,English,F,Father,48,99,65,91,No,Good,Above-7,H
F,Jordan,SaudiArabia,lowerlevel,G-08,B,IT,F,Mum,9,72,38,67,Yes,Bad,Under-7,H
M,KW,Jordan,lowerlevel,G-08,B,Geology,F,Mum,87,32,76,98,No,Good,Under-7,H
M,Jordan,Jordan,lowerlevel,G-10,A,English,F,Mum,74,99,19,98,Yes,Good,Above-7,L
F,Egypt,KuwaIT,MiddleSchool,G-02,B,English,F,Father,28,38,79,28,Yes,Bad,Under-7,H
F,SaudiArabia,KuwaIT,MiddleSchool,G-04,B,English,S,Father,19,97,98,38,Yes,Good,Above-7,M
M,KW,Jordan,lowerlevel,G-02,A,English,S,Father,96,94,98,52,No,Good,Under-7,L
M,lebanon,Jordan,MiddleSchool,G-10,B,French,F,Father,35,79,77,5,No,Bad,Above-7,H
M,Tunis,SaudiArabia,lowerlevel,G-04,B,French,S,Father,39,99,71,75,No,Good,Under-7,L
F,Iraq,Jordan,MiddleSchool,G-04,B,Quran,S,Father,75,97,98,62,Yes,Bad,Above-7,L
M,Jordan,KuwaIT,HighSchool,G-08,B,Arabic,F,Father,59,99,70,98,No,Bad,Under-7,H
F,Iraq,KuwaIT,lowerlevel,G-08,A,IT,S,Father,44,69,22,55,Yes,Good,Under-7,M
M,Iran,Iraq,MiddleSchool,G-02,C,Arabic,F,Father,30,87,65,41,No,Good,Above-7,L
M,Syria,Jordan,lowerlevel,G-07,B,Biology,S,Mum,70,99,20,62,No,Good,Under-7,M
F,KW,KuwaIT,MiddleSchool,G-08,A,Biology,S,Father,35,40,48,72,Yes,Good,Above-7,M
F,KW,KuwaIT,lowerlevel,G-02,A,Science,S,Father,4,99,34,98,Yes,Good,Above-7,H
F,Jordan,Jordan,MiddleSchool,G-07,A,IT,S,Mum,28,99,98,45,Yes,Bad,Above-7,M
F,Jordan,KuwaIT,MiddleSchool,G-08,C,Arabic,S,Mum,26,99,98,98,No,Good,Above-7,M
M,Tunis,KuwaIT,MiddleSchool,G-02,A,English,F,Father,37,95,45,98,Yes,Bad,Above-7,H
M,KW,KuwaIT,MiddleSchool,G-11,A,IT,F,Mum,100,36,14,98,Yes,Good,Under-7,H
M,Palestine,KuwaIT,MiddleSchool,G-02,A,Spanish,S,Father,32,27,68,23,Yes,Bad,Above-7,M
M,KW,KuwaIT,MiddleSchool,G-08,B,French,S,Mum,31,49,67,53,No,Good,Above-7,H
F,SaudiArabia,KuwaIT,MiddleSchool,G-08,A,Arabic,S,Father,42,91,95,91,No,Bad,Under-7,M
M,Iraq,KuwaIT,lowerlevel,G-08,B,Science,S,Father,47,30,98,35,No,Bad,Under-7,M
M,Jordan,Iraq,MiddleSchool,G-07,A,Spanish,S,Mum,86,99,83,70,Yes,Bad,Under-7,M
F,Palestine,KuwaIT,lowerlevel,G-08,A,Quran,S,Father,39,99,35,98,No,Good,Under-7,H
M,Jordan,Jordan,lowerlevel,G-08,A,IT,F,Father,40,99,23,31,Yes,Good,Above-7,H
F,KW,KuwaIT,MiddleSchool,G-02,A,Spanish,S,Mum,97,88,98,9,Yes,Good,Under-7,H
M,KW,Jordan,HighSchool,G-06,A,Science,S,Father,5,99,23,55,Yes,Bad,Under-7,H
F,KW,Jordan,HighSchool,G-02,B,Science,F,Mum,30,11,69,98,No,Bad,Under-7,M
M,KW,KuwaIT,lowerlevel,G-08,A,Arabic,F,Mum,100,93,57,52,Yes,Bad,Under-7,L
M,KW,lebanon,lowerlevel,G-04,A,Spanish,S,Mum,38,99,98,40,Yes,Bad,Above-7,H
F,Palestine,USA,MiddleSchool,G-07,A,Spanish,F,Mum,36,93,93,65,Yes,Good,Above-7,H
M,KW,Jordan,MiddleSchool,G-05,B,Spanish,S,Mum,43,46,98,78,Yes,Bad,Under-7,H
M,lebanon,Jordan,lowerlevel,G-08,A,Arabic,S,Father,100,69,86,15,No,Good,Under-7,L
M,Syria,KuwaIT,MiddleSchool,G-08,B,Biology,S,Father,100,41,82,98,No,Bad,Under-7,H
M,Egypt,KuwaIT,MiddleSchool,G-08,A,IT,S,Father,6,86,59,98,Yes,Bad,Above-7,L
F,Jordan,KuwaIT,MiddleSchool,G-04,A,IT,F,Father,90,94,46,64,No,Bad,Under-7,L
M,Jordan,Jordan,MiddleSchool,G-02,A,Arabic,F,Father,47,90,90,96,No,Good,Above-7,M
F,KW,Jordan,MiddleSchool,G-08,C,Geology,S,Mum,16,24,91,75,No,Good,Above-7,H
F,Jordan,lebanon,MiddleSchool,G-02,A,Arabic,S,Mum,100,98,19,66,No,Bad,Under-7,M
F,KW,Jordan,lowerlevel,G-07,A,IT,S,Mum,74,45,51,41,Yes,Bad,Above-7,H
F,KW,Jordan,MiddleSchool,G-07,A,English,S,Father,4,97,15,51,No,Bad,Above-7,M
F,Jordan,Tunis,lowerlevel,G-02,A,French,F,Father,100,42,98,87,Yes,Good,Above-7,M
M,Jordan,USA,lowerlevel,G-02,A,History,S,Father,100,48,98,50,No,Good,Under-7,M
F,KW,KuwaIT,MiddleSchool,G-02,A,IT,F,Father,98,99,98,29,Yes,Good,Under-7,H
F,Jordan,KuwaIT,MiddleSchool,G-02,A,Spanish,F,Father,11,99,20,22,Yes,Good,Above-7,L
M,KW,KuwaIT,MiddleSchool,G-08,A,French,F,Mum,25,99,98,89,Yes,Good,Under-7,L
M,Jordan,Tunis,MiddleSchool,G-08,A,Arabic,S,Mum,82,99,16,48,Yes,Good,Under-7,H
F,Jordan,lebanon,lowerlevel,G-02,A,IT,S,Mum,8,94,64,53,No,Bad,Under-7,M
F,Jordan,Iraq,MiddleSchool,G-08,B,French,S,Father,45,99,37,56,No,Bad,Above-7,L
M,Jordan,Jordan,lowerlevel,G-06,B,Chemistry,S,Father,26,88,0,9,Yes,Good,Above-7,H
M,Tunis,USA,HighSchool,G-02,A,Arabic,F,Father,100,99,89,29,Yes,Bad,Under-7,H
F,Jordan,Iraq,lowerlevel,G-02,B,Spanish,S,Father,95,76,66,98,No,Bad,Above-7,M
M,Jordan,Jordan,lowerlevel,G-02,B,Science,F,Father,41,28,67,7,No,Good,Under-7,H
M,Jordan,KuwaIT,lowerlevel,G-08,B,French,F,Father,19,99,84,98,No,Bad,Under-7,H
F,Jordan,KuwaIT,lowerlevel,G-07,B,IT,S,Mum,72,79,84,82,No,Bad,Above-7,L
F,KW,Iraq,MiddleSchool,G-08,C,IT,F,Mum,31,38,73,40,Yes,Good,Above-7,H
M,KW,KuwaIT,HighSchool,G-02,B,French,S,Father,93,78,12,98,No,Bad,Under-7,L
M,Iraq,Jordan,lowerlevel,G-04,A,History,F,Father,100,20,95,82,No,Good,Above-7,H
M,Jordan,Iran,lowerlevel,G-07,B,Arabic,F,Father,93,98,75,43,No,Bad,Above-7,H
M,KW,Morocco,lowerlevel,G-02,B,Science,S,Father,3,99,43,36,No,Bad,Under-7,L
M,Jordan,Jordan,lowerlevel,G-02,B,Spanish,S,Mum,25,90,76,27,No,Bad,Under-7,M
M,lebanon,Jordan,MiddleSchool,G-08,B,Arabic,S,Father,69,94,86,67,No,Bad,Under-7,M
M,Egypt,KuwaIT,MiddleSchool,G-02,A,History,F,Mum,100,99,40,12,Yes,Good,Under-7,M
M,Jordan,KuwaIT,lowerlevel,G-02,B,Science,S,Mum,35,99,81,75,No,Bad,Under-7,H
F,Palestine,KuwaIT,MiddleSchool,G-07,A,Biology,F,Father,100,30,98,98,No,Bad,Above-7,M
M,KW,Palestine,lowerlevel,G-08,B,History,F,Father,99,83,56,98,Yes,Bad,Above-7,M
M,Jordan,Egypt,lowerlevel,G-08,C,History,F,Mum,100,99,77,28,Yes,Good,Under-7,M
M,Iraq,Iraq,HighSchool,G-08,A,French,S,Mum,38,99,84,33,No,Bad,Above-7,L
M,KW,Jordan,lowerlevel,G-08,A,French,S,Mum,44,77,38,55,No,Bad,Above-7,L
F,Iraq,KuwaIT,MiddleSchool,G-08,B,Science,F,Father,86,91,37,84,No,Bad,Under-7,L
M,KW,KuwaIT,lowerlevel,G-12,A,IT,F,Father,34,11,82,54,Yes,Bad,Under-7,H
F,lebanon,KuwaIT,lowerlevel,G-07,B,Arabic,F,Father,88,99,25,97,No,Good,Above-7,M
M,Palestine,Tunis,lowerlevel,G-08,C,Science,F,Father,36,81,98,98,Yes,Good,Above-7,M
F,Iraq,KuwaIT,lowerlevel,G-08,A,English,S,Mum,99,67,92,14,Yes,Bad,Under-7,H
M,KW,KuwaIT,lowerlevel,G-08,B,Chemistry,F,Father,100,99,20,24,Yes,Good,Under-7,L
M,lebanon,Jordan,lowerlevel,G-02,A,Math,S,Mum,44,99,26,10,No,Good,Under-7,H
M,KW,USA,lowerlevel,G-02,A,Arabic,S,Father,23,99,69,35,Yes,Good,Under-7,M
M,Iran,Jordan,lowerlevel,G-12,A,IT,F,Mum,33,99,84,69,No,Good,Under-7,H
M,KW,KuwaIT,lowerlevel,G-07,B,Science,F,Mum,100,80,69,24,No,Good,Above-7,H
M,KW,lebanon,lowerlevel,G-06,A,Science,F,Father,77,32,30,98,No,Good,Under-7,M
F,lebanon,Jordan,lowerlevel,G-08,A,French,F,Mum,94,99,98,82,No,Bad,Under-7,L
M,Jordan,Iraq,lowerlevel,G-02,A,Science,S,Father,61,43,98,29,Yes,Good,Under-7,M
M,Jordan,KuwaIT,lowerlevel,G-12,B,Spanish,F,Father,47,7,86,11,No,Good,Under-7,H
M,Jordan,Morocco,lowerlevel,G-07,A,Geology,S,Mum,30,41,37,25,Yes,Bad,Above-7,M
M,KW,Morocco,lowerlevel,G-11,A,Arabic,F,Father,89,99,8,82,Yes,Good,Under-7,H
M,Morocco,Iran,MiddleSchool,G-02,A,History,F,Father,53,99,43,98,No,Good,Above-7,L
M,Iran,Iraq,lowerlevel,G-02,A,Science,S,Father,43,97,73,74,No,Bad,Under-7,L
M,Jordan,KuwaIT,MiddleSchool,G-02,A,History,F,Father,59,78,32,98,No,Good,Under-7,H
F,Egypt,SaudiArabia,HighSchool,G-02,B,Math,F,Mum,100,99,24,61,No,Good,Under-7,H
M,Jordan,Syria,lowerlevel,G-08,A,IT,F,Father,39,95,36,76,No,Good,Under-7,M
M,Iran,KuwaIT,MiddleSchool,G-12,B,French,F,Father,35,83,74,48,Yes,Bad,Above-7,H
M,KW,USA,MiddleSchool,G-07,B,IT,S,Father,100,99,98,51,Yes,Bad,Above-7,H
F,Jordan,Jordan,lowerlevel,G-12,A,English,S,Mum,22,94,38,81,No,Good,Under-7,L
M,KW,KuwaIT,lowerlevel,G-02,A,IT,S,Father,22,94,19,20,No,Bad,Under-7,L
M,KW,Jordan,lowerlevel,G-12,C,Arabic,F,Father,16,98,98,47,Yes,Bad,Under-7,M
M,Palestine,Egypt,MiddleSchool,G-08,A,IT,S,Father,39,48,83,89,Yes,Good,Under-7,L
M,Jordan,Jordan,MiddleSchool,G-08,A,English,S,Father,8,99,93,46,Yes,Bad,Above-7,H
F,Jordan,lebanon,MiddleSchool,G-07,A,Quran,F,Mum,100,99,66,74,No,Good,Under-7,H
M,Jordan,lebanon,lowerlevel,G-07,A,English,F,Mum,38,99,64,75,Yes,Bad,Under-7,H
F,Jordan,USA,MiddleSchool,G-08,B,Biology,F,Father,90,96,84,36,No,Good,Above-7,L
F,KW,KuwaIT,lowerlevel,G-02,B,History,F,Father,13,99,78,37,No,Good,Under-7,M
M,Jordan,KuwaIT,lowerlevel,G-08,A,Science,S,Father,90,41,98,98,Yes,Good,Under-7,H
F,lebanon,Iraq,lowerlevel,G-08,A,IT,F,Father,41,99,35,29,No,Bad,Under-7,M
M,Jordan,Egypt,MiddleSchool,G-02,B,IT,S,Mum,100,82,98,19,Yes,Bad,Above-7,H
M,KW,KuwaIT,MiddleSchool,G-07,A,Arabic,S,Mum,90,99,0,33,Yes,Bad,Under-7,M
M,KW,lebanon,MiddleSchool,G-02,A,Science,S,Father,34,99,10,87,Yes,Bad,Above-7,L
F,Palestine,KuwaIT,lowerlevel,G-02,A,IT,F,Father,36,88,30,87,No,Good,Under-7,M
F,Palestine,USA,HighSchool,G-02,C,Spanish,F,Mum,41,99,64,6,Yes,Bad,Under-7,H
M,Jordan,Iraq,MiddleSchool,G-02,A,Science,S,Father,72,35,18,67,Yes,Bad,Above-7,H
M,KW,Syria,MiddleSchool,G-07,A,Geology,S,Father,26,70,86,90,No,Good,Under-7,L
M,KW,Syria,MiddleSchool,G-07,A,Quran,F,Mum,20,47,87,98,Yes,Good,Above-7,H
F,Tunis,KuwaIT,lowerlevel,G-12,A,Spanish,S,Mum,70,10,87,98,Yes,Good,Above-7,H
F,KW,KuwaIT,lowerlevel,G-07,A,IT,S,Father,28,97,28,45,No,Bad,Under-7,L
M,KW,KuwaIT,lowerlevel,G-04,B,Math,S,Mum,39,79,31,71,Yes,Bad,Above-7,H
F,Jordan,KuwaIT,MiddleSchool,G-02,C,IT,F,Father,100,17,83,38,Yes,Good,Under-7,L
M,Jordan,Iraq,lowerlevel,G-02,B,Spanish,F,Father,63,98,70,98,No,Good,Above-7,M
F,KW,Jordan,lowerlevel,G-07,A,French,F,Mum,21,99,40,69,Yes,Bad,Above-7,M
F,Jordan,Iraq,lowerlevel,G-04,A,IT,F,Father,100,99,82,48,No,Good,Above-7,L
M,Jordan,Jordan,MiddleSchool,G-07,A,Arabic,F,Mum,71,39,53,98,No,Good,Under-7,M
F,KW,KuwaIT,lowerlevel,G-02,A,Biology,F,Mum,100,99,67,45,No,Good,Under-7,L
M,KW,KuwaIT,lowerlevel,G-06,A,History,F,Father,82,93,81,98,Yes,Bad,Under-7,M
M,KW,Jordan,lowerlevel,G-07,A,IT,F,Father,0,38,79,98,Yes,Good,Under-7,H
M,Iran,KuwaIT,MiddleSchool,G-04,B,IT,F,Father,99,98,24,59,Yes,Good,Under-7,M
M,Jordan,Jordan,lowerlevel,G-02,B,Science,F,Father,100,35,63,98,No,Good,Under-7,M
F,KW,KuwaIT,MiddleSchool,G-08,C,IT,F,Mum,30,99,44,39,No,Good,Above-7,L
M,Palestine,KuwaIT,HighSchool,G-07,A,IT,F,Father,38,23,66,44,Yes,Good,Above-7,H
M,Jordan,lebanon,MiddleSchool,G-06,A,IT,F,Father,96,95,32,79,No,Bad,Under-7,H
M,Syria,Iran,lowerlevel,G-11,A,French,F,Father,50,94,85,65,Yes,Bad,Under-7,M
F,KW,Iraq,MiddleSchool,G-07,B,Arabic,F,Father,100,99,9,98,No,Good,Above-7,M
M,Jordan,KuwaIT,MiddleSchool,G-07,B,IT,S,Mum,27,95,26,90,Yes,Bad,Above-7,M
M,Jordan,Iraq,MiddleSchool,G-08,C,French,S,Father,18,99,46,44,Yes,Good,Above-7,M
M,Iraq,Jordan,lowerlevel,G-02,A,English,S,Father,63,99,44,49,Yes,Good,Above-7,H
M,KW,KuwaIT,lowerlevel,G-12,A,Biology,F,Father,45,99,32,37,No,Bad,Above-7,L
F,Palestine,KuwaIT,MiddleSchool,G-04,A,English,F,Mum,22,69,98,98,Yes,Good,Above-7,H
F,KW,KuwaIT,lowerlevel,G-11,A,Arabic,F,Father,90,99,98,53,Yes,Bad,Above-7,L
M,Jordan,Jordan,HighSchool,G-02,A,IT,S,Mum,92,99,98,31,No,Good,Under-7,H
F,Egypt,KuwaIT,lowerlevel,G-02,A,French,F,Father,98,99,69,75,No,Bad,Under-7,H
F,Iraq,Morocco,HighSchool,G-02,A,English,F,Father,27,80,21,76,No,Bad,Above-7,L
M,Tunis,lebanon,lowerlevel,G-08,A,History,F,Father,0,99,42,41,No,Good,Under-7,M
M,Jordan,Jordan,HighSchool,G-04,A,IT,S,Mum,100,30,23,2,Yes,Good,Under-7,H
M,Tunis,USA,lowerlevel,G-02,A,English,F,Mum,47,99,98,45,No,Bad,Under-7,M
F,KW,Jordan,lowerlevel,G-07,A,IT,S,Father,100,91,28,11,Yes,Good,Above-7,H
F,Jordan,KuwaIT,lowerlevel,G-02,A,French,F,Father,100,99,38,98,Yes,Bad,Under-7,L
M,Palestine,USA,MiddleSchool,G-02,A,Science,F,Father,21,99,58,93,No,Good,Above-7,L
M,Jordan,Jordan,MiddleSchool,G-08,A,Spanish,S,Father,100,99,66,71,No,Good,Under-7,L
M,KW,KuwaIT,MiddleSchool,G-06,B,IT,F,Mum,36,11,94,96,Yes,Good,Under-7,H
M,Jordan,KuwaIT,lowerlevel,G-02,B,Arabic,F,Father,28,65,39,90,Yes,Good,Above-7,H
M,KW,KuwaIT,MiddleSchool,G-08,A,French,F,Father,38,81,98,42,No,Good,Above-7,H
M,Iraq,Palestine,lowerlevel,G-02,B,Science,F,Father,100,68,7,71,Yes,Good,Above-7,H
M,Jordan,Jordan,MiddleSchool,G-02,A,Science,S,Father,89,99,92,98,Yes,Bad,Under-7,H
M,KW,KuwaIT,lowerlevel,G-07,A,Spanish,S,Mum,100,39,50,58,No,Good,Above-7,H
M,Palestine,Jordan,lowerlevel,G-07,B,Arabic,S,Mum,99,41,71,33,No,Bad,Above-7,M
M,KW,KuwaIT,lowerlevel,G-02,A,Science,F,Mum,100,99,28,2,No,Bad,Above-7,L
M,Jordan,KuwaIT,MiddleSchool,G-02,A,English,F,Mum,77,99,80,98,Yes,Good,Above-7,L
M,KW,Tunis,lowerlevel,G-02,C,Arabic,F,Mum,49,55,19,29,Yes,Bad,Under-7,H
F,Jordan,KuwaIT,MiddleSchool,G-02,A,IT,F,Mum,31,99,86,98,Yes,Bad,Under-7,H
M,Jordan,KuwaIT,lowerlevel,G-08,B,IT,S,Mum,96,99,40,98,No,Bad,Under-7,H
M,Jordan,Jordan,lowerlevel,G-06,A,IT,F,Mum,93,86,98,80,Yes,Bad,Under-7,M
M,Palestine,Syria,lowerlevel,G-06,A,French,F,Mum,89,96,70,98,No,Good,Above-7,M
M,KW,Jordan,MiddleSchool,G-02,A,French,S,Father,90,36,90,22,Yes,Bad,Under-7,L
F,KW,Egypt,lowerlevel,G-04,A,French,F,Father,98,89,59,38,Yes,Good,Above-7,M
M,Syria,KuwaIT,MiddleSchool,G-08,A,IT,F,Mum,40,99,73,98,No,Good,Above-7,M
M,KW,SaudiArabia,MiddleSchool,G-08,B,Math,S,Father,39,99,61,66,Yes,Good,Above-7,M
F,Palestine,KuwaIT,lowerlevel,G-08,A,Chemistry,S,Mum,59,99,76,98,No,Good,Above-7,M
F,Jordan,Tunis,lowerlevel,G-08,A,Spanish,F,Mum,80,20,90,75,Yes,Good,Above-7,H
M,SaudiArabia,Jordan,MiddleSchool,G-07,B,Arabic,S,Father,35,99,18,83,Yes,Good,Under-7,M
M,Iraq,KuwaIT,lowerlevel,G-08,A,Geology,F,Father,25,90,3,9,Yes,Bad,Above-7,L
M,KW,Jordan,MiddleSchool,G-04,B,IT,F,Father,19,99,98,61,No,Bad,Under-7,H
M,KW,KuwaIT,MiddleSchool,G-07,A,Spanish,F,Mum,98,99,33,84,Yes,Good,Under-7,M
F,Tunis,Jordan,lowerlevel,G-12,B,Math,F,Father,95,33,47,74,No,Good,Under-7,L
M,Jordan,Jordan,MiddleSchool,G-07,A,Arabic,S,Father,42,98,69,71,No,Bad,Under-7,L
M,KW,KuwaIT,lowerlevel,G-08,B,Arabic,F,Father,100,45,75,41,Yes,Good,Under-7,M
M,Jordan,KuwaIT,lowerlevel,G-02,A,French,S,Father,62,82,35,98,No,Good,Under-7,H
F,KW,KuwaIT,lowerlevel,G-08,A,Arabic,S,Father,41,95,98,36,No,Bad,Under-7,M
F,KW,Egypt,lowerlevel,G-07,B,Arabic,S,Mum,24,90,85,32,No,Bad,Under-7,M
M,Morocco,KuwaIT,HighSchool,G-02,A,Arabic,S,Father,44,97,24,51,No,Good,Under-7,H
M,Palestine,KuwaIT,MiddleSchool,G-04,A,Quran,S,Father,32,85,19,93,No,Good,Above-7,L
M,KW,Iraq,MiddleSchool,G-06,B,Science,F,Father,79,75,14,98,No,Good,Under-7,H
M,Jordan,KuwaIT,MiddleSchool,G-02,B,IT,F,Mum,42,99,18,50,Yes,Good,Above-7,H
F,Jordan,Jordan,HighSchool,G-02,B,Math,S,Father,34,99,23,98,Yes,Bad,Under-7,M
M,Egypt,KuwaIT,lowerlevel,G-08,B,Geology,F,Father,39,84,77,21,Yes,Good,Under-7,H
M,KW,KuwaIT,HighSchool,G-06,A,Arabic,S,Father,66,50,83,98,Yes,Bad,Under-7,L
M,Jordan,Jordan,lowerlevel,G-07,B,Science,S,Mum,96,7,80,98,Yes,Good,Under-7,M
F,KW,KuwaIT,MiddleSchool,G-08,B,IT,F,Mum,80,85,95,82,Yes,Good,Under-7,M
M,Jordan,SaudiArabia,HighSchool,G-04,A,Arabic,S,Mum,100,97,98,98,Yes,Good,Above-7,L
M,Syria,Jordan,lowerlevel,G-02,A,Arabic,F,Father,86,99,98,79,No,Bad,Under-7,M
M,Palestine,KuwaIT,lowerlevel,G-07,B,Quran,F,Father,100,88,38,59,No,Good,Above-7,H
M,Morocco,KuwaIT,lowerlevel,G-07,A,Arabic,S,Father,39,84,24,23,No,Good,Above-7,M
F,Iraq,USA,MiddleSchool,G-08,B,Arabic,F,Father,100,98,98,48,Yes,Bad,Above-7,H
F,KW,KuwaIT,lowerlevel,G-08,A,Science,S,Mum,98,99,98,36,No,Good,Above-7,M
M,KW,USA,lowerlevel,G-02,A,IT,S,Father,100,31,79,32,No,Good,Under-7,M
F,Iraq,Jordan,MiddleSchool,G-02,A,English,S,Mum,99,45,98,2,Yes,Good,Under-7,H
M,KW,KuwaIT,HighSchool,G-07,A,Arabic,F,Mum,6,99,95,98,Yes,Bad,Under-7,L
M,lebanon,KuwaIT,HighSchool,G-08,C,French,S,Mum,93,99,71,67,No,Bad,Above-7,H
M,KW,Iraq,MiddleSchool,G-07,A,IT,S,Father,96,99,39,98,Yes,Bad,Above-7,H
M,Jordan,SaudiArabia,MiddleSchool,G-07,A,French,F,Father,43,26,40,26,No,Good,Under-7,L
F,Palestine,Jordan,MiddleSchool,G-02,A,History,S,Father,100,20,58,2,No,Good,Above-7,L
M,Palestine,KuwaIT,MiddleSchool,G-02,A,Science,S,Father,47,36,37,67,No,Good,Under-7,L
F,KW,Jordan,MiddleSchool,G-06,B,French,S,Father,100,67,98,98,No,Bad,Above-7,M
M,KW,Morocco,lowerlevel,G-04,B,Science,F,Father,48,14,42,91,No,Good,Under-7,M
F,Jordan,KuwaIT,MiddleSchool,G-07,B,English,S,Father,50,99,85,59,No,Good,Above-7,H
M,KW,USA,lowerlevel,G-04,B,Biology,F,Father,80,98,59,80,Yes,Good,Under-7,L
F,Jordan,KuwaIT,MiddleSchool,G-02,A,Science,S,Father,100,98,93,80,No,Good,Under-7,M
M,Palestine,Iraq,lowerlevel,G-04,A,French,F,Father,86,86,72,82,Yes,Good,Above-7,H
M,KW,Jordan,MiddleSchool,G-02,A,IT,S,Mum,40,99,80,97,Yes,Good,Above-7,M
M,Tunis,Jordan,lowerlevel,G-02,A,IT,S,Father,100,99,59,21,No,Bad,Above-7,L
F,Jordan,KuwaIT,lowerlevel,G-02,B,IT,F,Father,94,86,44,80,Yes,Good,Above-7,L
M,Egypt,Egypt,MiddleSchool,G-08,A,Biology,F,Father,29,99,87,98,Yes,Good,Above-7,H
M,KW,lebanon,MiddleSchool,G-12,B,IT,S,Father,68,99,94,47,Yes,Bad,Above-7,M
F,Jordan,Iraq,HighSchool,G-04,B,IT,F,Father,29,52,48,92,Yes,Good,Under-7,L
M,KW,KuwaIT,MiddleSchool,G-07,B,Math,S,Mum,100,41,24,84,No,Bad,Under-7,H
