gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,raisedhands,VisITedResources,AnnouncementsView,Discussion,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,Class
M,KW,KuwaIT,lowerlevel,G-11,B,IT,S,Father,36,6,51,96,No,Bad,Under-7,M
F,Palestine,Morocco,lowerlevel,G-07,A,English,F,Father,99,23,29,64,No,Bad,Under-7,L
F,KW,KuwaIT,lowerlevel,G-08,B,Science,S,Father,4,19,18,20,Yes,Good,Above-7,L
F,KW,KuwaIT,HighSchool,G-10,A,English,S,Father,36,4,11,31,No,Bad,Above-7,M
M,Jordan,Jordan,MiddleSchool,G-02,A,French,S,Mum,22,10,80,12,No,Good,Under-7,L
M,Jordan,KuwaIT,MiddleSchool,G-11,A,IT,S,Father,99,99,72,90,No,Good,Under-7,M
M,Jordan,Jordan,lowerlevel,G-02,B,Biology,S,Mum,78,2,70,74,No,Good,Under-7,H
M,lebanon,KuwaIT,lowerlevel,G-02,B,Science,F,Father,10,1,3,74,No,Good,Above-7,M
F,KW,KuwaIT,lowerlevel,G-07,B,Arabic,S,Father,1,54,30,22,Yes,Good,Above-7,H
M,KW,Jordan,MiddleSchool,G-07,B,Chemistry,S,Mum,58,7,60,50,No,Good,Under-7,M
F,Jordan,KuwaIT,lowerlevel,G-02,B,History,F,Father,4,90,32,4,Yes,Bad,Under-7,H
M,KW,KuwaIT,MiddleSchool,G-02,A,Quran,S,Mum,82,47,92,98,No,Good,Under-7,M
M,Palestine,lebanon,MiddleSchool,G-06,A,English,S,Father,69,45,0,27,Yes,Bad,Under-7,M
F,KW,Jordan,lowerlevel,G-07,A,French,S,Mum,0,79,48,33,No,Bad,Under-7,H
M,Jordan,Jordan,MiddleSchool,G-02,B,IT,S,Father,56,65,4,28,Yes,Good,Under-7,M
F,Iraq,Jordan,lowerlevel,G-11,A,IT,F,Father,98,99,52,54,Yes,Good,Under-7,H
F,KW,KuwaIT,MiddleSchool,G-08,A,English,S,Mum,76,68,20,15,Yes,Good,Under-7,H
F,Palestine,USA,lowerlevel,G-02,A,IT,F,Father,76,71,4,6,Yes,Good,Under-7,M
F,lebanon,USA,MiddleSchool,G-04,B,Biology,S,Father,53,18,2,31,No,Bad,Under-7,M
M,Jordan,Jordan,lowerlevel,G-02,A,French,S,Father,27,95,2,47,Yes,Good,Under-7,M
F,Palestine,Iraq,lowerlevel,G-02,A,Math,S,Father,9,3,1,30,Yes,Good,Under-7,H
M,KW,KuwaIT,MiddleSchool,G-02,B,French,S,Mum,98,99,28,87,No,Bad,Under-7,M
F,Jordan,KuwaIT,lowerlevel,G-06,A,IT,F,Father,58,3,26,4,Yes,Good,Under-7,H
M,KW,Egypt,lowerlevel,G-02,C,Arabic,S,Mum,77,26,77,95,Yes,Good,Under-7,M
M,Jordan,Jordan,lowerlevel,G-10,A,Geology,F,Father,12,0,0,28,No,Bad,Above-7,H
M,Jordan,Jordan,lowerlevel,G-02,B,French,S,Father,3,66,11,12,No,Good,Above-7,M
M,KW,KuwaIT,lowerlevel,G-04,A,Quran,F,Father,3,6,0,11,No,Bad,Above-7,H
F,KW,Iraq,MiddleSchool,G-04,A,Science,S,Mum,94,45,44,46,No,Good,Above-7,L
F,KW,KuwaIT,MiddleSchool,G-04,A,Math,S,Mum,88,62,97,85,No,Bad,Above-7,H
M,Jordan,Jordan,lowerlevel,G-10,B,French,F,Mum,94,99,21,79,No,Good,Under-7,H
M,Jordan,KuwaIT,lowerlevel,G-06,B,English,F,Father,52,83,86,74,Yes,Good,Under-7,M
M,KW,Jordan,MiddleSchool,G-08,B,French,S,Father,41,72,56,52,Yes,Good,Above-7,M
M,KW,KuwaIT,lowerlevel,G-07,A,English,F,Father,27,42,4,10,No,Bad,Above-7,L
F,Jordan,Jordan,MiddleSchool,G-08,B,History,S,Mum,35,68,8,44,Yes,Good,Under-7,H
M,Palestine,Jordan,MiddleSchool,G-02,B,Biology,S,Father,1,0,56,28,No,Good,Above-7,H
M,Jordan,Jordan,lowerlevel,G-07,A,English,S,Father,13,98,72,94,Yes,Bad,Above-7,L
M,Jordan,KuwaIT,lowerlevel,G-07,B,French,S,Father,76,7,41,62,Yes,Bad,Under-7,M
M,Palestine,Iraq,lowerlevel,G-02,A,Arabic,S,Mum,100,54,13,3,No,Good,Above-7,M
M,KW,Jordan,MiddleSchool,G-02,A,Biology,F,Father,69,46,37,4,Yes,Bad,Under-7,L
M,Palestine,lebanon,MiddleSchool,G-08,A,Science,S,Father,1,84,18,21,Yes,Good,Under-7,L
M,Iraq,KuwaIT,lowerlevel,G-08,B,Math,S,Father,73,66,65,61,No,Bad,Above-7,L
M,Jordan,Jordan,HighSchool,G-02,B,Arabic,F,Father,39,89,20,4,No,Bad,Under-7,M
M,KW,Iraq,lowerlevel,G-02,B,Spanish,S,Mum,87,92,98,94,Yes,Good,Under-7,H
F,KW,KuwaIT,HighSchool,G-02,A,Science,F,Father,12,90,70,12,No,Good,Under-7,L
F,Syria,Iraq,lowerlevel,G-07,A,IT,F,Mum,95,1,37,39,Yes,Good,Above-7,L
M,Palestine,Iran,HighSchool,G-02,A,Arabic,F,Mum,51,22,30,4,No,Bad,Under-7,H
M,Palestine,lebanon,MiddleSchool,G-08,A,Biology,F,Father,40,56,55,42,Yes,Good,Under-7,L
M,KW,Jordan,MiddleSchool,G-02,B,Geology,F,Father,66,81,34,55,Yes,Good,Above-7,L
M,KW,KuwaIT,lowerlevel,G-04,B,Arabic,S,Father,7,0,19,23,Yes,Bad,Above-7,M
F,Egypt,KuwaIT,MiddleSchool,G-06,A,French,F,Mum,99,99,68,12,No,Good,Under-7,L
M,Jordan,KuwaIT,MiddleSchool,G-12,B,Chemistry,F,Father,56,0,37,91,No,Bad,Above-7,M
F,KW,lebanon,HighSchool,G-07,A,Arabic,F,Mum,9,71,16,73,Yes,Good,Above-7,H
M,KW,KuwaIT,lowerlevel,G-07,B,Science,S,Father,69,63,0,12,Yes,Good,Under-7,M
M,lebanon,KuwaIT,MiddleSchool,G-08,B,IT,S,Father,90,84,21,6,Yes,Bad,Above-7,L
F,KW,Jordan,lowerlevel,G-04,C,IT,F,Mum,91,99,51,44,Yes,Good,Above-7,M
M,Syria,lebanon,HighSchool,G-02,B,Geology,F,Mum,3,76,44,8,Yes,Good,Under-7,M
M,Egypt,KuwaIT,MiddleSchool,G-07,A,Science,F,Father,95,99,17,57,Yes,Good,Under-7,M
M,KW,Iraq,MiddleSchool,G-08,B,Arabic,F,Father,18,53,6,14,No,Good,Above-7,L
M,KW,KuwaIT,lowerlevel,G-02,B,Biology,F,Father,44,4,32,4,No,Good,Under-7,H
F,KW,lebanon,lowerlevel,G-02,B,Arabic,F,Father,32,12,71,51,No,Good,Under-7,M
M,Jordan,KuwaIT,lowerlevel,G-07,A,IT,F,Father,1,5,1,6,No,Good,Above-7,H
M,Jordan,Jordan,lowerlevel,G-08,B,French,S,Mum,72,59,35,61,Yes,Bad,Under-7,L
M,KW,Iraq,MiddleSchool,G-08,B,Quran,S,Mum,99,66,21,40,No,Bad,Under-7,H
M,Jordan,Jordan,MiddleSchool,G-02,A,Science,S,Mum,89,99,91,93,Yes,Bad,Under-7,H
M,Palestine,KuwaIT,lowerlevel,G-07,B,Arabic,S,Mum,97,95,9,91,Yes,Good,Under-7,H
M,Jordan,KuwaIT,lowerlevel,G-04,B,French,F,Father,0,0,13,4,Yes,Bad,Above-7,H
F,KW,Iraq,MiddleSchool,G-08,A,French,S,Father,92,25,65,48,Yes,Good,Under-7,M
F,Palestine,KuwaIT,MiddleSchool,G-02,A,IT,S,Mum,34,43,10,72,Yes,Bad,Under-7,M
M,Tunis,SaudiArabia,MiddleSchool,G-02,A,Spanish,S,Father,92,10,27,95,No,Bad,Above-7,M
F,SaudiArabia,lebanon,MiddleSchool,G-08,A,History,S,Mum,96,94,83,93,Yes,Bad,Under-7,H
M,SaudiArabia,KuwaIT,lowerlevel,G-07,B,Science,F,Mum,66,13,49,75,Yes,Good,Under-7,H
F,Jordan,Jordan,MiddleSchool,G-08,C,Spanish,S,Father,83,95,66,45,No,Bad,Under-7,H
F,Jordan,KuwaIT,MiddleSchool,G-02,A,Quran,S,Mum,96,99,93,92,No,Good,Under-7,L
M,Jordan,KuwaIT,lowerlevel,G-02,A,Arabic,F,Mum,3,17,80,43,Yes,Good,Under-7,H
M,KW,KuwaIT,lowerlevel,G-07,B,Arabic,S,Father,2,1,1,27,Yes,Good,Above-7,L
M,Iraq,Tunis,MiddleSchool,G-02,B,Biology,F,Mum,77,29,38,74,No,Good,Under-7,H
M,Jordan,Iraq,MiddleSchool,G-08,A,French,S,Father,86,25,41,11,No,Good,Under-7,M
M,Morocco,KuwaIT,lowerlevel,G-08,B,Spanish,S,Father,91,99,87,29,Yes,Good,Under-7,M
F,KW,KuwaIT,HighSchool,G-11,B,IT,S,Father,16,44,16,3,No,Bad,Above-7,H
M,Iraq,lebanon,lowerlevel,G-06,C,English,S,Mum,10,25,19,85,Yes,Good,Under-7,H
F,Jordan,Egypt,MiddleSchool,G-02,A,Quran,F,Mum,78,99,77,30,Yes,Bad,Above-7,L
F,KW,KuwaIT,HighSchool,G-04,A,Arabic,F,Father,20,3,5,3,No,Good,Under-7,M
M,KW,Jordan,HighSchool,G-11,A,English,S,Father,11,52,9,28,Yes,Good,Under-7,H
M,KW,Jordan,lowerlevel,G-12,A,Science,F,Father,83,99,3,29,No,Bad,Under-7,L
M,Jordan,Jordan,MiddleSchool,G-07,B,English,F,Mum,65,1,1,63,Yes,Bad,Under-7,H
F,Tunis,Jordan,MiddleSchool,G-08,B,Spanish,F,Father,81,99,63,10,Yes,Bad,Above-7,H
F,Palestine,KuwaIT,MiddleSchool,G-07,B,Arabic,S,Father,90,99,31,31,Yes,Bad,Under-7,L
F,KW,SaudiArabia,MiddleSchool,G-08,B,Spanish,S,Father,3,1,1,72,No,Bad,Under-7,M
M,KW,KuwaIT,lowerlevel,G-07,A,Science,S,Father,74,84,45,72,Yes,Good,Under-7,L
M,KW,Jordan,lowerlevel,G-08,A,Quran,F,Father,0,0,1,8,Yes,Good,Under-7,M
F,KW,KuwaIT,lowerlevel,G-02,B,IT,F,Father,74,58,5,40,No,Bad,Under-7,M
M,Jordan,KuwaIT,MiddleSchool,G-04,A,Science,S,Mum,96,92,80,11,Yes,Good,Above-7,L
F,Jordan,Jordan,lowerlevel,G-06,A,English,S,Mum,53,54,97,86,No,Good,Under-7,M
M,Jordan,Tunis,lowerlevel,G-07,A,French,F,Mum,65,14,31,45,Yes,Good,Above-7,L
M,Jordan,Iraq,lowerlevel,G-04,B,French,F,Father,0,0,6,3,No,Good,Above-7,M
M,KW,Iraq,MiddleSchool,G-08,B,Arabic,F,Mum,100,34,84,38,No,Bad,Above-7,H
M,lebanon,venzuela,lowerlevel,G-02,A,IT,S,Father,49,67,96,10,Yes,Good,Under-7,H
F,KW,KuwaIT,MiddleSchool,G-02,B,IT,S,Mum,72,67,59,32,Yes,Good,Under-7,L
M,USA,KuwaIT,MiddleSchool,G-02,B,Science,S,Mum,25,80,3,10,Yes,Good,Above-7,H
M,KW,KuwaIT,lowerlevel,G-06,B,English,F,Father,57,16,58,96,No,Good,Above-7,M
M,KW,lebanon,lowerlevel,G-02,A,Geology,F,Mum,96,95,56,91,Yes,Good,Under-7,L
M,Iraq,KuwaIT,lowerlevel,G-06,A,Chemistry,F,Father,16,58,34,10,Yes,Good,Under-7,L
F,KW,Jordan,MiddleSchool,G-04,A,IT,S,Father,99,33,1,91,No,Bad,Under-7,M
M,Jordan,KuwaIT,MiddleSchool,G-08,A,Biology,S,Father,79,30,84,92,No,Bad,Under-7,M
F,KW,Jordan,lowerlevel,G-09,A,Geology,F,Mum,94,26,24,95,Yes,Good,Under-7,L
F,KW,KuwaIT,MiddleSchool,G-09,A,English,F,Mum,50,98,58,66,Yes,Good,Under-7,H
M,Jordan,KuwaIT,lowerlevel,G-08,A,IT,S,Mum,8,5,88,82,No,Good,Above-7,M
M,Egypt,Syria,lowerlevel,G-07,A,Arabic,S,Mum,13,14,24,98,No,Good,Above-7,L
F,Jordan,Jordan,MiddleSchool,G-09,A,Science,S,Father,98,92,88,83,No,Bad,Under-7,H
M,SaudiArabia,KuwaIT,MiddleSchool,G-08,A,Biology,S,Father,22,85,69,14,Yes,Good,Under-7,L
M,Egypt,Morocco,MiddleSchool,G-02,A,IT,S,Father,75,77,39,76,Yes,Bad,Above-7,M
M,Jordan,KuwaIT,lowerlevel,G-08,C,French,S,Father,51,4,7,56,No,Good,Above-7,L
M,Jordan,Jordan,lowerlevel,G-08,B,Arabic,S,Mum,96,67,25,76,No,Good,Under-7,H
F,Tunis,Iraq,MiddleSchool,G-08,B,Arabic,S,Mum,91,13,77,28,Yes,Bad,Under-7,M
F,SaudiArabia,KuwaIT,HighSchool,G-07,A,English,F,Father,75,99,12,93,Yes,Good,Under-7,H
