code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
BBB,2014B,590460.0,F,North Western Region,Lower Than A Level,60-70pct,0 to 35,3,31.0,N,Withdrawn
CCC,2014B,664428.0,M,Scotland,A Level or Equivalent,60-70pct,0 to 35,0,89.0,N,Withdrawn
DDD,2014J,436611.0,M,North Region,HE Qualification,20-30pct,35 to 55,0,99.0,N,Fail
GGG,2014J,758983.0,F,North Western Region,A Level or Equivalent,10-20,0 to 35,3,46.0,N,Fail
FFF,2013J,578714.0,M,North Region,No Formal quals,20-30pct,0 to 35,0,41.0,N,Fail
FFF,2013J,541942.0,M,Ireland,No Formal quals,30-40pct,0 to 35,2,42.0,N,Distinction
DDD,2013J,655299.0,M,Wales,Lower Than A Level,50-60pct,0 to 35,0,103.0,N,Fail
DDD,2013B,471461.0,F,East Anglian Region,A Level or Equivalent,30-40pct,55 to 100,0,151.0,Y,Fail
EEE,2013J,557258.0,M,South Region,A Level or Equivalent,90-100pct,0 to 35,0,96.0,Y,Fail
DDD,2013B,454109.0,M,Wales,A Level or Equivalent,10-20,0 to 35,0,397.0,Y,Fail
FFF,2013B,343943.0,M,West Midlands Region,Post Graduate Qualification,20-30pct,0 to 35,0,108.0,N,Distinction
CCC,2014J,672887.0,M,East Midlands Region,Lower Than A Level,10-20,35 to 55,0,48.0,N,Pass
GGG,2014J,561139.0,F,West Midlands Region,A Level or Equivalent,60-70pct,35 to 55,0,45.0,N,Pass
FFF,2014B,621127.0,M,West Midlands Region,Lower Than A Level,20-30pct,0 to 35,0,85.0,N,Pass
BBB,2014J,777846.0,F,Wales,A Level or Equivalent,40-50pct,35 to 55,6,78.0,N,Distinction
EEE,2014B,1705832.0,M,West Midlands Region,A Level or Equivalent,20-30pct,55 to 100,6,43.0,N,Withdrawn
DDD,2013J,656830.0,M,London Region,No Formal quals,10-20,0 to 35,0,74.0,N,Withdrawn
DDD,2013J,619637.0,M,West Midlands Region,A Level or Equivalent,10-20,35 to 55,0,43.0,N,Pass
BBB,2014B,270134.0,F,North Western Region,Lower Than A Level,60-70pct,0 to 35,3,47.0,N,Distinction
GGG,2013B,2120354.0,F,East Anglian Region,Lower Than A Level,10-20,35 to 55,1,38.0,N,Pass
CCC,2014J,761711.0,M,North Region,A Level or Equivalent,10-20,35 to 55,0,61.0,N,Pass
CCC,2014J,2641506.0,M,South Region,Lower Than A Level,30-40pct,35 to 55,0,57.0,N,Pass
FFF,2014B,355927.0,M,East Anglian Region,A Level or Equivalent,70-80pct,0 to 35,0,41.0,N,Pass
FFF,2013J,462905.0,M,Wales,Lower Than A Level,10-20,0 to 35,2,78.0,N,Pass
BBB,2014J,353128.0,F,Wales,A Level or Equivalent,80-90pct,0 to 35,4,50.0,N,Distinction
EEE,2014B,585729.0,M,North Western Region,Lower Than A Level,10-20,0 to 35,6,77.0,N,Pass
GGG,2014B,572037.0,F,South West Region,No Formal quals,90-100pct,0 to 35,3,35.0,N,Distinction
FFF,2014B,571676.0,M,Wales,Lower Than A Level,40-50pct,35 to 55,3,175.0,N,Withdrawn
DDD,2014J,629470.0,F,South Region,A Level or Equivalent,90-100pct,0 to 35,1,113.0,N,Pass
DDD,2013B,228464.0,M,North Western Region,A Level or Equivalent,50-60pct,0 to 35,5,48.0,N,Pass
BBB,2014B,610988.0,F,West Midlands Region,No Formal quals,60-70pct,35 to 55,0,46.0,N,Pass
FFF,2013B,422877.0,F,Wales,Lower Than A Level,0-10pct,35 to 55,0,76.0,N,Fail
BBB,2013J,649117.0,F,North Western Region,A Level or Equivalent,20-30pct,0 to 35,0,123.0,N,Distinction
BBB,2014J,665282.0,F,East Midlands Region,Lower Than A Level,10-20,0 to 35,0,627.0,N,Withdrawn
BBB,2014B,264646.0,M,South West Region,Lower Than A Level,20-30pct,35 to 55,0,433.0,N,Pass
GGG,2014J,660628.0,F,North Western Region,Lower Than A Level,10-20,0 to 35,3,343.0,N,Withdrawn
AAA,2013B,939492.0,F,North Region,HE Qualification,20-30pct,35 to 55,5,147.0,N,Fail
CCC,2014J,535911.0,M,South West Region,A Level or Equivalent,30-40pct,0 to 35,0,44.0,N,Distinction
BBB,2013B,619679.0,F,East Midlands Region,Lower Than A Level,0-10pct,0 to 35,0,47.0,N,Fail
FFF,2013J,599426.0,F,East Anglian Region,A Level or Equivalent,60-70pct,0 to 35,0,32.0,N,Pass
FFF,2013J,642019.0,M,East Anglian Region,A Level or Equivalent,50-60pct,0 to 35,5,60.0,N,Pass
BBB,2014J,583736.0,F,North Region,HE Qualification,20-30pct,0 to 35,2,98.0,N,Withdrawn
FFF,2014B,520792.0,M,North Western Region,A Level or Equivalent,40-50pct,0 to 35,0,56.0,N,Withdrawn
CCC,2014J,390275.0,M,South Region,A Level or Equivalent,10-20,0 to 35,6,124.0,N,Pass
AAA,2014J,396454.0,F,Yorkshire Region,Lower Than A Level,50-60pct,0 to 35,0,214.0,N,Pass
BBB,2013B,626354.0,F,London Region,Lower Than A Level,90-100pct,0 to 35,2,50.0,Y,Withdrawn
CCC,2014B,675184.0,M,West Midlands Region,A Level or Equivalent,20-30pct,0 to 35,0,35.0,N,Pass
BBB,2014J,624983.0,F,Ireland,No Formal quals,60-70pct,0 to 35,3,49.0,N,Distinction
CCC,2014B,607466.0,M,London Region,A Level or Equivalent,10-20,0 to 35,0,114.0,N,Pass
BBB,2014B,635910.0,F,West Midlands Region,A Level or Equivalent,60-70pct,0 to 35,4,59.0,N,Fail
BBB,2013B,138878.0,F,North Region,HE Qualification,20-30pct,35 to 55,5,51.0,N,Distinction
FFF,2013B,263772.0,M,West Midlands Region,A Level or Equivalent,10-20,0 to 35,0,473.0,N,Withdrawn
DDD,2013B,518309.0,F,Scotland,Post Graduate Qualification,50-60pct,0 to 35,5,31.0,N,Pass
EEE,2014B,557520.0,M,East Midlands Region,No Formal quals,0-10pct,0 to 35,2,55.0,N,Fail
DDD,2014B,629471.0,F,Wales,No Formal quals,80-90pct,0 to 35,0,41.0,N,Pass
CCC,2013J,205374.0,M,London Region,Lower Than A Level,0-10pct,35 to 55,0,40.0,N,Pass
FFF,2014J,496174.0,M,Yorkshire Region,HE Qualification,60-70pct,0 to 35,0,41.0,N,Pass
FFF,2014B,389677.0,M,Ireland,HE Qualification,20-30pct,0 to 35,0,90.0,N,Distinction
FFF,2014J,579314.0,M,East Midlands Region,Lower Than A Level,60-70pct,0 to 35,3,119.0,N,Distinction
BBB,2014B,645574.0,F,North Region,No Formal quals,90-100pct,0 to 35,2,55.0,N,Distinction
EEE,2014B,1647460.0,M,North Western Region,Lower Than A Level,20-30pct,35 to 55,0,76.0,N,Withdrawn
CCC,2014B,576252.0,M,Scotland,Post Graduate Qualification,50-60pct,35 to 55,0,61.0,N,Pass
GGG,2013J,654133.0,F,London Region,Lower Than A Level,50-60pct,0 to 35,0,48.0,N,Pass
CCC,2014J,591455.0,M,South East Region,A Level or Equivalent,50-60pct,35 to 55,0,58.0,N,Withdrawn
DDD,2013B,521373.0,M,South Region,A Level or Equivalent,20-30pct,0 to 35,0,60.0,N,Distinction
DDD,2014J,695646.0,M,Scotland,A Level or Equivalent,90-100pct,0 to 35,0,80.0,N,Fail
FFF,2014J,566199.0,M,Scotland,HE Qualification,40-50pct,0 to 35,4,49.0,Y,Fail
CCC,2014B,505333.0,M,North Region,Lower Than A Level,80-90pct,0 to 35,0,91.0,N,Pass
GGG,2014B,552482.0,M,East Midlands Region,Lower Than A Level,60-70pct,35 to 55,5,31.0,N,Distinction
FFF,2014B,624192.0,M,Ireland,Lower Than A Level,20-30pct,0 to 35,0,47.0,Y,Fail
GGG,2013J,398486.0,M,South Region,A Level or Equivalent,70-80pct,0 to 35,0,377.0,N,Fail
DDD,2013B,483158.0,F,Yorkshire Region,A Level or Equivalent,30-40pct,0 to 35,0,87.0,N,Withdrawn
BBB,2013B,638669.0,F,East Midlands Region,A Level or Equivalent,80-90pct,0 to 35,0,59.0,N,Pass
CCC,2014B,549967.0,M,North Western Region,A Level or Equivalent,50-60pct,0 to 35,0,110.0,N,Pass
FFF,2013J,632485.0,M,London Region,Lower Than A Level,80-90pct,0 to 35,5,39.0,N,Distinction
DDD,2014B,628597.0,M,South West Region,Lower Than A Level,60-70pct,35 to 55,0,58.0,N,Fail
EEE,2014J,217516.0,M,North Western Region,A Level or Equivalent,60-70pct,0 to 35,3,252.0,N,Distinction
BBB,2013J,599414.0,M,South Region,Lower Than A Level,40-50pct,0 to 35,0,117.0,N,Fail
DDD,2014J,460903.0,M,South West Region,Lower Than A Level,90-100pct,35 to 55,1,31.0,N,Fail
CCC,2014B,679356.0,M,East Midlands Region,HE Qualification,60-70pct,0 to 35,0,117.0,N,Withdrawn
DDD,2013J,551282.0,M,Wales,A Level or Equivalent,30-40pct,0 to 35,0,116.0,N,Pass
FFF,2014B,142321.0,M,South West Region,A Level or Equivalent,50-60pct,0 to 35,0,55.0,N,Pass
GGG,2014J,676712.0,F,London Region,Lower Than A Level,0-10pct,0 to 35,0,269.0,N,Withdrawn
CCC,2014B,435784.0,F,Ireland,Lower Than A Level,20-30pct,0 to 35,2,67.0,N,Fail
BBB,2014J,563152.0,F,East Midlands Region,Post Graduate Qualification,60-70pct,0 to 35,3,212.0,N,Withdrawn
FFF,2014J,574911.0,M,North Region,Post Graduate Qualification,20-30pct,0 to 35,0,100.0,N,Distinction
BBB,2014B,519316.0,F,West Midlands Region,A Level or Equivalent,50-60pct,0 to 35,0,56.0,N,Distinction
FFF,2013J,809101.0,M,North Western Region,A Level or Equivalent,30-40pct,0 to 35,0,112.0,N,Withdrawn
BBB,2014B,549436.0,F,Yorkshire Region,Lower Than A Level,10-20,0 to 35,0,56.0,N,Withdrawn
BBB,2014J,604082.0,F,West Midlands Region,Lower Than A Level,20-30pct,0 to 35,0,47.0,N,Pass
BBB,2014B,560114.0,F,Scotland,HE Qualification,50-60pct,0 to 35,0,30.0,N,Pass
DDD,2013B,581604.0,M,South Region,A Level or Equivalent,50-60pct,35 to 55,0,153.0,N,Fail
FFF,2014B,576302.0,M,London Region,Lower Than A Level,50-60pct,0 to 35,0,141.0,N,Fail
CCC,2014B,634103.0,M,London Region,A Level or Equivalent,60-70pct,0 to 35,1,75.0,Y,Withdrawn
DDD,2014B,593864.0,M,Wales,Lower Than A Level,60-70pct,35 to 55,0,107.0,N,Withdrawn
BBB,2014J,163847.0,F,South East Region,Lower Than A Level,30-40pct,35 to 55,0,48.0,Y,Fail
CCC,2014J,614665.0,M,East Midlands Region,Lower Than A Level,80-90pct,0 to 35,0,54.0,N,Withdrawn
GGG,2013J,551687.0,M,South Region,Lower Than A Level,30-40pct,0 to 35,0,40.0,N,Distinction
DDD,2014J,560036.0,F,South West Region,HE Qualification,30-40pct,0 to 35,0,43.0,Y,Pass
BBB,2013J,1629974.0,M,South West Region,A Level or Equivalent,80-90pct,35 to 55,4,36.0,N,Fail
AAA,2014J,2201226.0,F,Scotland,HE Qualification,70-80pct,0 to 35,0,389.0,N,Fail
EEE,2014B,594985.0,M,Scotland,A Level or Equivalent,60-70pct,0 to 35,0,54.0,N,Pass
FFF,2014J,645589.0,M,Ireland,Lower Than A Level,10-20,0 to 35,0,94.0,N,Withdrawn
DDD,2014J,660067.0,M,West Midlands Region,No Formal quals,90-100pct,0 to 35,5,119.0,N,Withdrawn
CCC,2014J,670940.0,M,East Anglian Region,A Level or Equivalent,60-70pct,0 to 35,0,97.0,N,Pass
FFF,2013J,569328.0,M,East Anglian Region,A Level or Equivalent,90-100pct,35 to 55,0,35.0,N,Withdrawn
CCC,2014B,637591.0,M,East Midlands Region,Post Graduate Qualification,10-20,0 to 35,0,37.0,N,Withdrawn
BBB,2014J,813114.0,M,Scotland,Post Graduate Qualification,80-90pct,35 to 55,0,584.0,N,Distinction
FFF,2013B,554220.0,M,London Region,A Level or Equivalent,10-20,0 to 35,0,51.0,N,Pass
CCC,2014J,638074.0,M,South East Region,Lower Than A Level,50-60pct,35 to 55,0,56.0,N,Pass
DDD,2013J,661030.0,F,North Western Region,Lower Than A Level,10-20,35 to 55,0,36.0,N,Withdrawn
CCC,2014J,728434.0,M,Ireland,A Level or Equivalent,80-90pct,0 to 35,0,402.0,Y,Pass
DDD,2014B,580352.0,M,Yorkshire Region,A Level or Equivalent,70-80pct,0 to 35,3,66.0,N,Fail
GGG,2013J,1305568.0,M,South East Region,Lower Than A Level,50-60pct,0 to 35,4,473.0,N,Fail
DDD,2014B,335040.0,M,South East Region,A Level or Equivalent,30-40pct,35 to 55,2,74.0,Y,Fail
CCC,2014J,2062244.0,F,West Midlands Region,Lower Than A Level,0-10pct,35 to 55,0,40.0,N,Withdrawn
BBB,2013J,610323.0,F,North Western Region,Lower Than A Level,60-70pct,35 to 55,0,54.0,N,Withdrawn
FFF,2013B,59338.0,M,Scotland,HE Qualification,40-50pct,0 to 35,0,51.0,N,Withdrawn
FFF,2013J,487894.0,M,London Region,A Level or Equivalent,60-70pct,0 to 35,6,63.0,N,Pass
FFF,2013J,615339.0,M,South West Region,A Level or Equivalent,80-90pct,0 to 35,0,158.0,N,Fail
CCC,2014J,588594.0,F,Yorkshire Region,Lower Than A Level,90-100pct,0 to 35,0,46.0,Y,Fail
FFF,2013J,594794.0,M,North Western Region,HE Qualification,80-90pct,0 to 35,4,33.0,N,Fail
FFF,2013B,388671.0,M,West Midlands Region,Lower Than A Level,0-10pct,0 to 35,5,110.0,N,Distinction
CCC,2014B,1801263.0,F,North Western Region,Lower Than A Level,30-40pct,35 to 55,0,52.0,N,Pass
AAA,2014J,486739.0,M,East Anglian Region,A Level or Equivalent,60-70pct,35 to 55,0,206.0,N,Pass
AAA,2014J,141073.0,M,Ireland,Lower Than A Level,10-20,35 to 55,0,374.0,N,Withdrawn
AAA,2014J,239983.0,M,London Region,HE Qualification,40-50pct,35 to 55,0,341.0,N,Withdrawn
BBB,2013B,591914.0,F,Scotland,HE Qualification,0-10pct,0 to 35,0,38.0,N,Distinction
BBB,2014B,552544.0,M,London Region,A Level or Equivalent,10-20,35 to 55,0,107.0,N,Fail
FFF,2013J,584448.0,M,London Region,A Level or Equivalent,0-10pct,35 to 55,0,46.0,N,Distinction
DDD,2013B,307614.0,M,East Anglian Region,A Level or Equivalent,70-80pct,35 to 55,0,61.0,N,Pass
CCC,2014B,539987.0,F,South Region,Lower Than A Level,20-30pct,0 to 35,0,290.0,N,Fail
FFF,2014B,594126.0,M,South West Region,Lower Than A Level,30-40pct,0 to 35,0,51.0,N,Withdrawn
EEE,2013J,178438.0,M,South East Region,A Level or Equivalent,90-100pct,0 to 35,0,587.0,N,Pass
CCC,2014J,595072.0,F,Wales,Lower Than A Level,60-70pct,35 to 55,0,391.0,N,Fail
DDD,2014J,674796.0,F,North Region,A Level or Equivalent,0-10pct,35 to 55,0,37.0,N,Pass
GGG,2014J,767968.0,F,West Midlands Region,A Level or Equivalent,10-20,0 to 35,0,39.0,N,Pass
DDD,2014J,630596.0,F,Scotland,A Level or Equivalent,50-60pct,35 to 55,0,597.0,N,Fail
FFF,2013J,643421.0,F,East Midlands Region,HE Qualification,50-60pct,0 to 35,0,53.0,N,Pass
CCC,2014J,463328.0,M,London Region,Lower Than A Level,20-30pct,0 to 35,5,139.0,N,Distinction
DDD,2014J,602562.0,M,East Anglian Region,Post Graduate Qualification,90-100pct,0 to 35,0,40.0,N,Pass
AAA,2014J,92020.0,M,South West Region,HE Qualification,50-60pct,35 to 55,0,59.0,N,Fail
GGG,2014B,546552.0,M,London Region,HE Qualification,40-50pct,35 to 55,0,36.0,N,Pass
DDD,2013B,301127.0,M,London Region,HE Qualification,50-60pct,35 to 55,0,34.0,N,Withdrawn
AAA,2014J,320402.0,M,South West Region,No Formal quals,60-70pct,0 to 35,5,456.0,N,Withdrawn
DDD,2013B,443170.0,F,Scotland,HE Qualification,20-30pct,0 to 35,0,167.0,N,Pass
FFF,2013J,497158.0,F,London Region,Lower Than A Level,30-40pct,0 to 35,3,104.0,N,Distinction
EEE,2014B,1682935.0,F,South Region,A Level or Equivalent,20-30pct,0 to 35,2,48.0,N,Withdrawn
CCC,2014J,665099.0,F,South Region,No Formal quals,10-20,0 to 35,0,112.0,N,Distinction
DDD,2013B,352111.0,F,South Region,HE Qualification,90-100pct,35 to 55,0,31.0,N,Withdrawn
GGG,2013J,2366051.0,F,North Western Region,HE Qualification,60-70pct,35 to 55,3,346.0,N,Withdrawn
CCC,2014B,600914.0,M,South East Region,A Level or Equivalent,40-50pct,35 to 55,4,531.0,N,Fail
FFF,2014B,505898.0,M,North Western Region,A Level or Equivalent,20-30pct,0 to 35,0,94.0,N,Withdrawn
FFF,2013J,60467.0,M,South West Region,No Formal quals,20-30pct,0 to 35,0,162.0,Y,Withdrawn
DDD,2014J,636174.0,M,Scotland,A Level or Equivalent,0-10pct,0 to 35,0,121.0,N,Withdrawn
EEE,2013J,552691.0,M,North Region,Lower Than A Level,30-40pct,35 to 55,6,595.0,N,Fail
GGG,2014B,606759.0,F,East Anglian Region,Lower Than A Level,20-30pct,35 to 55,0,224.0,Y,Withdrawn
DDD,2014B,38898.0,M,South West Region,Post Graduate Qualification,60-70pct,0 to 35,5,48.0,N,Fail
AAA,2013J,296430.0,M,East Anglian Region,A Level or Equivalent,30-40pct,35 to 55,2,511.0,N,Pass
CCC,2014J,617912.0,F,Scotland,Lower Than A Level,10-20,0 to 35,3,51.0,N,Withdrawn
DDD,2014B,341138.0,M,Wales,A Level or Equivalent,0-10pct,0 to 35,0,255.0,N,Pass
BBB,2013J,622502.0,F,North Western Region,Post Graduate Qualification,0-10pct,35 to 55,0,52.0,N,Distinction
BBB,2014J,513176.0,F,North Region,Post Graduate Qualification,60-70pct,35 to 55,6,157.0,N,Fail
BBB,2014J,801899.0,F,Yorkshire Region,A Level or Equivalent,40-50pct,0 to 35,0,41.0,N,Pass
FFF,2014J,749090.0,M,Scotland,HE Qualification,40-50pct,0 to 35,3,43.0,N,Withdrawn
FFF,2013J,588677.0,M,East Anglian Region,A Level or Equivalent,80-90pct,35 to 55,2,112.0,N,Fail
BBB,2014B,609681.0,M,Scotland,Lower Than A Level,90-100pct,0 to 35,0,406.0,N,Pass
FFF,2013J,656095.0,M,Ireland,Post Graduate Qualification,20-30pct,0 to 35,0,281.0,N,Distinction
EEE,2014B,1750269.0,F,Yorkshire Region,Post Graduate Qualification,60-70pct,35 to 55,0,96.0,N,Distinction
AAA,2014J,385246.0,M,Yorkshire Region,A Level or Equivalent,20-30pct,0 to 35,4,80.0,N,Distinction
FFF,2014J,571848.0,M,North Western Region,Lower Than A Level,0-10pct,0 to 35,0,106.0,N,Pass
FFF,2014B,2309757.0,F,East Midlands Region,Lower Than A Level,70-80pct,0 to 35,0,114.0,N,Withdrawn
DDD,2014J,632226.0,M,North Western Region,A Level or Equivalent,20-30pct,0 to 35,0,44.0,N,Pass
DDD,2013J,557668.0,M,Wales,Lower Than A Level,30-40pct,0 to 35,0,30.0,N,Distinction
BBB,2013B,509116.0,F,North Western Region,A Level or Equivalent,50-60pct,0 to 35,0,100.0,N,Pass
FFF,2014J,2172395.0,F,East Midlands Region,A Level or Equivalent,80-90pct,35 to 55,2,59.0,N,Withdrawn
DDD,2013J,600853.0,M,Wales,Lower Than A Level,50-60pct,35 to 55,0,56.0,N,Pass
BBB,2013J,638388.0,F,North Western Region,HE Qualification,80-90pct,0 to 35,0,53.0,N,Withdrawn
BBB,2014J,724889.0,F,East Midlands Region,Lower Than A Level,20-30pct,0 to 35,0,102.0,N,Fail
DDD,2013B,304004.0,F,West Midlands Region,Lower Than A Level,70-80pct,0 to 35,0,53.0,N,Withdrawn
BBB,2014B,643653.0,F,South Region,A Level or Equivalent,10-20,0 to 35,6,39.0,N,Pass
GGG,2013B,411012.0,F,East Anglian Region,A Level or Equivalent,90-100pct,0 to 35,6,31.0,N,Pass
DDD,2014J,522298.0,M,Scotland,Lower Than A Level,60-70pct,0 to 35,0,42.0,N,Fail
FFF,2014B,2245854.0,M,North Region,A Level or Equivalent,20-30pct,0 to 35,0,114.0,N,Pass
BBB,2013B,1916141.0,F,South Region,A Level or Equivalent,90-100pct,55 to 100,0,38.0,Y,Pass
FFF,2013J,562475.0,M,East Anglian Region,A Level or Equivalent,60-70pct,35 to 55,0,123.0,N,Pass
DDD,2013J,363114.0,M,East Anglian Region,A Level or Equivalent,20-30pct,0 to 35,1,196.0,N,Withdrawn
AAA,2013J,393553.0,M,Scotland,A Level or Equivalent,20-30pct,35 to 55,1,268.0,N,Fail
CCC,2014J,448673.0,M,East Anglian Region,Lower Than A Level,40-50pct,0 to 35,0,96.0,N,Pass
GGG,2013J,1357350.0,F,West Midlands Region,Lower Than A Level,0-10pct,0 to 35,0,33.0,N,Distinction
FFF,2014J,424282.0,M,Yorkshire Region,A Level or Equivalent,20-30pct,35 to 55,1,149.0,N,Withdrawn
FFF,2014B,662185.0,M,East Anglian Region,A Level or Equivalent,30-40pct,0 to 35,0,424.0,N,Fail
BBB,2013J,464505.0,F,London Region,A Level or Equivalent,30-40pct,0 to 35,0,33.0,N,Withdrawn
GGG,2013B,286074.0,M,West Midlands Region,No Formal quals,40-50pct,35 to 55,0,230.0,N,Withdrawn
AAA,2014J,312305.0,M,Scotland,A Level or Equivalent,20-30pct,0 to 35,0,206.0,N,Withdrawn
AAA,2014J,200834.0,M,South Region,A Level or Equivalent,50-60pct,0 to 35,0,211.0,N,Fail
BBB,2013B,518176.0,F,East Anglian Region,A Level or Equivalent,80-90pct,0 to 35,0,44.0,N,Fail
DDD,2014B,527538.0,F,East Anglian Region,A Level or Equivalent,10-20,0 to 35,0,107.0,N,Withdrawn
FFF,2013J,428791.0,F,London Region,Lower Than A Level,40-50pct,0 to 35,0,57.0,N,Pass
FFF,2014B,481349.0,M,East Midlands Region,A Level or Equivalent,10-20,35 to 55,0,111.0,N,Fail
DDD,2013J,634626.0,F,Scotland,Lower Than A Level,60-70pct,35 to 55,0,54.0,N,Fail
CCC,2014B,457771.0,F,Yorkshire Region,A Level or Equivalent,30-40pct,0 to 35,1,78.0,N,Withdrawn
DDD,2014J,664616.0,M,East Anglian Region,A Level or Equivalent,50-60pct,0 to 35,5,52.0,N,Pass
BBB,2014J,719766.0,F,South East Region,Lower Than A Level,10-20,35 to 55,6,118.0,N,Pass
BBB,2014B,548865.0,F,South Region,A Level or Equivalent,10-20,0 to 35,2,119.0,N,Pass
CCC,2014B,551861.0,M,East Anglian Region,Lower Than A Level,40-50pct,0 to 35,0,67.0,N,Withdrawn
DDD,2014B,96112.0,M,South East Region,A Level or Equivalent,30-40pct,35 to 55,0,83.0,N,Pass
DDD,2014J,622088.0,M,West Midlands Region,A Level or Equivalent,90-100pct,0 to 35,0,209.0,Y,Withdrawn
EEE,2013J,674741.0,M,Scotland,A Level or Equivalent,70-80pct,0 to 35,0,606.0,N,Withdrawn
