code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
EEE,2013J,409795,M,East Midlands Region,Lower Than A Level,30-40pct,0 to 35,0,60,N,Fail
BBB,2014B,564374,F,West Midlands Region,Lower Than A Level,20-30pct,35 to 55,0,180,N,Pass
FFF,2014B,511676,M,London Region,HE Qualification,60-70pct,0 to 35,0,60,N,Fail
GGG,2014B,581308,F,East Anglian Region,A Level or Equivalent,40-50pct,0 to 35,0,60,N,Distinction
DDD,2014J,595594,M,South East Region,A Level or Equivalent,40-50pct,0 to 35,0,60,N,Distinction
FFF,2014B,622914,M,London Region,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Fail
BBB,2013B,603863,F,East Anglian Region,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Withdrawn
GGG,2014B,2218752,F,Yorkshire Region,HE Qualification,20-30pct,35 to 55,0,30,N,Pass
DDD,2014B,575007,F,South West Region,Lower Than A Level,50-60pct,0 to 35,0,120,N,Withdrawn
DDD,2014J,622371,F,South East Region,A Level or Equivalent,60-70pct,0 to 35,0,60,N,Pass
BBB,2014B,530603,F,South West Region,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Fail
BBB,2014B,562637,F,South Region,Lower Than A Level,30-40pct,0 to 35,1,60,N,Withdrawn
CCC,2014J,292079,F,South East Region,A Level or Equivalent,80-90pct,0 to 35,0,60,N,Distinction
BBB,2013J,557989,F,South Region,Lower Than A Level,50-60pct,0 to 35,1,60,N,Pass
EEE,2013B,330303,M,East Anglian Region,HE Qualification,80-90pct,0 to 35,0,60,N,Distinction
GGG,2013J,438087,M,South East Region,Lower Than A Level,80-90pct,0 to 35,0,60,N,Distinction
DDD,2014J,1789219,F,East Anglian Region,A Level or Equivalent,80-90pct,0 to 35,0,90,N,Withdrawn
CCC,2014J,110377,M,London Region,Lower Than A Level,30-40pct,0 to 35,0,60,N,Pass
CCC,2014J,477443,F,North Western Region,HE Qualification,30-40pct,0 to 35,0,90,N,Withdrawn
CCC,2014B,561349,M,Scotland,Lower Than A Level,30-40pct,0 to 35,0,60,N,Fail
DDD,2014B,626936,F,Scotland,A Level or Equivalent,40-50pct,0 to 35,0,120,N,Withdrawn
EEE,2014J,2014262,M,London Region,HE Qualification,60-70pct,35 to 55,0,60,N,Fail
FFF,2013B,128987,M,West Midlands Region,Lower Than A Level,50-60pct,0 to 35,0,60,N,Fail
DDD,2014B,568976,M,South Region,Lower Than A Level,30-40pct,0 to 35,0,60,N,Withdrawn
BBB,2013J,2669292,F,London Region,A Level or Equivalent,40-50pct,0 to 35,0,60,N,Pass
BBB,2014B,582623,F,North Region,No Formal quals,20-30pct,0 to 35,0,75,N,Fail
EEE,2014B,593955,M,London Region,HE Qualification,40-50pct,0 to 35,0,60,N,Withdrawn
CCC,2014J,2190985,F,North Western Region,A Level or Equivalent,60-70pct,35 to 55,0,90,N,Distinction
FFF,2013J,104755,M,East Anglian Region,HE Qualification,80-90pct,35 to 55,0,60,N,Pass
FFF,2013J,550774,M,South West Region,Lower Than A Level,40-50pct,0 to 35,0,60,N,Withdrawn
DDD,2013B,91573,M,West Midlands Region,A Level or Equivalent,50-60pct,0 to 35,0,60,N,Pass
DDD,2014B,2276578,M,London Region,HE Qualification,30-40pct,35 to 55,1,60,N,Fail
EEE,2013B,555133,M,South Region,Lower Than A Level,60-70pct,0 to 35,0,60,N,Fail
BBB,2014J,279290,F,East Midlands Region,Lower Than A Level,30-40pct,0 to 35,0,90,N,Fail
DDD,2014J,554126,F,West Midlands Region,Lower Than A Level,20-30pct,0 to 35,0,120,N,Withdrawn
AAA,2014B,599612,F,Wales,HE Qualification,50-60pct,35 to 55,0,60,N,Pass
DDD,2014B,69849,F,London Region,HE Qualification,40-50pct,0 to 35,0,90,N,Fail
BBB,2014J,651878,F,South West Region,HE Qualification,80-90pct,0 to 35,0,60,N,Pass
BBB,2014B,607905,F,South Region,Lower Than A Level,20-30pct,0 to 35,0,120,Y,Withdrawn
FFF,2013B,84030,M,South West Region,HE Qualification,30-40pct,35 to 55,0,180,Y,Withdrawn
BBB,2014J,595133,F,Ireland,A Level or Equivalent,30-40pct,0 to 35,0,120,N,Pass
FFF,2014J,371758,M,London Region,A Level or Equivalent,70-80pct,35 to 55,0,90,N,Fail
EEE,2014J,501187,M,London Region,HE Qualification,30-40pct,0 to 35,0,60,N,Pass
GGG,2014B,615732,F,London Region,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Fail
FFF,2013J,2546077,M,South Region,HE Qualification,80-90pct,35 to 55,0,60,N,Pass
FFF,2014J,607326,M,East Anglian Region,Lower Than A Level,30-40pct,0 to 35,0,60,N,Fail
CCC,2014J,419431,F,North Western Region,A Level or Equivalent,30-40pct,35 to 55,0,120,N,Pass
EEE,2013J,598658,F,Yorkshire Region,Lower Than A Level,40-50pct,0 to 35,0,60,N,Pass
BBB,2013J,412574,F,South West Region,A Level or Equivalent,40-50pct,0 to 35,0,150,Y,Pass
EEE,2013J,559214,M,London Region,HE Qualification,20-30pct,0 to 35,0,60,N,Pass
BBB,2013J,565099,F,East Anglian Region,A Level or Equivalent,40-50pct,0 to 35,0,120,N,Pass
BBB,2013B,525795,F,South East Region,HE Qualification,20-30pct,0 to 35,0,120,N,Fail
FFF,2014B,2439712,M,South West Region,Lower Than A Level,30-40pct,35 to 55,0,120,N,Fail
EEE,2013J,522174,M,London Region,Lower Than A Level,30-40pct,35 to 55,0,60,N,Fail
EEE,2014B,614021,F,West Midlands Region,HE Qualification,30-40pct,0 to 35,0,60,N,Pass
DDD,2014J,588288,M,North Western Region,A Level or Equivalent,80-90pct,0 to 35,0,60,N,Fail
BBB,2014J,478386,F,South Region,Lower Than A Level,50-60pct,35 to 55,0,60,N,Withdrawn
BBB,2013B,475986,F,West Midlands Region,Lower Than A Level,30-40pct,0 to 35,1,120,N,Fail
CCC,2014J,594112,F,South Region,A Level or Equivalent,80-90pct,0 to 35,0,120,N,Pass
DDD,2013J,2198990,M,North Western Region,A Level or Equivalent,80-90pct,0 to 35,0,60,N,Withdrawn
CCC,2014J,555518,M,East Anglian Region,Lower Than A Level,50-60pct,0 to 35,0,60,N,Fail
BBB,2014J,578497,F,West Midlands Region,Lower Than A Level,20-30pct,35 to 55,0,120,N,Pass
BBB,2013J,554293,F,Ireland,Lower Than A Level,30-40pct,0 to 35,0,60,N,Pass
CCC,2014J,614306,F,Scotland,HE Qualification,80-90pct,35 to 55,0,60,N,Distinction
EEE,2013J,113310,M,East Anglian Region,A Level or Equivalent,70-80pct,0 to 35,0,60,N,Withdrawn
BBB,2014B,2555518,F,South West Region,Lower Than A Level,70-80pct,35 to 55,0,120,N,Pass
BBB,2013J,15973,F,South Region,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Distinction
GGG,2014J,2382373,M,South Region,HE Qualification,50-60pct,35 to 55,0,60,N,Fail
CCC,2014B,1862877,M,Scotland,Lower Than A Level,60-70pct,0 to 35,0,90,N,Fail
DDD,2014J,570353,M,East Anglian Region,A Level or Equivalent,60-70pct,0 to 35,0,120,N,Pass
GGG,2014J,644227,M,Ireland,A Level or Equivalent,80-90pct,0 to 35,0,60,N,Pass
FFF,2013B,561881,M,South West Region,HE Qualification,30-40pct,0 to 35,0,60,N,Pass
AAA,2013J,359643,M,South Region,A Level or Equivalent,70-80pct,0 to 35,0,60,N,Pass
BBB,2014J,641210,F,Wales,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Pass
DDD,2013J,1614737,M,South West Region,A Level or Equivalent,60-70pct,35 to 55,0,90,N,Pass
CCC,2014J,615520,M,South East Region,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Pass
FFF,2014J,571225,M,London Region,HE Qualification,30-40pct,35 to 55,0,90,N,Distinction
EEE,2014J,631238,F,South West Region,Lower Than A Level,40-50pct,0 to 35,0,120,N,Withdrawn
DDD,2014J,63167,M,Scotland,Lower Than A Level,30-40pct,0 to 35,1,60,N,Fail
CCC,2014J,167568,F,East Midlands Region,Lower Than A Level,20-30pct,0 to 35,0,60,N,Withdrawn
FFF,2014J,596133,M,West Midlands Region,A Level or Equivalent,50-60pct,35 to 55,0,183,N,Pass
BBB,2013J,562259,F,East Anglian Region,A Level or Equivalent,30-40pct,0 to 35,1,60,N,Fail
BBB,2013B,558130,M,Ireland,A Level or Equivalent,80-90pct,35 to 55,0,120,N,Fail
GGG,2014B,629594,F,South Region,Lower Than A Level,80-90pct,0 to 35,0,60,N,Pass
DDD,2013B,154654,F,East Anglian Region,Lower Than A Level,40-50pct,35 to 55,1,60,N,Withdrawn
GGG,2013J,602454,F,London Region,HE Qualification,40-50pct,0 to 35,0,60,N,Pass
BBB,2014J,574681,M,Yorkshire Region,HE Qualification,30-40pct,0 to 35,0,60,N,Withdrawn
DDD,2013J,2550298,M,London Region,A Level or Equivalent,40-50pct,0 to 35,0,60,N,Pass
CCC,2014J,529230,M,West Midlands Region,A Level or Equivalent,70-80pct,0 to 35,0,120,N,Distinction
CCC,2014J,542025,M,London Region,A Level or Equivalent,40-50pct,0 to 35,1,120,N,Withdrawn
EEE,2014J,627626,M,London Region,A Level or Equivalent,30-40pct,35 to 55,0,60,N,Distinction
DDD,2014J,624425,M,East Midlands Region,HE Qualification,30-40pct,35 to 55,0,119,N,Withdrawn
BBB,2013J,525216,F,South West Region,Lower Than A Level,50-60pct,0 to 35,0,60,N,Pass
BBB,2014J,660963,F,North Western Region,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Distinction
FFF,2014J,553756,M,South West Region,A Level or Equivalent,80-90pct,0 to 35,1,120,N,Pass
DDD,2014J,69301,F,South East Region,Lower Than A Level,60-70pct,0 to 35,0,60,N,Fail
BBB,2014B,2506565,F,South West Region,A Level or Equivalent,80-90pct,0 to 35,0,150,N,Withdrawn
BBB,2013B,497852,F,East Anglian Region,A Level or Equivalent,60-70pct,0 to 35,0,60,N,Fail
FFF,2014J,586421,M,South West Region,A Level or Equivalent,70-80pct,35 to 55,0,60,N,Withdrawn
DDD,2014B,598729,M,East Midlands Region,Lower Than A Level,50-60pct,0 to 35,0,60,N,Withdrawn
GGG,2014B,614564,F,East Anglian Region,No Formal quals,30-40pct,0 to 35,0,60,N,Pass
BBB,2013J,593857,F,East Midlands Region,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Withdrawn
EEE,2013J,355311,M,East Anglian Region,A Level or Equivalent,60-70pct,0 to 35,0,60,N,Pass
DDD,2014J,570433,M,East Anglian Region,A Level or Equivalent,40-50pct,0 to 35,0,90,N,Pass
FFF,2014B,565833,M,East Anglian Region,A Level or Equivalent,60-70pct,0 to 35,0,60,N,Pass
EEE,2013J,577883,M,London Region,HE Qualification,80-90pct,35 to 55,0,150,N,Fail
FFF,2014J,22772,M,West Midlands Region,A Level or Equivalent,80-90pct,0 to 35,0,60,N,Pass
FFF,2013J,583717,M,London Region,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Withdrawn
FFF,2013B,567744,M,East Anglian Region,HE Qualification,80-90pct,0 to 35,0,120,N,Pass
FFF,2014B,521253,M,North Western Region,Lower Than A Level,30-40pct,0 to 35,0,120,N,Withdrawn
BBB,2014J,2189561,F,Wales,Lower Than A Level,20-30pct,0 to 35,1,60,N,Withdrawn
FFF,2013B,434231,M,South Region,Lower Than A Level,50-60pct,0 to 35,1,120,N,Fail
DDD,2013B,373848,M,Scotland,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Fail
CCC,2014J,611954,M,South Region,Lower Than A Level,80-90pct,0 to 35,0,60,N,Pass
BBB,2013B,501137,F,Ireland,Lower Than A Level,20-30pct,0 to 35,0,120,N,Distinction
GGG,2014J,609166,F,South West Region,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Pass
DDD,2013J,547633,F,East Anglian Region,A Level or Equivalent,60-70pct,0 to 35,1,120,N,Withdrawn
GGG,2013J,569398,F,South East Region,A Level or Equivalent,40-50pct,0 to 35,0,60,N,Withdrawn
BBB,2013B,427649,F,South East Region,Lower Than A Level,30-40pct,0 to 35,0,90,N,Fail
BBB,2013J,560975,F,East Anglian Region,HE Qualification,30-40pct,0 to 35,0,90,N,Pass
FFF,2013J,574455,M,South West Region,HE Qualification,30-40pct,0 to 35,1,120,N,Pass
FFF,2014B,614244,M,East Anglian Region,A Level or Equivalent,80-90pct,0 to 35,0,60,N,Fail
BBB,2014B,566125,F,London Region,A Level or Equivalent,30-40pct,0 to 35,0,120,N,Withdrawn
BBB,2014B,554835,M,North Western Region,Lower Than A Level,70-80pct,0 to 35,0,60,N,Pass
FFF,2013J,577129,F,Wales,HE Qualification,80-90pct,35 to 55,0,90,N,Pass
DDD,2013B,503618,M,East Anglian Region,HE Qualification,30-40pct,0 to 35,0,120,N,Fail
CCC,2014J,599456,M,North Western Region,A Level or Equivalent,30-40pct,0 to 35,0,90,N,Fail
DDD,2013J,489073,M,Yorkshire Region,Lower Than A Level,80-90pct,35 to 55,0,60,N,Fail
FFF,2014J,339112,M,Yorkshire Region,A Level or Equivalent,60-70pct,0 to 35,0,60,N,Pass
DDD,2014B,639126,M,London Region,HE Qualification,30-40pct,35 to 55,0,120,N,Pass
CCC,2014J,623808,M,South West Region,Lower Than A Level,60-70pct,0 to 35,0,90,N,Fail
DDD,2013J,2031565,M,South East Region,Lower Than A Level,40-50pct,35 to 55,1,60,N,Fail
BBB,2013J,2237288,F,Ireland,A Level or Equivalent,40-50pct,0 to 35,0,120,N,Pass
EEE,2014B,539279,F,South East Region,Lower Than A Level,70-80pct,0 to 35,0,60,N,Pass
BBB,2014B,143108,F,East Midlands Region,Lower Than A Level,30-40pct,0 to 35,0,60,N,Pass
CCC,2014J,627577,F,London Region,A Level or Equivalent,80-90pct,0 to 35,0,60,N,Pass
EEE,2013B,527195,M,East Anglian Region,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Withdrawn
BBB,2014J,621361,F,North Western Region,A Level or Equivalent,30-40pct,0 to 35,0,120,N,Fail
CCC,2014J,476146,M,Scotland,Lower Than A Level,80-90pct,0 to 35,0,120,N,Pass
EEE,2013J,531345,M,Yorkshire Region,Post Graduate Qualification,20-30pct,0 to 35,0,60,N,Pass
BBB,2013B,513767,F,East Anglian Region,Lower Than A Level,80-90pct,0 to 35,1,180,N,Withdrawn
DDD,2013J,431454,M,West Midlands Region,A Level or Equivalent,40-50pct,0 to 35,0,120,N,Fail
BBB,2013J,2133786,F,London Region,Lower Than A Level,30-40pct,0 to 35,0,120,N,Withdrawn
GGG,2014B,576689,F,North Western Region,Lower Than A Level,30-40pct,0 to 35,0,60,N,Fail
GGG,2013J,2346073,F,North Western Region,Lower Than A Level,80-90pct,35 to 55,0,60,N,Pass
BBB,2013J,512510,F,South Region,Lower Than A Level,30-40pct,0 to 35,1,90,N,Fail
CCC,2014J,583539,F,West Midlands Region,Lower Than A Level,20-30pct,0 to 35,0,155,N,Pass
FFF,2013J,609383,M,South Region,Lower Than A Level,40-50pct,0 to 35,1,182,N,Withdrawn
FFF,2014B,550632,M,London Region,A Level or Equivalent,30-40pct,0 to 35,0,90,N,Fail
BBB,2013J,1680811,M,South Region,Lower Than A Level,30-40pct,35 to 55,0,60,N,Distinction
FFF,2014J,678783,M,South Region,Lower Than A Level,40-50pct,0 to 35,0,60,N,Withdrawn
FFF,2013J,382795,M,Ireland,HE Qualification,50-60pct,0 to 35,0,90,N,Pass
BBB,2013J,623286,F,East Anglian Region,A Level or Equivalent,50-60pct,0 to 35,0,60,N,Withdrawn
FFF,2014B,2062523,M,Scotland,A Level or Equivalent,70-80pct,35 to 55,0,90,N,Withdrawn
GGG,2014B,408290,F,London Region,A Level or Equivalent,50-60pct,0 to 35,0,60,N,Pass
FFF,2014B,585572,M,North Western Region,A Level or Equivalent,30-40pct,0 to 35,0,120,N,Fail
DDD,2013J,555085,F,East Anglian Region,Lower Than A Level,70-80pct,0 to 35,0,90,N,Pass
BBB,2014J,557697,F,Wales,Lower Than A Level,30-40pct,0 to 35,0,120,N,Fail
GGG,2014J,511241,F,Yorkshire Region,A Level or Equivalent,30-40pct,35 to 55,0,30,N,Pass
DDD,2013J,163193,M,North Western Region,Lower Than A Level,70-80pct,0 to 35,0,60,N,Fail
FFF,2013J,418312,M,North Western Region,Lower Than A Level,30-40pct,0 to 35,0,90,N,Withdrawn
DDD,2014J,398645,M,East Anglian Region,A Level or Equivalent,30-40pct,35 to 55,0,60,N,Pass
CCC,2014J,629453,F,London Region,HE Qualification,30-40pct,35 to 55,0,90,N,Pass
FFF,2013J,527226,M,East Anglian Region,Lower Than A Level,30-40pct,35 to 55,0,60,N,Withdrawn
FFF,2013J,119678,M,Wales,Lower Than A Level,30-40pct,35 to 55,0,150,N,Pass
FFF,2014B,470940,M,Yorkshire Region,A Level or Equivalent,80-90pct,0 to 35,0,90,N,Pass
DDD,2014B,521187,M,East Anglian Region,Lower Than A Level,20-30pct,35 to 55,0,60,N,Withdrawn
BBB,2013B,2389748,F,Scotland,A Level or Equivalent,30-40pct,35 to 55,0,120,N,Fail
DDD,2014B,631019,F,North Western Region,HE Qualification,30-40pct,0 to 35,0,90,N,Pass
DDD,2013J,94677,F,London Region,HE Qualification,30-40pct,0 to 35,0,60,Y,Pass
BBB,2013J,623985,F,East Anglian Region,Lower Than A Level,20-30pct,0 to 35,0,60,N,Withdrawn
DDD,2014J,371212,M,Wales,Lower Than A Level,80-90pct,35 to 55,1,60,N,Pass
BBB,2014J,547097,F,North Western Region,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Withdrawn
FFF,2014B,221661,F,South West Region,A Level or Equivalent,30-40pct,0 to 35,0,90,N,Fail
CCC,2014B,611641,M,London Region,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Fail
BBB,2014J,638356,F,South West Region,A Level or Equivalent,30-40pct,0 to 35,0,120,N,Fail
BBB,2013B,495550,F,East Midlands Region,Lower Than A Level,30-40pct,0 to 35,1,90,N,Fail
FFF,2013B,529902,M,East Midlands Region,A Level or Equivalent,20-30pct,35 to 55,0,120,N,Pass
DDD,2013J,283064,M,North Western Region,HE Qualification,50-60pct,0 to 35,1,60,N,Fail
EEE,2013J,529757,M,London Region,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Pass
EEE,2013J,586924,M,South East Region,A Level or Equivalent,20-30pct,0 to 35,0,60,N,Fail
DDD,2014J,600637,M,Scotland,A Level or Equivalent,60-70pct,35 to 55,0,60,N,Pass
DDD,2014J,105346,M,East Anglian Region,A Level or Equivalent,60-70pct,35 to 55,0,60,N,Fail
BBB,2013B,558313,F,Ireland,A Level or Equivalent,70-80pct,0 to 35,0,120,N,Fail
GGG,2013J,91434,F,North Western Region,HE Qualification,30-40pct,35 to 55,0,60,N,Pass
FFF,2014B,630148,M,Ireland,Lower Than A Level,30-40pct,0 to 35,0,60,N,Withdrawn
CCC,2014J,637849,M,South Region,HE Qualification,60-70pct,0 to 35,0,150,N,Fail
DDD,2014B,602920,M,East Anglian Region,Lower Than A Level,40-50pct,0 to 35,0,90,N,Pass
EEE,2014B,565636,M,Yorkshire Region,Lower Than A Level,50-60pct,0 to 35,0,60,N,Fail
BBB,2014J,83918,F,London Region,Lower Than A Level,50-60pct,0 to 35,0,60,N,Pass
GGG,2013J,585114,F,South Region,A Level or Equivalent,70-80pct,35 to 55,0,60,N,Fail
DDD,2013J,533507,F,London Region,Lower Than A Level,30-40pct,0 to 35,0,120,N,Pass
EEE,2014J,610969,M,East Midlands Region,Lower Than A Level,30-40pct,0 to 35,0,60,N,Pass
FFF,2014B,2433690,M,South Region,Lower Than A Level,20-30pct,35 to 55,0,243,Y,Withdrawn
GGG,2014J,1850467,F,Yorkshire Region,HE Qualification,50-60pct,35 to 55,0,60,N,Distinction
BBB,2014B,611982,F,East Anglian Region,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Pass
DDD,2013B,479944,M,Yorkshire Region,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Fail
DDD,2013B,149331,F,South East Region,HE Qualification,30-40pct,0 to 35,1,150,N,Withdrawn
CCC,2014J,593094,M,London Region,HE Qualification,30-40pct,0 to 35,0,90,N,Fail
BBB,2013J,2418610,F,South East Region,Lower Than A Level,30-40pct,35 to 55,0,60,N,Fail
BBB,2014B,601651,F,North Western Region,No Formal quals,30-40pct,0 to 35,0,120,N,Withdrawn
FFF,2014B,374214,M,North Western Region,A Level or Equivalent,30-40pct,35 to 55,0,180,N,Pass
BBB,2013B,540447,F,London Region,A Level or Equivalent,30-40pct,35 to 55,0,60,N,Pass
FFF,2013J,532602,M,East Anglian Region,Lower Than A Level,30-40pct,0 to 35,0,120,N,Pass
DDD,2014J,615250,M,East Anglian Region,HE Qualification,30-40pct,0 to 35,0,60,N,Fail
EEE,2014B,578804,M,Yorkshire Region,Lower Than A Level,30-40pct,0 to 35,0,60,Y,Fail
CCC,2014J,552976,M,North Western Region,Lower Than A Level,30-40pct,0 to 35,0,60,N,Withdrawn
AAA,2014B,473515,F,Yorkshire Region,HE Qualification,80-90pct,35 to 55,0,60,N,Withdrawn
FFF,2014J,629240,M,Scotland,Lower Than A Level,80-90pct,35 to 55,0,150,N,Fail
AAA,2014J,581697,M,East Anglian Region,Lower Than A Level,30-40pct,35 to 55,0,60,N,Pass
AAA,2013J,2422324,M,Yorkshire Region,HE Qualification,60-70pct,35 to 55,0,60,N,Pass
AAA,2014B,2436143,M,South West Region,HE Qualification,50-60pct,35 to 55,0,60,N,Pass
EEE,2014B,544350,M,South Region,HE Qualification,80-90pct,0 to 35,0,60,N,Fail
FFF,2013J,321410,F,East Anglian Region,HE Qualification,80-90pct,35 to 55,0,60,N,Pass
DDD,2013J,2272357,M,South Region,HE Qualification,80-90pct,35 to 55,1,60,N,Distinction
DDD,2014J,667853,M,Scotland,HE Qualification,30-40pct,0 to 35,0,60,N,Pass
EEE,2014J,526530,M,South West Region,A Level or Equivalent,80-90pct,0 to 35,0,90,N,Distinction
FFF,2013J,535853,M,East Midlands Region,A Level or Equivalent,80-90pct,0 to 35,0,120,N,Pass
DDD,2013B,607456,M,Yorkshire Region,Lower Than A Level,30-40pct,0 to 35,0,60,N,Fail
DDD,2014B,605500,F,East Anglian Region,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Withdrawn
BBB,2014B,337715,F,South East Region,A Level or Equivalent,30-40pct,0 to 35,0,120,N,Withdrawn
FFF,2014B,92188,M,East Anglian Region,Lower Than A Level,60-70pct,0 to 35,0,90,N,Withdrawn
DDD,2014B,594509,F,South West Region,A Level or Equivalent,50-60pct,0 to 35,0,120,N,Withdrawn
EEE,2014J,606166,F,London Region,A Level or Equivalent,30-40pct,0 to 35,0,120,N,Pass
GGG,2014B,528817,F,London Region,Lower Than A Level,30-40pct,0 to 35,0,60,N,Fail
EEE,2014J,580599,M,West Midlands Region,HE Qualification,80-90pct,0 to 35,0,120,N,Distinction
CCC,2014J,662287,M,North Western Region,HE Qualification,30-40pct,35 to 55,0,120,N,Withdrawn
CCC,2014J,579572,M,Yorkshire Region,A Level or Equivalent,60-70pct,0 to 35,0,120,N,Fail
BBB,2014B,582365,F,London Region,Lower Than A Level,30-40pct,0 to 35,0,60,N,Withdrawn
