code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
GGG,2014J,667084,F,Ireland,Lower Than A Level,50-60pct,0 to 35,0,30,N,Fail
BBB,2014J,605356,M,East Anglian Region,A Level or Equivalent,60-70pct,0 to 35,0,120,N,Pass
FFF,2014B,336114,M,West Midlands Region,Lower Than A Level,0-10pct,0 to 35,0,229,N,Fail
BBB,2013J,558839,F,West Midlands Region,Lower Than A Level,10-20,35 to 55,0,60,N,Withdrawn
FFF,2014J,364329,M,South Region,HE Qualification,90-100pct,35 to 55,0,60,N,Pass
DDD,2014B,404057,M,South East Region,HE Qualification,40-50pct,0 to 35,0,60,N,Pass
CCC,2014B,495185,M,North Western Region,HE Qualification,0-10pct,0 to 35,0,90,N,Pass
EEE,2014B,647230,M,East Anglian Region,HE Qualification,90-100pct,35 to 55,0,30,N,Distinction
CCC,2014J,570653,M,East Anglian Region,HE Qualification,70-80pct,0 to 35,0,60,N,Fail
BBB,2014B,424711,F,Scotland,HE Qualification,90-100pct,35 to 55,0,60,Y,Fail
FFF,2014J,637401,M,North Region,A Level or Equivalent,80-90pct,0 to 35,0,60,N,Pass
CCC,2014J,596408,M,North Western Region,A Level or Equivalent,10-20,0 to 35,0,60,N,Pass
GGG,2014J,477560,M,South Region,Lower Than A Level,90-100pct,35 to 55,0,30,N,Fail
FFF,2014J,665896,M,West Midlands Region,Lower Than A Level,70-80pct,0 to 35,0,60,N,Withdrawn
CCC,2014B,503924,M,East Midlands Region,Lower Than A Level,0-10pct,0 to 35,0,90,N,Fail
FFF,2013J,528072,M,Yorkshire Region,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Pass
FFF,2014J,588705,M,South Region,Lower Than A Level,0-10pct,0 to 35,0,60,N,Fail
FFF,2013B,2342395,M,Wales,A Level or Equivalent,90-100pct,35 to 55,0,60,N,Distinction
FFF,2013B,537873,M,London Region,HE Qualification,90-100pct,0 to 35,0,60,N,Withdrawn
BBB,2014J,685132,M,Wales,Lower Than A Level,50-60pct,55 to 100,0,60,N,Fail
FFF,2013J,2355487,M,East Anglian Region,Lower Than A Level,0-10pct,0 to 35,4,60,N,Pass
CCC,2014J,586080,M,East Anglian Region,Lower Than A Level,70-80pct,0 to 35,0,60,N,Pass
BBB,2013J,492781,M,South East Region,Lower Than A Level,60-70pct,0 to 35,0,60,N,Distinction
GGG,2014B,651229,F,London Region,A Level or Equivalent,20-30pct,0 to 35,0,151,N,Fail
BBB,2014B,589151,F,Yorkshire Region,Lower Than A Level,0-10pct,0 to 35,0,60,N,Withdrawn
FFF,2014B,569411,M,Scotland,Lower Than A Level,10-20,0 to 35,0,60,Y,Pass
BBB,2014J,514985,F,West Midlands Region,Lower Than A Level,50-60pct,0 to 35,0,60,N,Fail
EEE,2013J,595509,F,Scotland,Lower Than A Level,10-20,0 to 35,0,30,N,Pass
DDD,2014J,275040,M,South Region,Lower Than A Level,60-70pct,0 to 35,0,60,N,Withdrawn
DDD,2014B,299970,M,East Midlands Region,A Level or Equivalent,10-20,0 to 35,0,90,N,Pass
DDD,2013B,1533351,F,Scotland,HE Qualification,70-80pct,0 to 35,0,60,N,Distinction
EEE,2014J,481425,M,Wales,Lower Than A Level,30-40pct,0 to 35,0,30,N,Pass
FFF,2014J,599215,M,North Western Region,Lower Than A Level,20-30pct,35 to 55,0,60,N,Withdrawn
FFF,2013B,630583,M,South Region,Lower Than A Level,50-60pct,0 to 35,0,120,N,Pass
AAA,2014J,2448237,F,South East Region,A Level or Equivalent,20-30pct,0 to 35,0,60,Y,Pass
EEE,2014J,471308,M,Yorkshire Region,Lower Than A Level,60-70pct,0 to 35,0,60,N,Withdrawn
CCC,2014J,539737,M,North Region,Post Graduate Qualification,20-30pct,55 to 100,0,60,N,Pass
EEE,2014J,689050,M,Scotland,Lower Than A Level,60-70pct,35 to 55,0,60,N,Pass
EEE,2013J,565515,M,Scotland,Lower Than A Level,10-20,0 to 35,0,91,N,Fail
DDD,2014J,632065,M,Scotland,HE Qualification,50-60pct,0 to 35,0,60,N,Pass
FFF,2013J,109666,M,Scotland,A Level or Equivalent,90-100pct,35 to 55,0,60,Y,Fail
CCC,2013B,295344,F,London Region,HE Qualification,10-20,0 to 35,0,60,N,Withdrawn
DDD,2013B,405972,M,North Western Region,Lower Than A Level,20-30pct,0 to 35,0,90,N,Fail
GGG,2014J,574386,F,Scotland,Lower Than A Level,20-30pct,0 to 35,0,30,N,Pass
CCC,2014B,551873,M,Yorkshire Region,A Level or Equivalent,70-80pct,55 to 100,0,60,N,Distinction
FFF,2013B,122732,M,North Western Region,Lower Than A Level,0-10pct,0 to 35,2,181,Y,Fail
BBB,2014J,501006,M,South Region,A Level or Equivalent,50-60pct,35 to 55,0,60,N,Pass
GGG,2014J,575170,F,South Region,Lower Than A Level,60-70pct,35 to 55,0,30,N,Pass
GGG,2014B,499187,M,North Region,A Level or Equivalent,20-30pct,0 to 35,0,60,N,Fail
DDD,2014J,628280,F,West Midlands Region,A Level or Equivalent,0-10pct,0 to 35,0,60,N,Withdrawn
BBB,2014B,564990,F,North Region,Lower Than A Level,20-30pct,0 to 35,2,60,N,Fail
DDD,2014J,147568,F,South West Region,Lower Than A Level,20-30pct,0 to 35,0,60,Y,Withdrawn
FFF,2013B,507785,M,Yorkshire Region,Lower Than A Level,70-80pct,0 to 35,0,60,N,Fail
FFF,2014J,672552,M,North Region,A Level or Equivalent,30-40pct,35 to 55,0,60,N,Distinction
FFF,2014J,429437,M,North Western Region,Lower Than A Level,0-10pct,0 to 35,0,60,N,Withdrawn
BBB,2013J,519661,F,East Anglian Region,Lower Than A Level,30-40pct,35 to 55,0,60,N,Pass
FFF,2014J,608845,M,East Anglian Region,A Level or Equivalent,30-40pct,0 to 35,0,120,N,Withdrawn
DDD,2014B,590852,F,North Region,Lower Than A Level,20-30pct,0 to 35,0,30,N,Fail
FFF,2014J,651879,M,North Western Region,Lower Than A Level,0-10pct,0 to 35,0,90,N,Withdrawn
BBB,2013B,536879,F,Ireland,A Level or Equivalent,20-30pct,35 to 55,0,60,Y,Pass
FFF,2013J,437466,M,East Anglian Region,Lower Than A Level,40-50pct,0 to 35,0,120,N,Pass
FFF,2014J,620643,M,South Region,A Level or Equivalent,70-80pct,0 to 35,0,60,N,Pass
GGG,2013J,580936,F,East Anglian Region,Lower Than A Level,80-90pct,35 to 55,0,60,N,Pass
CCC,2013J,372250,M,Wales,Lower Than A Level,50-60pct,0 to 35,0,90,N,Fail
FFF,2014J,552339,M,North Western Region,A Level or Equivalent,0-10pct,0 to 35,0,120,N,Fail
AAA,2013B,398757,M,Wales,HE Qualification,90-100pct,0 to 35,0,60,N,Fail
FFF,2013B,487219,M,South West Region,Lower Than A Level,0-10pct,35 to 55,2,90,N,Withdrawn
CCC,2014J,568786,M,North Western Region,A Level or Equivalent,10-20,0 to 35,0,60,N,Withdrawn
CCC,2014J,557451,M,North Region,Post Graduate Qualification,20-30pct,35 to 55,0,30,N,Distinction
FFF,2013J,72081,M,North Region,HE Qualification,20-30pct,0 to 35,0,120,N,Pass
BBB,2013J,1849644,M,North Western Region,Lower Than A Level,0-10pct,35 to 55,0,60,N,Pass
DDD,2013B,332767,M,Yorkshire Region,Lower Than A Level,0-10pct,0 to 35,1,60,N,Pass
BBB,2014J,348559,F,West Midlands Region,Lower Than A Level,0-10pct,0 to 35,2,60,N,Fail
CCC,2014J,651012,F,West Midlands Region,A Level or Equivalent,60-70pct,35 to 55,0,60,N,Pass
AAA,2013J,362654,M,East Anglian Region,Lower Than A Level,40-50pct,35 to 55,0,60,N,Pass
FFF,2013J,310622,M,East Midlands Region,Lower Than A Level,50-60pct,0 to 35,0,120,N,Fail
GGG,2014J,371441,F,East Anglian Region,Lower Than A Level,20-30pct,0 to 35,0,60,N,Pass
BBB,2013B,117381,F,Wales,Lower Than A Level,0-10pct,0 to 35,3,60,N,Pass
FFF,2013J,374084,M,East Anglian Region,A Level or Equivalent,60-70pct,0 to 35,0,60,N,Distinction
FFF,2014J,703637,M,North Region,Lower Than A Level,20-30pct,0 to 35,0,60,N,Withdrawn
FFF,2014B,563469,M,London Region,A Level or Equivalent,30-40pct,0 to 35,0,120,N,Fail
BBB,2014B,419351,M,Scotland,A Level or Equivalent,60-70pct,0 to 35,0,60,N,Pass
FFF,2013B,581894,M,Wales,Lower Than A Level,10-20,0 to 35,0,60,N,Fail
BBB,2013B,1799583,F,West Midlands Region,Lower Than A Level,0-10pct,35 to 55,0,60,N,Fail
FFF,2013J,534668,M,Ireland,Lower Than A Level,10-20,0 to 35,0,90,N,Pass
AAA,2014J,114259,F,Ireland,HE Qualification,70-80pct,0 to 35,0,60,N,Pass
DDD,2014B,90343,F,Yorkshire Region,A Level or Equivalent,10-20,35 to 55,0,60,N,Withdrawn
BBB,2013J,476787,M,East Anglian Region,Lower Than A Level,50-60pct,0 to 35,0,60,N,Pass
BBB,2014J,670719,F,Wales,Lower Than A Level,10-20,0 to 35,0,60,N,Pass
DDD,2013B,110911,M,North Region,Lower Than A Level,20-30pct,0 to 35,1,60,N,Fail
DDD,2014J,254440,F,West Midlands Region,A Level or Equivalent,0-10pct,0 to 35,2,73,N,Withdrawn
EEE,2013J,448700,M,Wales,Lower Than A Level,60-70pct,0 to 35,0,60,N,Fail
GGG,2014J,632994,F,Scotland,Lower Than A Level,10-20,35 to 55,0,30,N,Fail
FFF,2014B,595306,F,North Western Region,A Level or Equivalent,0-10pct,0 to 35,0,120,N,Distinction
GGG,2013J,555642,M,East Anglian Region,Lower Than A Level,10-20,0 to 35,0,31,N,Fail
BBB,2013J,612083,F,South Region,Lower Than A Level,10-20,0 to 35,0,60,N,Fail
BBB,2014J,619337,F,Scotland,Lower Than A Level,90-100pct,35 to 55,5,120,Y,Pass
EEE,2013J,568950,M,South Region,Lower Than A Level,10-20,0 to 35,1,60,N,Fail
CCC,2014J,656570,M,Ireland,Lower Than A Level,20-30pct,0 to 35,0,60,N,Pass
BBB,2014B,567339,F,South Region,Lower Than A Level,10-20,35 to 55,0,60,N,Fail
DDD,2014J,124118,M,Wales,HE Qualification,90-100pct,55 to 100,0,74,N,Distinction
FFF,2014J,617776,M,Yorkshire Region,Lower Than A Level,0-10pct,0 to 35,0,60,N,Withdrawn
CCC,2014J,56978,M,North Region,A Level or Equivalent,20-30pct,0 to 35,0,90,N,Withdrawn
FFF,2013J,587772,F,East Midlands Region,A Level or Equivalent,90-100pct,0 to 35,0,60,Y,Pass
FFF,2014B,532183,M,London Region,Lower Than A Level,20-30pct,0 to 35,0,120,N,Withdrawn
BBB,2014B,211645,F,East Midlands Region,A Level or Equivalent,60-70pct,35 to 55,0,120,N,Withdrawn
BBB,2013J,587416,F,Scotland,A Level or Equivalent,40-50pct,0 to 35,0,60,N,Pass
BBB,2014J,685080,M,Ireland,Lower Than A Level,20-30pct,0 to 35,0,60,N,Fail
FFF,2014B,69758,M,London Region,A Level or Equivalent,10-20,0 to 35,0,90,N,Withdrawn
CCC,2014J,652063,M,Scotland,HE Qualification,90-100pct,35 to 55,0,30,N,Pass
FFF,2014J,330262,M,North Region,A Level or Equivalent,20-30pct,0 to 35,0,90,N,Pass
DDD,2014J,2503909,M,North Region,HE Qualification,50-60pct,55 to 100,0,60,N,Distinction
FFF,2013J,349397,M,West Midlands Region,Lower Than A Level,10-20,35 to 55,0,30,N,Distinction
BBB,2013J,610144,F,West Midlands Region,Lower Than A Level,30-40pct,0 to 35,0,60,N,Withdrawn
DDD,2013J,488215,M,Yorkshire Region,A Level or Equivalent,0-10pct,0 to 35,0,120,N,Fail
AAA,2014J,88808,M,West Midlands Region,A Level or Equivalent,60-70pct,0 to 35,0,60,N,Pass
FFF,2014J,639116,M,North Region,A Level or Equivalent,20-30pct,0 to 35,0,60,N,Pass
BBB,2013B,555489,F,London Region,Lower Than A Level,0-10pct,0 to 35,0,60,Y,Withdrawn
FFF,2014J,561128,M,West Midlands Region,No Formal quals,60-70pct,0 to 35,1,230,N,Fail
GGG,2014J,643775,M,Wales,Lower Than A Level,70-80pct,35 to 55,0,90,N,Pass
CCC,2014J,579185,F,Ireland,Lower Than A Level,60-70pct,0 to 35,0,60,N,Withdrawn
EEE,2014J,611415,M,East Anglian Region,A Level or Equivalent,50-60pct,0 to 35,0,60,N,Distinction
FFF,2014B,627764,M,London Region,A Level or Equivalent,10-20,0 to 35,0,60,N,Pass
BBB,2014J,624346,F,South East Region,Lower Than A Level,50-60pct,35 to 55,0,60,N,Pass
FFF,2013B,249582,M,East Anglian Region,A Level or Equivalent,0-10pct,0 to 35,0,149,N,Withdrawn
FFF,2013B,551349,M,Yorkshire Region,Lower Than A Level,80-90pct,0 to 35,1,60,N,Fail
CCC,2014J,457081,M,South East Region,Lower Than A Level,20-30pct,0 to 35,0,60,N,Fail
CCC,2014B,537999,M,London Region,Lower Than A Level,70-80pct,0 to 35,0,60,N,Fail
FFF,2014B,587695,F,South East Region,Lower Than A Level,60-70pct,0 to 35,0,60,N,Withdrawn
DDD,2013B,2273815,M,South Region,A Level or Equivalent,90-100pct,55 to 100,0,60,Y,Distinction
GGG,2013J,91587,M,Scotland,Lower Than A Level,40-50pct,35 to 55,0,30,Y,Pass
BBB,2013J,495458,F,East Anglian Region,Lower Than A Level,30-40pct,0 to 35,0,60,N,Pass
DDD,2013B,441970,M,Scotland,Lower Than A Level,30-40pct,0 to 35,0,60,Y,Pass
CCC,2014J,385446,M,North Region,A Level or Equivalent,20-30pct,55 to 100,0,193,N,Fail
GGG,2014J,425600,F,East Anglian Region,Lower Than A Level,10-20,35 to 55,0,30,N,Fail
DDD,2014J,2150730,M,Scotland,A Level or Equivalent,10-20,0 to 35,1,60,N,Withdrawn
GGG,2013J,472801,F,London Region,Lower Than A Level,20-30pct,35 to 55,0,31,N,Pass
EEE,2013J,601922,M,Scotland,A Level or Equivalent,60-70pct,35 to 55,0,60,N,Distinction
DDD,2014B,474128,M,North Western Region,Lower Than A Level,0-10pct,0 to 35,0,60,N,Fail
CCC,2014J,621464,M,West Midlands Region,A Level or Equivalent,80-90pct,0 to 35,0,60,N,Pass
DDD,2013B,605615,M,London Region,A Level or Equivalent,90-100pct,0 to 35,0,60,Y,Withdrawn
FFF,2014B,577726,M,East Midlands Region,A Level or Equivalent,90-100pct,0 to 35,0,60,N,Fail
CCC,2014J,626261,M,Ireland,Lower Than A Level,60-70pct,0 to 35,0,60,N,Pass
FFF,2014J,563419,M,Yorkshire Region,Lower Than A Level,30-40pct,0 to 35,0,60,N,Pass
EEE,2014J,135670,M,Scotland,Post Graduate Qualification,90-100pct,55 to 100,0,30,N,Pass
CCC,2014J,538566,M,West Midlands Region,Lower Than A Level,10-20,0 to 35,0,60,N,Withdrawn
FFF,2014J,169716,M,South Region,A Level or Equivalent,40-50pct,0 to 35,0,120,N,Pass
BBB,2014B,446476,F,South East Region,Lower Than A Level,60-70pct,0 to 35,0,120,N,Distinction
FFF,2014J,574533,M,East Anglian Region,Lower Than A Level,40-50pct,0 to 35,1,120,N,Fail
DDD,2013B,151415,M,South Region,Lower Than A Level,90-100pct,0 to 35,0,218,Y,Fail
EEE,2014B,647676,M,Wales,A Level or Equivalent,10-20,35 to 55,0,60,N,Distinction
CCC,2014J,172703,M,Yorkshire Region,A Level or Equivalent,20-30pct,0 to 35,0,90,N,Pass
BBB,2014J,637820,M,Yorkshire Region,Lower Than A Level,0-10pct,35 to 55,0,60,N,Withdrawn
BBB,2013B,2621137,M,South Region,Lower Than A Level,70-80pct,35 to 55,2,120,N,Fail
GGG,2014J,684109,F,South Region,A Level or Equivalent,60-70pct,0 to 35,0,30,N,Distinction
BBB,2014J,600309,M,Scotland,Lower Than A Level,40-50pct,0 to 35,0,60,N,Fail
BBB,2013J,573247,F,East Anglian Region,A Level or Equivalent,60-70pct,0 to 35,0,120,N,Withdrawn
CCC,2014J,599833,M,North Region,Lower Than A Level,20-30pct,0 to 35,0,90,N,Withdrawn
BBB,2014J,541215,F,South East Region,A Level or Equivalent,30-40pct,0 to 35,1,60,N,Pass
CCC,2014B,641889,F,East Anglian Region,Lower Than A Level,10-20,0 to 35,0,30,N,Withdrawn
BBB,2014B,352457,F,East Anglian Region,Lower Than A Level,10-20,0 to 35,0,60,N,Fail
DDD,2014J,480446,F,Yorkshire Region,Lower Than A Level,0-10pct,0 to 35,3,120,N,Withdrawn
FFF,2014B,419103,M,North Western Region,Lower Than A Level,90-100pct,0 to 35,0,60,N,Fail
GGG,2014J,641237,F,East Anglian Region,Lower Than A Level,20-30pct,35 to 55,0,30,N,Distinction
EEE,2013J,602964,M,North Region,Lower Than A Level,30-40pct,0 to 35,0,60,N,Pass
BBB,2014B,620604,F,Wales,Lower Than A Level,30-40pct,35 to 55,0,60,N,Fail
DDD,2013B,572483,M,Scotland,Lower Than A Level,40-50pct,0 to 35,0,60,N,Pass
EEE,2014J,651244,M,Wales,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Fail
DDD,2014J,115549,M,North Region,A Level or Equivalent,60-70pct,0 to 35,0,60,N,Pass
FFF,2014J,620422,M,Ireland,Lower Than A Level,10-20,35 to 55,0,60,N,Distinction
DDD,2013B,17804,M,South West Region,Lower Than A Level,20-30pct,0 to 35,2,180,Y,Fail
EEE,2013J,2273568,M,Scotland,HE Qualification,90-100pct,35 to 55,0,90,N,Distinction
FFF,2013J,497531,M,East Anglian Region,Lower Than A Level,80-90pct,0 to 35,2,120,N,Fail
FFF,2013J,3733,M,Scotland,A Level or Equivalent,90-100pct,0 to 35,1,90,N,Fail
CCC,2014J,424702,M,East Anglian Region,Lower Than A Level,70-80pct,0 to 35,0,30,N,Fail
FFF,2014J,397640,M,Ireland,Lower Than A Level,60-70pct,0 to 35,1,120,N,Fail
FFF,2014B,480718,M,North Region,Lower Than A Level,10-20,0 to 35,2,60,N,Fail
DDD,2013B,383409,M,South East Region,Lower Than A Level,90-100pct,0 to 35,1,60,N,Pass
DDD,2014J,537876,M,London Region,Lower Than A Level,10-20,35 to 55,0,90,N,Fail
BBB,2013J,500537,M,Scotland,Lower Than A Level,10-20,0 to 35,0,60,N,Withdrawn
BBB,2013B,87622,F,Ireland,A Level or Equivalent,20-30pct,35 to 55,0,90,N,Pass
DDD,2014B,509042,F,North Western Region,A Level or Equivalent,0-10pct,0 to 35,1,60,N,Pass
DDD,2013B,523774,F,South West Region,Lower Than A Level,40-50pct,0 to 35,0,60,N,Pass
BBB,2014B,113085,F,Scotland,A Level or Equivalent,40-50pct,35 to 55,0,60,N,Pass
CCC,2014B,635772,F,London Region,A Level or Equivalent,20-30pct,0 to 35,0,60,N,Withdrawn
CCC,2014J,642579,M,Scotland,HE Qualification,90-100pct,35 to 55,0,60,N,Distinction
FFF,2013B,533556,M,Ireland,Lower Than A Level,60-70pct,35 to 55,0,60,N,Pass
BBB,2013B,472660,M,Wales,HE Qualification,60-70pct,35 to 55,0,60,N,Pass
BBB,2013J,112295,F,North Western Region,Lower Than A Level,0-10pct,0 to 35,0,60,Y,Fail
DDD,2014B,635847,M,Wales,Lower Than A Level,60-70pct,35 to 55,0,60,N,Fail
GGG,2013J,70289,F,South Region,Lower Than A Level,70-80pct,0 to 35,0,30,Y,Pass
BBB,2014J,656031,F,Ireland,Lower Than A Level,40-50pct,35 to 55,0,60,N,Pass
BBB,2014B,1413441,F,South Region,A Level or Equivalent,90-100pct,35 to 55,0,60,N,Pass
GGG,2013J,56377,M,East Anglian Region,Lower Than A Level,50-60pct,0 to 35,0,30,N,Pass
BBB,2013B,628709,F,Scotland,HE Qualification,50-60pct,0 to 35,1,60,N,Pass
BBB,2013B,246416,F,North Region,Lower Than A Level,20-30pct,0 to 35,0,60,N,Pass
