"code_module","code_presentation","id_student","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result"
"FFF","2013B",557588,"M","South West Region","A Level or Equivalent","70-80pct","0 to 35",0,120,"N","Fail"
"CCC","2014J",526601,"M","East Midlands Region","Lower Than A Level","20-30pct","0 to 35",0,30,"N","Withdrawn"
"EEE","2014B",629421,"M","London Region","A Level or Equivalent","50-60pct","0 to 35",0,60,"N","Fail"
"FFF","2013J",587912,"M","East Anglian Region","Lower Than A Level","60-70pct","0 to 35",0,180,"N","Withdrawn"
"FFF","2013J",518364,"F","North Western Region","Lower Than A Level","60-70pct","0 to 35",0,60,"N","Fail"
"CCC","2014B",179904,"M","North Region","Lower Than A Level","20-30pct","0 to 35",0,30,"N","Pass"
"BBB","2013J",555346,"F","London Region","Lower Than A Level","20-30pct","0 to 35",0,120,"N","Fail"
"GGG","2013J",581003,"F","North Western Region","Lower Than A Level","20-30pct","0 to 35",0,30,"N","Fail"
"FFF","2013B",244114,"M","East Midlands Region","Lower Than A Level","70-80pct","0 to 35",0,60,"N","Pass"
"CCC","2014J",628803,"M","London Region","HE Qualification","20-30pct","0 to 35",0,180,"N","Withdrawn"
"BBB","2014J",688263,"F","Yorkshire Region","Lower Than A Level","0-10pct","0 to 35",0,60,"N","Fail"
"AAA","2013J",968578,"F","London Region","A Level or Equivalent","90-100pct","35 to 55",0,60,"N","Pass"
"FFF","2013J",598353,"M","North Region","Lower Than A Level","20-30pct","0 to 35",0,60,"N","Fail"
"AAA","2014J",639053,"F","East Anglian Region","A Level or Equivalent","30-40pct","35 to 55",0,120,"N","Fail"
"FFF","2014J",677085,"M","Wales","Lower Than A Level","10-20","0 to 35",0,120,"N","Distinction"
"DDD","2013J",445749,"F","Yorkshire Region","Lower Than A Level","90-100pct","35 to 55",0,60,"N","Pass"
"DDD","2014B",620159,"M","South Region","Lower Than A Level","60-70pct","0 to 35",0,60,"N","Fail"
"GGG","2013J",2656100,"F","South Region","Lower Than A Level","50-60pct","35 to 55",0,30,"N","Fail"
"DDD","2014J",644229,"M","London Region","A Level or Equivalent","0-10pct","35 to 55",0,60,"N","Distinction"
"FFF","2013J",335582,"M","Wales","HE Qualification","20-30pct","35 to 55",2,60,"N","Fail"
"DDD","2013J",91354,"M","South West Region","Lower Than A Level","60-70pct","0 to 35",0,60,"N","Withdrawn"
"EEE","2014B",602721,"M","Scotland","HE Qualification","60-70pct","0 to 35",0,60,"N","Pass"
"FFF","2013J",572346,"M","East Midlands Region","Lower Than A Level","50-60pct","0 to 35",0,60,"N","Withdrawn"
"GGG","2013J",2679694,"F","North Western Region","A Level or Equivalent","60-70pct","35 to 55",0,30,"N","Distinction"
"FFF","2013J",572769,"M","London Region","A Level or Equivalent","40-50pct","0 to 35",0,60,"N","Distinction"
"AAA","2014J",396599,"F","South Region","A Level or Equivalent","90-100pct","35 to 55",0,60,"N","Pass"
"BBB","2013J",492286,"M","East Anglian Region","Lower Than A Level","60-70pct","0 to 35",1,120,"Y","Pass"
"CCC","2014J",651616,"M","North Western Region","Lower Than A Level","40-50pct","0 to 35",0,180,"N","Withdrawn"
"CCC","2014B",603639,"M","Yorkshire Region","A Level or Equivalent","90-100pct","0 to 35",0,60,"N","Pass"
"CCC","2014J",199261,"M","East Anglian Region","A Level or Equivalent","40-50pct","0 to 35",1,120,"N","Withdrawn"
"FFF","2014B",603694,"F","East Midlands Region","Lower Than A Level","10-20","35 to 55",1,120,"N","Fail"
"FFF","2014J",651334,"M","North Western Region","A Level or Equivalent","10-20","0 to 35",0,60,"N","Pass"
"FFF","2013B",545909,"M","South East Region","Lower Than A Level","80-90pct","0 to 35",0,60,"N","Fail"
"BBB","2013J",610802,"F","Wales","Lower Than A Level","20-30pct","35 to 55",0,60,"N","Withdrawn"
"EEE","2013J",606724,"M","Yorkshire Region","A Level or Equivalent","40-50pct","0 to 35",0,60,"N","Pass"
"BBB","2013J",378721,"F","Wales","A Level or Equivalent","60-70pct","0 to 35",0,60,"N","Pass"
"BBB","2013J",422479,"F","South East Region","A Level or Equivalent","70-80pct","0 to 35",2,120,"N","Pass"
"CCC","2014B",625108,"F","East Anglian Region","A Level or Equivalent","60-70pct","0 to 35",0,90,"N","Withdrawn"
"BBB","2013B",541363,"F","South East Region","Lower Than A Level","20-30pct","0 to 35",0,60,"N","Fail"
"FFF","2014B",482445,"F","London Region","A Level or Equivalent","50-60pct","0 to 35",0,120,"N","Fail"
"BBB","2013B",507303,"M","London Region","Lower Than A Level","40-50pct","35 to 55",0,60,"N","Withdrawn"
"CCC","2014J",628114,"M","Scotland","HE Qualification","0-10pct","0 to 35",0,60,"N","Pass"
"GGG","2014J",290854,"F","North Region","A Level or Equivalent","60-70pct","0 to 35",0,30,"Y","Distinction"
"DDD","2014J",679234,"M","East Midlands Region","Lower Than A Level","40-50pct","0 to 35",0,60,"N","Withdrawn"
"DDD","2013B",507730,"M","Yorkshire Region","Lower Than A Level","60-70pct","0 to 35",0,90,"N","Withdrawn"
"DDD","2014J",540821,"F","South East Region","A Level or Equivalent","50-60pct","35 to 55",0,60,"N","Pass"
"BBB","2014B",623857,"F","West Midlands Region","Lower Than A Level","0-10pct","0 to 35",0,60,"N","Fail"
"FFF","2014J",649849,"M","Scotland","HE Qualification","90-100pct","0 to 35",0,60,"N","Fail"
"BBB","2013B",544351,"M","West Midlands Region","Lower Than A Level","0-10pct","0 to 35",0,60,"N","Fail"
"BBB","2014B",355147,"F","West Midlands Region","Lower Than A Level","0-10pct","0 to 35",0,60,"N","Fail"
"CCC","2014J",2139273,"F","Scotland","A Level or Equivalent","60-70pct","55 to 100",0,30,"N","Fail"
"EEE","2014J",652571,"M","South West Region","A Level or Equivalent","60-70pct","0 to 35",0,30,"N","Pass"
"BBB","2013J",578717,"F","West Midlands Region","A Level or Equivalent","50-60pct","0 to 35",0,60,"N","Pass"
"BBB","2013J",600844,"M","North Western Region","Lower Than A Level","0-10pct","0 to 35",0,60,"N","Withdrawn"
"CCC","2014B",620713,"M","North Western Region","Lower Than A Level","0-10pct","0 to 35",0,60,"Y","Fail"
"GGG","2014B",618244,"F","East Anglian Region","Lower Than A Level","20-30pct","0 to 35",0,30,"Y","Withdrawn"
"BBB","2014J",586398,"F","South East Region","A Level or Equivalent","20-30pct","0 to 35",0,120,"N","Fail"
"FFF","2013B",362668,"F","Scotland","A Level or Equivalent","70-80pct","0 to 35",0,60,"Y","Pass"
"BBB","2013J",583098,"F","East Anglian Region","A Level or Equivalent","0-10pct","0 to 35",0,60,"N","Withdrawn"
"DDD","2014J",387359,"M","East Anglian Region","A Level or Equivalent","40-50pct","0 to 35",0,120,"N","Withdrawn"
"GGG","2013J",521164,"M","South Region","Lower Than A Level","70-80pct","0 to 35",0,30,"N","Fail"
"BBB","2013B",554795,"M","London Region","A Level or Equivalent","10-20","0 to 35",0,60,"N","Pass"
"GGG","2014J",655556,"M","Yorkshire Region","A Level or Equivalent","50-60pct","35 to 55",0,30,"N","Fail"
"CCC","2014B",543924,"M","North Western Region","Lower Than A Level","30-40pct","0 to 35",0,60,"N","Pass"
"GGG","2014B",613981,"M","South West Region","Lower Than A Level","80-90pct","0 to 35",0,30,"N","Withdrawn"
"FFF","2014J",74165,"M","East Midlands Region","Lower Than A Level","30-40pct","35 to 55",1,150,"N","Withdrawn"
"BBB","2014J",609194,"M","Scotland","A Level or Equivalent","10-20","0 to 35",1,120,"Y","Withdrawn"
"CCC","2014J",2439239,"F","North Region","Post Graduate Qualification","20-30pct","35 to 55",0,60,"N","Fail"
"DDD","2014B",626321,"M","North Region","Lower Than A Level","20-30pct","35 to 55",0,60,"N","Withdrawn"
"BBB","2014B",489198,"F","South Region","Lower Than A Level","70-80pct","0 to 35",0,90,"N","Fail"
"CCC","2014B",438796,"M","Scotland","HE Qualification","90-100pct","35 to 55",0,60,"N","Fail"
"EEE","2013J",543576,"M","North Western Region","Lower Than A Level","10-20","35 to 55",0,30,"N","Fail"
"FFF","2014J",697204,"M","North Western Region","Lower Than A Level","0-10pct","0 to 35",0,120,"N","Withdrawn"
"FFF","2014J",366140,"M","North Region","Lower Than A Level","20-30pct","35 to 55",1,60,"N","Fail"
"BBB","2014B",543963,"F","West Midlands Region","A Level or Equivalent","80-90pct","0 to 35",0,60,"N","Fail"
"EEE","2013J",110461,"M","Scotland","Lower Than A Level","40-50pct","35 to 55",0,60,"N","Pass"
"BBB","2014B",625251,"F","North Western Region","Lower Than A Level","20-30pct","0 to 35",0,60,"N","Withdrawn"
"GGG","2014J",501888,"F","Wales","Lower Than A Level","0-10pct","35 to 55",0,30,"N","Pass"
"DDD","2014B",629405,"M","London Region","A Level or Equivalent","20-30pct","0 to 35",0,60,"N","Withdrawn"
"GGG","2014B",627264,"F","East Midlands Region","Lower Than A Level","40-50pct","35 to 55",0,30,"N","Pass"
"DDD","2013B",2656282,"F","West Midlands Region","Lower Than A Level","80-90pct","35 to 55",1,180,"N","Withdrawn"
"BBB","2014B",523247,"F","North Region","Lower Than A Level","40-50pct","35 to 55",0,60,"N","Fail"
"BBB","2014B",559090,"F","West Midlands Region","A Level or Equivalent","50-60pct","0 to 35",0,60,"N","Pass"
"CCC","2014B",632487,"F","London Region","A Level or Equivalent","20-30pct","0 to 35",0,60,"N","Withdrawn"
"CCC","2014B",445917,"M","South Region","A Level or Equivalent","80-90pct","0 to 35",0,30,"N","Fail"
"CCC","2014J",687319,"F","South East Region","A Level or Equivalent","10-20","0 to 35",0,150,"N","Fail"
"DDD","2014J",651048,"M","Scotland","Lower Than A Level","70-80pct","0 to 35",0,60,"N","Withdrawn"
"BBB","2013B",494927,"F","Scotland","A Level or Equivalent","40-50pct","0 to 35",0,60,"N","Pass"
"GGG","2014B",502182,"M","North Western Region","Lower Than A Level","60-70pct","0 to 35",0,30,"Y","Pass"
"BBB","2013B",309175,"F","North Region","Lower Than A Level","10-20","35 to 55",2,120,"N","Distinction"
"BBB","2014J",630773,"F","East Anglian Region","HE Qualification","80-90pct","35 to 55",0,60,"N","Distinction"
"AAA","2014J",421455,"F","East Midlands Region","HE Qualification","20-30pct","35 to 55",0,110,"N","Fail"
"BBB","2014J",650357,"F","South East Region","A Level or Equivalent","70-80pct","0 to 35",0,60,"N","Withdrawn"
"BBB","2013B",548884,"M","South West Region","A Level or Equivalent","70-80pct","0 to 35",0,60,"N","Distinction"
"CCC","2014J",522534,"M","South East Region","Lower Than A Level","40-50pct","0 to 35",0,120,"N","Fail"
"DDD","2014B",632486,"M","North Western Region","Lower Than A Level","50-60pct","0 to 35",0,60,"N","Pass"
"BBB","2013J",582806,"F","North Region","A Level or Equivalent","10-20","0 to 35",0,120,"N","Pass"
"FFF","2013J",512123,"F","South Region","Lower Than A Level","50-60pct","0 to 35",1,120,"N","Withdrawn"
"FFF","2014B",630950,"M","South West Region","A Level or Equivalent","30-40pct","0 to 35",0,60,"N","Withdrawn"
"FFF","2014J",653206,"M","Yorkshire Region","Lower Than A Level","20-30pct","0 to 35",0,60,"N","Withdrawn"
"CCC","2014J",1744800,"M","Ireland","HE Qualification","20-30pct","35 to 55",0,60,"N","Pass"
"GGG","2014B",596751,"F","South West Region","A Level or Equivalent","60-70pct","35 to 55",0,30,"N","Distinction"
"CCC","2014B",611176,"M","West Midlands Region","A Level or Equivalent","90-100pct","35 to 55",0,60,"N","Fail"
"GGG","2014B",391937,"F","London Region","Lower Than A Level","10-20","55 to 100",0,30,"N","Fail"
"FFF","2014J",520265,"M","London Region","Lower Than A Level","30-40pct","35 to 55",2,120,"N","Pass"
"FFF","2013J",2387725,"M","Wales","A Level or Equivalent","10-20","35 to 55",0,90,"N","Withdrawn"
"BBB","2013B",262741,"F","West Midlands Region","Lower Than A Level","0-10pct","0 to 35",2,150,"N","Withdrawn"
"BBB","2013B",256215,"F","Wales","Lower Than A Level","10-20","35 to 55",0,60,"N","Fail"
"DDD","2014J",598283,"M","South East Region","A Level or Equivalent","70-80pct","35 to 55",0,60,"N","Pass"
"FFF","2014J",575302,"F","Wales","A Level or Equivalent","60-70pct","0 to 35",0,150,"N","Pass"
"BBB","2013B",545240,"M","Scotland","Lower Than A Level","10-20","0 to 35",0,60,"N","Fail"
"CCC","2014B",632133,"M","London Region","HE Qualification","20-30pct","0 to 35",0,60,"N","Pass"
"BBB","2013J",429610,"F","Scotland","Lower Than A Level","10-20","0 to 35",0,120,"N","Fail"
"FFF","2014B",586543,"F","East Anglian Region","No Formal quals","20-30pct","0 to 35",0,60,"N","Pass"
"BBB","2013J",572504,"F","Wales","Lower Than A Level","10-20","0 to 35",0,60,"N","Pass"
"BBB","2014J",518389,"M","Ireland","Lower Than A Level","0-10pct","35 to 55",0,120,"N","Distinction"
"DDD","2014J",331526,"M","North Region","Lower Than A Level","30-40pct","35 to 55",0,60,"N","Pass"
"FFF","2014J",682982,"M","South East Region","A Level or Equivalent","30-40pct","0 to 35",0,60,"N","Withdrawn"
"FFF","2014B",629267,"M","Ireland","Lower Than A Level","90-100pct","0 to 35",0,60,"N","Pass"
"BBB","2013B",392428,"F","West Midlands Region","Lower Than A Level","30-40pct","0 to 35",0,60,"N","Withdrawn"
"BBB","2014J",678688,"F","Wales","HE Qualification","10-20","0 to 35",0,60,"N","Withdrawn"
"BBB","2014J",683705,"M","East Anglian Region","A Level or Equivalent","70-80pct","0 to 35",0,60,"N","Withdrawn"
"FFF","2013J",244205,"M","North Western Region","Lower Than A Level","40-50pct","0 to 35",1,120,"N","Withdrawn"
"GGG","2014B",621478,"F","East Anglian Region","Lower Than A Level","30-40pct","0 to 35",0,30,"N","Distinction"
"CCC","2014J",684111,"M","Wales","A Level or Equivalent","90-100pct","0 to 35",0,120,"N","Withdrawn"
"BBB","2014J",306478,"F","Wales","Lower Than A Level","0-10pct","0 to 35",0,60,"N","Pass"
"GGG","2013J",609761,"F","East Anglian Region","Lower Than A Level","10-20","35 to 55",0,30,"N","Pass"
"GGG","2013J",2379431,"M","London Region","HE Qualification","20-30pct","0 to 35",0,30,"N","Fail"
"FFF","2013B",559019,"M","North Region","A Level or Equivalent","20-30pct","0 to 35",0,60,"N","Distinction"
"BBB","2014B",627228,"F","West Midlands Region","A Level or Equivalent","50-60pct","0 to 35",0,60,"N","Pass"
"EEE","2014J",624126,"M","West Midlands Region","Lower Than A Level","80-90pct","0 to 35",0,150,"N","Withdrawn"
"CCC","2014J",684669,"M","Scotland","Lower Than A Level","40-50pct","35 to 55",0,60,"N","Withdrawn"
"EEE","2013J",550059,"M","London Region","Lower Than A Level","40-50pct","0 to 35",0,60,"N","Pass"
"GGG","2014B",630787,"F","South East Region","Lower Than A Level","50-60pct","0 to 35",0,30,"N","Pass"
"BBB","2014J",445136,"F","South East Region","HE Qualification","70-80pct","0 to 35",0,60,"N","Pass"
"BBB","2013B",262294,"F","North Western Region","Lower Than A Level","20-30pct","0 to 35",0,60,"N","Distinction"
"FFF","2014J",693345,"M","South Region","A Level or Equivalent","70-80pct","35 to 55",0,60,"Y","Pass"
"EEE","2014B",524276,"M","Scotland","HE Qualification","0-10pct","0 to 35",0,30,"Y","Fail"
"FFF","2014J",604567,"M","Scotland","A Level or Equivalent","60-70pct","0 to 35",1,120,"N","Pass"
"BBB","2013B",557024,"F","South Region","Lower Than A Level","20-30pct","35 to 55",0,60,"N","Withdrawn"
"BBB","2014B",287004,"F","Wales","A Level or Equivalent","90-100pct","0 to 35",2,120,"N","Pass"
"EEE","2014J",131776,"M","South East Region","Lower Than A Level","90-100pct","0 to 35",0,120,"N","Distinction"
"FFF","2013B",522850,"M","North Western Region","Lower Than A Level","60-70pct","0 to 35",0,60,"N","Withdrawn"
"BBB","2014B",159293,"F","London Region","A Level or Equivalent","40-50pct","35 to 55",0,60,"N","Pass"
"DDD","2014B",613107,"M","West Midlands Region","A Level or Equivalent","10-20","0 to 35",0,60,"N","Pass"
"FFF","2013B",2647043,"M","East Anglian Region","Lower Than A Level","20-30pct","35 to 55",1,60,"Y","Fail"
"FFF","2014J",130409,"M","Ireland","A Level or Equivalent","90-100pct","0 to 35",0,120,"N","Withdrawn"
"FFF","2013B",519969,"M","North Region","Lower Than A Level","20-30pct","0 to 35",0,120,"N","Withdrawn"
"CCC","2014B",1100639,"F","London Region","Lower Than A Level","10-20","35 to 55",0,60,"N","Pass"
"DDD","2013B",345313,"F","Yorkshire Region","Lower Than A Level","80-90pct","0 to 35",0,60,"N","Distinction"
"BBB","2013B",537558,"F","South Region","Lower Than A Level","40-50pct","0 to 35",0,120,"N","Withdrawn"
"CCC","2014B",627386,"F","West Midlands Region","Lower Than A Level","10-20","35 to 55",0,120,"Y","Fail"
"BBB","2014J",693692,"F","East Anglian Region","Lower Than A Level","50-60pct","0 to 35",0,60,"N","Pass"
"CCC","2014J",646589,"M","Wales","Lower Than A Level","90-100pct","0 to 35",0,120,"N","Pass"
"DDD","2014B",2087698,"M","London Region","HE Qualification","10-20","35 to 55",0,75,"N","Fail"
"EEE","2014J",509780,"M","Yorkshire Region","A Level or Equivalent","10-20","0 to 35",0,90,"N","Distinction"
"DDD","2013J",577279,"F","South Region","Lower Than A Level","50-60pct","0 to 35",0,60,"N","Withdrawn"
"FFF","2014B",618744,"M","Ireland","Lower Than A Level","70-80pct","0 to 35",0,90,"N","Pass"
"CCC","2014J",675495,"M","South Region","Lower Than A Level","60-70pct","0 to 35",0,60,"N","Pass"
"FFF","2013J",2356196,"M","Scotland","HE Qualification","70-80pct","35 to 55",0,60,"N","Pass"
"BBB","2013B",548839,"F","South West Region","A Level or Equivalent","40-50pct","0 to 35",0,60,"Y","Pass"
"DDD","2013J",1963677,"M","North Western Region","Lower Than A Level","30-40pct","35 to 55",0,120,"N","Pass"
"AAA","2014J",165226,"F","Yorkshire Region","A Level or Equivalent","20-30pct","0 to 35",0,60,"N","Pass"
"BBB","2013J",516055,"M","West Midlands Region","HE Qualification","0-10pct","0 to 35",0,120,"N","Pass"
"DDD","2014J",584038,"M","South West Region","Lower Than A Level","50-60pct","35 to 55",0,60,"N","Pass"
"GGG","2014B",615425,"F","East Midlands Region","A Level or Equivalent","10-20","0 to 35",0,30,"Y","Withdrawn"
"GGG","2014J",620239,"F","Scotland","Lower Than A Level","60-70pct","0 to 35",0,30,"Y","Pass"
"DDD","2013J",522363,"M","Yorkshire Region","A Level or Equivalent","20-30pct","0 to 35",0,120,"N","Withdrawn"
"CCC","2014J",553741,"M","West Midlands Region","A Level or Equivalent","40-50pct","0 to 35",0,30,"N","Withdrawn"
"BBB","2013J",578057,"F","Yorkshire Region","Lower Than A Level","20-30pct","0 to 35",0,180,"N","Withdrawn"
"GGG","2014J",651210,"M","West Midlands Region","Lower Than A Level","30-40pct","0 to 35",0,30,"N","Pass"
"AAA","2013J",281589,"M","East Anglian Region","A Level or Equivalent","80-90pct","0 to 35",0,60,"N","Pass"
"DDD","2014J",682787,"M","North Western Region","A Level or Equivalent","20-30pct","0 to 35",0,60,"N","Withdrawn"
"FFF","2013B",473081,"M","London Region","A Level or Equivalent","60-70pct","35 to 55",0,60,"N","Pass"
"AAA","2014J",28061,"M","Yorkshire Region","HE Qualification","20-30pct","55 to 100",0,270,"N","Withdrawn"
"CCC","2014B",604723,"M","South East Region","Lower Than A Level","40-50pct","0 to 35",0,90,"N","Withdrawn"
"DDD","2013J",2671469,"M","Scotland","A Level or Equivalent","50-60pct","0 to 35",2,60,"N","Withdrawn"
"FFF","2013B",150763,"M","North Region","A Level or Equivalent","0-10pct","0 to 35",0,60,"N","Withdrawn"
"GGG","2014J",682307,"M","East Anglian Region","Lower Than A Level","50-60pct","0 to 35",0,30,"N","Distinction"
"FFF","2013B",530445,"M","South Region","Lower Than A Level","60-70pct","0 to 35",1,150,"N","Pass"
"CCC","2014B",568047,"M","Scotland","A Level or Equivalent","10-20","0 to 35",0,60,"N","Withdrawn"
"BBB","2013J",616342,"F","South East Region","HE Qualification","70-80pct","35 to 55",0,60,"N","Withdrawn"
"BBB","2013B",472586,"F","Ireland","A Level or Equivalent","20-30pct","0 to 35",0,180,"N","Pass"
"FFF","2014J",680222,"M","North Western Region","Lower Than A Level","30-40pct","0 to 35",0,60,"Y","Pass"
"CCC","2014B",625014,"M","Wales","Lower Than A Level","90-100pct","0 to 35",0,60,"N","Withdrawn"
"FFF","2014B",596243,"M","East Anglian Region","HE Qualification","80-90pct","35 to 55",0,90,"N","Pass"
"DDD","2013J",575192,"F","Scotland","HE Qualification","50-60pct","0 to 35",0,60,"N","Pass"
"BBB","2013B",1730702,"F","London Region","Lower Than A Level","10-20","0 to 35",0,60,"N","Withdrawn"
"EEE","2014B",604571,"M","South East Region","Lower Than A Level","50-60pct","0 to 35",0,30,"N","Withdrawn"
"DDD","2013B",482117,"F","Scotland","A Level or Equivalent","0-10pct","0 to 35",0,60,"N","Pass"
"DDD","2013B",177333,"F","Scotland","HE Qualification","20-30pct","0 to 35",1,60,"N","Fail"
"EEE","2014J",650816,"M","South Region","A Level or Equivalent","90-100pct","0 to 35",0,60,"N","Fail"
"CCC","2014B",497047,"M","East Anglian Region","HE Qualification","80-90pct","35 to 55",0,60,"N","Withdrawn"
"FFF","2014J",492024,"M","West Midlands Region","A Level or Equivalent","20-30pct","0 to 35",0,70,"N","Pass"
"DDD","2014J",621659,"F","North Region","Lower Than A Level","20-30pct","0 to 35",0,60,"N","Pass"
"CCC","2014B",2178929,"M","Ireland","A Level or Equivalent","20-30pct","0 to 35",0,30,"N","Pass"
"BBB","2013J",340965,"F","West Midlands Region","A Level or Equivalent","0-10pct","0 to 35",3,120,"N","Pass"
"BBB","2013B",329800,"F","South Region","A Level or Equivalent","40-50pct","0 to 35",0,60,"N","Pass"
"FFF","2014B",632114,"M","South Region","A Level or Equivalent","50-60pct","0 to 35",0,60,"N","Pass"
"BBB","2014B",596602,"F","North Western Region","Lower Than A Level","40-50pct","0 to 35",1,120,"N","Fail"
"AAA","2013J",2569324,"F","South Region","Lower Than A Level","90-100pct","0 to 35",0,60,"N","Pass"
"EEE","2014B",631356,"M","East Anglian Region","A Level or Equivalent","30-40pct","0 to 35",0,60,"N","Pass"
"EEE","2014J",695644,"M","Scotland","HE Qualification","30-40pct","35 to 55",0,30,"N","Fail"
"DDD","2014B",632463,"F","West Midlands Region","A Level or Equivalent","90-100pct","0 to 35",0,60,"N","Withdrawn"
"DDD","2014B",634909,"M","London Region","A Level or Equivalent","10-20","0 to 35",0,60,"Y","Fail"
"FFF","2014J",653797,"M","London Region","A Level or Equivalent","30-40pct","0 to 35",0,120,"N","Pass"
"CCC","2014J",1301103,"M","East Midlands Region","HE Qualification","60-70pct","35 to 55",0,240,"N","Withdrawn"
"GGG","2014J",609257,"F","Yorkshire Region","Lower Than A Level","40-50pct","0 to 35",0,30,"N","Pass"
"GGG","2013J",2019921,"F","North Western Region","Lower Than A Level","60-70pct","35 to 55",0,30,"N","Pass"
"FFF","2013J",581410,"M","East Anglian Region","Lower Than A Level","50-60pct","35 to 55",0,60,"N","Distinction"
"DDD","2014J",685623,"F","Wales","A Level or Equivalent","0-10pct","0 to 35",0,120,"N","Pass"
"BBB","2014J",677892,"F","South East Region","Lower Than A Level","10-20","0 to 35",0,60,"N","Fail"
"EEE","2013J",539063,"M","North Western Region","HE Qualification","10-20","0 to 35",0,60,"N","Fail"
"CCC","2014J",2139273,"F","North Western Region","A Level or Equivalent","70-80pct","35 to 55",0,60,"N","Pass"
"FFF","2014B",557708,"M","London Region","A Level or Equivalent","30-40pct","0 to 35",0,60,"Y","Withdrawn"
"CCC","2014J",564213,"M","North Western Region","Lower Than A Level","70-80pct","0 to 35",0,30,"N","Withdrawn"
"GGG","2014B",613039,"F","London Region","Lower Than A Level","20-30pct","0 to 35",0,30,"N","Pass"
"BBB","2013J",600370,"F","South East Region","A Level or Equivalent","10-20","0 to 35",0,120,"Y","Withdrawn"
"BBB","2013J",609388,"M","South West Region","HE Qualification","70-80pct","35 to 55",0,120,"N","Distinction"
"GGG","2014B",632966,"F","London Region","A Level or Equivalent","50-60pct","0 to 35",0,30,"N","Pass"
"EEE","2013J",607609,"M","London Region","Lower Than A Level","90-100pct","35 to 55",0,60,"N","Fail"
"GGG","2013J",594910,"F","East Anglian Region","Lower Than A Level","90-100pct","0 to 35",0,30,"N","Withdrawn"
"CCC","2014B",595781,"M","West Midlands Region","A Level or Equivalent","20-30pct","35 to 55",0,90,"N","Withdrawn"
"CCC","2014J",479522,"M","South West Region","HE Qualification","60-70pct","0 to 35",0,30,"N","Distinction"
"FFF","2014J",836614,"M","South West Region","Lower Than A Level","40-50pct","55 to 100",0,120,"N","Fail"
"BBB","2013B",498175,"F","South West Region","Lower Than A Level","40-50pct","0 to 35",0,60,"N","Pass"
"BBB","2013B",541763,"F","East Anglian Region","A Level or Equivalent","60-70pct","0 to 35",0,60,"N","Fail"
"FFF","2014B",630950,"M","South West Region","A Level or Equivalent","80-90pct","0 to 35",0,60,"N","Fail"
"EEE","2014B",576876,"M","South Region","A Level or Equivalent","0-10pct","0 to 35",1,90,"N","Withdrawn"
"DDD","2014B",631207,"M","South East Region","A Level or Equivalent","50-60pct","0 to 35",0,60,"N","Pass"
"BBB","2013J",476278,"F","South Region","A Level or Equivalent","70-80pct","0 to 35",0,150,"Y","Pass"
