code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
DDD,2013J,97854,M,Yorkshire Region,A Level or Equivalent,50-60pct,0 to 35,0,60,N,Withdrawn
AAA,2014J,562698,M,South West Region,Lower Than A Level,30-40pct,0 to 35,1,90,N,Withdrawn
FFF,2013J,670073,M,North Region,A Level or Equivalent,10-20,35 to 55,0,60,N,Withdrawn
FFF,2014B,563635,M,East Anglian Region,Lower Than A Level,90-100pct,0 to 35,0,60,N,Withdrawn
GGG,2013J,100184,F,South West Region,A Level or Equivalent,10-20,0 to 35,1,120,N,Withdrawn
FFF,2013J,257048,M,South West Region,Lower Than A Level,50-60pct,0 to 35,2,60,N,Withdrawn
BBB,2014B,666188,F,East Midlands Region,Lower Than A Level,90-100pct,0 to 35,0,60,N,Distinction
AAA,2013J,256551,F,Yorkshire Region,A Level or Equivalent,10-20,0 to 35,2,90,N,Fail
CCC,2014J,610100,M,London Region,A Level or Equivalent,90-100pct,0 to 35,0,90,N,Fail
FFF,2013J,198237,M,North Region,Post Graduate Qualification,20-30pct,35 to 55,0,60,N,Distinction
BBB,2014B,143454,F,East Anglian Region,Lower Than A Level,50-60pct,0 to 35,2,120,N,Fail
GGG,2013J,2511744,F,East Anglian Region,Lower Than A Level,50-60pct,35 to 55,0,30,N,Fail
DDD,2013J,503861,F,Yorkshire Region,A Level or Equivalent,80-90pct,0 to 35,0,119,N,Pass
FFF,2014J,582781,F,East Midlands Region,A Level or Equivalent,70-80pct,35 to 55,0,120,N,Pass
FFF,2014J,385749,F,North Western Region,A Level or Equivalent,80-90pct,0 to 35,0,90,Y,Distinction
AAA,2014J,638601,M,East Midlands Region,A Level or Equivalent,30-40pct,35 to 55,1,60,N,Fail
BBB,2013J,1458235,M,Wales,HE Qualification,80-90pct,35 to 55,0,90,N,Pass
BBB,2014B,596396,F,East Anglian Region,Lower Than A Level,40-50pct,0 to 35,0,60,N,Fail
BBB,2013B,246839,M,London Region,Lower Than A Level,10-20,35 to 55,0,60,N,Fail
FFF,2013J,508711,F,North Western Region,Lower Than A Level,50-60pct,0 to 35,0,90,N,Fail
EEE,2014B,69291,M,Scotland,A Level or Equivalent,10-20,35 to 55,0,60,N,Fail
AAA,2013J,295470,M,South Region,A Level or Equivalent,90-100pct,35 to 55,0,60,N,Pass
BBB,2013J,505183,M,Scotland,Lower Than A Level,30-40pct,0 to 35,0,90,N,Fail
DDD,2013J,601258,M,South East Region,No Formal quals,30-40pct,0 to 35,0,90,N,Withdrawn
FFF,2013J,518192,M,North Western Region,Lower Than A Level,30-40pct,0 to 35,0,30,N,Distinction
FFF,2014J,648645,M,Wales,Lower Than A Level,70-80pct,0 to 35,0,120,N,Withdrawn
FFF,2013B,545225,M,East Anglian Region,A Level or Equivalent,70-80pct,0 to 35,1,90,N,Fail
GGG,2013J,431931,F,South West Region,A Level or Equivalent,60-70pct,0 to 35,0,90,N,Pass
AAA,2013J,2221427,M,Scotland,A Level or Equivalent,20-30pct,0 to 35,2,90,N,Fail
CCC,2014J,235016,F,East Midlands Region,HE Qualification,10-20,0 to 35,0,90,Y,Pass
GGG,2014B,662700,F,North Western Region,Lower Than A Level,0-10pct,0 to 35,0,90,N,Distinction
FFF,2013J,557138,M,London Region,Lower Than A Level,30-40pct,0 to 35,0,90,N,Withdrawn
FFF,2014J,647723,M,South Region,A Level or Equivalent,90-100pct,35 to 55,0,60,N,Pass
BBB,2014J,380143,F,Wales,Lower Than A Level,10-20,0 to 35,1,60,N,Pass
FFF,2013J,541741,M,Ireland,Lower Than A Level,40-50pct,35 to 55,0,90,N,Pass
GGG,2013J,348816,F,South West Region,Lower Than A Level,10-20,0 to 35,0,30,Y,Fail
FFF,2013J,273964,M,North Western Region,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Distinction
FFF,2014J,631341,M,Scotland,Lower Than A Level,0-10pct,0 to 35,1,120,N,Fail
EEE,2013B,532216,M,Scotland,Lower Than A Level,70-80pct,0 to 35,0,60,N,Fail
DDD,2013B,471490,M,Wales,Lower Than A Level,40-50pct,0 to 35,2,120,N,Fail
GGG,2014B,571572,F,East Anglian Region,A Level or Equivalent,90-100pct,0 to 35,0,30,N,Pass
BBB,2013J,542938,F,East Anglian Region,A Level or Equivalent,50-60pct,0 to 35,0,60,N,Pass
EEE,2014J,605032,M,North Western Region,Lower Than A Level,30-40pct,0 to 35,0,60,N,Fail
CCC,2014B,305081,M,West Midlands Region,A Level or Equivalent,60-70pct,0 to 35,0,90,N,Fail
GGG,2014B,324467,F,East Anglian Region,Lower Than A Level,10-20,0 to 35,0,30,N,Distinction
GGG,2014J,302328,F,North Region,Lower Than A Level,20-30pct,35 to 55,1,30,N,Fail
BBB,2013B,321921,M,South East Region,A Level or Equivalent,60-70pct,0 to 35,0,60,Y,Pass
BBB,2013J,605811,F,Wales,Lower Than A Level,30-40pct,35 to 55,0,60,N,Pass
CCC,2014J,638751,M,East Anglian Region,A Level or Equivalent,30-40pct,0 to 35,0,30,N,Distinction
CCC,2014J,647621,F,South East Region,HE Qualification,30-40pct,0 to 35,0,90,N,Fail
FFF,2014B,32630,F,Scotland,Lower Than A Level,90-100pct,35 to 55,6,90,Y,Pass
FFF,2014B,494766,M,North Region,Lower Than A Level,10-20,0 to 35,1,60,Y,Fail
GGG,2013J,509532,F,North Western Region,A Level or Equivalent,0-10pct,0 to 35,0,60,N,Pass
CCC,2014J,1667413,M,Ireland,Post Graduate Qualification,20-30pct,35 to 55,0,90,N,Withdrawn
FFF,2014J,680003,M,Wales,Lower Than A Level,40-50pct,0 to 35,0,60,N,Fail
FFF,2014J,623997,M,Yorkshire Region,Lower Than A Level,40-50pct,0 to 35,0,90,N,Fail
FFF,2014J,667267,M,North Region,A Level or Equivalent,20-30pct,0 to 35,0,120,N,Withdrawn
EEE,2014J,575274,M,North Region,Lower Than A Level,10-20,35 to 55,0,60,N,Fail
BBB,2014J,630974,F,Wales,Lower Than A Level,70-80pct,0 to 35,0,60,N,Fail
FFF,2013B,559385,M,London Region,Lower Than A Level,10-20,0 to 35,0,60,N,Withdrawn
CCC,2013J,524790,M,South East Region,Lower Than A Level,50-60pct,0 to 35,0,60,Y,Fail
BBB,2013J,2371791,F,East Anglian Region,A Level or Equivalent,40-50pct,35 to 55,4,120,N,Pass
BBB,2014J,613480,F,South West Region,Lower Than A Level,10-20,0 to 35,0,60,N,Fail
GGG,2013J,517358,M,South East Region,Lower Than A Level,60-70pct,0 to 35,0,30,N,Distinction
BBB,2013J,2510839,F,Scotland,Lower Than A Level,40-50pct,0 to 35,0,120,N,Pass
GGG,2013J,144694,F,South Region,Lower Than A Level,80-90pct,0 to 35,0,30,N,Withdrawn
FFF,2014B,308376,M,London Region,Lower Than A Level,10-20,35 to 55,0,60,Y,Fail
GGG,2014B,521102,M,West Midlands Region,Lower Than A Level,10-20,0 to 35,0,30,N,Fail
EEE,2013J,571045,M,East Midlands Region,Lower Than A Level,10-20,0 to 35,0,60,N,Fail
AAA,2014J,281617,F,North Western Region,A Level or Equivalent,60-70pct,0 to 35,0,90,N,Pass
BBB,2013B,598095,F,East Midlands Region,Lower Than A Level,70-80pct,0 to 35,0,120,N,Fail
CCC,2014J,564162,F,West Midlands Region,HE Qualification,70-80pct,0 to 35,0,120,N,Distinction
EEE,2014B,491067,M,Scotland,A Level or Equivalent,20-30pct,0 to 35,0,90,N,Withdrawn
BBB,2013J,1305469,F,North Western Region,Lower Than A Level,40-50pct,35 to 55,0,60,N,Pass
FFF,2013B,605005,M,Scotland,Lower Than A Level,50-60pct,0 to 35,0,120,N,Distinction
FFF,2014J,2488660,M,South East Region,Lower Than A Level,40-50pct,0 to 35,0,60,Y,Pass
CCC,2014J,594643,M,South West Region,Lower Than A Level,20-30pct,0 to 35,0,60,N,Pass
CCC,2014J,108014,M,Yorkshire Region,A Level or Equivalent,20-30pct,55 to 100,0,60,N,Pass
GGG,2014J,611237,F,Scotland,Lower Than A Level,50-60pct,0 to 35,0,30,N,Distinction
FFF,2013J,558634,M,Wales,Lower Than A Level,0-10pct,0 to 35,0,60,N,Fail
FFF,2014B,674783,M,North Region,HE Qualification,20-30pct,35 to 55,0,120,N,Fail
FFF,2014J,379112,M,South West Region,A Level or Equivalent,60-70pct,35 to 55,0,60,N,Pass
FFF,2014B,438120,F,Scotland,A Level or Equivalent,70-80pct,0 to 35,0,60,N,Fail
DDD,2014J,479889,M,North Region,A Level or Equivalent,20-30pct,0 to 35,0,60,N,Fail
FFF,2013J,563825,M,Scotland,Lower Than A Level,90-100pct,0 to 35,0,90,N,Pass
CCC,2014J,576685,M,Yorkshire Region,Lower Than A Level,80-90pct,35 to 55,0,60,N,Distinction
DDD,2014J,605332,M,South West Region,Lower Than A Level,80-90pct,0 to 35,2,60,N,Fail
BBB,2013J,316754,F,East Midlands Region,A Level or Equivalent,50-60pct,35 to 55,1,60,N,Fail
FFF,2014B,646908,M,East Midlands Region,Lower Than A Level,60-70pct,0 to 35,0,60,N,Withdrawn
DDD,2013J,597536,M,North Region,Lower Than A Level,20-30pct,35 to 55,0,60,N,Withdrawn
FFF,2014J,610408,M,Wales,A Level or Equivalent,0-10pct,0 to 35,0,60,N,Withdrawn
FFF,2013J,472581,F,South East Region,Lower Than A Level,70-80pct,35 to 55,1,120,N,Fail
BBB,2014B,539044,F,East Anglian Region,Lower Than A Level,10-20,0 to 35,0,120,Y,Withdrawn
FFF,2014J,470702,M,Yorkshire Region,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Pass
DDD,2014B,2366161,F,North Region,A Level or Equivalent,30-40pct,35 to 55,0,60,N,Pass
FFF,2014B,387972,M,North Western Region,A Level or Equivalent,0-10pct,0 to 35,0,90,N,Fail
BBB,2013J,705206,M,East Anglian Region,Lower Than A Level,30-40pct,35 to 55,0,60,N,Pass
EEE,2014J,604981,F,Wales,A Level or Equivalent,90-100pct,0 to 35,0,30,N,Pass
FFF,2013J,521847,F,Scotland,HE Qualification,70-80pct,0 to 35,1,60,N,Pass
FFF,2014B,108137,M,North Western Region,A Level or Equivalent,0-10pct,0 to 35,0,90,N,Distinction
BBB,2013J,414259,F,West Midlands Region,Lower Than A Level,0-10pct,35 to 55,0,71,Y,Pass
DDD,2013J,623893,M,South West Region,A Level or Equivalent,30-40pct,0 to 35,1,120,N,Fail
BBB,2014B,348592,F,East Anglian Region,Lower Than A Level,70-80pct,35 to 55,3,60,N,Fail
BBB,2013J,547468,F,South Region,Lower Than A Level,80-90pct,0 to 35,0,60,N,Pass
GGG,2013J,486642,F,North Western Region,A Level or Equivalent,30-40pct,0 to 35,0,90,N,Fail
FFF,2013B,576004,M,North Western Region,Lower Than A Level,0-10pct,0 to 35,1,120,N,Withdrawn
BBB,2013B,407791,F,East Anglian Region,Lower Than A Level,80-90pct,0 to 35,0,60,N,Fail
FFF,2013J,571167,M,South West Region,Lower Than A Level,20-30pct,35 to 55,0,60,N,Fail
FFF,2014J,293971,M,London Region,Lower Than A Level,10-20,0 to 35,0,120,Y,Fail
CCC,2013J,2374069,F,Ireland,Post Graduate Qualification,20-30pct,35 to 55,0,73,N,Withdrawn
FFF,2013J,561785,M,South Region,HE Qualification,40-50pct,0 to 35,0,120,N,Withdrawn
BBB,2013J,364452,F,North Western Region,A Level or Equivalent,90-100pct,35 to 55,0,60,N,Pass
BBB,2013B,533153,F,Yorkshire Region,Lower Than A Level,30-40pct,0 to 35,1,60,N,Pass
FFF,2014J,531222,M,East Anglian Region,Lower Than A Level,30-40pct,0 to 35,2,60,N,Withdrawn
FFF,2014J,677965,F,Scotland,A Level or Equivalent,90-100pct,0 to 35,0,120,N,Distinction
BBB,2014J,372248,M,North Western Region,Lower Than A Level,0-10pct,35 to 55,0,60,N,Pass
BBB,2013B,218095,F,West Midlands Region,Lower Than A Level,40-50pct,35 to 55,2,120,N,Pass
FFF,2014B,551452,F,East Anglian Region,Lower Than A Level,40-50pct,0 to 35,0,60,N,Distinction
FFF,2014J,285974,M,East Midlands Region,Lower Than A Level,40-50pct,0 to 35,3,60,N,Pass
FFF,2013J,643100,M,Yorkshire Region,HE Qualification,10-20,0 to 35,0,60,N,Pass
DDD,2014J,577938,M,Yorkshire Region,A Level or Equivalent,90-100pct,55 to 100,0,90,N,Withdrawn
FFF,2014J,563578,M,Yorkshire Region,A Level or Equivalent,0-10pct,35 to 55,0,60,N,Fail
BBB,2013B,482544,M,South West Region,Lower Than A Level,90-100pct,0 to 35,0,60,N,Fail
FFF,2013B,603541,F,North Western Region,A Level or Equivalent,0-10pct,35 to 55,0,60,N,Fail
GGG,2014B,544307,F,West Midlands Region,Lower Than A Level,0-10pct,0 to 35,0,30,N,Fail
CCC,2014B,643656,M,Wales,Lower Than A Level,10-20,0 to 35,0,90,N,Fail
FFF,2014J,584729,M,Wales,Lower Than A Level,30-40pct,0 to 35,0,60,N,Pass
FFF,2013J,251448,M,Yorkshire Region,A Level or Equivalent,10-20,35 to 55,0,60,N,Pass
EEE,2013J,536366,M,West Midlands Region,Lower Than A Level,50-60pct,0 to 35,0,60,N,Pass
GGG,2014J,457257,F,North Western Region,Lower Than A Level,10-20,0 to 35,0,30,N,Pass
GGG,2013J,606331,M,North Region,Lower Than A Level,20-30pct,0 to 35,0,30,N,Fail
FFF,2014B,478389,M,West Midlands Region,Lower Than A Level,10-20,35 to 55,0,71,N,Fail
EEE,2014J,614785,M,Scotland,HE Qualification,30-40pct,0 to 35,0,60,N,Withdrawn
GGG,2013J,620257,F,South West Region,Lower Than A Level,70-80pct,0 to 35,0,30,N,Pass
FFF,2014B,629193,M,North Western Region,A Level or Equivalent,30-40pct,0 to 35,0,120,N,Distinction
AAA,2013J,607600,F,East Midlands Region,A Level or Equivalent,50-60pct,0 to 35,0,90,N,Pass
BBB,2014B,461417,F,South Region,A Level or Equivalent,60-70pct,0 to 35,0,30,N,Withdrawn
GGG,2013J,123670,F,South West Region,A Level or Equivalent,90-100pct,0 to 35,5,90,Y,Pass
FFF,2014J,668482,M,South Region,Lower Than A Level,90-100pct,0 to 35,0,60,N,Pass
FFF,2013J,1980215,F,Ireland,Lower Than A Level,40-50pct,35 to 55,0,90,N,Withdrawn
FFF,2013J,1508879,M,Scotland,HE Qualification,10-20,35 to 55,0,90,N,Fail
FFF,2014J,647357,M,North Region,A Level or Equivalent,20-30pct,55 to 100,0,68,N,Distinction
CCC,2014J,670525,M,Yorkshire Region,A Level or Equivalent,0-10pct,35 to 55,0,60,N,Withdrawn
FFF,2014J,633630,M,South West Region,A Level or Equivalent,0-10pct,0 to 35,0,120,N,Fail
GGG,2013J,152540,F,North Western Region,Lower Than A Level,40-50pct,35 to 55,0,30,Y,Fail
FFF,2014B,665360,M,South Region,A Level or Equivalent,70-80pct,0 to 35,0,120,N,Withdrawn
BBB,2014B,287908,F,South East Region,HE Qualification,60-70pct,35 to 55,1,60,N,Withdrawn
DDD,2013J,547029,F,East Anglian Region,A Level or Equivalent,10-20,0 to 35,0,60,N,Pass
CCC,2014J,601297,F,Ireland,A Level or Equivalent,90-100pct,35 to 55,0,30,N,Fail
CCC,2014J,334808,F,London Region,Lower Than A Level,0-10pct,35 to 55,1,150,N,Withdrawn
AAA,2014B,2036265,F,Scotland,HE Qualification,90-100pct,35 to 55,0,176,N,Pass
GGG,2013J,494772,M,South Region,Lower Than A Level,30-40pct,0 to 35,1,90,N,Pass
CCC,2014J,204936,M,North Region,Post Graduate Qualification,20-30pct,55 to 100,0,60,N,Withdrawn
FFF,2014B,313671,F,West Midlands Region,Lower Than A Level,30-40pct,35 to 55,1,120,N,Fail
AAA,2013J,310569,M,Yorkshire Region,A Level or Equivalent,20-30pct,0 to 35,0,30,N,Distinction
FFF,2013J,160771,M,Yorkshire Region,No Formal quals,10-20,0 to 35,0,120,N,Fail
FFF,2014J,197398,M,West Midlands Region,Post Graduate Qualification,10-20,35 to 55,1,60,N,Pass
FFF,2014J,688125,M,North Region,Lower Than A Level,20-30pct,0 to 35,0,60,N,Pass
FFF,2014J,513303,F,London Region,Lower Than A Level,10-20,0 to 35,0,60,Y,Withdrawn
BBB,2014B,319569,M,East Anglian Region,No Formal quals,80-90pct,0 to 35,0,219,N,Pass
FFF,2013B,495426,M,Wales,Lower Than A Level,70-80pct,35 to 55,0,60,N,Fail
CCC,2014J,613219,M,East Anglian Region,A Level or Equivalent,80-90pct,0 to 35,0,30,N,Withdrawn
BBB,2013B,378547,F,East Anglian Region,A Level or Equivalent,0-10pct,35 to 55,0,120,N,Pass
BBB,2014B,602752,F,South West Region,A Level or Equivalent,30-40pct,0 to 35,1,90,N,Withdrawn
CCC,2014J,483158,M,South East Region,HE Qualification,90-100pct,35 to 55,0,90,N,Pass
CCC,2014B,638240,M,Scotland,Lower Than A Level,30-40pct,0 to 35,0,150,N,Withdrawn
FFF,2013B,549623,M,Wales,Lower Than A Level,80-90pct,0 to 35,1,60,N,Fail
GGG,2014B,610465,F,Scotland,Lower Than A Level,30-40pct,0 to 35,0,30,N,Pass
CCC,2014J,612417,F,East Anglian Region,HE Qualification,70-80pct,35 to 55,1,60,N,Pass
EEE,2013J,571208,M,South East Region,Lower Than A Level,20-30pct,35 to 55,0,60,N,Withdrawn
FFF,2014J,620351,M,South Region,A Level or Equivalent,90-100pct,35 to 55,0,60,N,Distinction
DDD,2013J,171954,M,South East Region,A Level or Equivalent,20-30pct,0 to 35,0,231,N,Withdrawn
GGG,2014B,588848,F,East Anglian Region,Lower Than A Level,50-60pct,35 to 55,0,60,N,Fail
DDD,2013B,1656691,M,Scotland,Lower Than A Level,90-100pct,35 to 55,0,71,Y,Fail
CCC,2014J,303254,M,Ireland,A Level or Equivalent,20-30pct,35 to 55,0,157,N,Withdrawn
DDD,2013J,358743,M,North Western Region,HE Qualification,10-20,0 to 35,0,90,N,Fail
DDD,2014B,140378,M,Scotland,A Level or Equivalent,10-20,0 to 35,1,60,N,Withdrawn
GGG,2013J,483394,F,East Anglian Region,Lower Than A Level,40-50pct,35 to 55,0,30,Y,Pass
EEE,2013J,337237,F,East Anglian Region,A Level or Equivalent,30-40pct,35 to 55,0,30,N,Distinction
CCC,2014B,263070,F,Scotland,Lower Than A Level,70-80pct,35 to 55,0,90,N,Fail
CCC,2014J,464634,F,South East Region,A Level or Equivalent,80-90pct,0 to 35,0,60,N,Pass
FFF,2013B,409211,M,South East Region,A Level or Equivalent,90-100pct,0 to 35,0,60,N,Pass
CCC,2014B,475386,M,North Western Region,A Level or Equivalent,10-20,0 to 35,0,60,N,Fail
BBB,2014B,663403,F,East Anglian Region,Lower Than A Level,40-50pct,0 to 35,0,60,N,Pass
DDD,2013J,539742,M,East Anglian Region,Lower Than A Level,10-20,0 to 35,0,60,N,Fail
DDD,2014J,193699,M,Wales,Lower Than A Level,90-100pct,55 to 100,0,60,N,Fail
CCC,2014J,535483,M,East Midlands Region,Lower Than A Level,50-60pct,0 to 35,0,60,N,Fail
FFF,2014J,2378879,M,Ireland,Post Graduate Qualification,90-100pct,35 to 55,0,120,N,Pass
CCC,2014B,274204,M,South East Region,Lower Than A Level,10-20,35 to 55,0,90,N,Fail
AAA,2014B,644481,F,Scotland,Lower Than A Level,40-50pct,35 to 55,0,90,N,Distinction
CCC,2014J,315075,M,West Midlands Region,A Level or Equivalent,20-30pct,0 to 35,1,230,Y,Fail
CCC,2014J,677992,M,South East Region,A Level or Equivalent,70-80pct,55 to 100,0,60,N,Distinction
BBB,2014J,130414,F,Scotland,A Level or Equivalent,10-20,35 to 55,0,120,N,Pass
GGG,2014B,2667634,M,London Region,HE Qualification,80-90pct,35 to 55,0,30,N,Pass
FFF,2013B,2594886,M,South West Region,A Level or Equivalent,70-80pct,0 to 35,2,120,N,Fail
FFF,2013J,588229,M,South West Region,A Level or Equivalent,70-80pct,35 to 55,0,206,N,Withdrawn
FFF,2014J,594080,M,East Midlands Region,Lower Than A Level,30-40pct,0 to 35,0,120,N,Fail
FFF,2013B,598517,F,North Western Region,A Level or Equivalent,60-70pct,0 to 35,0,90,N,Pass
FFF,2014J,603560,M,North Western Region,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Pass
BBB,2014B,456167,F,East Anglian Region,A Level or Equivalent,50-60pct,35 to 55,1,120,N,Pass
FFF,2014B,2587360,M,South West Region,A Level or Equivalent,20-30pct,35 to 55,0,90,N,Fail
FFF,2013B,515897,M,East Anglian Region,Lower Than A Level,90-100pct,0 to 35,0,120,N,Fail
FFF,2014B,686881,M,Yorkshire Region,Lower Than A Level,0-10pct,0 to 35,0,120,N,Withdrawn
FFF,2014B,643056,M,South East Region,Lower Than A Level,30-40pct,0 to 35,0,30,N,Fail
GGG,2014J,657152,F,East Anglian Region,A Level or Equivalent,60-70pct,35 to 55,0,30,N,Pass
EEE,2013J,651673,M,Ireland,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Fail
GGG,2014B,612693,F,South West Region,A Level or Equivalent,30-40pct,35 to 55,0,30,N,Pass
EEE,2013J,593509,M,Yorkshire Region,A Level or Equivalent,70-80pct,0 to 35,0,90,N,Distinction
EEE,2013J,595178,M,Scotland,A Level or Equivalent,30-40pct,0 to 35,0,90,N,Fail
DDD,2014J,165560,F,North Western Region,Lower Than A Level,70-80pct,0 to 35,0,90,N,Fail
DDD,2014J,652417,M,Scotland,Lower Than A Level,50-60pct,0 to 35,0,60,N,Fail
FFF,2013B,3733,M,South West Region,Lower Than A Level,0-10pct,0 to 35,2,179,N,Fail
FFF,2014J,576236,F,Scotland,HE Qualification,40-50pct,35 to 55,0,120,N,Distinction
CCC,2014J,512630,F,North Western Region,Lower Than A Level,80-90pct,0 to 35,0,120,N,Fail
GGG,2014J,617097,F,East Anglian Region,Lower Than A Level,0-10pct,0 to 35,1,90,N,Withdrawn
BBB,2014J,427797,F,East Anglian Region,Lower Than A Level,30-40pct,35 to 55,0,60,Y,Pass
FFF,2013B,519874,M,North Western Region,Lower Than A Level,0-10pct,35 to 55,1,120,N,Fail
DDD,2013B,230169,M,Ireland,Lower Than A Level,10-20,35 to 55,2,60,N,Fail
BBB,2013B,295910,F,East Anglian Region,Lower Than A Level,80-90pct,0 to 35,1,60,N,Pass
DDD,2014J,632493,F,North Region,A Level or Equivalent,10-20,35 to 55,0,60,N,Fail
FFF,2013J,458675,M,North Western Region,Lower Than A Level,40-50pct,0 to 35,0,90,N,Fail
BBB,2013B,56332,F,East Midlands Region,HE Qualification,90-100pct,35 to 55,0,89,N,Pass
FFF,2014B,661537,M,North Western Region,A Level or Equivalent,0-10pct,0 to 35,0,60,N,Pass
FFF,2013B,491486,M,Wales,Lower Than A Level,40-50pct,0 to 35,1,120,N,Fail
GGG,2014B,532283,F,Yorkshire Region,A Level or Equivalent,40-50pct,0 to 35,0,30,N,Pass
CCC,2014B,527451,F,East Midlands Region,A Level or Equivalent,20-30pct,0 to 35,0,178,N,Fail
CCC,2014J,399039,M,North Region,HE Qualification,20-30pct,0 to 35,0,60,N,Fail
FFF,2014J,1675243,M,Scotland,HE Qualification,30-40pct,35 to 55,0,90,N,Distinction
FFF,2013B,481624,M,Wales,Lower Than A Level,0-10pct,0 to 35,1,216,N,Fail
BBB,2014J,76874,F,West Midlands Region,A Level or Equivalent,10-20,0 to 35,0,30,N,Fail
BBB,2014J,565999,M,Wales,Lower Than A Level,70-80pct,35 to 55,0,60,N,Pass
FFF,2013J,651000,M,East Midlands Region,A Level or Equivalent,30-40pct,35 to 55,0,60,N,Pass
BBB,2014J,577603,F,Wales,Lower Than A Level,30-40pct,35 to 55,0,60,N,Pass
BBB,2013B,313779,F,East Anglian Region,A Level or Equivalent,30-40pct,0 to 35,1,120,N,Withdrawn
GGG,2013J,3733,F,East Anglian Region,A Level or Equivalent,0-10pct,0 to 35,0,30,N,Pass
BBB,2014J,652435,F,East Anglian Region,A Level or Equivalent,30-40pct,35 to 55,1,60,N,Distinction
