gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,raisedhands,VisITedResources,AnnouncementsView,Discussion,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,Class
M,Iran,Palestine,MiddleSchool,G-02,C,Arabic,F,Father,91,74,98,24,No,Good,Above-7,H
M,KW,Jordan,MiddleSchool,G-07,A,Biology,S,Mum,98,58,71,98,Yes,Bad,Above-7,M
F,KW,Iraq,MiddleSchool,G-08,A,Biology,S,Father,88,1,97,89,No,Bad,Above-7,M
F,KW,KuwaIT,MiddleSchool,G-02,A,Science,S,Father,68,57,69,90,No,Good,Above-7,H
F,Jordan,Jordan,MiddleSchool,G-08,A,IT,S,Father,78,40,68,34,No,Good,Above-7,M
F,Jordan,KuwaIT,MiddleSchool,G-08,C,English,S,Father,93,24,87,30,No,Good,Above-7,L
M,Jordan,Tunis,MiddleSchool,G-02,A,English,F,Mum,38,12,8,71,Yes,Bad,Under-7,L
F,KW,venzuela,MiddleSchool,G-11,A,IT,F,Mum,100,57,33,58,No,Bad,Under-7,M
M,Palestine,Jordan,MiddleSchool,G-02,A,Science,S,Father,48,52,97,92,Yes,Bad,Under-7,L
F,Syria,Jordan,MiddleSchool,G-08,A,French,S,Mum,13,0,85,91,Yes,Good,Under-7,H
F,SaudiArabia,KuwaIT,MiddleSchool,G-08,A,Arabic,S,Father,74,36,97,38,No,Good,Under-7,L
M,Iraq,KuwaIT,lowerlevel,G-08,C,Science,S,Father,74,0,97,89,Yes,Bad,Under-7,M
M,Jordan,Iraq,MiddleSchool,G-07,A,Spanish,S,Mum,12,2,94,3,No,Bad,Under-7,M
M,KW,Jordan,MiddleSchool,G-08,A,Quran,S,Mum,18,12,89,75,Yes,Good,Under-7,L
M,KW,Jordan,lowerlevel,G-08,A,Arabic,F,Father,92,0,84,96,Yes,Good,Under-7,M
M,KW,KuwaIT,MiddleSchool,G-02,A,Spanish,S,Mum,21,43,8,96,Yes,Good,Under-7,H
M,KW,Jordan,MiddleSchool,G-06,A,Science,S,Father,26,80,33,70,Yes,Bad,Under-7,M
F,KW,Jordan,HighSchool,G-02,B,Science,F,Mum,78,36,94,20,No,Bad,Under-7,H
M,KW,Jordan,lowerlevel,G-02,A,Arabic,F,Father,5,0,47,75,No,Good,Above-7,M
M,KW,lebanon,lowerlevel,G-02,A,Spanish,S,Mum,97,44,14,36,No,Bad,Above-7,H
F,Egypt,USA,MiddleSchool,G-07,A,French,F,Mum,52,55,28,86,Yes,Bad,Under-7,M
F,KW,Jordan,MiddleSchool,G-07,B,French,F,Father,99,14,60,25,Yes,Good,Under-7,H
M,lebanon,Jordan,MiddleSchool,G-08,A,Arabic,S,Father,89,1,78,64,No,Bad,Above-7,H
M,KW,Jordan,MiddleSchool,G-08,B,Biology,S,Father,86,12,92,5,No,Good,Under-7,L
F,Egypt,KuwaIT,MiddleSchool,G-08,A,Biology,S,Father,73,1,25,2,No,Good,Above-7,H
F,KW,Jordan,MiddleSchool,G-08,A,English,F,Father,97,92,22,95,No,Bad,Under-7,M
F,Jordan,Jordan,MiddleSchool,G-02,B,Arabic,F,Father,94,1,97,61,No,Bad,Under-7,H
F,KW,Jordan,MiddleSchool,G-08,C,Geology,S,Mum,44,1,79,80,No,Bad,Under-7,M
F,Jordan,Jordan,MiddleSchool,G-02,C,Arabic,S,Mum,24,1,91,73,Yes,Bad,Under-7,H
F,USA,Jordan,MiddleSchool,G-04,A,English,S,Father,7,53,47,74,Yes,Good,Under-7,H
F,KW,Jordan,MiddleSchool,G-07,A,English,S,Father,14,12,74,66,No,Bad,Under-7,H
F,KW,Tunis,MiddleSchool,G-07,B,French,S,Mum,23,28,22,98,Yes,Good,Under-7,L
F,Jordan,Jordan,MiddleSchool,G-02,A,Arabic,S,Father,75,13,17,6,Yes,Bad,Above-7,H
M,KW,Jordan,MiddleSchool,G-02,A,History,F,Father,91,0,97,98,Yes,Good,Under-7,M
F,Jordan,Jordan,lowerlevel,G-02,B,English,F,Father,55,0,59,96,Yes,Good,Above-7,L
F,KW,KuwaIT,MiddleSchool,G-08,A,Quran,F,Mum,95,9,28,5,Yes,Bad,Under-7,L
M,KW,Tunis,MiddleSchool,G-09,C,Arabic,S,Mum,78,15,89,11,Yes,Good,Under-7,M
F,KW,lebanon,lowerlevel,G-02,A,IT,S,Mum,82,84,59,12,Yes,Bad,Above-7,L
F,KW,Jordan,MiddleSchool,G-08,B,French,S,Father,82,0,89,97,Yes,Bad,Under-7,L
M,KW,Jordan,MiddleSchool,G-11,B,Chemistry,S,Father,25,86,72,98,Yes,Good,Under-7,H
M,Jordan,USA,MiddleSchool,G-08,A,Biology,F,Father,79,41,52,42,No,Good,Above-7,M
F,Jordan,Iraq,HighSchool,G-02,B,Spanish,S,Father,96,0,93,86,No,Bad,Above-7,M
M,Jordan,Jordan,lowerlevel,G-02,B,Science,S,Father,75,1,74,11,No,Bad,Under-7,L
M,Jordan,KuwaIT,lowerlevel,G-08,B,French,F,Father,68,6,0,70,No,Bad,Above-7,H
F,KW,Jordan,lowerlevel,G-08,B,IT,F,Mum,71,0,7,57,Yes,Bad,Under-7,M
M,KW,Iraq,MiddleSchool,G-02,B,Biology,S,Mum,98,0,41,76,Yes,Bad,Under-7,M
M,KW,Jordan,HighSchool,G-02,B,Arabic,S,Father,53,0,98,91,No,Bad,Under-7,M
F,Iraq,Jordan,MiddleSchool,G-04,A,History,F,Father,95,1,96,41,No,Good,Under-7,H
M,Jordan,Iran,lowerlevel,G-07,B,English,F,Father,99,23,80,56,No,Good,Above-7,M
M,KW,Morocco,lowerlevel,G-02,B,Science,S,Father,63,15,38,79,No,Bad,Under-7,H
M,KW,Jordan,lowerlevel,G-02,B,Spanish,S,Mum,95,96,95,80,Yes,Good,Above-7,H
M,KW,Jordan,MiddleSchool,G-08,B,Arabic,S,Mum,62,2,87,94,No,Bad,Under-7,L
M,Jordan,KuwaIT,MiddleSchool,G-09,B,History,F,Mum,13,84,71,46,Yes,Good,Above-7,H
M,Jordan,KuwaIT,lowerlevel,G-12,B,Geology,S,Father,98,77,72,85,Yes,Bad,Under-7,H
M,Palestine,KuwaIT,MiddleSchool,G-07,B,Biology,F,Father,73,14,54,67,Yes,Bad,Above-7,M
F,KW,Palestine,lowerlevel,G-08,B,History,F,Father,88,0,32,35,Yes,Good,Above-7,M
M,Jordan,Jordan,lowerlevel,G-08,B,History,F,Mum,1,93,94,97,No,Bad,Under-7,H
F,KW,Iraq,HighSchool,G-08,A,French,S,Mum,81,98,95,23,Yes,Good,Above-7,H
F,KW,Jordan,MiddleSchool,G-08,A,French,S,Mum,39,69,18,88,Yes,Bad,Under-7,L
F,Iraq,KuwaIT,MiddleSchool,G-08,B,English,S,Father,76,4,89,88,No,Bad,Above-7,H
M,Iraq,KuwaIT,lowerlevel,G-12,A,IT,F,Mum,93,87,84,89,No,Bad,Above-7,M
M,lebanon,KuwaIT,lowerlevel,G-02,B,Arabic,F,Father,67,50,95,81,No,Good,Under-7,L
M,Palestine,Tunis,lowerlevel,G-08,B,Science,F,Mum,29,50,81,9,Yes,Good,Above-7,L
F,Iraq,KuwaIT,lowerlevel,G-08,A,English,S,Mum,96,5,74,31,Yes,Good,Above-7,M
M,KW,KuwaIT,MiddleSchool,G-08,B,Chemistry,S,Father,56,58,0,95,No,Bad,Under-7,H
M,lebanon,Jordan,MiddleSchool,G-02,A,Math,S,Father,93,64,85,96,Yes,Good,Above-7,L
M,KW,USA,lowerlevel,G-02,B,Arabic,S,Father,86,93,97,98,Yes,Bad,Under-7,H
M,Iran,Jordan,lowerlevel,G-12,A,IT,F,Mum,50,1,61,47,No,Bad,Above-7,M
M,KW,KuwaIT,lowerlevel,G-07,B,Science,F,Father,66,3,97,69,Yes,Good,Under-7,M
M,KW,lebanon,lowerlevel,G-06,B,Science,F,Mum,88,3,28,94,Yes,Bad,Under-7,H
F,KW,Jordan,MiddleSchool,G-08,B,French,F,Mum,35,86,97,72,No,Bad,Above-7,M
F,Jordan,lebanon,lowerlevel,G-02,A,Science,S,Father,74,38,64,3,No,Good,Above-7,M
M,Jordan,KuwaIT,lowerlevel,G-02,B,Spanish,F,Father,77,13,79,96,Yes,Good,Under-7,M
M,lebanon,Morocco,lowerlevel,G-02,A,Geology,S,Mum,95,50,39,98,Yes,Bad,Under-7,M
M,KW,Morocco,MiddleSchool,G-08,A,Arabic,S,Father,97,95,21,58,No,Good,Under-7,L
F,KW,Iran,MiddleSchool,G-06,A,History,S,Mum,11,3,64,17,No,Bad,Under-7,M
M,Iran,Jordan,lowerlevel,G-07,A,History,S,Father,99,5,67,86,Yes,Good,Above-7,H
M,Jordan,KuwaIT,MiddleSchool,G-02,A,History,F,Father,68,23,64,98,No,Good,Under-7,M
F,KW,SaudiArabia,HighSchool,G-02,C,Math,S,Mum,93,0,59,20,Yes,Good,Under-7,M
F,venzuela,Syria,lowerlevel,G-08,A,IT,F,Father,77,2,91,97,Yes,Bad,Under-7,M
M,Jordan,KuwaIT,MiddleSchool,G-12,A,Science,S,Father,51,79,31,46,No,Good,Above-7,H
M,KW,USA,MiddleSchool,G-07,B,IT,S,Father,7,3,93,80,No,Good,Under-7,H
F,Jordan,Jordan,lowerlevel,G-12,A,Chemistry,F,Mum,94,33,50,98,Yes,Good,Above-7,M
M,KW,KuwaIT,lowerlevel,G-08,A,IT,S,Father,39,98,69,64,Yes,Bad,Under-7,L
M,KW,Jordan,lowerlevel,G-12,C,Arabic,F,Mum,88,19,71,98,Yes,Good,Under-7,H
M,Palestine,Jordan,MiddleSchool,G-08,B,IT,S,Father,6,93,16,87,No,Good,Under-7,H
F,Jordan,lebanon,MiddleSchool,G-07,B,Arabic,S,Father,96,8,55,36,No,Bad,Under-7,M
F,Jordan,lebanon,MiddleSchool,G-07,A,Quran,F,Mum,9,77,96,77,Yes,Good,Under-7,H
F,KW,lebanon,lowerlevel,G-07,A,English,F,Mum,46,19,78,12,Yes,Bad,Under-7,M
F,Jordan,USA,MiddleSchool,G-04,B,Biology,F,Father,72,39,96,86,No,Good,Under-7,H
F,KW,Jordan,lowerlevel,G-02,B,History,F,Father,85,1,61,35,Yes,Good,Under-7,M
M,KW,KuwaIT,MiddleSchool,G-08,A,Science,F,Father,72,45,10,14,Yes,Good,Under-7,L
F,lebanon,Jordan,MiddleSchool,G-08,A,IT,F,Father,65,69,97,91,No,Good,Above-7,M
M,Jordan,Jordan,MiddleSchool,G-02,B,IT,S,Mum,70,0,94,94,No,Good,Above-7,H
M,KW,KuwaIT,MiddleSchool,G-07,A,Arabic,S,Mum,77,0,97,53,Yes,Good,Above-7,L
M,KW,Jordan,MiddleSchool,G-02,A,Science,S,Father,100,50,98,97,Yes,Bad,Above-7,L
M,Morocco,lebanon,lowerlevel,G-02,A,English,F,Mum,83,96,45,57,Yes,Good,Above-7,M
F,KW,USA,HighSchool,G-08,B,Quran,F,Mum,43,72,29,88,No,Bad,Under-7,L
F,Jordan,Iraq,MiddleSchool,G-02,A,Science,S,Mum,77,24,79,98,No,Good,Under-7,H
M,KW,Syria,lowerlevel,G-07,A,Geology,S,Father,7,48,96,49,No,Good,Under-7,L
M,KW,Syria,MiddleSchool,G-02,A,Arabic,S,Mum,92,1,13,37,No,Bad,Under-7,M
F,Tunis,KuwaIT,MiddleSchool,G-08,A,Spanish,S,Mum,100,7,23,91,Yes,Good,Above-7,M
F,KW,KuwaIT,MiddleSchool,G-07,A,IT,S,Father,93,30,36,59,Yes,Good,Under-7,M
M,KW,Jordan,lowerlevel,G-04,B,Math,S,Mum,62,0,15,98,No,Good,Above-7,L
F,Jordan,Jordan,MiddleSchool,G-08,C,Science,F,Mum,45,0,1,89,No,Good,Above-7,L
M,Jordan,USA,lowerlevel,G-02,B,Spanish,S,Father,55,0,97,33,No,Bad,Above-7,M
F,KW,Jordan,lowerlevel,G-07,A,Arabic,F,Mum,81,60,40,64,No,Good,Above-7,H
F,Jordan,Jordan,MiddleSchool,G-04,A,IT,F,Father,91,62,68,3,No,Good,Under-7,M
F,Jordan,Jordan,MiddleSchool,G-07,A,Arabic,S,Mum,99,10,58,5,No,Good,Under-7,L
F,KW,Jordan,lowerlevel,G-02,B,Science,S,Father,98,34,97,77,Yes,Good,Above-7,L
M,KW,lebanon,MiddleSchool,G-06,A,History,F,Father,15,51,96,57,Yes,Good,Under-7,M
M,KW,Jordan,lowerlevel,G-07,A,IT,F,Father,76,26,18,8,Yes,Good,Above-7,M
M,Iran,Jordan,MiddleSchool,G-04,B,IT,F,Father,1,37,21,42,No,Bad,Under-7,H
M,Jordan,Jordan,lowerlevel,G-02,B,Arabic,F,Father,78,18,0,65,Yes,Good,Under-7,M
F,KW,KuwaIT,MiddleSchool,G-08,A,IT,F,Father,90,0,87,74,No,Good,Under-7,M
M,Palestine,KuwaIT,HighSchool,G-07,A,IT,S,Father,44,74,69,96,No,Bad,Under-7,L
M,Jordan,lebanon,MiddleSchool,G-06,A,IT,S,Father,81,27,52,98,No,Bad,Under-7,H
M,Syria,Iran,MiddleSchool,G-11,B,Arabic,F,Mum,32,0,79,98,Yes,Good,Above-7,M
F,KW,Iraq,MiddleSchool,G-07,B,Arabic,F,Father,78,25,95,43,Yes,Good,Above-7,M
M,Jordan,Jordan,MiddleSchool,G-07,B,IT,S,Mum,30,22,50,62,Yes,Good,Above-7,H
M,Jordan,Iraq,lowerlevel,G-08,A,French,S,Father,70,0,90,92,No,Good,Under-7,H
M,Iraq,Jordan,MiddleSchool,G-02,A,English,S,Father,1,0,90,33,No,Good,Under-7,H
F,KW,Iraq,MiddleSchool,G-12,A,Math,F,Father,57,81,96,76,No,Bad,Under-7,M
F,Palestine,KuwaIT,MiddleSchool,G-04,A,IT,S,Mum,79,42,96,97,Yes,Bad,Under-7,M
F,KW,KuwaIT,lowerlevel,G-11,A,Arabic,F,Mum,46,33,36,47,No,Bad,Under-7,M
M,Jordan,lebanon,HighSchool,G-02,A,IT,S,Mum,58,65,0,60,Yes,Bad,Under-7,H
F,Egypt,KuwaIT,lowerlevel,G-04,A,French,F,Father,76,35,97,26,No,Good,Under-7,M
F,Iraq,Jordan,HighSchool,G-02,A,French,F,Mum,9,81,97,2,Yes,Good,Under-7,H
M,Tunis,lebanon,lowerlevel,G-08,A,IT,F,Father,9,97,69,20,Yes,Good,Under-7,H
M,KW,Jordan,HighSchool,G-04,B,IT,S,Mum,46,11,61,97,No,Good,Under-7,M
F,Tunis,Jordan,lowerlevel,G-02,A,English,S,Father,61,34,95,12,Yes,Good,Under-7,H
F,KW,Jordan,lowerlevel,G-07,A,IT,S,Father,80,0,97,7,No,Good,Above-7,H
F,Jordan,Jordan,lowerlevel,G-02,A,French,F,Mum,79,0,90,18,No,Good,Above-7,H
M,Jordan,USA,MiddleSchool,G-02,A,Science,F,Father,30,0,0,98,Yes,Bad,Under-7,L
M,Jordan,USA,MiddleSchool,G-08,A,Spanish,S,Father,78,60,71,47,Yes,Bad,Above-7,M
M,KW,KuwaIT,MiddleSchool,G-06,B,English,F,Father,28,98,98,80,Yes,Good,Under-7,H
M,Morocco,Iraq,lowerlevel,G-02,B,Arabic,S,Father,14,0,93,83,No,Good,Under-7,M
F,KW,KuwaIT,MiddleSchool,G-08,B,French,F,Father,4,61,97,45,Yes,Good,Under-7,M
M,Iraq,Palestine,lowerlevel,G-02,B,Science,F,Mum,76,3,74,98,Yes,Bad,Under-7,H
M,KW,Jordan,MiddleSchool,G-08,A,Science,S,Father,87,3,94,82,No,Good,Under-7,H
M,KW,Jordan,MiddleSchool,G-07,B,Spanish,S,Mum,53,19,95,97,No,Bad,Under-7,L
M,KW,Jordan,MiddleSchool,G-07,B,Arabic,S,Mum,9,54,71,72,Yes,Good,Under-7,H
M,KW,Jordan,MiddleSchool,G-02,A,Science,F,Mum,85,13,52,52,No,Good,Above-7,H
M,SaudiArabia,Iraq,MiddleSchool,G-02,A,English,F,Mum,64,27,33,56,Yes,Bad,Above-7,H
M,KW,Tunis,lowerlevel,G-02,C,Arabic,S,Mum,98,50,58,10,No,Bad,Under-7,L
F,KW,KuwaIT,MiddleSchool,G-02,A,IT,F,Mum,67,60,79,98,Yes,Good,Under-7,M
M,KW,Jordan,lowerlevel,G-08,B,IT,S,Mum,39,28,26,2,Yes,Bad,Under-7,M
M,Jordan,lebanon,lowerlevel,G-06,A,IT,F,Mum,90,33,79,98,No,Bad,Under-7,M
M,Palestine,Jordan,MiddleSchool,G-08,A,French,F,Mum,100,1,0,13,Yes,Good,Under-7,H
M,KW,Jordan,MiddleSchool,G-02,A,Spanish,S,Father,90,65,65,84,Yes,Good,Under-7,L
F,KW,Egypt,lowerlevel,G-04,A,French,S,Father,47,68,8,11,Yes,Bad,Above-7,L
M,Syria,KuwaIT,MiddleSchool,G-08,A,Geology,F,Father,39,11,34,64,No,Good,Above-7,L
M,KW,SaudiArabia,MiddleSchool,G-06,B,Science,S,Father,18,0,93,87,Yes,Bad,Above-7,M
F,Palestine,KuwaIT,lowerlevel,G-08,A,Arabic,S,Mum,12,9,93,77,Yes,Good,Under-7,M
F,SaudiArabia,Tunis,lowerlevel,G-08,A,Spanish,F,Mum,96,74,50,96,Yes,Bad,Under-7,H
M,KW,Jordan,MiddleSchool,G-07,B,Arabic,S,Father,10,34,89,94,No,Good,Under-7,L
M,Iraq,Jordan,lowerlevel,G-08,A,Geology,S,Father,13,36,29,45,No,Bad,Under-7,L
M,KW,Jordan,MiddleSchool,G-04,B,IT,S,Father,94,0,61,2,No,Good,Under-7,H
M,KW,Jordan,MiddleSchool,G-08,A,Spanish,S,Mum,87,40,2,79,Yes,Good,Under-7,L
M,Tunis,Jordan,lowerlevel,G-02,B,French,F,Father,83,32,59,89,Yes,Good,Under-7,M
M,KW,Jordan,MiddleSchool,G-07,A,Arabic,S,Mum,83,25,93,33,No,Good,Above-7,M
M,Jordan,Jordan,lowerlevel,G-02,B,Arabic,F,Father,10,65,1,72,No,Bad,Under-7,H
M,Jordan,KuwaIT,MiddleSchool,G-02,A,French,F,Father,61,0,87,72,Yes,Bad,Under-7,L
F,KW,KuwaIT,lowerlevel,G-08,A,Chemistry,S,Father,78,38,97,33,Yes,Bad,Above-7,H
F,KW,Egypt,MiddleSchool,G-07,B,Arabic,S,Mum,90,0,88,96,Yes,Good,Under-7,M
F,KW,KuwaIT,HighSchool,G-08,A,Arabic,S,Father,52,19,57,54,Yes,Good,Above-7,L
M,Palestine,KuwaIT,MiddleSchool,G-04,A,Quran,S,Father,26,2,4,86,Yes,Bad,Above-7,L
M,KW,Jordan,MiddleSchool,G-06,B,Science,F,Father,42,21,39,2,No,Good,Above-7,H
M,Jordan,USA,MiddleSchool,G-04,B,Science,F,Mum,91,82,70,29,No,Good,Under-7,H
F,Jordan,Jordan,HighSchool,G-02,B,French,S,Mum,93,1,31,15,Yes,Good,Under-7,M
M,Egypt,Jordan,MiddleSchool,G-08,B,Geology,F,Father,85,18,0,53,Yes,Bad,Above-7,H
M,KW,KuwaIT,HighSchool,G-06,A,Arabic,S,Father,45,0,94,75,Yes,Bad,Above-7,L
F,KW,Jordan,lowerlevel,G-07,B,Science,S,Father,76,15,0,4,No,Bad,Under-7,H
F,KW,KuwaIT,lowerlevel,G-08,A,IT,F,Mum,92,87,79,94,No,Good,Under-7,L
M,Jordan,Jordan,HighSchool,G-04,A,Arabic,S,Mum,94,21,6,85,Yes,Bad,Above-7,L
M,KW,Jordan,HighSchool,G-02,A,Arabic,F,Father,90,1,20,46,Yes,Good,Under-7,M
M,KW,KuwaIT,MiddleSchool,G-07,B,Quran,F,Father,9,0,93,68,No,Good,Above-7,M
M,Morocco,KuwaIT,lowerlevel,G-07,A,Arabic,S,Father,88,91,93,85,No,Bad,Under-7,M
F,Iraq,USA,MiddleSchool,G-08,B,Arabic,S,Father,98,42,0,72,Yes,Good,Above-7,M
F,KW,Morocco,lowerlevel,G-08,A,Science,S,Father,78,11,97,95,No,Good,Above-7,M
M,Iran,USA,lowerlevel,G-02,A,Science,S,Father,98,0,10,97,Yes,Good,Above-7,L
F,Iraq,KuwaIT,MiddleSchool,G-02,A,English,S,Mum,2,81,66,30,Yes,Bad,Under-7,H
M,KW,KuwaIT,MiddleSchool,G-07,A,Science,S,Mum,98,36,20,15,Yes,Good,Under-7,H
M,lebanon,Jordan,MiddleSchool,G-08,C,French,S,Mum,25,23,17,78,Yes,Good,Above-7,L
M,KW,Iraq,MiddleSchool,G-02,A,English,S,Mum,15,82,86,11,No,Bad,Under-7,L
M,KW,Jordan,MiddleSchool,G-08,A,French,F,Father,30,91,54,58,No,Bad,Above-7,H
F,KW,Egypt,MiddleSchool,G-02,A,Spanish,S,Mum,96,69,82,62,Yes,Good,Above-7,L
M,Palestine,Syria,MiddleSchool,G-08,A,Science,S,Father,81,22,94,84,Yes,Good,Under-7,M
M,KW,Jordan,MiddleSchool,G-06,B,French,S,Father,97,0,59,25,Yes,Good,Under-7,M
M,KW,Morocco,MiddleSchool,G-04,B,Science,F,Father,80,1,96,67,No,Good,Under-7,M
F,Jordan,KuwaIT,MiddleSchool,G-07,B,English,S,Mum,59,23,71,98,Yes,Good,Under-7,L
M,KW,USA,lowerlevel,G-04,B,French,F,Father,49,28,53,79,Yes,Good,Under-7,L
M,Jordan,KuwaIT,MiddleSchool,G-02,B,Biology,S,Father,19,28,87,98,Yes,Good,Under-7,M
M,Palestine,Jordan,lowerlevel,G-04,A,Arabic,F,Father,54,0,15,34,No,Bad,Above-7,M
M,KW,Jordan,MiddleSchool,G-02,A,IT,S,Mum,97,50,92,78,Yes,Good,Above-7,L
M,KW,Jordan,lowerlevel,G-02,A,IT,S,Father,67,25,94,66,Yes,Bad,Under-7,M
F,KW,KuwaIT,MiddleSchool,G-08,B,Math,F,Father,70,25,90,86,No,Bad,Under-7,H
M,Egypt,Egypt,MiddleSchool,G-08,A,Biology,S,Father,51,36,47,92,Yes,Good,Under-7,M
M,KW,lebanon,MiddleSchool,G-12,B,IT,S,Father,83,67,95,47,No,Good,Under-7,H
F,Jordan,Iraq,HighSchool,G-04,B,English,F,Father,89,62,0,28,No,Good,Under-7,M
M,KW,Jordan,MiddleSchool,G-07,B,Math,S,Mum,99,28,75,60,No,Good,Under-7,L
M,Iraq,Jordan,MiddleSchool,G-04,A,IT,S,Father,42,48,93,60,Yes,Good,Under-7,L
