"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group D","high school","standard","completed",57,58,64
"male","group C","high school","standard","none",84,71,69
"male","group B","associate's degree","standard","none",63,50,43
"male","group A","some high school","free/reduced","none",56,55,50
"female","group C","some college","standard","none",71,77,70
"male","group D","some high school","free/reduced","none",69,70,67
"female","group D","associate's degree","free/reduced","none",55,58,65
"male","group D","associate's degree","free/reduced","completed",75,66,67
"male","group E","high school","free/reduced","completed",73,51,55
"female","group D","high school","standard","none",56,68,76
"male","group D","high school","standard","none",41,42,43
"male","group C","associate's degree","standard","none",69,68,63
"female","group B","high school","standard","none",65,71,73
"male","group C","some college","free/reduced","completed",50,48,60
"female","group B","some high school","standard","none",41,45,38
"female","group C","master's degree","standard","completed",69,83,84
"male","group D","some college","free/reduced","completed",63,62,66
"female","group E","some college","standard","none",87,85,82
"male","group D","associate's degree","standard","none",71,74,68
"male","group C","high school","standard","completed",52,53,60
"female","group C","high school","standard","completed",68,86,84
"male","group C","associate's degree","free/reduced","completed",43,42,44
"female","group C","master's degree","free/reduced","completed",69,89,85
"female","group C","bachelor's degree","standard","completed",85,93,95
"male","group D","high school","standard","none",64,50,46
"female","group C","some high school","free/reduced","none",65,77,70
"female","group E","bachelor's degree","standard","completed",71,72,65
"female","group C","bachelor's degree","free/reduced","none",60,78,81
"male","group C","associate's degree","free/reduced","none",37,42,46
"male","group A","bachelor's degree","standard","completed",71,66,66
"male","group C","some high school","standard","none",73,67,65
"female","group B","bachelor's degree","standard","none",67,90,84
"male","group B","associate's degree","free/reduced","none",61,55,48
"female","group B","master's degree","standard","none",74,94,92
"male","group B","some high school","standard","completed",79,82,77
"female","group D","some high school","free/reduced","none",73,74,80
"male","group D","associate's degree","standard","none",72,68,68
"female","group B","some high school","standard","completed",60,70,65
"female","group B","bachelor's degree","free/reduced","none",61,76,73
"male","group D","master's degree","free/reduced","completed",78,77,76
"male","group C","some high school","standard","none",64,58,52
"male","group D","associate's degree","standard","none",52,55,47
"female","group D","high school","standard","none",69,70,67
"female","group D","bachelor's degree","standard","none",75,88,85
"female","group E","master's degree","free/reduced","completed",41,45,44
"male","group D","master's degree","standard","none",79,78,74
"male","group D","high school","standard","none",88,90,78
"female","group E","some high school","standard","none",82,85,85
"female","group B","high school","free/reduced","none",35,61,66
"male","group A","high school","free/reduced","completed",78,78,75
"female","group C","some college","free/reduced","completed",67,77,74
"female","group C","some high school","standard","none",63,72,76
"female","group B","some college","standard","none",47,62,55
"female","group D","associate's degree","free/reduced","completed",74,88,85
"female","group B","associate's degree","free/reduced","completed",87,95,92
"female","group D","some college","free/reduced","none",64,74,74
"female","group C","high school","standard","none",60,69,65
"female","group B","high school","standard","none",74,88,86
"female","group D","associate's degree","free/reduced","completed",42,61,66
"female","group C","high school","free/reduced","none",50,64,63
"female","group D","associate's degree","standard","none",74,76,76
"female","group C","high school","standard","none",65,71,62
"female","group D","high school","standard","none",67,76,67
"female","group D","some college","standard","none",79,90,91
"male","group E","some college","free/reduced","completed",74,74,71
"female","group B","some high school","standard","none",41,48,54
"female","group C","some college","standard","completed",87,84,93
"female","group C","associate's degree","standard","none",85,92,91
"male","group B","associate's degree","free/reduced","none",52,60,54
"male","group E","associate's degree","free/reduced","none",62,55,51
"female","group C","associate's degree","standard","completed",65,77,83
"male","group C","associate's degree","standard","completed",78,77,80
"male","group B","some college","standard","completed",88,85,85
"male","group E","some high school","standard","completed",92,85,86
"female","group B","associate's degree","standard","none",53,70,68
"female","group E","some high school","free/reduced","completed",72,79,80
"male","group D","high school","standard","none",46,42,44
"male","group D","master's degree","standard","completed",65,70,67
"female","group C","some college","standard","none",73,83,90
"female","group D","associate's degree","free/reduced","none",52,66,70
"female","group D","associate's degree","standard","none",85,97,99
"male","group C","high school","standard","none",70,66,58
"male","group C","high school","free/reduced","none",55,54,47
"male","group C","associate's degree","free/reduced","none",63,67,63
"female","group B","some college","standard","none",69,84,80
"male","group B","some high school","standard","completed",61,56,54
"female","group A","some high school","free/reduced","none",44,45,43
"female","group B","some college","free/reduced","none",65,74,70
"female","group B","bachelor's degree","standard","none",72,72,74
"male","group C","some college","standard","none",66,64,67
"female","group D","master's degree","free/reduced","none",50,53,55
"male","group C","bachelor's degree","standard","none",69,68,64
"male","group E","bachelor's degree","standard","none",83,82,82
"male","group D","some college","free/reduced","none",77,62,64
"female","group B","high school","standard","none",58,58,59
"male","group C","some college","standard","completed",93,81,79
"female","group C","associate's degree","standard","completed",74,82,82
"male","group B","some college","standard","completed",81,66,70
"female","group C","associate's degree","standard","none",91,100,100
"female","group A","some high school","free/reduced","none",38,44,38
"female","group B","master's degree","standard","completed",65,79,84
"male","group D","master's degree","standard","none",82,76,65
"male","group E","associate's degree","standard","completed",62,67,69
"female","group E","associate's degree","free/reduced","completed",82,85,90
"female","group A","high school","standard","none",81,91,88
"male","group B","bachelor's degree","free/reduced","none",63,68,68
"male","group E","master's degree","standard","completed",71,67,66
"male","group D","associate's degree","standard","none",52,54,47
"female","group E","some college","standard","none",62,73,70
"male","group E","some high school","standard","completed",80,81,79
"female","group C","some college","standard","none",53,58,66
"male","group E","high school","standard","none",50,48,46
"female","group A","some high school","free/reduced","none",48,49,50
"male","group D","master's degree","standard","none",89,90,82
"male","group D","associate's degree","free/reduced","none",53,59,54
"male","group D","bachelor's degree","free/reduced","completed",42,52,55
"male","group B","bachelor's degree","standard","completed",81,75,83
"female","group D","bachelor's degree","free/reduced","none",62,76,76
"female","group C","some college","standard","none",58,71,68
"female","group C","associate's degree","standard","none",39,65,64
"male","group C","high school","standard","none",71,74,69
"male","group C","associate's degree","standard","none",92,84,84
"male","group B","some college","standard","completed",81,80,84
"male","group C","high school","free/reduced","none",61,61,61
"female","group C","associate's degree","free/reduced","completed",78,90,94
"female","group D","master's degree","standard","none",54,66,70
"male","group C","some college","free/reduced","none",73,66,70
"female","group C","high school","standard","none",66,71,72
"male","group D","associate's degree","standard","none",61,56,52
"male","group E","associate's degree","free/reduced","completed",57,56,56
"male","group D","bachelor's degree","standard","completed",100,90,93
"female","group D","bachelor's degree","standard","none",79,88,89
"female","group C","some college","standard","none",69,69,70
"female","group B","high school","standard","none",87,92,88
"male","group E","high school","standard","none",99,90,88
"female","group C","high school","free/reduced","none",40,58,58
"female","group B","bachelor's degree","standard","none",67,84,81
"male","group B","some high school","free/reduced","none",39,41,43
"male","group C","some college","standard","none",53,44,42
"female","group C","associate's degree","standard","completed",59,71,72
"male","group C","bachelor's degree","free/reduced","none",49,53,49
"female","group B","bachelor's degree","free/reduced","none",78,86,83
"male","group A","some college","standard","completed",78,82,90
"male","group E","some high school","standard","completed",94,88,82
"male","group B","associate's degree","free/reduced","none",44,41,47
"female","group D","high school","standard","none",69,76,74
"female","group C","associate's degree","standard","completed",60,71,78
"female","group D","high school","standard","none",67,72,77
"male","group C","some college","standard","completed",61,44,44
"female","group C","bachelor's degree","free/reduced","none",67,75,67
"female","group E","master's degree","standard","none",80,88,78
"male","group A","some high school","free/reduced","none",61,61,60
"male","group B","associate's degree","standard","completed",82,84,82
"male","group A","some college","free/reduced","completed",42,43,38
"male","group D","master's degree","standard","none",82,76,71
"female","group C","some high school","standard","completed",59,70,65
"male","group C","bachelor's degree","standard","none",59,72,70
"female","group D","associate's degree","standard","completed",68,75,83
"male","group D","master's degree","standard","none",71,70,65
"female","group B","high school","standard","completed",77,82,87
"female","group B","high school","standard","completed",60,75,79
"male","group E","some high school","standard","none",77,69,66
"female","group B","some high school","free/reduced","none",18,39,23
"female","group C","high school","standard","completed",68,90,84
"male","group B","bachelor's degree","free/reduced","completed",87,89,88
"female","group A","bachelor's degree","standard","completed",52,49,52
"female","group C","some college","free/reduced","completed",63,80,76
"male","group D","some college","standard","completed",100,90,94
"male","group A","some high school","standard","completed",64,55,60
"female","group D","some high school","standard","none",80,81,75
"female","group B","associate's degree","standard","none",57,64,70
"male","group E","bachelor's degree","standard","completed",71,67,70
"male","group A","bachelor's degree","standard","none",66,67,61
"male","group D","master's degree","standard","none",95,84,82
"female","group A","some college","standard","none",53,50,45
"male","group B","associate's degree","standard","none",59,51,43
"female","group D","high school","free/reduced","none",39,59,58
"male","group B","bachelor's degree","standard","completed",91,87,84
"female","group E","associate's degree","standard","completed",65,65,69
"male","group B","associate's degree","free/reduced","none",53,61,57
"female","group E","master's degree","free/reduced","completed",57,74,73
"male","group D","master's degree","standard","none",73,64,63
"male","group D","associate's degree","standard","none",80,76,71
"female","group D","high school","standard","none",69,75,67
"male","group A","associate's degree","standard","completed",71,68,68
"female","group C","associate's degree","standard","completed",55,78,77
"female","group C","high school","free/reduced","none",60,75,73
"male","group E","some high school","standard","none",89,84,80
"female","group D","some college","free/reduced","completed",70,71,72
"male","group D","some high school","free/reduced","completed",61,62,62
"male","group D","high school","free/reduced","none",75,71,68
"female","group C","bachelor's degree","standard","completed",44,62,58
"male","group B","bachelor's degree","free/reduced","none",68,68,68
"male","group D","some college","standard","none",81,78,78
"male","group D","some college","standard","none",72,64,67
"male","group D","bachelor's degree","free/reduced","none",55,58,50
"female","group D","associate's degree","standard","none",71,71,66
"female","group B","some high school","free/reduced","none",72,81,77
"male","group B","high school","standard","none",63,50,51
"female","group D","high school","standard","completed",88,92,88
"female","group A","some high school","free/reduced","completed",67,81,83
"female","group B","associate's degree","free/reduced","completed",77,90,94
"male","group C","some college","free/reduced","completed",64,62,54
"male","group D","some college","standard","none",81,82,82
"female","group E","high school","free/reduced","none",72,76,67
"male","group E","some college","standard","none",83,66,73
"female","group C","some college","standard","completed",87,85,91
"female","group A","bachelor's degree","standard","none",64,63,62
"female","group B","some college","standard","completed",82,83,87
"female","group D","associate's degree","standard","completed",69,71,69
"female","group D","some high school","standard","none",59,73,80
"female","group C","some college","standard","completed",87,92,95
"male","group E","associate's degree","standard","completed",93,87,90
"male","group C","associate's degree","standard","none",83,68,68
"female","group C","associate's degree","standard","none",63,67,67
"female","group C","high school","standard","none",72,72,76
"female","group E","associate's degree","standard","none",87,89,94
"male","group C","high school","standard","completed",75,72,68
"female","group C","bachelor's degree","standard","completed",77,94,91
"male","group C","associate's degree","free/reduced","none",68,74,65
"female","group D","some college","standard","none",62,64,65
"male","group C","some college","standard","none",91,90,92
"female","group B","associate's degree","standard","none",82,82,89
"male","group C","bachelor's degree","free/reduced","none",55,60,54
"female","group D","bachelor's degree","standard","none",75,82,76
"male","group D","high school","free/reduced","none",69,75,76
"male","group C","associate's degree","free/reduced","none",68,74,70
"male","group B","some high school","free/reduced","none",48,57,53
"female","group C","high school","standard","completed",62,78,80
"male","group C","some high school","free/reduced","none",79,78,73
"female","group C","associate's degree","standard","completed",59,74,73
"male","group D","associate's degree","standard","none",61,61,54
"female","group C","associate's degree","free/reduced","completed",65,79,76
"male","group E","high school","free/reduced","none",27,51,51
"female","group B","high school","standard","completed",59,75,70
"female","group D","master's degree","standard","none",77,94,86
"male","group C","some college","free/reduced","none",61,61,61
"female","group A","some college","standard","completed",50,62,60
"female","group D","associate's degree","standard","none",59,58,63
"female","group A","some college","standard","none",56,73,74
"male","group D","some high school","standard","none",86,80,84
"female","group B","master's degree","free/reduced","none",60,73,71
"male","group A","some college","free/reduced","none",77,69,70
"female","group E","bachelor's degree","free/reduced","none",77,74,59
"female","group C","bachelor's degree","free/reduced","none",43,62,54
"male","group D","some high school","free/reduced","none",56,59,54
"female","group E","associate's degree","free/reduced","completed",100,95,92
"female","group C","high school","standard","completed",58,58,64
"male","group C","associate's degree","standard","none",83,76,74
"female","group D","associate's degree","standard","completed",56,65,72
"male","group E","high school","free/reduced","none",61,58,62
"male","group D","associate's degree","standard","completed",100,90,91
"female","group C","high school","standard","completed",58,70,75
"female","group D","some college","free/reduced","completed",67,70,71
"female","group C","associate's degree","standard","completed",59,76,77
"male","group E","bachelor's degree","standard","completed",73,65,72
"female","group C","associate's degree","standard","none",63,69,73
"male","group E","some high school","standard","completed",82,85,87
"male","group C","associate's degree","standard","none",85,76,71
"male","group D","associate's degree","standard","completed",58,55,67
"female","group C","associate's degree","standard","completed",55,74,73
"female","group C","associate's degree","free/reduced","completed",65,84,86
"female","group D","associate's degree","standard","none",77,82,80
"male","group E","bachelor's degree","standard","completed",76,73,70
"male","group E","some college","standard","none",97,92,86
"male","group C","some high school","standard","completed",71,66,63
"male","group C","master's degree","standard","completed",98,86,82
"male","group C","some college","standard","none",58,52,42
"male","group B","some college","free/reduced","none",75,66,60
"male","group C","bachelor's degree","standard","completed",63,66,72
"female","group D","associate's degree","free/reduced","none",54,50,51
"female","group E","some high school","free/reduced","none",81,90,86
"female","group E","some high school","free/reduced","none",64,73,65
"female","group D","some college","free/reduced","none",64,62,65
"female","group A","bachelor's degree","free/reduced","none",62,72,72
"female","group E","some high school","free/reduced","none",57,58,68
"female","group C","associate's degree","standard","completed",55,78,77
"female","group C","some college","standard","completed",69,84,85
"female","group D","associate's degree","standard","completed",66,69,70
"female","group D","some high school","free/reduced","completed",47,58,54
"male","group C","bachelor's degree","free/reduced","none",37,54,52
"female","group B","high school","standard","none",62,68,63
"female","group C","associate's degree","standard","completed",67,84,84
"female","group E","some college","standard","none",87,92,92
"female","group E","some college","free/reduced","completed",74,88,90
"male","group C","some college","standard","completed",61,67,70
"male","group C","some high school","standard","none",57,55,57
"female","group D","some college","free/reduced","completed",70,81,83
"female","group D","some college","standard","completed",72,76,74
"female","group A","some high school","standard","none",71,81,83
"male","group D","associate's degree","standard","none",61,56,52
"female","group C","associate's degree","standard","completed",71,72,79
"female","group C","high school","standard","none",76,82,83
"male","group C","high school","free/reduced","none",54,56,53
"female","group D","high school","standard","none",69,77,74
"female","group B","some high school","standard","none",37,45,40
"male","group B","associate's degree","standard","none",80,76,65
"male","group D","master's degree","standard","none",95,79,74
"female","group B","some high school","free/reduced","none",24,42,36
"female","group D","some college","standard","none",51,59,56
"male","group E","bachelor's degree","free/reduced","none",62,66,55
"female","group D","master's degree","standard","completed",88,100,96
"male","group B","some college","standard","none",79,82,84
"male","group E","high school","standard","none",84,76,64
"male","group D","high school","free/reduced","completed",72,68,69
"female","group B","associate's degree","standard","none",49,54,46
"female","group B","high school","standard","none",65,64,61
"male","group E","associate's degree","free/reduced","none",62,55,50
"male","group C","some high school","free/reduced","none",62,55,50
"female","group E","high school","free/reduced","completed",32,32,37
"male","group E","some high school","standard","completed",94,96,90
"male","group A","bachelor's degree","standard","none",51,61,52
"male","group C","bachelor's degree","standard","completed",71,77,77
"male","group D","master's degree","standard","none",67,77,65
"female","group D","some college","free/reduced","none",64,60,62
"female","group C","master's degree","standard","none",55,66,74
"male","group C","associate's degree","standard","none",49,45,42
"male","group E","associate's degree","free/reduced","completed",79,82,90
"female","group A","some high school","free/reduced","none",38,61,50
"male","group D","associate's degree","standard","none",72,74,69
"male","group C","associate's degree","free/reduced","none",65,68,67
"female","group B","some college","standard","none",66,72,70
"female","group C","some college","free/reduced","completed",67,77,77
"male","group A","some high school","standard","completed",61,56,63
"female","group C","high school","standard","none",60,73,76
"male","group C","some college","free/reduced","completed",67,60,54
"male","group D","associate's degree","standard","none",61,50,51
"male","group C","some college","standard","none",58,44,46
"female","group D","some college","standard","none",79,83,83
"male","group B","some high school","standard","completed",61,56,57
"female","group B","bachelor's degree","free/reduced","completed",70,77,80
"male","group E","associate's degree","free/reduced","completed",92,96,86
"female","group B","master's degree","free/reduced","none",8,51,50
"female","group B","some college","free/reduced","completed",74,94,90
"male","group C","associate's degree","free/reduced","none",63,63,62
"male","group E","some college","standard","none",68,54,49
"female","group B","high school","standard","none",58,68,63
"female","group E","associate's degree","standard","completed",81,93,86
"male","group D","some high school","standard","completed",76,73,70
"female","group B","some high school","free/reduced","none",18,34,33
"female","group C","bachelor's degree","standard","completed",85,93,95
"female","group B","associate's degree","free/reduced","none",47,50,51
"female","group D","associate's degree","free/reduced","none",26,38,23
"male","group D","some college","free/reduced","none",69,66,67
"male","group C","some high school","standard","none",49,52,46
"male","group C","associate's degree","standard","none",85,76,69
"female","group A","some college","standard","none",53,66,67
"female","group D","some high school","standard","none",68,70,77
"female","group C","associate's degree","free/reduced","none",65,86,85
"male","group C","associate's degree","standard","none",74,73,74
"female","group B","associate's degree","free/reduced","none",52,67,65
"female","group B","high school","standard","none",65,69,66
"male","group C","high school","standard","none",50,51,43
"male","group C","some high school","standard","none",73,70,75
"male","group B","high school","standard","none",48,51,52
"female","group C","associate's degree","standard","completed",59,65,72
"female","group D","associate's degree","free/reduced","none",26,42,38
"male","group D","associate's degree","free/reduced","none",66,62,62
"female","group E","high school","free/reduced","none",64,62,63
"male","group E","high school","free/reduced","completed",64,62,64
"female","group C","high school","free/reduced","none",41,54,53
"female","group B","some high school","free/reduced","completed",59,71,79
"female","group B","bachelor's degree","standard","none",79,92,87
"female","group D","master's degree","free/reduced","none",40,64,59
"male","group A","some college","standard","completed",91,88,94
"female","group C","associate's degree","free/reduced","none",57,75,73
"male","group E","some college","free/reduced","none",69,54,54
"male","group D","some high school","standard","none",69,72,80
"female","group C","associate's degree","standard","completed",58,65,67
"female","group E","some college","standard","completed",73,75,79
"female","group B","some high school","free/reduced","none",65,84,85
"female","group A","some high school","standard","none",71,89,84
"female","group E","some college","standard","none",62,64,70
"male","group D","bachelor's degree","free/reduced","none",88,84,76
"male","group E","some high school","free/reduced","completed",73,64,65
"male","group B","some college","free/reduced","none",69,72,64
"female","group C","high school","free/reduced","none",64,78,79
"female","group D","some college","standard","completed",88,89,91
"male","group E","some college","free/reduced","none",69,54,48
"male","group C","bachelor's degree","standard","none",69,65,58
"male","group B","some college","standard","none",79,66,73
"female","group C","some high school","standard","completed",65,84,75
"female","group B","high school","standard","none",81,93,93
"male","group B","bachelor's degree","free/reduced","completed",46,43,38
"female","group E","some college","standard","none",80,90,92
"male","group D","some high school","standard","none",62,58,62
"female","group C","some college","standard","none",73,89,84
"female","group D","some high school","standard","none",59,73,80
"male","group C","some high school","standard","none",62,67,66
"male","group C","bachelor's degree","standard","none",86,72,76
"female","group B","some high school","standard","none",72,75,70
"female","group C","some college","standard","completed",88,100,100
"female","group A","some college","standard","completed",75,81,83
"female","group C","some college","free/reduced","completed",50,64,64
"female","group D","associate's degree","free/reduced","completed",74,88,85
"female","group C","some college","free/reduced","none",32,31,36
"female","group C","high school","standard","none",61,72,68
"male","group C","some college","standard","completed",61,67,66
"female","group C","some college","standard","none",58,66,70
"male","group D","associate's degree","standard","completed",77,67,59
"male","group C","some college","standard","none",76,81,86
"male","group E","some high school","standard","completed",80,84,85
"male","group C","master's degree","standard","completed",93,85,90
"male","group E","some college","standard","completed",70,74,70
"female","group B","bachelor's degree","free/reduced","none",62,58,68
"female","group D","associate's degree","standard","completed",97,100,96
"female","group E","associate's degree","standard","none",87,85,90
"female","group D","associate's degree","standard","completed",57,72,77
"male","group E","bachelor's degree","standard","none",68,54,57
"female","group A","some college","standard","none",53,50,50
"female","group E","high school","free/reduced","none",72,72,72
"male","group C","bachelor's degree","standard","completed",98,100,100
"male","group D","some college","standard","completed",76,62,60
"female","group D","high school","free/reduced","completed",67,77,75
"male","group E","associate's degree","free/reduced","none",64,50,43
"female","group E","bachelor's degree","standard","none",80,90,92
"male","group C","high school","standard","none",70,67,55
"female","group D","high school","standard","none",78,86,87
"female","group D","bachelor's degree","free/reduced","none",62,76,67
"female","group E","high school","standard","none",74,83,84
"male","group D","some college","standard","none",68,77,69
"male","group C","associate's degree","free/reduced","none",65,68,61
"female","group E","associate's degree","standard","none",87,85,90
"male","group C","high school","free/reduced","none",61,58,52
"female","group D","associate's degree","free/reduced","completed",74,90,90
"male","group B","associate's degree","standard","completed",88,74,70
"male","group B","some college","standard","none",54,50,48
"female","group C","some high school","free/reduced","none",55,78,67
"male","group D","associate's degree","standard","completed",76,73,69
"male","group A","bachelor's degree","free/reduced","completed",79,64,66
"male","group C","high school","standard","none",90,85,90
"female","group D","bachelor's degree","standard","none",89,100,100
"female","group D","high school","standard","completed",70,72,73
"male","group D","some college","standard","none",76,68,68
"female","group C","some college","standard","none",58,73,74
"female","group D","some college","standard","completed",50,64,58
"female","group E","bachelor's degree","free/reduced","none",77,86,82
"male","group C","bachelor's degree","free/reduced","none",63,68,73
"female","group B","high school","free/reduced","none",60,64,61
"male","group E","master's degree","standard","none",81,80,73
"male","group C","associate's degree","standard","completed",97,96,95
"female","group B","some high school","free/reduced","none",59,76,70
"male","group E","master's degree","standard","completed",93,87,82
"female","group A","some high school","free/reduced","none",44,48,46
"male","group A","some college","standard","none",64,55,48
"male","group C","associate's degree","standard","none",74,69,66
"male","group C","some college","standard","none",76,78,73
"female","group E","some high school","free/reduced","none",64,73,67
"male","group B","high school","standard","completed",60,66,68
"male","group D","high school","standard","completed",86,77,78
"female","group C","associate's degree","standard","completed",65,79,80
"female","group C","some college","free/reduced","completed",52,62,66
"male","group E","high school","standard","none",74,71,70
"female","group E","some college","free/reduced","completed",74,88,90
"female","group B","associate's degree","standard","none",73,83,86
"female","group C","high school","free/reduced","none",42,56,58
"male","group B","some college","standard","completed",62,56,58
"female","group D","associate's degree","standard","completed",71,76,80
"male","group C","high school","standard","completed",73,56,60
"female","group D","master's degree","standard","completed",69,70,71
"female","group E","associate's degree","standard","none",87,84,82
"female","group C","high school","standard","completed",58,63,66
"male","group B","some high school","free/reduced","completed",78,75,79
"female","group E","master's degree","free/reduced","none",32,38,36
"female","group B","associate's degree","free/reduced","completed",70,75,81
"male","group B","bachelor's degree","standard","completed",91,88,87
"male","group D","master's degree","free/reduced","none",63,72,75
"male","group D","master's degree","standard","completed",87,84,82
"male","group C","high school","standard","none",70,70,75
"female","group C","high school","standard","none",76,68,77
"female","group B","high school","standard","completed",60,75,79
"male","group B","associate's degree","standard","none",57,54,57
"female","group C","some college","free/reduced","completed",69,79,76
"male","group C","master's degree","free/reduced","completed",46,56,54
"female","group A","associate's degree","standard","completed",75,75,80
"male","group C","high school","standard","none",71,79,72
"male","group E","associate's degree","free/reduced","completed",87,77,81
"female","group C","some college","standard","none",69,80,82
"male","group C","some college","free/reduced","completed",69,58,49
"male","group D","some college","standard","none",72,49,46
"male","group D","high school","standard","none",69,68,61
"female","group A","bachelor's degree","free/reduced","completed",92,100,100
"male","group C","high school","free/reduced","none",27,39,36
"male","group D","associate's degree","standard","none",81,71,67
"female","group D","master's degree","free/reduced","none",73,85,82
"female","group D","some high school","standard","completed",66,78,83
"female","group B","some college","free/reduced","completed",65,79,80
"female","group B","some high school","free/reduced","none",65,70,66
"male","group B","some college","free/reduced","completed",87,74,68
"male","group B","bachelor's degree","free/reduced","none",55,56,47
"female","group C","some high school","free/reduced","none",72,75,75
"male","group C","some college","standard","completed",100,86,90
"female","group D","high school","free/reduced","none",39,59,60
"male","group C","bachelor's degree","standard","none",75,78,73
"male","group C","master's degree","standard","none",80,82,82
"male","group C","some college","free/reduced","completed",63,62,61
"male","group D","some high school","standard","none",84,82,76
"female","group C","some college","standard","none",63,67,67
"female","group D","bachelor's degree","standard","none",75,79,81
"female","group D","some college","free/reduced","completed",63,78,73
"male","group D","associate's degree","standard","none",71,75,71
"male","group C","bachelor's degree","standard","completed",78,82,82
"female","group B","some high school","free/reduced","none",44,45,45
"female","group C","associate's degree","standard","completed",65,84,85
"male","group D","associate's degree","free/reduced","completed",39,54,57
"female","group C","some college","standard","none",58,67,67
"female","group D","associate's degree","free/reduced","completed",61,78,80
"male","group D","associate's degree","free/reduced","none",52,61,61
"female","group C","some high school","free/reduced","completed",59,75,70
"female","group E","bachelor's degree","standard","none",87,86,87
"female","group C","high school","standard","completed",71,72,80
"male","group D","high school","standard","none",88,84,82
"male","group D","some high school","free/reduced","none",79,80,71
"male","group B","some college","free/reduced","none",54,72,70
"male","group C","high school","free/reduced","none",54,54,48
"female","group B","high school","standard","completed",59,64,73
"female","group E","high school","standard","none",50,50,50
"male","group C","some high school","standard","none",62,58,51
"male","group C","high school","free/reduced","completed",62,65,68
"male","group B","associate's degree","free/reduced","none",61,61,56
"female","group E","high school","free/reduced","none",81,86,88
"female","group B","some high school","standard","completed",32,51,44
"female","group C","master's degree","free/reduced","none",60,65,67
"female","group C","associate's degree","standard","none",65,72,67
"female","group E","bachelor's degree","standard","none",64,69,75
"male","group C","master's degree","standard","completed",78,77,74
"female","group C","some college","standard","none",58,66,70
"male","group B","some college","standard","none",54,52,45
"female","group D","some high school","standard","none",59,72,78
"female","group C","associate's degree","free/reduced","completed",65,70,70
"male","group C","associate's degree","free/reduced","completed",65,66,68
"female","group B","some high school","standard","completed",32,42,40
"male","group C","some college","standard","none",58,43,48
"female","group D","some college","standard","none",79,86,79
"male","group E","some college","free/reduced","none",54,58,44
"male","group C","high school","standard","none",62,58,49
"female","group B","some high school","standard","none",41,52,47
"female","group C","master's degree","free/reduced","none",64,72,70
"male","group C","high school","standard","completed",72,74,70
"female","group D","associate's degree","standard","completed",71,72,76
"female","group E","some high school","free/reduced","none",81,83,77
"male","group D","associate's degree","standard","none",71,77,69
"male","group D","master's degree","standard","none",89,78,73
"male","group C","master's degree","standard","completed",93,90,78
"female","group B","high school","standard","none",81,86,82
"female","group D","bachelor's degree","free/reduced","none",62,72,74
"male","group C","high school","standard","completed",72,71,70
"male","group C","some high school","standard","completed",74,69,69
"male","group E","master's degree","standard","completed",95,87,89
"female","group C","some college","standard","none",73,80,78
"male","group C","some college","standard","completed",91,90,94
"male","group C","associate's degree","standard","completed",63,66,63
"male","group A","some high school","free/reduced","completed",73,67,63
"male","group C","some college","free/reduced","completed",63,62,60
"male","group C","high school","free/reduced","none",58,61,61
"female","group C","master's degree","standard","none",55,66,70
"female","group B","some high school","free/reduced","completed",76,88,85
"male","group D","high school","standard","none",66,54,49
