gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group C,high school,free/reduced,none,55.0,38.0,87.0
male,group B,some high school,standard,completed,10.0,82.0,46.0
male,group C,associate's degree,standard,none,78.0,30.0,52.0
female,group A,some high school,standard,completed,50.0,77.0,56.0
female,group D,some college,free/reduced,none,86.0,83.0,81.0
female,group B,high school,standard,none,9.0,82.0,64.0
female,group B,master's degree,free/reduced,none,73.0,43.0,92.0
male,group B,high school,standard,none,78.0,53.0,39.0
female,group C,bachelor's degree,standard,none,37.0,67.0,44.0
female,group B,high school,free/reduced,completed,29.0,45.0,27.0
female,group D,associate's degree,free/reduced,none,41.0,50.0,43.0
female,group B,some college,free/reduced,completed,91.0,36.0,59.0
male,group D,bachelor's degree,free/reduced,none,36.0,54.0,82.0
female,group C,some high school,free/reduced,completed,27.0,26.0,40.0
male,group B,associate's degree,free/reduced,none,24.0,88.0,57.0
male,group A,associate's degree,standard,none,99.0,30.0,24.0
male,group D,some college,standard,completed,95.0,64.0,30.0
female,group B,high school,free/reduced,completed,10.0,45.0,98.0
female,group E,some college,standard,none,90.0,68.0,63.0
male,group C,master's degree,free/reduced,completed,97.0,99.0,83.0
female,group D,some college,standard,completed,61.0,71.0,39.0
male,group A,high school,standard,none,61.0,27.0,56.0
male,group B,associate's degree,standard,none,71.0,55.0,50.0
female,group A,bachelor's degree,standard,completed,37.0,62.0,42.0
female,group B,some college,free/reduced,completed,89.0,66.0,44.0
male,group A,high school,standard,completed,69.0,74.0,36.0
female,group B,some high school,free/reduced,completed,14.0,45.0,35.0
female,group E,some high school,standard,completed,77.0,34.0,56.0
male,group B,associate's degree,standard,completed,86.0,52.0,40.0
male,group A,high school,standard,completed,21.0,98.0,30.0
male,group D,bachelor's degree,standard,completed,73.0,38.0,93.0
female,group E,master's degree,standard,completed,78.0,95.0,83.0
female,group B,high school,standard,none,9.0,66.0,98.0
female,group D,associate's degree,standard,none,99.0,55.0,38.0
female,group B,bachelor's degree,standard,completed,67.0,92.0,41.0
male,group C,high school,free/reduced,completed,75.0,58.0,98.0
male,group B,associate's degree,standard,none,25.0,80.0,40.0
female,group D,high school,free/reduced,none,58.0,54.0,65.0
male,group B,some college,free/reduced,completed,64.0,93.0,63.0
female,group A,bachelor's degree,free/reduced,completed,8.0,77.0,48.0
male,group A,associate's degree,standard,none,81.0,76.0,80.0
male,group C,high school,standard,none,45.0,49.0,31.0
male,group C,high school,standard,none,92.0,81.0,49.0
female,group B,bachelor's degree,standard,completed,40.0,70.0,77.0
male,group D,some high school,standard,completed,63.0,39.0,63.0
male,group B,some college,standard,none,90.0,36.0,25.0
female,group E,high school,free/reduced,none,28.0,88.0,26.0
male,group E,bachelor's degree,free/reduced,completed,73.0,98.0,63.0
male,group E,some college,standard,none,82.0,57.0,32.0
female,group D,some college,standard,none,57.0,68.0,31.0
male,group C,master's degree,standard,none,49.0,90.0,55.0
female,group D,some college,standard,none,84.0,58.0,54.0
male,group E,bachelor's degree,free/reduced,completed,81.0,93.0,42.0
female,group C,master's degree,free/reduced,completed,47.0,68.0,93.0
male,group A,some high school,standard,none,24.0,88.0,88.0
male,group A,high school,free/reduced,none,71.0,93.0,46.0
female,group C,associate's degree,standard,none,53.0,87.0,59.0
male,group C,high school,free/reduced,completed,94.0,37.0,45.0
female,group C,some high school,free/reduced,completed,22.0,70.0,34.0
male,group B,some college,free/reduced,none,16.0,52.0,89.0
female,group E,associate's degree,standard,completed,17.0,30.0,42.0
male,group E,master's degree,free/reduced,none,9.0,51.0,82.0
male,group C,some high school,free/reduced,completed,20.0,41.0,91.0
female,group B,some high school,free/reduced,completed,15.0,90.0,92.0
female,group C,master's degree,free/reduced,completed,95.0,24.0,62.0
female,group D,bachelor's degree,free/reduced,completed,75.0,97.0,41.0
male,group D,associate's degree,free/reduced,none,39.0,47.0,74.0
male,group C,high school,free/reduced,none,51.0,49.0,50.0
male,group A,master's degree,standard,completed,20.0,24.0,53.0
female,group B,master's degree,free/reduced,none,44.0,39.0,81.0
female,group C,associate's degree,free/reduced,completed,85.0,54.0,79.0
female,group B,some high school,free/reduced,completed,94.0,96.0,44.0
female,group B,bachelor's degree,free/reduced,completed,86.0,29.0,48.0
female,group A,associate's degree,standard,none,9.0,96.0,63.0
female,group D,some college,standard,completed,70.0,92.0,75.0
male,group C,bachelor's degree,free/reduced,none,51.0,57.0,28.0
male,group D,some high school,standard,completed,82.0,48.0,46.0
female,group B,master's degree,standard,none,76.0,42.0,38.0
male,group E,associate's degree,free/reduced,none,17.0,72.0,54.0
male,group C,master's degree,free/reduced,completed,55.0,26.0,78.0
female,group B,bachelor's degree,free/reduced,none,65.0,25.0,78.0
female,group A,associate's degree,standard,none,12.0,55.0,94.0
male,group B,associate's degree,free/reduced,completed,91.0,28.0,91.0
male,group D,associate's degree,standard,none,66.0,40.0,62.0
male,group D,associate's degree,standard,none,64.0,41.0,53.0
male,group E,master's degree,standard,none,60.0,42.0,49.0
female,group A,high school,standard,none,26.0,35.0,43.0
male,group A,associate's degree,free/reduced,none,77.0,24.0,96.0
male,group C,master's degree,free/reduced,none,82.0,35.0,45.0
male,group E,some high school,free/reduced,completed,74.0,70.0,43.0
male,group E,associate's degree,free/reduced,none,93.0,98.0,48.0
female,group A,some college,free/reduced,none,53.0,99.0,81.0
female,group D,master's degree,standard,none,39.0,53.0,58.0
female,group E,high school,free/reduced,none,29.0,39.0,57.0
female,group E,high school,standard,completed,45.0,71.0,65.0
male,group B,high school,free/reduced,none,86.0,60.0,49.0
male,group B,bachelor's degree,standard,completed,88.0,97.0,24.0
male,group B,master's degree,standard,completed,25.0,30.0,56.0
male,group A,bachelor's degree,standard,completed,28.0,84.0,95.0
female,group E,bachelor's degree,free/reduced,none,54.0,44.0,90.0
female,group E,master's degree,free/reduced,none,15.0,40.0,60.0
female,group A,some high school,free/reduced,completed,68.0,76.0,74.0
male,group E,bachelor's degree,free/reduced,completed,54.0,40.0,59.0
female,group A,high school,standard,none,11.0,74.0,95.0
male,group C,high school,free/reduced,none,34.0,62.0,79.0
female,group B,some college,free/reduced,none,64.0,54.0,90.0
male,group E,high school,standard,none,52.0,63.0,70.0
female,group D,associate's degree,free/reduced,none,97.0,46.0,67.0
male,group D,associate's degree,standard,none,37.0,79.0,52.0
female,group E,some college,free/reduced,none,21.0,51.0,55.0
female,group E,high school,free/reduced,none,52.0,49.0,76.0
male,group D,high school,standard,none,40.0,87.0,86.0
female,group E,master's degree,standard,completed,61.0,93.0,74.0
male,group C,master's degree,free/reduced,completed,15.0,27.0,24.0
male,group E,master's degree,free/reduced,none,75.0,42.0,53.0
male,group D,some college,standard,completed,92.0,47.0,50.0
female,group E,master's degree,standard,completed,55.0,87.0,84.0
male,group B,some college,standard,none,30.0,98.0,89.0
female,group B,some high school,free/reduced,completed,15.0,97.0,61.0
female,group B,high school,free/reduced,none,67.0,94.0,94.0
female,group B,some high school,standard,completed,13.0,44.0,54.0
male,group D,master's degree,free/reduced,completed,49.0,97.0,62.0
male,group E,bachelor's degree,free/reduced,completed,58.0,42.0,90.0
female,group B,some high school,standard,completed,95.0,33.0,63.0
male,group A,high school,standard,none,26.0,95.0,75.0
male,group A,associate's degree,free/reduced,none,99.0,41.0,81.0
male,group E,some college,free/reduced,none,21.0,77.0,89.0
male,group C,some high school,standard,completed,56.0,29.0,57.0
male,group B,bachelor's degree,standard,completed,81.0,80.0,80.0
male,group C,associate's degree,standard,none,59.0,89.0,98.0
female,group E,high school,standard,completed,30.0,45.0,51.0
female,group B,some college,standard,none,61.0,52.0,85.0
female,group E,master's degree,free/reduced,none,76.0,52.0,82.0
male,group E,associate's degree,standard,none,15.0,80.0,35.0
female,group C,some high school,standard,completed,21.0,41.0,79.0
female,group E,master's degree,free/reduced,none,91.0,39.0,36.0
female,group E,master's degree,free/reduced,completed,54.0,58.0,96.0
female,group B,some high school,free/reduced,completed,17.0,43.0,82.0
male,group A,some high school,standard,none,24.0,86.0,88.0
female,group C,some high school,standard,completed,21.0,39.0,44.0
female,group D,associate's degree,standard,completed,68.0,61.0,73.0
female,group E,some college,standard,completed,20.0,92.0,84.0
female,group E,associate's degree,free/reduced,completed,15.0,73.0,47.0
male,group B,bachelor's degree,free/reduced,completed,92.0,89.0,71.0
male,group D,some high school,free/reduced,completed,82.0,94.0,38.0
male,group A,bachelor's degree,standard,completed,90.0,81.0,68.0
female,group D,associate's degree,free/reduced,none,63.0,75.0,85.0
male,group E,associate's degree,free/reduced,completed,76.0,98.0,62.0
male,group B,associate's degree,standard,completed,94.0,96.0,73.0
male,group C,some college,free/reduced,none,79.0,57.0,74.0
male,group A,bachelor's degree,free/reduced,completed,9.0,31.0,49.0
female,group B,high school,standard,completed,27.0,44.0,53.0
