gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group C,associate's degree,standard,none,67,90,78
male,group A,bachelor's degree,free/reduced,completed,100,83,40
female,group C,some college,free/reduced,completed,84,95,89
female,group D,some college,standard,completed,92,61,94
female,group C,some high school,standard,completed,68,87,69
female,group C,some college,standard,none,36,100,37
female,group E,some college,standard,completed,60,91,85
female,group C,high school,standard,none,90,100,73
female,group B,some college,standard,none,66,99,70
male,group B,some college,standard,none,76,100,44
male,group E,some college,standard,none,50,66,73
female,group C,associate's degree,free/reduced,none,78,79,90
female,group C,some college,standard,none,95,100,56
female,group E,some college,free/reduced,completed,26,76,71
female,group B,associate's degree,standard,completed,94,93,61
female,group C,some high school,standard,completed,91,100,82
female,group B,bachelor's degree,free/reduced,none,77,88,78
female,group B,bachelor's degree,standard,completed,51,82,41
male,group A,some high school,standard,none,56,99,37
female,group C,bachelor's degree,free/reduced,none,85,99,59
male,group A,some high school,free/reduced,none,71,68,85
male,group C,high school,free/reduced,completed,94,100,79
male,group C,associate's degree,standard,none,100,99,82
female,group C,some high school,free/reduced,completed,49,85,53
male,group B,bachelor's degree,standard,none,100,66,48
female,group B,associate's degree,standard,none,74,86,75
male,group B,some high school,standard,none,85,100,70
female,group B,associate's degree,free/reduced,completed,47,100,69
female,group C,high school,free/reduced,none,52,96,93
female,group D,some high school,standard,none,44,84,83
female,group C,some college,free/reduced,none,65,100,84
male,group C,bachelor's degree,standard,completed,100,85,86
male,group A,high school,free/reduced,none,91,100,84
male,group D,some high school,free/reduced,completed,94,88,59
male,group C,high school,standard,none,54,100,55
male,group E,some college,free/reduced,none,75,97,57
male,group C,some high school,standard,none,100,84,59
female,group C,high school,standard,none,69,83,62
female,group D,bachelor's degree,standard,completed,78,100,65
male,group C,some college,standard,none,74,80,90
female,group B,associate's degree,standard,none,100,95,76
male,group D,associate's degree,standard,none,79,89,93
male,group C,bachelor's degree,standard,completed,63,100,65
female,group D,some college,free/reduced,completed,80,74,81
female,group B,bachelor's degree,standard,none,85,83,61
female,group B,some high school,free/reduced,completed,71,100,66
male,group D,high school,standard,none,75,100,26
male,group C,some college,free/reduced,none,90,100,100
female,group D,high school,standard,completed,80,100,71
female,group D,master's degree,free/reduced,completed,72,92,49
female,group C,some high school,free/reduced,completed,100,100,97
female,group C,some high school,standard,completed,87,70,77
female,group D,some high school,free/reduced,none,56,76,46
female,group C,some high school,standard,completed,89,100,100
female,group D,some college,free/reduced,none,80,100,62
male,group D,master's degree,standard,none,69,65,75
female,group B,master's degree,free/reduced,completed,85,78,53
female,group D,associate's degree,free/reduced,completed,50,92,76
female,group C,associate's degree,standard,none,60,94,98
female,group C,associate's degree,standard,none,100,90,34
female,group B,associate's degree,standard,completed,58,100,83
male,group B,bachelor's degree,standard,none,68,100,48
male,group D,bachelor's degree,free/reduced,completed,57,100,30
female,group E,some college,free/reduced,completed,87,100,76
female,group E,bachelor's degree,free/reduced,completed,92,98,90
female,group C,some college,standard,none,81,51,38
female,group A,some college,free/reduced,completed,100,98,100
female,group B,associate's degree,standard,none,78,92,70
female,group C,some college,standard,completed,53,99,64
female,group D,some high school,standard,completed,90,81,75
female,group E,some college,standard,none,61,91,29
male,group D,master's degree,free/reduced,completed,100,100,80
male,group B,some high school,standard,completed,69,100,32
female,group C,high school,free/reduced,none,58,100,48
male,group D,high school,standard,completed,50,99,100
female,group C,master's degree,standard,none,75,92,56
male,group B,associate's degree,free/reduced,none,86,92,60
female,group B,associate's degree,standard,none,63,100,84
female,group C,some college,standard,none,100,100,52
female,group B,some college,standard,none,86,100,90
male,group C,associate's degree,free/reduced,completed,68,65,47
male,group A,bachelor's degree,standard,completed,48,79,57
female,group C,associate's degree,standard,none,99,88,69
male,group C,master's degree,standard,completed,58,75,53
male,group B,associate's degree,free/reduced,completed,27,92,39
male,group A,some high school,standard,completed,76,100,63
female,group D,bachelor's degree,free/reduced,none,52,88,49
male,group E,high school,standard,none,41,61,83
male,group E,some college,standard,none,59,96,100
female,group E,associate's degree,standard,completed,39,100,51
female,group E,some high school,free/reduced,none,87,100,63
male,group C,high school,free/reduced,none,61,76,60
female,group D,associate's degree,standard,completed,86,69,64
male,group C,bachelor's degree,standard,completed,73,80,57
female,group D,master's degree,standard,completed,73,64,56
male,group D,some college,free/reduced,completed,64,100,46
female,group D,some college,standard,none,82,92,100
female,group B,high school,standard,none,71,98,76
male,group C,some high school,standard,completed,34,100,94
female,group D,high school,standard,completed,67,82,86
female,group C,master's degree,free/reduced,none,78,64,51
male,group D,some college,standard,none,60,90,79
male,group D,associate's degree,standard,completed,54,83,100
female,group C,some high school,standard,none,94,87,63
female,group D,associate's degree,standard,completed,62,100,73
female,group B,some college,standard,none,92,100,69
male,group E,high school,free/reduced,none,89,79,99
male,group A,high school,free/reduced,none,99,100,64
female,group D,associate's degree,standard,none,68,100,51
male,group D,master's degree,standard,none,99,58,69
female,group D,associate's degree,standard,completed,54,100,67
female,group D,high school,free/reduced,none,100,100,48
female,group E,high school,standard,none,71,70,99
male,group E,high school,free/reduced,completed,85,91,89
female,group E,high school,free/reduced,none,33,51,60
female,group C,associate's degree,standard,completed,58,99,92
male,group E,bachelor's degree,free/reduced,none,100,100,65
female,group B,associate's degree,standard,none,57,90,90
female,group D,bachelor's degree,standard,none,78,58,94
male,group E,master's degree,free/reduced,none,69,100,84
male,group C,associate's degree,standard,none,65,100,58
female,group D,some high school,standard,completed,77,78,80
male,group E,some high school,standard,none,66,49,48
male,group B,some college,standard,none,89,96,81
male,group B,some college,standard,none,63,89,78
female,group C,high school,free/reduced,none,45,100,46
female,group C,associate's degree,free/reduced,completed,54,100,73
female,group A,some high school,free/reduced,completed,60,98,56
male,group C,bachelor's degree,standard,none,71,100,61
female,group D,some college,standard,completed,100,100,81
female,group B,some high school,standard,none,62,100,62
male,group C,bachelor's degree,standard,none,82,77,73
female,group A,associate's degree,standard,completed,66,98,79
male,group A,some college,standard,none,82,100,70
male,group A,some high school,standard,none,81,91,61
male,group B,master's degree,free/reduced,none,43,100,55
female,group C,some college,free/reduced,none,70,92,54
male,group E,associate's degree,standard,none,81,83,90
female,group E,some college,free/reduced,completed,100,90,96
male,group D,high school,free/reduced,completed,50,100,61
female,group D,bachelor's degree,standard,completed,49,54,69
male,group E,master's degree,free/reduced,none,64,95,82
male,group D,some college,free/reduced,none,75,69,86
male,group E,some college,standard,none,94,100,33
female,group D,bachelor's degree,free/reduced,none,96,76,90
female,group D,some college,free/reduced,none,89,100,100
female,group C,some high school,standard,none,85,88,61
male,group B,bachelor's degree,standard,none,93,64,44
female,group C,some college,standard,none,54,96,65
male,group B,some college,free/reduced,none,69,77,45
male,group B,associate's degree,standard,none,100,92,84
female,group C,high school,standard,none,75,81,52
male,group B,high school,standard,completed,91,82,43
female,group C,some college,standard,none,78,73,100
female,group C,bachelor's degree,standard,completed,90,100,50
male,group B,associate's degree,free/reduced,completed,67,72,92
male,group A,some college,standard,none,67,100,76
male,group A,some high school,free/reduced,none,93,37,54
male,group C,high school,standard,none,100,75,78
female,group C,high school,standard,none,19,94,62
female,group C,associate's degree,standard,completed,89,84,23
male,group B,some college,free/reduced,completed,100,63,91
female,group D,high school,standard,none,87,88,51
male,group C,bachelor's degree,standard,none,100,72,47
female,group E,bachelor's degree,standard,none,82,100,53
female,group E,high school,standard,completed,70,78,54
female,group A,bachelor's degree,free/reduced,none,100,92,46
male,group D,associate's degree,standard,none,99,97,85
male,group C,some college,standard,none,93,100,38
female,group C,high school,standard,completed,61,93,59
male,group B,some college,standard,none,93,91,83
female,group C,high school,free/reduced,completed,52,90,65
female,group C,high school,standard,completed,75,93,100
female,group C,bachelor's degree,free/reduced,completed,75,87,84
female,group A,high school,free/reduced,none,79,100,56
female,group C,some high school,free/reduced,none,90,100,89
male,group B,high school,standard,none,71,93,71
female,group B,associate's degree,standard,none,69,97,61
male,group D,master's degree,standard,none,49,93,60
male,group C,high school,standard,completed,50,71,79
female,group A,some college,standard,none,62,100,87
male,group C,some college,standard,none,89,100,64
female,group D,some high school,standard,completed,99,81,71
female,group B,some high school,standard,none,72,100,65
male,group A,associate's degree,free/reduced,completed,92,100,82
male,group C,high school,standard,completed,74,87,74
female,group C,associate's degree,standard,completed,49,100,39
female,group E,some college,standard,completed,87,100,65
female,group C,some high school,standard,none,79,100,92
female,group B,some high school,standard,completed,81,91,74
female,group A,master's degree,free/reduced,none,68,100,86
male,group D,some college,free/reduced,none,63,100,77
female,group D,some high school,standard,none,76,100,61
male,group C,master's degree,free/reduced,completed,55,74,64
male,group C,some college,standard,none,96,92,74
male,group C,high school,standard,completed,88,94,60
female,group C,bachelor's degree,free/reduced,completed,49,81,97
male,group C,some high school,standard,none,100,100,71
female,group D,bachelor's degree,standard,none,69,100,72
female,group B,some high school,standard,completed,61,100,57
male,group C,associate's degree,standard,none,64,89,59
male,group C,associate's degree,standard,completed,79,100,100
male,group C,master's degree,standard,none,27,100,93
male,group D,some college,standard,none,64,94,77
female,group B,high school,free/reduced,none,52,88,55
female,group B,high school,standard,none,53,86,48
male,group C,associate's degree,free/reduced,none,100,65,54
female,group D,high school,standard,none,81,73,49
female,group A,some high school,standard,completed,84,77,66
female,group C,associate's degree,standard,none,82,100,82
female,group C,some college,free/reduced,completed,84,100,51
male,group D,associate's degree,standard,completed,79,86,53
male,group D,associate's degree,standard,completed,65,100,38
female,group B,high school,standard,none,100,68,67
female,group E,some college,standard,none,60,100,60
female,group D,some college,standard,completed,71,100,54
female,group A,associate's degree,standard,none,100,100,81
male,group B,high school,standard,none,66,100,23
male,group D,some college,standard,completed,64,60,75
female,group B,associate's degree,standard,none,75,78,56
female,group C,some college,free/reduced,none,78,100,52
male,group A,some college,standard,none,50,100,59
male,group C,associate's degree,free/reduced,none,94,100,93
female,group B,some high school,standard,none,85,100,64
male,group D,associate's degree,free/reduced,none,42,83,100
male,group C,some college,standard,none,84,100,43
male,group D,some college,standard,completed,70,93,33
female,group C,some high school,standard,none,79,100,69
female,group E,some high school,free/reduced,completed,100,88,93
female,group B,some college,free/reduced,completed,70,97,52
male,group C,associate's degree,standard,none,83,99,54
male,group C,associate's degree,standard,none,69,100,49
male,group B,some high school,standard,none,91,74,80
female,group D,high school,standard,none,60,100,79
male,group C,high school,standard,none,88,100,96
male,group D,high school,standard,none,100,95,65
male,group D,high school,standard,none,79,94,52
male,group C,bachelor's degree,standard,completed,10,96,100
female,group C,bachelor's degree,standard,completed,63,100,100
female,group D,high school,free/reduced,completed,93,94,42
female,group D,associate's degree,free/reduced,completed,79,72,63
male,group C,some college,standard,none,71,72,64
female,group C,bachelor's degree,standard,none,52,75,89
female,group D,some college,free/reduced,none,71,76,66
male,group C,some college,free/reduced,none,79,100,69
male,group B,associate's degree,free/reduced,none,47,100,66
male,group D,some college,standard,none,53,87,50
female,group B,some college,standard,completed,72,97,56
male,group D,bachelor's degree,standard,none,76,100,66
female,group A,associate's degree,standard,completed,79,100,62
female,group C,high school,standard,none,91,73,80
female,group A,some high school,standard,none,100,100,58
male,group E,high school,free/reduced,none,100,94,54
female,group A,some high school,free/reduced,completed,93,75,87
male,group D,high school,standard,none,99,100,68
male,group D,some high school,standard,none,100,100,76
male,group C,high school,free/reduced,none,79,84,47
female,group C,some college,standard,completed,83,96,78
female,group B,high school,free/reduced,completed,93,50,54
female,group E,bachelor's degree,free/reduced,none,85,100,68
male,group C,some college,standard,none,67,87,40
male,group D,some college,standard,completed,47,100,98
female,group B,some high school,standard,completed,71,66,100
male,group B,associate's degree,standard,completed,79,100,59
female,group C,high school,free/reduced,completed,72,93,60
female,group C,associate's degree,standard,completed,54,80,77
male,group C,some high school,free/reduced,none,75,77,67
male,group C,high school,standard,completed,87,97,52
female,group D,some high school,standard,none,19,100,70
male,group C,some college,standard,none,98,73,58
female,group C,some high school,free/reduced,none,100,94,54
male,group C,bachelor's degree,free/reduced,completed,90,100,64
female,group B,associate's degree,free/reduced,none,93,89,46
male,group C,some high school,free/reduced,none,83,90,62
male,group B,bachelor's degree,free/reduced,none,85,100,76
female,group D,high school,standard,completed,62,85,81
female,group D,some college,free/reduced,completed,75,100,53
male,group C,some college,standard,none,86,100,72
female,group C,associate's degree,standard,none,95,96,87
female,group D,some college,standard,none,99,93,55
female,group E,associate's degree,standard,none,63,93,99
female,group D,high school,standard,none,84,100,44
male,group A,some college,free/reduced,none,87,92,62
female,group A,some high school,standard,completed,84,73,100
male,group B,some college,standard,none,100,70,53
male,group B,associate's degree,standard,none,15,100,82
male,group B,associate's degree,standard,completed,72,100,95
female,group C,some high school,standard,none,96,61,70
male,group A,associate's degree,standard,completed,59,99,29
female,group B,associate's degree,standard,none,81,59,56
