gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group D,bachelor's degree,free/reduced,none,43,92,90
male,group D,some college,standard,none,54,86,64
male,group E,some college,standard,completed,21,98,79
male,group B,high school,standard,none,8,92,87
female,group E,some high school,free/reduced,none,79,68,81
male,group E,high school,standard,none,71,98,70
female,group C,some high school,standard,none,52,86,65
female,group C,some college,free/reduced,completed,66,88,43
male,group C,some college,standard,completed,44,88,63
male,group A,some college,standard,none,69,95,74
female,group B,master's degree,free/reduced,none,30,73,60
female,group C,associate's degree,standard,none,52,80,60
female,group C,associate's degree,standard,completed,18,100,79
female,group B,associate's degree,standard,completed,54,100,84
female,group B,associate's degree,standard,none,51,100,99
female,group D,high school,standard,completed,39,95,93
female,group B,associate's degree,standard,none,39,55,51
male,group B,some college,standard,none,43,92,75
female,group C,master's degree,free/reduced,none,47,94,86
female,group B,some college,standard,none,48,71,71
female,group E,some college,standard,none,8,100,74
female,group B,high school,free/reduced,completed,37,100,63
male,group D,high school,standard,completed,22,64,97
female,group C,some high school,free/reduced,completed,85,88,54
female,group C,associate's degree,free/reduced,completed,65,54,76
female,group D,some college,free/reduced,completed,38,67,72
male,group C,associate's degree,standard,none,32,78,48
female,group E,some high school,standard,none,44,93,50
female,group E,high school,standard,completed,65,96,89
male,group D,associate's degree,standard,completed,77,98,95
female,group E,associate's degree,free/reduced,none,8,76,40
male,group A,bachelor's degree,standard,none,52,100,69
female,group C,some high school,standard,none,65,64,67
male,group A,high school,standard,none,49,100,49
male,group D,some college,standard,none,53,100,84
male,group E,some college,standard,completed,39,59,94
female,group C,associate's degree,standard,completed,44,74,66
male,group E,some high school,free/reduced,completed,31,60,93
female,group E,high school,standard,none,8,100,70
female,group D,associate's degree,standard,completed,61,83,75
female,group A,some college,standard,none,16,76,81
male,group C,bachelor's degree,free/reduced,none,36,99,97
male,group B,bachelor's degree,standard,none,65,77,91
female,group B,bachelor's degree,standard,none,49,96,77
female,group D,some high school,free/reduced,none,54,100,64
female,group B,master's degree,free/reduced,none,38,100,36
female,group E,some college,free/reduced,none,35,100,90
female,group C,high school,standard,none,10,100,92
female,group E,associate's degree,standard,completed,37,100,61
female,group A,associate's degree,free/reduced,completed,40,95,70
female,group B,master's degree,free/reduced,none,42,100,53
female,group C,some college,free/reduced,completed,77,88,76
female,group C,associate's degree,free/reduced,none,31,90,95
female,group D,bachelor's degree,standard,none,8,97,66
female,group E,bachelor's degree,standard,none,67,71,56
male,group D,some college,standard,completed,25,100,96
female,group D,associate's degree,standard,none,47,88,71
male,group C,high school,standard,none,36,100,72
male,group E,some high school,free/reduced,none,42,79,58
female,group B,bachelor's degree,standard,completed,47,77,78
male,group C,associate's degree,free/reduced,completed,47,100,93
female,group D,bachelor's degree,standard,none,40,49,73
female,group E,master's degree,standard,none,60,100,76
female,group A,associate's degree,standard,none,38,100,97
female,group B,high school,standard,none,8,68,77
female,group C,associate's degree,standard,none,8,98,75
male,group D,high school,standard,none,54,82,44
female,group E,master's degree,standard,completed,45,100,50
female,group C,associate's degree,standard,completed,63,86,93
male,group E,high school,standard,none,18,93,62
male,group C,some high school,standard,none,36,100,81
female,group A,some college,free/reduced,none,79,99,89
female,group B,high school,standard,none,48,100,92
male,group E,bachelor's degree,standard,none,19,44,63
male,group E,associate's degree,standard,none,38,100,99
female,group C,associate's degree,free/reduced,completed,54,78,64
female,group C,associate's degree,free/reduced,completed,45,100,73
female,group D,high school,standard,none,50,77,88
male,group E,master's degree,standard,none,56,82,88
female,group C,associate's degree,standard,none,89,100,75
female,group B,associate's degree,standard,completed,32,100,43
female,group E,bachelor's degree,standard,none,54,78,54
female,group C,some college,standard,none,35,100,82
female,group E,high school,standard,none,89,99,90
female,group B,some college,free/reduced,none,17,94,98
female,group B,high school,standard,completed,31,89,82
male,group A,high school,standard,none,21,100,43
female,group E,some college,standard,completed,8,99,84
female,group B,associate's degree,standard,none,44,100,71
female,group C,some college,free/reduced,completed,66,90,60
male,group D,associate's degree,standard,none,60,78,68
male,group A,some college,standard,completed,75,73,97
male,group E,associate's degree,free/reduced,none,75,78,96
male,group B,bachelor's degree,free/reduced,completed,77,90,46
male,group D,associate's degree,standard,none,28,95,62
male,group C,master's degree,standard,none,8,86,90
male,group D,some college,standard,completed,53,100,86
female,group E,associate's degree,standard,none,43,92,93
female,group D,master's degree,free/reduced,completed,40,91,87
female,group B,high school,free/reduced,completed,55,94,67
female,group D,bachelor's degree,standard,none,28,93,78
female,group C,master's degree,standard,none,15,60,64
male,group C,some college,standard,none,45,100,53
female,group D,bachelor's degree,standard,none,62,100,89
female,group C,associate's degree,standard,completed,51,97,94
female,group E,high school,standard,none,55,87,40
female,group B,some college,free/reduced,none,40,100,97
male,group E,bachelor's degree,standard,none,62,94,52
male,group A,high school,standard,completed,31,100,88
male,group C,master's degree,standard,none,8,100,93
male,group E,some high school,standard,none,39,99,96
male,group D,some high school,standard,none,44,50,77
female,group D,bachelor's degree,free/reduced,completed,73,60,82
male,group A,some high school,standard,none,84,83,80
female,group C,some high school,free/reduced,completed,23,95,57
male,group C,some high school,standard,completed,37,78,75
male,group E,some college,free/reduced,completed,23,100,66
female,group D,associate's degree,standard,completed,50,95,98
female,group C,bachelor's degree,free/reduced,none,26,72,100
female,group C,some high school,standard,none,28,91,55
male,group C,high school,free/reduced,completed,8,89,48
female,group A,high school,free/reduced,none,77,100,66
male,group C,some high school,standard,completed,59,90,100
female,group B,some college,standard,completed,31,61,80
female,group B,associate's degree,standard,none,41,92,69
female,group D,some high school,standard,none,48,85,88
female,group E,some college,free/reduced,none,49,100,100
male,group C,associate's degree,standard,none,32,97,63
male,group C,associate's degree,free/reduced,none,45,100,38
female,group C,bachelor's degree,free/reduced,completed,75,100,68
female,group D,bachelor's degree,standard,none,59,92,72
female,group B,some high school,standard,completed,54,93,78
female,group C,some college,standard,none,62,96,64
female,group E,some college,standard,completed,51,96,83
male,group C,high school,standard,none,8,100,43
male,group C,some college,standard,completed,46,100,89
male,group B,high school,standard,none,57,98,74
male,group E,some high school,standard,none,28,100,86
male,group C,associate's degree,free/reduced,none,59,100,58
female,group C,associate's degree,standard,none,46,95,82
female,group E,some college,free/reduced,none,28,87,88
female,group D,associate's degree,standard,completed,44,90,66
female,group C,some college,standard,completed,16,92,94
female,group C,bachelor's degree,free/reduced,completed,38,100,94
female,group B,bachelor's degree,free/reduced,completed,69,91,66
male,group A,some high school,standard,none,11,50,66
female,group C,bachelor's degree,free/reduced,none,49,100,48
male,group D,some high school,free/reduced,none,97,100,68
female,group C,high school,free/reduced,completed,46,100,82
female,group C,associate's degree,free/reduced,none,42,97,43
female,group C,some high school,free/reduced,completed,29,89,92
male,group B,bachelor's degree,standard,none,8,77,75
male,group B,associate's degree,standard,none,56,98,53
male,group B,some high school,standard,none,35,72,89
female,group C,associate's degree,free/reduced,completed,30,100,91
female,group A,high school,free/reduced,none,77,82,100
female,group D,some high school,standard,none,23,91,100
female,group E,some college,free/reduced,none,32,60,100
male,group D,bachelor's degree,free/reduced,none,34,67,97
male,group A,high school,free/reduced,completed,27,94,87
male,group E,some college,standard,completed,65,100,72
male,group C,some college,standard,none,54,86,97
female,group E,some college,free/reduced,none,23,98,85
male,group E,some high school,standard,none,28,100,91
female,group D,some college,free/reduced,none,22,84,91
female,group C,bachelor's degree,standard,completed,73,98,77
male,group C,some college,standard,none,44,95,76
female,group B,associate's degree,standard,none,44,43,91
male,group D,associate's degree,standard,none,50,75,81
male,group C,bachelor's degree,standard,none,32,96,82
male,group D,some college,free/reduced,none,72,100,75
female,group B,bachelor's degree,standard,none,63,94,74
female,group C,some high school,free/reduced,completed,55,82,58
male,group C,high school,standard,none,53,100,96
male,group D,some college,standard,none,25,100,85
male,group D,high school,free/reduced,completed,48,98,61
female,group C,master's degree,standard,completed,62,84,80
male,group C,some high school,free/reduced,none,8,100,51
female,group C,some high school,standard,completed,33,94,82
female,group D,some high school,free/reduced,completed,60,92,85
male,group C,some college,free/reduced,completed,8,38,89
female,group D,some college,standard,none,100,91,75
male,group E,master's degree,standard,none,28,100,60
female,group C,some college,free/reduced,completed,56,100,95
female,group C,associate's degree,free/reduced,completed,27,99,100
female,group C,some college,standard,none,63,95,79
female,group C,associate's degree,free/reduced,none,59,56,62
male,group B,associate's degree,standard,none,26,96,84
male,group B,master's degree,standard,none,68,85,65
male,group D,bachelor's degree,standard,completed,37,90,89
female,group E,some college,free/reduced,none,58,83,89
female,group E,bachelor's degree,free/reduced,none,56,80,50
female,group C,associate's degree,standard,none,22,96,59
female,group A,some high school,free/reduced,completed,22,100,82
female,group B,associate's degree,standard,none,51,77,51
female,group C,some college,standard,none,51,66,40
female,group D,associate's degree,standard,completed,58,100,89
female,group D,some college,standard,none,35,83,86
male,group D,master's degree,free/reduced,completed,50,81,77
male,group B,some high school,standard,completed,74,100,83
female,group C,high school,free/reduced,completed,83,99,51
male,group B,high school,standard,completed,22,81,89
female,group C,master's degree,standard,completed,48,77,95
male,group B,associate's degree,free/reduced,none,41,59,79
female,group B,high school,standard,none,38,85,72
female,group C,some college,standard,none,43,100,68
female,group B,some college,standard,none,60,74,94
male,group C,associate's degree,standard,completed,93,100,69
male,group C,bachelor's degree,standard,none,38,100,70
female,group B,associate's degree,standard,none,37,91,31
male,group C,high school,standard,none,28,96,46
male,group B,some high school,free/reduced,completed,69,73,75
male,group C,some high school,standard,completed,61,99,51
female,group D,bachelor's degree,standard,none,9,100,71
male,group E,high school,standard,none,37,44,79
male,group E,some college,standard,none,38,82,95
female,group E,high school,standard,completed,34,83,69
female,group E,associate's degree,free/reduced,none,35,100,94
male,group C,some high school,free/reduced,none,50,73,94
female,group D,associate's degree,standard,none,30,69,61
female,group C,bachelor's degree,standard,completed,43,100,57
female,group D,bachelor's degree,standard,completed,36,100,71
male,group D,some college,free/reduced,none,41,86,44
male,group D,some college,standard,none,31,90,67
female,group A,high school,standard,none,54,100,85
male,group C,some high school,standard,completed,50,100,63
female,group B,high school,standard,completed,39,96,66
male,group C,associate's degree,free/reduced,none,33,82,91
male,group D,some college,standard,none,11,95,77
male,group D,high school,standard,none,60,100,100
female,group C,some high school,standard,none,35,87,72
male,group C,some high school,standard,completed,36,100,85
female,group B,some college,free/reduced,none,46,100,32
male,group C,high school,free/reduced,none,32,100,81
female,group A,high school,free/reduced,none,26,71,44
female,group D,associate's degree,standard,none,54,100,81
female,group B,master's degree,standard,none,39,100,94
female,group D,associate's degree,standard,completed,28,99,85
female,group D,high school,free/reduced,none,39,81,80
female,group E,some college,standard,none,8,92,85
male,group E,high school,free/reduced,none,52,100,99
female,group E,high school,free/reduced,none,86,97,74
female,group C,bachelor's degree,standard,none,54,80,98
male,group A,some college,free/reduced,none,66,54,38
female,group B,associate's degree,standard,none,77,100,60
female,group D,bachelor's degree,standard,none,54,61,74
male,group E,master's degree,standard,none,61,75,93
male,group C,associate's degree,standard,none,15,90,69
female,group D,some high school,standard,completed,50,85,76
male,group E,high school,standard,none,50,95,81
male,group C,some college,standard,none,8,94,90
male,group B,some college,standard,none,57,100,95
female,group D,high school,standard,none,79,66,31
female,group B,associate's degree,free/reduced,completed,57,75,67
male,group A,associate's degree,standard,completed,34,98,56
male,group D,bachelor's degree,standard,none,63,88,91
female,group D,some college,standard,completed,26,98,64
male,group B,some high school,standard,none,34,88,79
female,group C,master's degree,standard,none,8,97,73
female,group C,associate's degree,standard,completed,68,100,86
male,group A,some college,standard,completed,65,95,91
female,group A,some high school,standard,none,62,100,78
male,group B,master's degree,free/reduced,none,56,100,88
female,group E,high school,free/reduced,none,38,97,48
male,group B,associate's degree,standard,none,60,93,64
female,group E,some college,free/reduced,none,89,60,79
male,group A,some high school,standard,none,64,100,80
female,group D,bachelor's degree,standard,completed,33,67,75
male,group E,master's degree,free/reduced,none,13,96,58
male,group D,some college,free/reduced,completed,47,96,38
male,group E,some college,standard,none,34,88,68
female,group D,bachelor's degree,free/reduced,none,39,95,47
female,group D,associate's degree,free/reduced,none,29,100,72
female,group C,some high school,standard,none,84,88,79
male,group C,bachelor's degree,free/reduced,none,42,90,94
female,group C,associate's degree,standard,completed,83,85,39
male,group B,some college,free/reduced,completed,75,100,50
male,group B,associate's degree,standard,none,28,90,88
female,group C,high school,standard,none,41,84,52
male,group B,high school,standard,completed,87,100,53
female,group C,some college,standard,completed,63,75,99
female,group B,bachelor's degree,standard,completed,50,71,46
male,group C,master's degree,free/reduced,completed,41,100,60
male,group A,some college,standard,none,62,100,99
male,group A,some high school,free/reduced,none,80,74,73
male,group C,high school,standard,none,28,100,64
female,group C,high school,standard,none,8,96,79
female,group E,associate's degree,standard,none,43,100,62
male,group A,some college,free/reduced,none,8,96,43
male,group C,bachelor's degree,standard,none,62,92,57
female,group E,high school,standard,none,8,100,65
female,group C,associate's degree,standard,completed,8,100,55
male,group E,bachelor's degree,free/reduced,completed,32,83,68
female,group C,some high school,free/reduced,completed,60,84,85
male,group C,some college,free/reduced,none,41,96,76
male,group E,high school,standard,none,52,97,95
female,group B,associate's degree,standard,completed,47,64,67
female,group A,bachelor's degree,standard,completed,46,67,85
female,group C,some college,free/reduced,completed,14,100,71
male,group E,master's degree,free/reduced,completed,39,100,73
female,group A,master's degree,free/reduced,none,35,63,50
male,group D,some college,standard,completed,57,92,56
female,group C,some college,standard,completed,79,46,27
male,group C,bachelor's degree,standard,none,57,100,81
female,group C,some college,standard,none,10,100,32
male,group C,some college,standard,completed,50,100,75
female,group E,some high school,standard,none,15,74,68
female,group D,some college,standard,completed,9,83,75
male,group E,associate's degree,standard,none,40,92,73
male,group B,bachelor's degree,standard,completed,82,66,87
female,group C,some college,standard,none,47,87,48
female,group B,associate's degree,free/reduced,none,87,78,55
female,group C,bachelor's degree,free/reduced,none,48,76,83
male,group C,some high school,free/reduced,none,57,87,69
male,group E,bachelor's degree,free/reduced,none,11,68,70
male,group E,high school,standard,none,11,100,84
female,group E,some high school,standard,none,48,93,74
female,group D,some college,standard,none,68,100,97
male,group D,some college,standard,completed,47,85,53
male,group D,some high school,standard,completed,51,100,96
male,group B,high school,free/reduced,none,8,100,68
male,group D,some college,standard,none,35,95,60
female,group E,high school,free/reduced,none,22,92,89
female,group D,bachelor's degree,free/reduced,completed,60,79,80
male,group E,high school,free/reduced,completed,36,95,79
male,group A,bachelor's degree,standard,none,50,93,78
female,group B,some college,standard,completed,51,62,89
male,group B,some high school,standard,completed,65,100,50
male,group E,some high school,free/reduced,none,52,83,76
male,group E,master's degree,standard,completed,65,70,86
female,group E,some college,standard,none,54,71,80
female,group B,some college,standard,completed,86,62,72
male,group E,bachelor's degree,standard,none,39,90,77
female,group D,some college,standard,none,42,51,92
male,group A,some high school,standard,none,64,74,85
male,group E,bachelor's degree,free/reduced,none,43,97,87
female,group C,bachelor's degree,standard,none,85,91,96
male,group D,high school,free/reduced,none,29,100,78
female,group A,some college,free/reduced,none,64,95,62
female,group E,associate's degree,standard,none,91,90,60
female,group C,high school,standard,none,57,72,82
female,group D,associate's degree,free/reduced,completed,37,66,54
male,group B,associate's degree,standard,completed,58,71,84
male,group A,associate's degree,standard,none,62,90,87
female,group C,some high school,standard,none,25,100,86
female,group D,bachelor's degree,free/reduced,completed,87,100,88
female,group C,some college,standard,none,94,100,32
female,group B,associate's degree,standard,completed,54,79,86
female,group E,associate's degree,standard,none,46,99,67
male,group E,some high school,standard,none,21,73,64
male,group C,bachelor's degree,standard,completed,60,81,70
male,group D,some high school,free/reduced,none,35,82,91
male,group D,associate's degree,standard,none,71,98,73
female,group C,some high school,standard,none,58,100,61
male,group D,some high school,standard,none,77,98,97
female,group B,some college,free/reduced,none,38,87,99
male,group E,associate's degree,free/reduced,none,59,99,74
female,group B,bachelor's degree,standard,none,65,100,82
male,group D,high school,standard,none,24,51,94
male,group E,some college,standard,none,31,64,81
female,group D,associate's degree,standard,completed,42,98,99
female,group C,some high school,free/reduced,none,38,94,46
male,group C,high school,free/reduced,none,56,100,46
male,group D,some high school,standard,none,40,97,74
female,group D,bachelor's degree,standard,completed,38,91,75
male,group A,bachelor's degree,standard,none,78,57,89
male,group D,some college,free/reduced,none,8,100,30
male,group C,associate's degree,standard,completed,41,100,49
female,group C,bachelor's degree,standard,none,64,100,40
female,group C,some college,standard,none,68,100,99
male,group B,some high school,standard,none,53,78,88
female,group B,high school,free/reduced,none,61,100,29
male,group A,bachelor's degree,standard,none,35,99,95
female,group B,high school,free/reduced,none,59,77,93
female,group D,high school,standard,completed,8,100,54
male,group E,high school,free/reduced,completed,47,93,71
male,group B,some high school,free/reduced,completed,30,100,64
female,group E,some college,standard,none,8,93,92
female,group C,some high school,standard,completed,46,100,47
male,group C,some college,free/reduced,none,31,100,29
male,group A,some college,free/reduced,none,8,45,95
male,group C,associate's degree,standard,none,34,100,89
female,group A,master's degree,standard,none,24,92,62
female,group E,associate's degree,standard,none,40,71,55
female,group E,some high school,standard,none,50,100,93
female,group E,some high school,free/reduced,none,69,94,46
female,group E,some high school,standard,none,65,57,87
female,group C,some college,standard,completed,44,100,98
male,group A,high school,free/reduced,completed,30,100,56
female,group E,some college,standard,completed,58,100,34
male,group D,some high school,standard,none,53,97,79
male,group C,bachelor's degree,free/reduced,completed,38,100,85
female,group E,associate's degree,standard,completed,27,98,78
female,group D,some high school,standard,none,61,93,91
female,group C,bachelor's degree,free/reduced,none,76,100,87
female,group C,some high school,free/reduced,completed,100,69,59
female,group D,some college,standard,completed,17,100,55
male,group C,associate's degree,free/reduced,none,63,72,54
male,group D,master's degree,free/reduced,none,54,95,51
female,group D,associate's degree,standard,completed,58,90,53
female,group C,high school,standard,none,36,73,37
female,group A,some high school,standard,completed,68,81,90
female,group C,high school,free/reduced,completed,41,100,98
female,group E,bachelor's degree,standard,completed,71,100,90
female,group D,bachelor's degree,free/reduced,none,60,92,74
female,group D,associate's degree,standard,none,31,66,89
female,group C,some college,standard,completed,79,95,61
male,group C,associate's degree,standard,none,55,100,95
male,group B,high school,standard,none,50,80,48
male,group C,some college,free/reduced,none,59,85,70
female,group A,associate's degree,standard,completed,29,100,93
female,group C,high school,standard,none,53,98,81
male,group D,bachelor's degree,standard,none,38,100,97
male,group C,some high school,free/reduced,none,27,78,82
female,group C,bachelor's degree,free/reduced,none,36,100,100
