code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
FFF,2014J,947878,M,Ireland,Lower Than A Level,50-60pct,0 to 35,0,113,N,Fail
BBB,2014J,511811,M,Yorkshire Region,No Formal quals,70-80pct,35 to 55,0,68,N,Pass
DDD,2014B,547111,M,South West Region,Lower Than A Level,90-100pct,0 to 35,0,70,N,Withdrawn
DDD,2014J,268425,M,West Midlands Region,A Level or Equivalent,0-10pct,0 to 35,0,125,N,Fail
CCC,2013J,584872,F,South East Region,No Formal quals,30-40pct,35 to 55,0,90,N,Withdrawn
FFF,2014B,559658,M,London Region,Lower Than A Level,40-50pct,0 to 35,0,125,N,Pass
BBB,2013J,944291,F,West Midlands Region,Lower Than A Level,70-80pct,0 to 35,0,85,N,Distinction
BBB,2013B,1911219,M,London Region,A Level or Equivalent,40-50pct,0 to 35,1,78,N,Pass
BBB,2014J,505384,F,North Region,A Level or Equivalent,20-30pct,35 to 55,1,44,N,Fail
CCC,2013J,835051,F,South Region,HE Qualification,50-60pct,35 to 55,0,79,N,Pass
FFF,2014J,321305,F,South West Region,A Level or Equivalent,80-90pct,35 to 55,0,81,Y,Pass
FFF,2014B,531724,F,South Region,HE Qualification,70-80pct,0 to 35,0,80,N,Pass
FFF,2014J,1035832,M,West Midlands Region,Lower Than A Level,40-50pct,0 to 35,0,98,N,Distinction
BBB,2014J,308202,F,Ireland,Lower Than A Level,70-80pct,0 to 35,0,48,N,Pass
DDD,2014B,136192,M,North Region,A Level or Equivalent,20-30pct,0 to 35,1,85,N,Pass
FFF,2014J,1927378,M,Wales,A Level or Equivalent,80-90pct,35 to 55,0,82,Y,Withdrawn
BBB,2013J,715247,F,London Region,Lower Than A Level,80-90pct,0 to 35,0,85,N,Withdrawn
FFF,2014B,31617,M,North Western Region,A Level or Equivalent,50-60pct,0 to 35,1,86,N,Pass
BBB,2013J,968434,F,North Western Region,Lower Than A Level,90-100pct,0 to 35,0,49,Y,Pass
CCC,2013B,173111,M,Yorkshire Region,A Level or Equivalent,0-10pct,0 to 35,0,112,N,Pass
BBB,2013B,327738,F,East Anglian Region,HE Qualification,40-50pct,0 to 35,1,74,N,Fail
FFF,2014B,1201063,M,North Western Region,Lower Than A Level,80-90pct,35 to 55,0,91,N,Pass
FFF,2013B,207539,F,East Anglian Region,Lower Than A Level,40-50pct,0 to 35,0,127,N,Withdrawn
FFF,2014B,305533,F,Yorkshire Region,Lower Than A Level,20-30pct,35 to 55,1,132,N,Pass
CCC,2014J,257311,F,South Region,A Level or Equivalent,40-50pct,0 to 35,0,93,N,Withdrawn
GGG,2013J,1062231,M,East Anglian Region,Lower Than A Level,30-40pct,0 to 35,0,56,N,Pass
FFF,2014J,748147,F,South West Region,Lower Than A Level,40-50pct,0 to 35,0,102,N,Pass
BBB,2013J,437480,M,Wales,HE Qualification,30-40pct,0 to 35,0,54,N,Pass
EEE,2014B,702513,M,Wales,Lower Than A Level,50-60pct,0 to 35,0,86,N,Fail
FFF,2014J,1300592,M,Ireland,A Level or Equivalent,50-60pct,0 to 35,0,101,N,Pass
CCC,2014B,944229,M,West Midlands Region,HE Qualification,50-60pct,0 to 35,0,67,N,Withdrawn
BBB,2013J,851923,F,South Region,Lower Than A Level,40-50pct,0 to 35,0,110,N,Withdrawn
EEE,2013J,1205932,M,West Midlands Region,HE Qualification,20-30pct,0 to 35,0,71,N,Withdrawn
EEE,2014J,1714583,M,London Region,A Level or Equivalent,50-60pct,35 to 55,0,66,N,Pass
BBB,2013B,781875,F,South East Region,Lower Than A Level,10-20,0 to 35,1,54,Y,Pass
GGG,2014J,1118515,F,North Western Region,Lower Than A Level,80-90pct,0 to 35,0,55,N,Fail
FFF,2013J,438176,M,East Midlands Region,A Level or Equivalent,50-60pct,35 to 55,0,71,N,Pass
DDD,2014J,138570,M,London Region,Lower Than A Level,20-30pct,0 to 35,1,73,N,Distinction
CCC,2014B,240337,M,Wales,A Level or Equivalent,90-100pct,0 to 35,0,65,N,Fail
FFF,2014B,1182537,M,South East Region,Lower Than A Level,30-40pct,0 to 35,0,85,N,Pass
EEE,2014B,718333,M,Yorkshire Region,Lower Than A Level,20-30pct,0 to 35,0,42,Y,Pass
CCC,2014J,272229,F,West Midlands Region,HE Qualification,60-70pct,35 to 55,0,158,N,Pass
FFF,2014J,638112,M,South West Region,A Level or Equivalent,30-40pct,35 to 55,0,60,Y,Fail
BBB,2013J,979215,F,East Anglian Region,Lower Than A Level,0-10pct,0 to 35,0,148,N,Withdrawn
BBB,2014B,154262,F,North Western Region,Lower Than A Level,60-70pct,0 to 35,0,48,N,Pass
DDD,2013J,499238,F,South East Region,A Level or Equivalent,20-30pct,0 to 35,0,68,N,Distinction
BBB,2014J,1351874,M,South Region,Lower Than A Level,50-60pct,0 to 35,0,170,N,Pass
DDD,2014J,615487,M,London Region,A Level or Equivalent,0-10pct,0 to 35,0,88,N,Pass
BBB,2014J,559850,M,East Anglian Region,HE Qualification,50-60pct,0 to 35,0,112,N,Pass
FFF,2013J,1250736,F,South Region,A Level or Equivalent,20-30pct,35 to 55,0,70,N,Fail
DDD,2014B,1634163,M,North Western Region,Lower Than A Level,20-30pct,0 to 35,1,62,N,Pass
DDD,2014J,1782290,M,West Midlands Region,Lower Than A Level,20-30pct,0 to 35,0,87,N,Withdrawn
FFF,2014J,613367,M,East Midlands Region,Lower Than A Level,50-60pct,35 to 55,0,80,Y,Withdrawn
BBB,2014B,305167,M,South Region,HE Qualification,70-80pct,35 to 55,0,99,N,Pass
GGG,2014J,386920,F,South East Region,Lower Than A Level,10-20,0 to 35,0,54,N,Pass
BBB,2014J,599012,F,Wales,Lower Than A Level,50-60pct,0 to 35,1,61,N,Fail
FFF,2014J,84449,M,East Anglian Region,HE Qualification,40-50pct,0 to 35,0,104,N,Pass
BBB,2014B,661585,F,Yorkshire Region,Lower Than A Level,10-20,35 to 55,0,115,N,Pass
EEE,2014J,561370,M,South East Region,A Level or Equivalent,10-20,0 to 35,0,75,N,Fail
FFF,2014J,414583,F,London Region,Lower Than A Level,30-40pct,0 to 35,0,67,N,Pass
GGG,2013J,1065581,F,West Midlands Region,HE Qualification,50-60pct,0 to 35,0,89,N,Fail
BBB,2014J,550134,F,West Midlands Region,Lower Than A Level,30-40pct,0 to 35,0,131,N,Pass
FFF,2013B,361791,M,East Midlands Region,A Level or Equivalent,10-20,0 to 35,0,112,N,Withdrawn
FFF,2014J,414060,M,East Midlands Region,HE Qualification,20-30pct,0 to 35,0,66,Y,Pass
FFF,2014B,345308,F,Ireland,HE Qualification,60-70pct,0 to 35,0,136,N,Pass
FFF,2013J,453230,M,South Region,A Level or Equivalent,70-80pct,0 to 35,4,150,N,Pass
FFF,2014J,1090177,M,West Midlands Region,Lower Than A Level,50-60pct,0 to 35,0,114,N,Distinction
DDD,2013J,193391,M,Ireland,Lower Than A Level,20-30pct,0 to 35,1,51,N,Withdrawn
AAA,2013B,371039,F,Scotland,A Level or Equivalent,90-100pct,0 to 35,0,87,N,Withdrawn
CCC,2013B,61351,M,East Midlands Region,Lower Than A Level,20-30pct,0 to 35,0,64,N,Pass
BBB,2014B,452773,F,South East Region,HE Qualification,90-100pct,0 to 35,0,73,N,Pass
FFF,2013J,1103992,F,South West Region,Lower Than A Level,50-60pct,0 to 35,1,79,N,Distinction
FFF,2013J,1408695,M,North Region,A Level or Equivalent,70-80pct,0 to 35,0,104,N,Pass
DDD,2014J,512240,M,Wales,Lower Than A Level,10-20,35 to 55,0,112,N,Fail
FFF,2014B,942400,F,Scotland,Lower Than A Level,10-20,0 to 35,0,68,N,Pass
FFF,2014J,972309,M,North Region,Lower Than A Level,70-80pct,0 to 35,0,57,N,Fail
FFF,2014J,233671,F,West Midlands Region,Lower Than A Level,70-80pct,0 to 35,1,81,N,Withdrawn
FFF,2013B,1073406,M,Wales,HE Qualification,20-30pct,0 to 35,0,133,N,Pass
DDD,2014J,1662996,M,South East Region,Lower Than A Level,10-20,0 to 35,0,56,N,Withdrawn
FFF,2013B,375514,F,West Midlands Region,Lower Than A Level,60-70pct,35 to 55,1,132,N,Pass
FFF,2014J,472009,M,North Western Region,A Level or Equivalent,40-50pct,0 to 35,1,98,Y,Pass
BBB,2013J,875007,F,South East Region,HE Qualification,80-90pct,0 to 35,1,54,N,Fail
CCC,2014J,999258,F,Ireland,A Level or Equivalent,70-80pct,0 to 35,0,160,N,Fail
BBB,2014J,602522,M,Yorkshire Region,Lower Than A Level,50-60pct,0 to 35,2,129,N,Pass
FFF,2013J,857855,M,East Midlands Region,HE Qualification,50-60pct,0 to 35,0,127,N,Distinction
BBB,2013J,360472,M,West Midlands Region,Lower Than A Level,30-40pct,35 to 55,0,58,N,Pass
BBB,2014J,205798,F,East Midlands Region,A Level or Equivalent,20-30pct,35 to 55,0,95,N,Pass
DDD,2013J,833849,M,Scotland,Lower Than A Level,30-40pct,0 to 35,0,80,N,Withdrawn
FFF,2013J,132875,M,London Region,A Level or Equivalent,90-100pct,0 to 35,0,84,N,Pass
BBB,2014J,1072029,F,London Region,Lower Than A Level,90-100pct,0 to 35,0,90,N,Fail
DDD,2013J,927000,M,South Region,Lower Than A Level,80-90pct,35 to 55,0,123,N,Pass
GGG,2014J,450289,F,Yorkshire Region,Lower Than A Level,0-10pct,35 to 55,0,70,Y,Fail
DDD,2014J,1133841,M,South East Region,Lower Than A Level,80-90pct,0 to 35,0,134,N,Withdrawn
EEE,2013B,523074,F,South East Region,A Level or Equivalent,80-90pct,0 to 35,0,69,N,Fail
FFF,2014J,210100,F,West Midlands Region,A Level or Equivalent,20-30pct,0 to 35,0,151,Y,Pass
FFF,2014J,863153,M,East Anglian Region,Lower Than A Level,10-20,0 to 35,0,109,N,Withdrawn
GGG,2014J,2056296,F,East Anglian Region,A Level or Equivalent,30-40pct,0 to 35,0,57,N,Pass
CCC,2013J,668386,M,London Region,A Level or Equivalent,20-30pct,35 to 55,0,90,N,Pass
FFF,2014J,911316,M,East Anglian Region,Lower Than A Level,70-80pct,0 to 35,0,109,N,Pass
FFF,2014J,325015,F,Ireland,Lower Than A Level,70-80pct,0 to 35,0,75,N,Fail
EEE,2014B,418361,F,South Region,A Level or Equivalent,30-40pct,35 to 55,3,117,N,Pass
CCC,2014J,573816,M,South East Region,Lower Than A Level,90-100pct,35 to 55,0,60,N,Withdrawn
BBB,2014J,792454,M,South Region,HE Qualification,60-70pct,0 to 35,0,68,N,Fail
CCC,2014J,484224,M,South West Region,Lower Than A Level,80-90pct,0 to 35,1,98,Y,Withdrawn
FFF,2014B,224764,M,South East Region,Lower Than A Level,40-50pct,0 to 35,0,129,N,Distinction
CCC,2013J,977316,M,East Anglian Region,Lower Than A Level,20-30pct,0 to 35,0,49,N,Pass
AAA,2014J,661808,F,London Region,A Level or Equivalent,60-70pct,0 to 35,0,118,N,Pass
GGG,2014B,606586,F,South West Region,Lower Than A Level,70-80pct,0 to 35,0,106,N,Withdrawn
BBB,2013B,576955,F,Yorkshire Region,A Level or Equivalent,50-60pct,0 to 35,0,103,N,Withdrawn
BBB,2013J,303768,F,South East Region,Lower Than A Level,40-50pct,0 to 35,0,63,N,Pass
EEE,2014B,415843,F,North Region,Lower Than A Level,0-10pct,0 to 35,0,161,N,Withdrawn
EEE,2014B,181205,F,Scotland,A Level or Equivalent,10-20,35 to 55,0,87,N,Distinction
FFF,2013J,701068,F,Yorkshire Region,A Level or Equivalent,30-40pct,0 to 35,0,105,N,Fail
BBB,2014J,773012,F,South East Region,HE Qualification,20-30pct,0 to 35,1,119,N,Withdrawn
FFF,2013J,686318,M,North Western Region,Lower Than A Level,60-70pct,0 to 35,0,122,Y,Withdrawn
FFF,2013B,563628,F,East Midlands Region,A Level or Equivalent,20-30pct,0 to 35,0,55,N,Distinction
CCC,2013J,649403,F,South Region,Lower Than A Level,50-60pct,0 to 35,0,104,N,Pass
BBB,2014B,530005,F,London Region,Lower Than A Level,20-30pct,0 to 35,0,96,N,Pass
FFF,2013J,414254,F,London Region,Lower Than A Level,0-10pct,35 to 55,0,92,N,Distinction
FFF,2014B,222040,F,East Midlands Region,A Level or Equivalent,70-80pct,0 to 35,0,124,N,Pass
FFF,2014J,845488,F,West Midlands Region,Lower Than A Level,40-50pct,0 to 35,0,180,N,Withdrawn
FFF,2014B,696015,F,South West Region,A Level or Equivalent,40-50pct,0 to 35,0,119,N,Withdrawn
BBB,2013J,434533,M,East Anglian Region,A Level or Equivalent,40-50pct,0 to 35,1,119,N,Pass
BBB,2013B,1700050,M,South East Region,A Level or Equivalent,30-40pct,0 to 35,0,83,N,Withdrawn
CCC,2013B,831697,M,Scotland,No Formal quals,70-80pct,0 to 35,0,100,N,Withdrawn
FFF,2014J,593044,F,North Region,HE Qualification,90-100pct,35 to 55,0,171,N,Pass
BBB,2013J,560256,M,South East Region,Lower Than A Level,30-40pct,35 to 55,0,51,N,Pass
BBB,2013J,244944,M,North Western Region,A Level or Equivalent,10-20,35 to 55,1,157,N,Fail
DDD,2013B,180974,M,North Western Region,A Level or Equivalent,20-30pct,35 to 55,0,75,N,Pass
BBB,2013J,794608,F,Yorkshire Region,A Level or Equivalent,60-70pct,0 to 35,0,90,N,Withdrawn
CCC,2014J,435512,M,West Midlands Region,A Level or Equivalent,10-20,0 to 35,0,55,N,Fail
CCC,2013J,239979,M,South Region,A Level or Equivalent,10-20,35 to 55,2,56,N,Distinction
BBB,2014J,951821,F,Scotland,A Level or Equivalent,50-60pct,35 to 55,0,74,N,Withdrawn
CCC,2014J,441410,M,West Midlands Region,Lower Than A Level,90-100pct,0 to 35,0,98,N,Pass
FFF,2014B,1132983,M,South East Region,A Level or Equivalent,10-20,0 to 35,0,106,Y,Distinction
GGG,2013J,620233,F,North Region,A Level or Equivalent,20-30pct,35 to 55,0,93,N,Withdrawn
BBB,2013B,543034,F,South Region,Lower Than A Level,60-70pct,0 to 35,0,75,N,Pass
DDD,2014B,598015,M,South East Region,Lower Than A Level,10-20,0 to 35,0,81,N,Withdrawn
DDD,2013J,730826,F,North Western Region,HE Qualification,0-10pct,35 to 55,0,75,N,Withdrawn
GGG,2014J,1945825,M,London Region,A Level or Equivalent,60-70pct,35 to 55,0,66,N,Pass
FFF,2014J,462868,M,Yorkshire Region,Lower Than A Level,40-50pct,0 to 35,0,103,N,Pass
BBB,2013B,1490978,F,East Anglian Region,HE Qualification,70-80pct,0 to 35,1,71,N,Pass
DDD,2013B,614282,F,South West Region,Lower Than A Level,90-100pct,0 to 35,0,62,N,Pass
BBB,2013B,1051497,F,South West Region,Lower Than A Level,90-100pct,0 to 35,0,76,N,Withdrawn
FFF,2014J,304156,M,South Region,A Level or Equivalent,90-100pct,0 to 35,0,74,N,Withdrawn
BBB,2014J,191258,F,Yorkshire Region,Lower Than A Level,30-40pct,0 to 35,0,51,N,Distinction
BBB,2013J,119803,F,South East Region,Lower Than A Level,60-70pct,35 to 55,0,73,N,Withdrawn
CCC,2013J,468229,M,Scotland,A Level or Equivalent,10-20,0 to 35,0,51,N,Withdrawn
BBB,2014J,868218,M,East Midlands Region,A Level or Equivalent,0-10pct,35 to 55,0,69,N,Withdrawn
EEE,2014J,869107,M,North Western Region,Lower Than A Level,10-20,0 to 35,0,48,N,Pass
DDD,2013J,526399,M,Wales,A Level or Equivalent,30-40pct,35 to 55,0,126,N,Pass
FFF,2014J,687989,M,South West Region,Lower Than A Level,60-70pct,35 to 55,0,158,N,Withdrawn
CCC,2014B,388153,F,North Western Region,Lower Than A Level,50-60pct,0 to 35,0,102,N,Pass
BBB,2014J,352958,M,West Midlands Region,A Level or Equivalent,80-90pct,0 to 35,0,57,N,Withdrawn
BBB,2014J,478174,F,North Region,A Level or Equivalent,60-70pct,35 to 55,0,76,N,Pass
FFF,2013B,174540,M,South Region,Lower Than A Level,10-20,0 to 35,0,70,N,Withdrawn
BBB,2014J,548093,F,London Region,A Level or Equivalent,10-20,0 to 35,0,103,N,Pass
FFF,2014J,797140,M,North Region,A Level or Equivalent,0-10pct,0 to 35,0,154,N,Fail
BBB,2013J,392333,F,London Region,Lower Than A Level,50-60pct,0 to 35,0,168,Y,Withdrawn
DDD,2013B,323189,M,South Region,Lower Than A Level,30-40pct,0 to 35,0,93,N,Withdrawn
EEE,2014J,490102,F,East Midlands Region,A Level or Equivalent,60-70pct,0 to 35,0,84,N,Pass
DDD,2014J,1207417,F,East Midlands Region,A Level or Equivalent,90-100pct,35 to 55,0,77,N,Fail
DDD,2013J,858822,M,Wales,Lower Than A Level,30-40pct,35 to 55,0,132,N,Withdrawn
BBB,2014B,1356151,M,London Region,Lower Than A Level,0-10pct,35 to 55,0,61,N,Pass
BBB,2014J,371799,M,London Region,Lower Than A Level,50-60pct,35 to 55,0,41,N,Pass
DDD,2013B,455226,M,South Region,A Level or Equivalent,40-50pct,0 to 35,0,143,N,Distinction
GGG,2014B,1326898,F,Yorkshire Region,No Formal quals,50-60pct,35 to 55,0,110,N,Withdrawn
DDD,2013J,429725,M,South West Region,A Level or Equivalent,90-100pct,0 to 35,0,101,N,Pass
FFF,2014J,363886,M,East Anglian Region,Lower Than A Level,40-50pct,0 to 35,0,141,N,Fail
DDD,2014B,604224,F,London Region,HE Qualification,60-70pct,0 to 35,0,65,Y,Withdrawn
FFF,2014J,1039855,M,East Anglian Region,HE Qualification,80-90pct,35 to 55,0,90,N,Pass
DDD,2013J,628926,M,London Region,HE Qualification,60-70pct,0 to 35,1,111,N,Pass
BBB,2013J,1016718,M,South East Region,Lower Than A Level,40-50pct,0 to 35,0,77,N,Pass
DDD,2014J,624632,F,Scotland,A Level or Equivalent,10-20,0 to 35,0,135,N,Withdrawn
BBB,2014J,284772,M,London Region,Lower Than A Level,50-60pct,0 to 35,0,95,N,Pass
EEE,2014B,916223,F,South West Region,A Level or Equivalent,30-40pct,35 to 55,0,70,N,Pass
BBB,2013J,1363649,M,Scotland,A Level or Equivalent,40-50pct,0 to 35,0,75,N,Pass
FFF,2013B,841114,F,South West Region,A Level or Equivalent,60-70pct,0 to 35,0,161,N,Distinction
DDD,2013J,274341,M,Scotland,A Level or Equivalent,50-60pct,0 to 35,1,122,N,Pass
DDD,2014J,491656,M,North Region,A Level or Equivalent,40-50pct,35 to 55,0,63,N,Pass
CCC,2013B,577930,M,East Anglian Region,Lower Than A Level,10-20,0 to 35,0,122,N,Pass
DDD,2014B,1155281,M,Scotland,A Level or Equivalent,20-30pct,0 to 35,0,81,N,Withdrawn
FFF,2014B,715573,F,West Midlands Region,HE Qualification,20-30pct,0 to 35,0,119,Y,Withdrawn
FFF,2013J,655594,F,South East Region,Lower Than A Level,0-10pct,35 to 55,0,91,N,Pass
GGG,2014B,1095544,F,West Midlands Region,HE Qualification,70-80pct,35 to 55,0,79,N,Pass
BBB,2013B,246327,F,London Region,A Level or Equivalent,20-30pct,0 to 35,0,67,N,Withdrawn
DDD,2014J,1273225,M,Yorkshire Region,Lower Than A Level,30-40pct,35 to 55,0,110,N,Withdrawn
BBB,2013B,759308,M,South Region,Lower Than A Level,70-80pct,0 to 35,0,42,N,Pass
EEE,2013J,1042111,F,South West Region,Lower Than A Level,60-70pct,0 to 35,0,85,Y,Fail
CCC,2014J,1716424,M,London Region,HE Qualification,40-50pct,35 to 55,1,63,N,Fail
FFF,2014J,140380,M,West Midlands Region,HE Qualification,10-20,0 to 35,0,69,N,Pass
DDD,2013B,848703,F,Ireland,Lower Than A Level,40-50pct,35 to 55,0,99,N,Withdrawn
FFF,2014B,192896,M,South West Region,A Level or Equivalent,30-40pct,0 to 35,0,84,N,Pass
CCC,2013J,698139,M,East Anglian Region,A Level or Equivalent,20-30pct,0 to 35,0,98,N,Pass
GGG,2014J,847191,F,Ireland,A Level or Equivalent,90-100pct,0 to 35,1,85,Y,Pass
BBB,2013J,125238,F,East Anglian Region,A Level or Equivalent,90-100pct,0 to 35,1,82,N,Pass
BBB,2013J,668256,F,West Midlands Region,A Level or Equivalent,20-30pct,0 to 35,0,99,N,Fail
BBB,2014B,790001,F,East Anglian Region,No Formal quals,70-80pct,0 to 35,0,65,N,Withdrawn
BBB,2014B,951449,M,Wales,A Level or Equivalent,40-50pct,35 to 55,0,52,N,Pass
CCC,2014B,1086031,M,South Region,Lower Than A Level,80-90pct,0 to 35,0,63,N,Pass
DDD,2014B,358723,M,Scotland,A Level or Equivalent,70-80pct,35 to 55,0,60,N,Distinction
BBB,2014B,83941,M,Wales,A Level or Equivalent,20-30pct,35 to 55,0,54,N,Pass
DDD,2013J,411430,M,East Anglian Region,No Formal quals,90-100pct,0 to 35,1,82,N,Pass
GGG,2013J,796498,M,Scotland,A Level or Equivalent,80-90pct,35 to 55,0,50,N,Withdrawn
BBB,2013J,1225918,F,North Western Region,Lower Than A Level,30-40pct,0 to 35,0,62,N,Distinction
BBB,2014B,517164,F,South East Region,HE Qualification,10-20,0 to 35,0,52,N,Pass
FFF,2013B,598563,M,Scotland,Lower Than A Level,10-20,0 to 35,0,95,N,Pass
CCC,2013J,166071,F,East Anglian Region,A Level or Equivalent,90-100pct,0 to 35,0,64,Y,Fail
FFF,2014J,748320,M,London Region,A Level or Equivalent,30-40pct,35 to 55,0,100,N,Fail
CCC,2013B,413991,M,East Midlands Region,A Level or Equivalent,30-40pct,0 to 35,0,51,N,Fail
FFF,2013J,83232,M,Wales,Lower Than A Level,80-90pct,0 to 35,0,68,N,Fail
DDD,2013J,515980,F,West Midlands Region,A Level or Equivalent,80-90pct,0 to 35,0,61,N,Pass
BBB,2014B,775519,F,West Midlands Region,Lower Than A Level,10-20,0 to 35,0,132,N,Pass
FFF,2013B,1429405,F,London Region,A Level or Equivalent,10-20,35 to 55,0,74,N,Fail
DDD,2013J,201876,F,London Region,HE Qualification,20-30pct,0 to 35,0,67,N,Fail
BBB,2014J,1001951,M,South Region,Lower Than A Level,70-80pct,0 to 35,0,76,N,Pass
DDD,2013J,256926,F,Scotland,Lower Than A Level,50-60pct,0 to 35,3,104,N,Pass
CCC,2013J,486198,F,Yorkshire Region,HE Qualification,0-10pct,0 to 35,0,95,N,Withdrawn
DDD,2013J,439260,M,South West Region,A Level or Equivalent,80-90pct,0 to 35,0,101,N,Pass
FFF,2014J,465252,M,London Region,Lower Than A Level,50-60pct,0 to 35,0,87,N,Pass
CCC,2014J,537417,F,Ireland,A Level or Equivalent,50-60pct,0 to 35,0,64,Y,Pass
DDD,2013J,724939,M,Wales,A Level or Equivalent,10-20,0 to 35,0,131,N,Withdrawn
BBB,2014J,876555,F,East Midlands Region,A Level or Equivalent,0-10pct,35 to 55,0,82,N,Pass
