code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
BBB,2014J,670622,F,South Region,A Level or Equivalent,70-80pct,0 to 35,0,60,N,Pass
DDD,2014J,669415,M,North Region,A Level or Equivalent,20-30pct,0 to 35,0,90,N,Fail
BBB,2014J,1372254,F,Scotland,HE Qualification,50-60pct,35 to 55,0,60,N,Pass
CCC,2014J,568464,M,North Region,A Level or Equivalent,20-30pct,0 to 35,0,60,N,Distinction
DDD,2013B,440271,F,West Midlands Region,HE Qualification,0-10pct,0 to 35,2,149,Y,Fail
FFF,2013J,499249,M,North Western Region,A Level or Equivalent,70-80pct,0 to 35,0,60,N,Distinction
CCC,2014J,517576,M,Scotland,A Level or Equivalent,60-70pct,0 to 35,1,91,N,Withdrawn
DDD,2014J,625410,M,North Region,Post Graduate Qualification,20-30pct,0 to 35,1,60,N,Pass
DDD,2013B,458332,F,North Western Region,A Level or Equivalent,0-10pct,0 to 35,1,153,Y,Withdrawn
CCC,2014J,607334,F,South West Region,HE Qualification,60-70pct,0 to 35,0,182,N,Fail
DDD,2013J,392639,F,South West Region,Lower Than A Level,0-10pct,0 to 35,1,90,Y,Pass
FFF,2014J,643742,M,East Anglian Region,HE Qualification,60-70pct,35 to 55,0,60,N,Pass
FFF,2013J,1901080,M,South Region,HE Qualification,90-100pct,35 to 55,0,238,N,Pass
FFF,2014J,687441,M,North Western Region,HE Qualification,0-10pct,0 to 35,0,90,N,Withdrawn
BBB,2014J,422415,M,South Region,Lower Than A Level,10-20,0 to 35,0,181,N,Pass
CCC,2014J,602630,M,London Region,A Level or Equivalent,10-20,0 to 35,0,91,N,Pass
DDD,2014B,495087,F,London Region,A Level or Equivalent,30-40pct,0 to 35,0,90,N,Pass
GGG,2014J,633274,F,North Western Region,A Level or Equivalent,0-10pct,0 to 35,0,40,N,Distinction
CCC,2013J,586760,F,East Anglian Region,A Level or Equivalent,10-20,0 to 35,1,90,Y,Fail
FFF,2014J,534927,M,South Region,Lower Than A Level,40-50pct,0 to 35,0,121,N,Pass
CCC,2014J,609768,M,London Region,Lower Than A Level,70-80pct,0 to 35,0,40,N,Pass
FFF,2013J,302391,M,Scotland,Lower Than A Level,80-90pct,35 to 55,0,120,N,Pass
GGG,2014J,637832,M,Scotland,Lower Than A Level,20-30pct,0 to 35,0,40,N,Fail
BBB,2013B,642124,F,North Region,A Level or Equivalent,20-30pct,0 to 35,0,182,N,Fail
FFF,2013B,561410,M,South Region,HE Qualification,90-100pct,35 to 55,0,121,N,Fail
CCC,2013J,392639,M,South West Region,A Level or Equivalent,70-80pct,0 to 35,0,91,Y,Withdrawn
DDD,2013B,461780,M,North Western Region,A Level or Equivalent,10-20,0 to 35,1,60,Y,Withdrawn
DDD,2013B,297625,M,North Region,Post Graduate Qualification,20-30pct,35 to 55,1,120,N,Pass
CCC,2014J,578322,M,North Region,HE Qualification,20-30pct,0 to 35,0,60,N,Withdrawn
GGG,2013J,610816,F,Yorkshire Region,Lower Than A Level,60-70pct,35 to 55,0,40,N,Pass
FFF,2014J,633876,F,Ireland,A Level or Equivalent,0-10pct,0 to 35,0,120,N,Fail
CCC,2014J,353763,M,North Western Region,A Level or Equivalent,0-10pct,0 to 35,2,148,Y,Withdrawn
FFF,2014J,592950,F,Scotland,HE Qualification,50-60pct,55 to 100,0,121,N,Distinction
BBB,2014B,674559,F,South Region,Lower Than A Level,80-90pct,0 to 35,0,60,N,Pass
GGG,2013J,545161,F,East Midlands Region,Lower Than A Level,80-90pct,0 to 35,2,89,Y,Pass
GGG,2013J,2196953,F,East Anglian Region,Lower Than A Level,40-50pct,0 to 35,0,60,N,Withdrawn
BBB,2013B,2154585,F,Yorkshire Region,HE Qualification,80-90pct,0 to 35,3,120,N,Pass
GGG,2014J,648891,F,Ireland,A Level or Equivalent,20-30pct,35 to 55,0,60,N,Pass
CCC,2014J,612721,M,Ireland,Lower Than A Level,60-70pct,0 to 35,0,40,N,Withdrawn
FFF,2014B,677212,M,North Western Region,A Level or Equivalent,0-10pct,0 to 35,0,180,N,Fail
BBB,2014J,606617,F,South Region,A Level or Equivalent,30-40pct,0 to 35,0,60,N,Withdrawn
FFF,2013B,530685,M,London Region,A Level or Equivalent,20-30pct,0 to 35,0,120,N,Fail
AAA,2014J,603163,M,West Midlands Region,A Level or Equivalent,70-80pct,35 to 55,1,121,N,Fail
FFF,2013B,1354666,M,South East Region,Lower Than A Level,90-100pct,35 to 55,0,60,N,Pass
CCC,2014J,615170,F,South West Region,Lower Than A Level,70-80pct,0 to 35,1,150,N,Withdrawn
DDD,2014J,605865,M,Scotland,A Level or Equivalent,80-90pct,0 to 35,0,60,N,Withdrawn
GGG,2014B,621816,F,East Midlands Region,Lower Than A Level,40-50pct,0 to 35,0,40,N,Pass
GGG,2014J,534514,F,London Region,A Level or Equivalent,70-80pct,0 to 35,1,60,N,Pass
CCC,2014B,573571,F,London Region,Lower Than A Level,20-30pct,0 to 35,0,153,Y,Withdrawn
CCC,2014J,652025,M,West Midlands Region,A Level or Equivalent,0-10pct,0 to 35,0,121,N,Fail
EEE,2013J,536693,M,West Midlands Region,Lower Than A Level,40-50pct,0 to 35,0,60,N,Withdrawn
DDD,2014B,265425,F,North Western Region,Lower Than A Level,0-10pct,0 to 35,1,121,Y,Pass
FFF,2013J,567092,M,North Western Region,Lower Than A Level,70-80pct,0 to 35,0,91,N,Withdrawn
FFF,2013J,500118,F,South Region,Lower Than A Level,0-10pct,35 to 55,0,90,N,Fail
BBB,2013B,553431,F,West Midlands Region,Lower Than A Level,10-20,0 to 35,1,119,Y,Fail
DDD,2014J,485323,F,South East Region,Lower Than A Level,10-20,0 to 35,1,60,Y,Pass
CCC,2014J,575655,F,South Region,HE Qualification,50-60pct,0 to 35,0,182,N,Distinction
FFF,2013J,548116,M,Ireland,Lower Than A Level,20-30pct,0 to 35,0,121,N,Fail
FFF,2014J,539008,M,West Midlands Region,A Level or Equivalent,20-30pct,35 to 55,1,120,Y,Fail
FFF,2014J,1857088,M,Scotland,HE Qualification,90-100pct,55 to 100,0,90,N,Distinction
BBB,2013B,2419359,M,Yorkshire Region,A Level or Equivalent,70-80pct,35 to 55,5,60,N,Distinction
DDD,2014J,617863,M,South Region,Lower Than A Level,80-90pct,0 to 35,0,60,N,Fail
CCC,2013J,544804,F,East Midlands Region,HE Qualification,60-70pct,0 to 35,0,120,Y,Pass
DDD,2014B,540234,F,North Western Region,Lower Than A Level,70-80pct,0 to 35,0,238,N,Withdrawn
BBB,2014B,561027,F,West Midlands Region,Lower Than A Level,60-70pct,0 to 35,0,60,Y,Withdrawn
CCC,2014J,559666,M,Ireland,HE Qualification,90-100pct,0 to 35,0,90,N,Pass
CCC,2014J,2322639,M,Ireland,A Level or Equivalent,80-90pct,35 to 55,1,90,Y,Fail
FFF,2013J,2511592,M,London Region,HE Qualification,20-30pct,0 to 35,0,120,N,Pass
FFF,2013J,551608,M,Scotland,HE Qualification,90-100pct,35 to 55,0,121,N,Pass
FFF,2014B,113393,M,East Midlands Region,Lower Than A Level,90-100pct,0 to 35,1,180,N,Pass
FFF,2014J,351541,M,East Anglian Region,A Level or Equivalent,30-40pct,55 to 100,0,121,N,Fail
CCC,2014B,512199,M,West Midlands Region,Lower Than A Level,0-10pct,0 to 35,0,223,N,Withdrawn
DDD,2013J,1806893,F,Wales,HE Qualification,80-90pct,35 to 55,0,60,N,Pass
BBB,2013J,2419777,F,Yorkshire Region,Lower Than A Level,90-100pct,0 to 35,0,60,N,Fail
EEE,2014B,142625,M,South Region,A Level or Equivalent,20-30pct,0 to 35,0,90,N,Pass
BBB,2013B,559474,F,North Region,A Level or Equivalent,20-30pct,0 to 35,0,181,N,Pass
CCC,2014J,550554,F,London Region,A Level or Equivalent,20-30pct,0 to 35,0,60,Y,Fail
CCC,2014B,633787,M,North Region,No Formal quals,20-30pct,0 to 35,0,60,N,Withdrawn
FFF,2014J,656982,M,Yorkshire Region,Lower Than A Level,70-80pct,35 to 55,0,60,N,Distinction
CCC,2014J,486181,M,Scotland,Lower Than A Level,0-10pct,0 to 35,0,225,N,Withdrawn
EEE,2013J,565674,M,South West Region,A Level or Equivalent,70-80pct,0 to 35,0,241,Y,Distinction
BBB,2014B,529793,F,Scotland,Lower Than A Level,30-40pct,0 to 35,0,120,N,Pass
BBB,2013J,1235414,F,South East Region,Lower Than A Level,50-60pct,0 to 35,0,120,N,Withdrawn
CCC,2014B,2402854,F,South West Region,A Level or Equivalent,40-50pct,35 to 55,0,154,N,Withdrawn
CCC,2013B,76019,F,South Region,Lower Than A Level,80-90pct,0 to 35,1,151,N,Withdrawn
GGG,2014B,683710,F,North Western Region,Lower Than A Level,30-40pct,0 to 35,0,40,N,Fail
DDD,2013J,567456,F,Wales,Lower Than A Level,70-80pct,0 to 35,0,60,N,Pass
DDD,2013B,586989,F,West Midlands Region,Lower Than A Level,10-20,0 to 35,0,236,Y,Fail
GGG,2013J,547042,F,South Region,Lower Than A Level,90-100pct,0 to 35,0,40,Y,Distinction
GGG,2013J,2406849,F,South Region,Lower Than A Level,90-100pct,35 to 55,0,40,N,Pass
EEE,2013J,509560,M,East Anglian Region,Lower Than A Level,90-100pct,0 to 35,0,119,N,Distinction
BBB,2013J,512277,F,South Region,Lower Than A Level,70-80pct,0 to 35,0,60,Y,Fail
CCC,2014J,633306,M,Scotland,Lower Than A Level,20-30pct,0 to 35,0,180,N,Withdrawn
FFF,2014J,602022,M,Scotland,No Formal quals,0-10pct,0 to 35,0,121,N,Fail
DDD,2014J,2436963,F,West Midlands Region,HE Qualification,20-30pct,0 to 35,1,181,N,Fail
GGG,2013J,625623,F,South Region,Lower Than A Level,90-100pct,0 to 35,0,40,N,Pass
EEE,2014J,673491,M,North Region,Lower Than A Level,60-70pct,0 to 35,0,120,N,Pass
CCC,2014B,2012819,M,South West Region,Lower Than A Level,40-50pct,35 to 55,0,60,N,Distinction
BBB,2014J,2493407,F,Yorkshire Region,Lower Than A Level,80-90pct,35 to 55,0,60,N,Pass
BBB,2013B,453608,F,North Region,A Level or Equivalent,10-20,0 to 35,1,60,Y,Withdrawn
DDD,2014J,575631,M,South East Region,Lower Than A Level,70-80pct,0 to 35,1,90,N,Pass
EEE,2013J,570000,F,North Western Region,Lower Than A Level,0-10pct,0 to 35,0,121,N,Withdrawn
FFF,2014B,590756,M,North Western Region,Lower Than A Level,0-10pct,0 to 35,0,120,Y,Fail
DDD,2014J,208789,M,South Region,HE Qualification,30-40pct,55 to 100,0,151,N,Pass
DDD,2014J,601474,F,South West Region,A Level or Equivalent,20-30pct,0 to 35,0,153,N,Fail
CCC,2014J,1639210,M,Scotland,HE Qualification,30-40pct,35 to 55,0,90,N,Pass
DDD,2014B,144394,M,North Western Region,Lower Than A Level,40-50pct,35 to 55,1,91,N,Fail
CCC,2014J,592601,M,West Midlands Region,HE Qualification,40-50pct,0 to 35,0,90,N,Withdrawn
CCC,2014J,546450,M,Scotland,HE Qualification,30-40pct,35 to 55,0,120,Y,Fail
GGG,2014B,685885,F,Yorkshire Region,Lower Than A Level,50-60pct,0 to 35,0,40,N,Distinction
FFF,2014J,612849,M,North Western Region,A Level or Equivalent,60-70pct,0 to 35,0,60,N,Pass
EEE,2014J,599537,M,South East Region,HE Qualification,60-70pct,35 to 55,0,40,N,Pass
GGG,2014J,628941,F,South Region,Lower Than A Level,70-80pct,0 to 35,0,40,N,Fail
FFF,2014J,554354,M,South West Region,A Level or Equivalent,70-80pct,35 to 55,0,60,N,Distinction
CCC,2014J,612082,M,North Western Region,A Level or Equivalent,0-10pct,0 to 35,0,154,N,Fail
GGG,2014J,668582,F,Scotland,Lower Than A Level,60-70pct,0 to 35,0,40,N,Pass
DDD,2014J,640759,F,Ireland,HE Qualification,80-90pct,0 to 35,0,60,N,Pass
GGG,2014J,613434,F,East Anglian Region,HE Qualification,50-60pct,0 to 35,0,40,N,Fail
FFF,2014B,565371,M,East Anglian Region,Lower Than A Level,0-10pct,0 to 35,0,222,N,Pass
BBB,2014J,584514,F,South Region,Lower Than A Level,70-80pct,0 to 35,0,121,N,Distinction
DDD,2014J,607056,M,Yorkshire Region,Lower Than A Level,70-80pct,0 to 35,0,120,N,Withdrawn
BBB,2014B,579684,F,East Anglian Region,Lower Than A Level,70-80pct,0 to 35,0,120,N,Fail
FFF,2013J,587262,M,Yorkshire Region,Lower Than A Level,10-20,0 to 35,0,90,N,Fail
EEE,2014J,691335,M,Scotland,HE Qualification,50-60pct,0 to 35,0,40,N,Pass
CCC,2014B,461387,F,Ireland,HE Qualification,30-40pct,0 to 35,1,60,N,Pass
BBB,2013J,583200,F,Yorkshire Region,Lower Than A Level,80-90pct,0 to 35,0,91,N,Pass
EEE,2013J,2557078,M,South East Region,HE Qualification,70-80pct,0 to 35,0,90,N,Fail
DDD,2013J,245602,M,West Midlands Region,A Level or Equivalent,40-50pct,0 to 35,0,91,N,Pass
DDD,2013J,442825,M,Yorkshire Region,Lower Than A Level,0-10pct,0 to 35,0,60,N,Pass
DDD,2014J,454238,M,South West Region,A Level or Equivalent,30-40pct,0 to 35,2,120,N,Fail
EEE,2014J,637459,M,South Region,Lower Than A Level,30-40pct,35 to 55,1,90,N,Pass
CCC,2014J,661693,F,South Region,A Level or Equivalent,80-90pct,0 to 35,0,60,N,Fail
BBB,2013B,315208,F,North Western Region,HE Qualification,90-100pct,35 to 55,1,121,N,Pass
GGG,2014J,632787,M,East Midlands Region,Lower Than A Level,70-80pct,0 to 35,0,40,N,Fail
FFF,2013J,566519,M,London Region,Lower Than A Level,0-10pct,0 to 35,0,40,N,Fail
FFF,2013B,2273242,M,West Midlands Region,Lower Than A Level,30-40pct,0 to 35,2,120,N,Pass
FFF,2013B,526205,F,West Midlands Region,A Level or Equivalent,20-30pct,0 to 35,0,90,Y,Pass
GGG,2014J,2152551,M,South East Region,Lower Than A Level,60-70pct,35 to 55,0,40,N,Fail
BBB,2013J,543097,F,East Midlands Region,Lower Than A Level,0-10pct,0 to 35,0,60,N,Pass
DDD,2013B,516639,M,South Region,HE Qualification,80-90pct,0 to 35,1,91,N,Pass
BBB,2014J,690861,F,South Region,Lower Than A Level,0-10pct,0 to 35,0,60,N,Pass
FFF,2013B,505764,F,South Region,A Level or Equivalent,80-90pct,0 to 35,0,186,N,Pass
DDD,2013B,583636,M,South East Region,A Level or Equivalent,60-70pct,0 to 35,1,121,N,Withdrawn
CCC,2014B,607760,M,Ireland,Lower Than A Level,20-30pct,0 to 35,0,184,Y,Fail
FFF,2013J,511364,M,North Western Region,HE Qualification,0-10pct,0 to 35,0,90,N,Withdrawn
DDD,2013B,2107677,M,South Region,A Level or Equivalent,40-50pct,35 to 55,1,60,N,Withdrawn
BBB,2014B,428584,F,Wales,Lower Than A Level,60-70pct,0 to 35,0,180,N,Pass
BBB,2013J,665233,F,East Anglian Region,Lower Than A Level,90-100pct,0 to 35,0,121,N,Fail
EEE,2014B,683877,M,Wales,HE Qualification,20-30pct,0 to 35,0,120,N,Pass
DDD,2013J,2039636,F,Scotland,HE Qualification,80-90pct,35 to 55,0,90,Y,Pass
BBB,2013B,470846,F,London Region,Lower Than A Level,80-90pct,0 to 35,0,120,Y,Withdrawn
BBB,2014B,496177,F,Yorkshire Region,HE Qualification,0-10pct,0 to 35,0,60,N,Pass
GGG,2013J,571030,F,East Midlands Region,Lower Than A Level,10-20,0 to 35,0,40,N,Pass
BBB,2013B,596847,F,West Midlands Region,Lower Than A Level,0-10pct,0 to 35,0,60,N,Pass
